ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp585,glaciers,2100,fixed,2000,13.154594720956313,13.18392789138217,11.422678800825565,15.051269883513765,3.6285910826881995,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2300,joint,2000,97.14694511510785,99.51643745275567,53.41507561811843,153.4446813910642,100.02960577294576,2.4627057157871417,1.1225153883671566,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2100,fixed,2000,38.102037215774246,39.779932010880614,15.344371425109971,69.17474483247574,53.83037340736577,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2100,joint,2000,45.5247274454463,47.300067524715374,17.496954165329605,82.51093618047456,65.01398201514496,1.2077564746420448,1.194810849289682,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2150,fixed,2000,94.40388539503672,98.12740685777601,59.015773442865104,151.88316620722273,92.86739276435762,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2150,joint,2000,104.85709206263132,109.69062213680704,62.81104875719628,175.14140830979974,112.33035955260345,1.2095780468138189,1.1107285640188722,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2300,fixed,2000,282.31958266069216,291.3102742232505,185.1592875693617,428.07558342614806,242.91629585678635,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2300,joint,2000,310.52403033952714,330.9046788289089,194.20663065425606,536.4379294895591,342.23129883530305,1.408844547164793,1.0999025551576163,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2100,fixed,2000,28.090141375826093,28.068348352400463,24.95695978812459,31.248250764505837,6.291290976381248,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2100,joint,2000,24.11099528997937,24.447080919923305,14.951415885705057,35.061341749612225,20.10992586390717,3.196470476314609,0.8583436789224881,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2150,fixed,2000,52.24915035481352,52.20861417728357,46.42126669718151,58.12340104221231,11.7021343450308,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2150,joint,2000,43.63889223921318,44.28194520711744,25.93948747870005,65.89152271497638,39.95203523627633,3.4140810606264815,0.8352076912805317,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2300,fixed,2000,105.73478589683074,105.65275424611303,93.94110070603249,117.62230243094794,23.681201724915454,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2300,joint,2000,91.64369870386551,94.91223993569004,51.80718814672687,150.13299232695232,98.32580418022545,4.15206142502367,0.8667317754185986,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2100,fixed,2000,2.4600000000000044,2.460000000000003,2.4600000000000044,2.4600000000000044,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2100,joint,2000,2.4600000000000044,2.460000000000003,2.4600000000000044,2.4600000000000044,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2150,fixed,2000,3.960000000000013,3.9600000000000226,3.960000000000013,3.960000000000013,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2150,joint,2000,3.960000000000013,3.9600000000000226,3.960000000000013,3.960000000000013,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2300,fixed,2000,8.459999999999987,8.460000000000004,8.459999999999987,8.459999999999987,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2300,joint,2000,8.459999999999987,8.460000000000004,8.459999999999987,8.459999999999987,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2100,fixed,2000,92.00470035654476,93.61810828942413,69.12364813066044,122.75635115666708,53.63270302600664,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2100,joint,2000,98.52204853253339,101.06508392949549,64.07308686842283,144.4481920057378,80.37510513731497,1.4986211882392144,1.070837121915859,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2150,fixed,2000,193.75922613669252,197.65676644214943,157.4831925877363,252.81760953197588,95.33441694423956,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2150,joint,2000,201.5820482871146,208.5677944196937,142.0009124156563,295.19885627192014,153.19794385626383,1.60695317354139,1.040373933703179,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2300,fixed,2000,510.55915012242485,519.2014073127849,410.000309526239,659.2689707668466,249.26866124060757,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2300,joint,2000,537.3476575493112,561.144212595242,376.2025290246725,830.1386406666063,453.9361116419338,1.821071727920784,1.0524689596111692,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp ssp585 | forcing spliced | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
