tag,ssp,component,horizon,chain_med_min,chain_med_max,range_cm,sd_of_medians_cm,pooled_med_cm,mean_within_sd_cm,rhat
L23,ssp245,glaciers,2100,9.898341440575273,10.072997364048451,0.17465592347317838,0.07966329367827067,9.957224736616475,1.3532462228286533,1.0001698922256603
L23,ssp245,glaciers,2150,13.899440523507634,14.019148771510327,0.1197082480026932,0.05837466436450011,13.949875776197217,1.779955508982093,0.9994979521537792
L23,ssp245,glaciers,2300,19.13613300405386,19.32120750212364,0.18507449806978116,0.09035267365201513,19.223137203293298,2.362260653924801,0.9988554158994521
L23,ssp245,gis,2100,8.424096961781093,8.511181398756571,0.08708443697547885,0.038284059544838725,8.467497881807908,0.6451215514125191,1.0019976838580955
L23,ssp245,gis,2150,12.283964389038719,12.454491394047597,0.17052700500887852,0.07014697504877643,12.371388455162379,1.1378133655134715,1.002069016989251
L23,ssp245,gis,2300,17.99160842284121,18.49672878267954,0.5051203598383296,0.27827065308266385,18.249081928620484,2.2845406253004636,1.0054296737350663
L23,ssp245,ais,2100,11.300706427793275,16.650360017351336,5.349653589558061,2.307389407118593,13.763888308398386,16.906703621146377,1.0037652119239175
L23,ssp245,ais,2150,55.196698008428335,67.71878781553045,12.522089807102113,5.895688780857976,59.72897844688727,37.82111533669925,1.0049519566251248
L23,ssp245,ais,2300,186.82718539431585,221.18146356788753,34.354278173571686,14.155361503530447,201.8470062602711,93.06317394899912,1.0043355616312353
L23,ssp245,te,2100,20.658045144843257,20.729454868016255,0.07140972317299799,0.033396879659052234,20.691850828162515,1.1180957719712876,0.9990708986815152
L23,ssp245,te,2150,30.436694701671243,30.541906783826548,0.10521208215530464,0.0492055575948139,30.486502573382012,1.6473552758797454,0.9990708986815153
L23,ssp245,te,2300,47.636161100401395,47.800827459359994,0.16466635895859838,0.07701111738959605,47.71411489348367,2.5782589759030192,0.9990708986815152
L23,ssp245,total,2100,53.193884262804396,58.15243033125094,4.9585460684465446,2.22054918999312,55.828406481164784,16.971105864509987,1.0036821945603347
L23,ssp245,total,2150,115.67000628007878,129.6540691686362,13.984062888557418,6.382415406844923,120.74632772948723,37.851130339358946,1.0049456611360845
L23,ssp245,total,2300,280.7833798074213,314.2044769481208,33.421097140699544,13.80949754003072,295.473318879777,93.06365940734271,1.0042694839607558
L23,ssp245,sens_ais_gmst_amp,2100,NaN,NaN,NaN,NaN,78.09467980644924,0.4441887854845357,10.972302512806118
L23,ssp245,sens_ais_gmst_amp,2150,NaN,NaN,NaN,NaN,177.79444248183745,0.4520821887360045,24.980119168698163
L23,ssp245,sens_ais_gmst_amp,2300,NaN,NaN,NaN,NaN,386.1092525574554,0.399163194482041,54.248349984322495
L23,ssp245,sens_ais_runoff_Ton,2100,NaN,NaN,NaN,NaN,43.89063186522037,0.2549680405825189,3.5112505492176296
L23,ssp245,sens_ais_runoff_Ton,2150,NaN,NaN,NaN,NaN,90.25927882448485,0.23440066892286243,7.2207423059587885
L23,ssp245,sens_ais_runoff_Ton,2300,NaN,NaN,NaN,NaN,175.05840476862156,0.18483789734397563,14.004672381489724
L23,ssp245,sens_ais_iceflow0,2100,NaN,NaN,NaN,NaN,11.168824828638046,0.10388720718159827,1.080025360929299
L23,ssp245,sens_ais_iceflow0,2150,NaN,NaN,NaN,NaN,24.121289549738506,0.10030167551591748,2.332528699459713
L23,ssp245,sens_ais_iceflow0,2300,NaN,NaN,NaN,NaN,55.66975132864982,0.09411698637300195,5.383264953480437
L23,ssp245,sens_ais_slope,2100,NaN,NaN,NaN,NaN,-115338.53513966817,-0.14616936169892703,1.7877472946648567
L23,ssp245,sens_ais_slope,2150,NaN,NaN,NaN,NaN,-238359.6812252466,-0.13504166666838582,3.6945750589913224
L23,ssp245,sens_ais_slope,2300,NaN,NaN,NaN,NaN,-524076.21696946234,-0.12071757709490931,8.123181363026667
