year,ais_p05,ais_p50,ais_p95,ais_pred_p05,ais_pred_p95,ais_obs,glaciers_p05,glaciers_p50,glaciers_p95,glaciers_pred_p05,glaciers_pred_p95,glaciers_obs,gis_p05,gis_p50,gis_p95,gis_pred_p05,gis_pred_p95,gis_obs,te_p05,te_p50,te_p95,te_pred_p05,te_pred_p95,te_obs,total_p05,total_p50,total_p95,total_pred_p05,total_pred_p95,total_obs,glaciers_obs_delta_corrected,provenance
1900,-2.9602735198030548,-2.002790729176832,-0.971010752778575,-3.1423717130343225,-0.8019292180263985,-0.7681519642532018,-7.27345440244262,-6.377963446977267,-5.277225309595297,-8.179101977057032,-4.425945506256514,-7.27700420293,-4.508759000750643,-4.0842968177971395,-3.6874423086748145,-5.208721519885384,-2.939664007773235,-4.130332357233222,-4.028214269520993,-3.6262957798147135,-3.2093464556151066,-4.827222369266069,-2.3969605606518205,-3.6098928928375242,-16.5628949234485,-14.786810339514012,-13.09278937303545,NaN,NaN,-13.937918849348069,-7.27700420293,"posterior_predictive_ladrillo.jl | tag L31 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L31.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1901,-2.9266910914876094,-1.982617347420783,-0.966085359306809,-3.095461902101877,-0.7918211072568478,-0.7626991406142858,-7.237562615928623,-6.350567396170543,-5.245305565522866,-8.173971551424739,-4.463586764365188,-7.19201579961,-4.451326678941514,-4.039991885313171,-3.6470780935462552,-5.13081142282209,-2.8889069840255903,-4.14182832891291,-3.999948948800349,-3.6008506554031534,-3.18682699642,-4.7775872623441344,-2.4013545405299572,-3.6964476108551025,-16.13555598668957,-14.369455363354573,-12.687653368911855,NaN,NaN,-13.717743189686836,-7.19201579961,"posterior_predictive_ladrillo.jl | tag L31 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L31.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1902,-2.8929772833583884,-1.9629282266153134,-0.962110088631097,-3.051449524910102,-0.797695510062049,-0.7572272434890415,-7.160881746370899,-6.283805972885135,-5.194081855306926,-8.07990817380922,-4.406465306421229,-7.10599819097,-4.394171270053113,-3.9913420316342934,-3.6068602063471427,-5.1118145440602705,-2.8981751239469253,-4.110059530084785,-3.975820518820636,-3.5791296599558597,-3.167603468063809,-4.747080852773702,-2.4355432089996665,-3.7697138309478753,-15.813824188111033,-14.082912254378721,-12.418607732720075,NaN,NaN,-13.307361420412224,-7.10599819097,"posterior_predictive_ladrillo.jl | tag L31 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L31.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1903,-2.8595525298054634,-1.9422358892967195,-0.9580085992796573,-3.003236208577131,-0.8369982046919037,-0.7518496647536901,-7.081062634983954,-6.2170952139739,-5.140687433111918,-8.140454239207793,-4.358964895719152,-7.04884410771,-4.353582432235852,-3.9579865611204297,-3.5797821416265982,-5.054469770445566,-2.7849050757486893,-4.069244558160955,-3.9562296406329303,-3.561493478228271,-3.151995083984087,-4.792068149093646,-2.3411738629144843,-3.89201683998108,-15.644795518729158,-13.935689590331773,-12.295788366599432,NaN,NaN,-13.366047505500095,-7.04884410771,"posterior_predictive_ladrillo.jl | tag L31 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L31.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1904,-2.826015662831459,-1.922810124824215,-0.9523421459018773,-3.020991383835913,-0.7876350350923459,-0.7464302197158481,-7.01355116038243,-6.160410167368813,-5.096303113805106,-7.987088692440121,-4.293629669583671,-6.9647086707,-4.317524075473524,-3.9326571973608346,-3.5613709404402374,-4.986764800266047,-2.929674900637397,-3.986545354669745,-3.982656708524813,-3.5852837630436327,-3.173049976051981,-4.796137882292481,-2.4020242691763185,-4.005975580215455,-15.58453595211129,-13.891651392747004,-12.277021395319053,NaN,NaN,-13.401862591297018,-6.9647086707,"posterior_predictive_ladrillo.jl | tag L31 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L31.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1905,-2.7930521657969036,-1.9042006533095572,-0.9533311434378764,-2.9681537578949544,-0.8017117683525347,-0.740978254383817,-6.946637486009015,-6.105415687990324,-5.052800395926293,-7.874991631664415,-4.193992739400851,-6.86514507207,-4.289716608339001,-3.914084528812141,-3.5452377234740102,-4.852850609802029,-2.978403981883463,-3.965610296075995,-3.967194379272607,-3.5713642007855784,-3.160730876753665,-4.662179314630173,-2.489486391045294,-4.084479761123657,-15.391886236078497,-13.726859501984553,-12.130830248796658,NaN,NaN,-13.311246733632538,-6.86514507207,"posterior_predictive_ladrillo.jl | tag L31 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L31.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1906,-2.7591205573779223,-1.8846266966261116,-0.9472615487287728,-2.890556028670633,-0.8073122265327684,-0.7355258122146275,-6.868449801299928,-6.03893365639796,-4.997945417759666,-7.744877282192748,-4.2292253437798,-6.78516536626,-4.242556392374426,-3.878428193845429,-3.5162694745606062,-4.802527305130997,-2.9578492499142763,-3.9195184534246272,-3.9365551260110387,-3.5437820049625364,-3.136320065342334,-4.78973543317576,-2.3262837985025837,-4.1820330142974855,-15.421220456804212,-13.775255014206483,-12.198131968486797,NaN,NaN,-13.567440039263273,-6.78516536626,"posterior_predictive_ladrillo.jl | tag L31 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L31.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1907,-2.7268283984321586,-1.8642028028845465,-0.9422531539251907,-2.883791179811628,-0.8197231697078208,-0.7300945416152622,-6.793424363416107,-5.974106494052641,-4.945531895198285,-7.713373852324887,-4.142807236909885,-6.7199607459,-4.2177955827895355,-3.86360385986636,-3.5045282567011524,-4.856939586225158,-2.9454998306489193,-3.8829637354070488,-3.9035290580321416,-3.5140511408816675,-3.1100076382669046,-4.6374687120762115,-2.361325621619529,-4.245766305923461,-15.302896726102619,-13.677801400279074,-12.1248289245245,NaN,NaN,-13.430518857797505,-6.7199607459,"posterior_predictive_ladrillo.jl | tag L31 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L31.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1908,-2.693317754470326,-1.8443553728610467,-0.933366367359652,-2.892666386930793,-0.8216746776141683,-0.7246861591994909,-6.730280569370471,-5.921477563259028,-4.903620995679169,-7.738103236656612,-4.0631625500147734,-6.64097972783,-4.199573397630294,-3.849473632794148,-3.493274139449241,-4.74254148882254,-2.9465241590217923,-3.8119527643377134,-3.9373552636032034,-3.5445023081489118,-3.1369575484982946,-4.726274818926735,-2.2561263079928815,-4.304152536392211,-15.174498785470224,-13.550985419842029,-12.019883154913813,NaN,NaN,-13.478100215899776,-6.64097972783,"posterior_predictive_ladrillo.jl | tag L31 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L31.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1909,-2.660355105882845,-1.827063453873757,-0.9290317959999378,-2.7841205210407347,-0.7829792945429279,-0.719240202015653,-6.6591674156896,-5.861044002635557,-4.856920928332521,-7.58348317362351,-4.0044861810444505,-6.56629558477,-4.151130169831988,-3.807143518269582,-3.457062625990993,-4.6287399671369585,-2.998554962038514,-3.7546384638006036,-3.9508890879841436,-3.5566857837422283,-3.1477401753403007,-4.7461402659373135,-2.359113067632125,-4.4123697757720945,-14.949841300800653,-13.349341480207983,-11.84411613867477,NaN,NaN,-13.127202387002756,-6.56629558477,"posterior_predictive_ladrillo.jl | tag L31 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L31.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1910,-2.6280322452273683,-1.808947476268089,-0.9248987571769678,-2.8070466386955544,-0.7997501454218157,-0.713820756977811,-6.593343746852693,-5.804504057832649,-4.813709579628772,-7.463309818861044,-4.039681287775377,-6.4967437354,-4.097989073784169,-3.7605495706004786,-3.417914142396911,-4.428625900332727,-3.1201988306178956,-3.709659749811346,-3.9243885138348986,-3.532829326818575,-3.1266267195936286,-4.729889712748949,-2.370365098863208,-4.497396707534791,-14.737753800237618,-13.162960720590558,-11.683858042931297,NaN,NaN,-12.932223767549981,-6.4967437354,"posterior_predictive_ladrillo.jl | tag L31 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L31.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1911,-2.5916900957839166,-1.7899375016670285,-0.9214356567813491,-2.772212862864361,-0.7784101716129371,-0.7083755627334263,-6.528465354069426,-5.748851666444407,-4.770851109156307,-7.3957218198909525,-3.9928000404128263,-6.40783153447,-4.075355659618775,-3.740257861657872,-3.407599603503551,-4.394681964817079,-3.08510964646184,-3.7024556940252134,-3.898637536483882,-3.509647675037871,-3.106110480297366,-4.6279046438511315,-2.2233899742448715,-4.502541589736938,-14.564687514257832,-13.006148326801476,-11.550084565371142,NaN,NaN,-12.7859735900405,-6.40783153447,"posterior_predictive_ladrillo.jl | tag L31 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L31.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1912,-2.558224067736895,-1.7702706713741263,-0.9168927464036093,-2.7268806879253953,-0.8134003507205206,-0.702943815296903,-6.45657050325546,-5.688629942121161,-4.722117805628389,-7.372151140457825,-4.020626413843141,-6.33277965459,-4.036675811549386,-3.7094154653270714,-3.3824080511567667,-4.378010996420445,-3.0488088121155936,-3.6499250238591983,-3.879217586930773,-3.492165367395625,-3.0906382779525035,-4.6323051294683015,-2.3662926937433837,-4.496937417984009,-14.429366965060202,-12.893224481936386,-11.459269535748485,NaN,NaN,-12.504873544685173,-6.33277965459,"posterior_predictive_ladrillo.jl | tag L31 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L31.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1913,-2.5263893485204565,-1.7504485138175503,-0.9126231788325253,-2.6965479796795084,-0.7744785669923775,-0.6975461140334751,-6.383732340394347,-5.624556819326624,-4.669424286282914,-7.1981060933386924,-4.010402190533909,-6.26434474858,-3.979108290280742,-3.6565617503452397,-3.3362383059119605,-4.310792697831429,-3.0018747875715337,-3.6160070245916187,-3.964219752964839,-3.568686370336488,-3.1583609416511935,-4.708106684344624,-2.4313470589908905,-4.43869423866272,-14.440798072415978,-12.939324903918056,-11.527180386183037,NaN,NaN,-12.481187939747363,-6.26434474858,"posterior_predictive_ladrillo.jl | tag L31 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L31.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1914,-2.494925997490489,-1.7325612119049283,-0.9111809648606448,-2.6782060921295194,-0.7476119489700493,-0.692109502857938,-6.315668624046252,-5.569861210653036,-4.628201447509706,-7.199928551626446,-3.878892649913224,-6.15112605962,-3.939587886490767,-3.6283359934057566,-3.3123797561546295,-4.242923172945943,-2.9919890663386246,-3.6001985376531427,-4.0641827442938885,-3.6586754695601726,-3.2380031479613156,-4.875742419770289,-2.4039040503825677,-4.3344473361969,-14.26478936305579,-12.78530435563067,-11.3873229825044,NaN,NaN,-12.215842947480144,-6.15112605962,"posterior_predictive_ladrillo.jl | tag L31 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L31.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1915,-2.4655274027983145,-1.7169565883833817,-0.9090607074426829,-2.626508502484467,-0.7774086492020987,-0.6866780415237095,-6.242164378055054,-5.5054444639775895,-4.575165686473465,-7.071084751802762,-3.9028357031725043,-5.99616084966,-3.9280415246252836,-3.621056260308359,-3.3108060723409083,-4.273711242095683,-3.0110844249170508,-3.567949086969549,-4.037637563533466,-3.6347788566877437,-3.2168541533728887,-4.750673501765536,-2.5273708843830667,-4.308618783950806,-14.038962894749577,-12.57767155279153,-11.19893160818386,NaN,NaN,-11.887195821280871,-5.99616084966,"posterior_predictive_ladrillo.jl | tag L31 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L31.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1916,-2.4364206365966043,-1.6982660360543387,-0.9066778547548956,-2.60361011092298,-0.7555374381461955,-0.6812593594253209,-6.137824303341833,-5.414793839310239,-4.49938948929502,-6.978900014387682,-3.776341766933538,-5.89606166753,-3.8672613529510387,-3.5657529599308875,-3.2628720070828514,-4.190376096966671,-2.9669755426425723,-3.5504369562322453,-3.9873716092976097,-3.589528230599395,-3.176806417261736,-4.743706463207323,-2.435906503806747,-4.27322907447815,-14.043016310750746,-12.597392939585745,-11.248425126435336,NaN,NaN,-11.995727195056805,-5.89606166753,"posterior_predictive_ladrillo.jl | tag L31 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L31.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1917,-2.4028195837771937,-1.6798780246391076,-0.9014714093900285,-2.529355674852723,-0.7685109278323126,-0.6758843556106235,-6.07152127816356,-5.355859625899452,-4.452571835519495,-6.90282326336836,-3.6607671003736284,-5.7766593543,-3.8004313953946984,-3.504561875154711,-3.2084758130013373,-4.148077624249302,-2.8835040290030975,-3.4816617792302904,-3.9435404233559406,-3.5500703383499217,-3.141885369910392,-4.714781040815859,-2.3381144502122835,-4.251692819595336,-14.11608531871505,-12.696101814104905,-11.369652496849067,NaN,NaN,-12.29178087162002,-5.7766593543,"posterior_predictive_ladrillo.jl | tag L31 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L31.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1918,-2.3687784858051977,-1.6610558745749888,-0.8950953592270474,-2.486729084062432,-0.7635355782509586,-0.670394529408231,-6.018715934866345,-5.30847523720688,-4.417750716917402,-6.747121534362691,-3.734619045071589,-5.67177921208,-3.7560259943173917,-3.4657109526501597,-3.174253783543182,-4.0747027199500945,-2.8750852376513105,-3.470746785944159,-3.899097370559209,-3.51006162877896,-3.1064768378843968,-4.676103703784532,-2.372763223086846,-4.2542582035064695,-13.713224723591166,-12.320254010160298,-11.010296599855831,NaN,NaN,-11.69048315752298,-5.67177921208,"posterior_predictive_ladrillo.jl | tag L31 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L31.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1919,-2.3340007762006327,-1.6430879773089693,-0.8912081582510496,-2.4748234744375326,-0.7423504778727973,-0.664944376057401,-5.959345341646895,-5.258771964560404,-4.382191247993803,-6.695533883328412,-3.619148805048603,-5.58503070745,-3.743356500327051,-3.456609243654545,-3.1692437683283665,-4.047701182135205,-2.856380675957719,-3.454160482233221,-3.867790471020053,-3.4818784016510187,-3.081534101388844,-4.561925232283493,-2.322155136595392,-4.2755896091461185,-13.39951075673075,-12.035685498187839,-10.739415994946507,NaN,NaN,-11.250664952584467,-5.58503070745,"posterior_predictive_ladrillo.jl | tag L31 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L31.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1920,-2.3013722681500677,-1.6231201305288914,-0.8868639570575044,-2.465785938524579,-0.7511183874764364,-0.6595906391799595,-5.892567209539439,-5.200495138647543,-4.333156079751657,-6.6139486924359385,-3.655115431882671,-5.53279949102,-3.7118650698451936,-3.430764798806904,-3.149707542709834,-3.996305758209921,-2.8257813195282973,-3.4362096613103685,-3.8639392929822667,-3.4784114781630087,-3.0784658026940517,-4.6595882756407345,-2.3109916740338714,-4.26266884803772,-13.326031917202869,-11.984055327586278,-10.70895078780142,NaN,NaN,-11.224365852032271,-5.53279949102,"posterior_predictive_ladrillo.jl | tag L31 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L31.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1921,-2.271431705252666,-1.6005913201740303,-0.8819956704274623,-2.4397432345862575,-0.7239887320746116,-0.6541625157058384,-5.82214762557819,-5.142575667855145,-4.28675935199447,-6.574286033767906,-3.602700512846703,-5.47143054875,-3.692428673971349,-3.4165755483523275,-3.13977727853285,-3.993935990463168,-2.8561781102001365,-3.420304281061346,-3.8363326164169664,-3.4535592811284745,-3.0564710964400836,-4.485643185200839,-2.4404158345631486,-4.285170221328736,-13.231135432681468,-11.907416694958563,-10.653097958655055,NaN,NaN,-11.325210959935976,-5.47143054875,"posterior_predictive_ladrillo.jl | tag L31 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L31.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1922,-2.2409901591861687,-1.582082387007355,-0.8770411647703841,-2.3768015760552306,-0.7276135202187471,-0.6486930027663853,-5.743221193087798,-5.0764865094876,-4.234034436957991,-6.504574390670693,-3.581900255704238,-5.39706416997,-3.6728513558289886,-3.4002689798451504,-3.1278102618846857,-3.9649575727334354,-2.7985501135494864,-3.4399301355535346,-3.7957318284406587,-3.4170094711519696,-3.0241237617978185,-4.4447324948560425,-2.4081052840970023,-4.291196298599244,-13.114285821380435,-11.81320565927232,-10.578753868926832,NaN,NaN,-11.200481604358236,-5.39706416997,"posterior_predictive_ladrillo.jl | tag L31 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L31.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
