year,dt_glob,secant,slope,model,scenario
2000.5,0.5208795799418927,1.648681787014743,1.7438695947881104,ACCESS-CM2,ssp126
2001.5,0.5443380800893143,1.6296890643338942,1.708404945009011,ACCESS-CM2,ssp126
2002.5,0.5744743300184704,1.5701581265685869,1.590502082620134,ACCESS-CM2,ssp126
2003.5,0.6040030431791763,1.6004663594782602,1.617319013076615,ACCESS-CM2,ssp126
2004.5,0.6326887441918359,1.6524507352329108,1.7256688368592015,ACCESS-CM2,ssp126
2005.5,0.6569476282449784,1.7715888826653206,1.8449716942083625,ACCESS-CM2,ssp126
2006.5,0.6882476255992211,1.8219751903473658,1.9169459766810053,ACCESS-CM2,ssp126
2007.5,0.7345644159532942,1.780138314886064,1.8173721922338284,ACCESS-CM2,ssp126
2008.5,0.7763104087259232,1.7803010504187784,1.8468517235301158,ACCESS-CM2,ssp126
2009.5,0.8192975625421866,1.7434682798214294,1.7401384196746517,ACCESS-CM2,ssp126
2010.5,0.8608509605543248,1.6880724739787663,1.6289053735950438,ACCESS-CM2,ssp126
2011.5,0.8921293119821049,1.7369033001136231,1.6689576418948873,ACCESS-CM2,ssp126
2012.5,0.9328696806286587,1.7182126828186517,1.66253775776452,ACCESS-CM2,ssp126
2013.5,0.9750719222263229,1.7152116976062346,1.623387439560197,ACCESS-CM2,ssp126
2014.5,1.0158689503660299,1.6902153066752672,1.597531151874147,ACCESS-CM2,ssp126
2015.5,1.0497926521457126,1.6652917963181224,1.5627119900593962,ACCESS-CM2,ssp126
2016.5,1.0854966452690973,1.6534510848634227,1.589802053194512,ACCESS-CM2,ssp126
2017.5,1.1204314966834943,1.5983593893391075,1.566207789235208,ACCESS-CM2,ssp126
2018.5,1.154325698582725,1.5597607095650174,1.5197885605663797,ACCESS-CM2,ssp126
2019.5,1.1884576486663245,1.519940861652875,1.4817913660684687,ACCESS-CM2,ssp126
2020.5,1.2271132586150069,1.4941413057482609,1.4580011760323062,ACCESS-CM2,ssp126
2021.5,1.2636254641128175,1.4880328010572565,1.4497075018986283,ACCESS-CM2,ssp126
2022.5,1.307059842045775,1.4658943938225624,1.4282339190039504,ACCESS-CM2,ssp126
2023.5,1.3487845998390544,1.4237571474541657,1.3733767600702875,ACCESS-CM2,ssp126
2024.5,1.3921035346939183,1.4560084825726332,1.3935199311105664,ACCESS-CM2,ssp126
2025.5,1.43152999374477,1.4206417404152956,1.3654958274498883,ACCESS-CM2,ssp126
2026.5,1.4653020419987324,1.4085412343716435,1.3594107426425066,ACCESS-CM2,ssp126
2027.5,1.4989426660714742,1.3746094086988692,1.3178790023588882,ACCESS-CM2,ssp126
2028.5,1.5470872536605138,1.3958801853276197,1.347205142603535,ACCESS-CM2,ssp126
2029.5,1.5841966965991598,1.389189416031443,1.3479834659080308,ACCESS-CM2,ssp126
2030.5,1.6205102605399568,1.383512885635534,1.35357631712001,ACCESS-CM2,ssp126
2031.5,1.6555177693483074,1.3739543702550052,1.3434896307454267,ACCESS-CM2,ssp126
2032.5,1.6963092810828206,1.417064210038688,1.3864837785232376,ACCESS-CM2,ssp126
2033.5,1.7371049081001824,1.4252928514087184,1.4046984327140102,ACCESS-CM2,ssp126
2034.5,1.7727395663452437,1.3943453010019808,1.3860430783535451,ACCESS-CM2,ssp126
2035.5,1.8042886193153929,1.3847203415036111,1.3907520747947055,ACCESS-CM2,ssp126
2036.5,1.8366696572265917,1.358897495898631,1.3738910962565432,ACCESS-CM2,ssp126
2037.5,1.8723036317446675,1.376481374988558,1.3894842907110985,ACCESS-CM2,ssp126
2038.5,1.9079452182201218,1.3854210927273116,1.4106761553286573,ACCESS-CM2,ssp126
2039.5,1.9334190794529584,1.389542804863678,1.4077634660099116,ACCESS-CM2,ssp126
2040.5,1.9550553055251954,1.416401964591637,1.4286461879207935,ACCESS-CM2,ssp126
2041.5,1.9868973534595038,1.4140876415999883,1.4319840690552053,ACCESS-CM2,ssp126
2042.5,2.011305736110866,1.389900076626606,1.4067206312552698,ACCESS-CM2,ssp126
2043.5,2.0354160981640366,1.4013985694216249,1.4163928179961114,ACCESS-CM2,ssp126
2044.5,2.0528285930231904,1.3980183015936711,1.412129521366541,ACCESS-CM2,ssp126
2045.5,2.074663773913907,1.416658971549549,1.4298317564385186,ACCESS-CM2,ssp126
2046.5,2.1000620268421644,1.3769409648041975,1.3931092215938337,ACCESS-CM2,ssp126
2047.5,2.1272475745919035,1.3733919704405595,1.3905523241809283,ACCESS-CM2,ssp126
2048.5,2.153240071886476,1.4117165562949379,1.4298305465855112,ACCESS-CM2,ssp126
2049.5,2.1838515241842704,1.4369597276188717,1.4525957094064887,ACCESS-CM2,ssp126
2050.5,2.2039986360650476,1.4510464871835842,1.4657685598439782,ACCESS-CM2,ssp126
2051.5,2.225357615272666,1.4531886646007486,1.4666306634763255,ACCESS-CM2,ssp126
2052.5,2.250802356587491,1.4761536172362153,1.4892383541582812,ACCESS-CM2,ssp126
2053.5,2.2710956337649955,1.496218692775776,1.5041299594227546,ACCESS-CM2,ssp126
2054.5,2.2890353124003924,1.4645874315970229,1.4708750385448004,ACCESS-CM2,ssp126
2055.5,2.303151937531332,1.4938692050772842,1.4989877813499288,ACCESS-CM2,ssp126
2056.5,2.3247801046496552,1.5054691318250009,1.5106907493393495,ACCESS-CM2,ssp126
2057.5,2.3333967743148585,1.5001728116683313,1.5027744295143741,ACCESS-CM2,ssp126
2058.5,2.3409840430364057,1.4649404910793307,1.4672559286888474,ACCESS-CM2,ssp126
2059.5,2.351957810516374,1.4627341055498297,1.4650590488704178,ACCESS-CM2,ssp126
2060.5,2.359019525492469,1.454408729584828,1.457291902329665,ACCESS-CM2,ssp126
2061.5,2.3644356692380315,1.4608870901288744,1.4631529138764028,ACCESS-CM2,ssp126
2062.5,2.3675695526108598,1.443711629425568,1.4464088222288465,ACCESS-CM2,ssp126
2063.5,2.374845594194568,1.4249477570702065,1.4278622769184166,ACCESS-CM2,ssp126
2064.5,2.3870759710750407,1.4089745766783592,1.4104315431397807,ACCESS-CM2,ssp126
2065.5,2.3970968101862904,1.3945014551397454,1.3977793207938753,ACCESS-CM2,ssp126
2066.5,2.4008903066979332,1.392134105517747,1.3954889156310046,ACCESS-CM2,ssp126
2067.5,2.401753891711697,1.3777326551243132,1.3807189865049203,ACCESS-CM2,ssp126
2068.5,2.4009347156355205,1.347327902214836,1.3500998378606635,ACCESS-CM2,ssp126
2069.5,2.408898431963428,1.3445450756183577,1.34615674992939,ACCESS-CM2,ssp126
2070.5,2.417041240829578,1.3474427266779079,1.3493614915072005,ACCESS-CM2,ssp126
2071.5,2.4222176862957268,1.3461337031827356,1.3487328945237087,ACCESS-CM2,ssp126
2072.5,2.4299597043851597,1.3538557896382617,1.3554603907635698,ACCESS-CM2,ssp126
2073.5,2.4334675344883276,1.332600506391538,1.333955893015543,ACCESS-CM2,ssp126
2074.5,2.442846546240196,1.324392003933009,1.3252258669404229,ACCESS-CM2,ssp126
2075.5,2.4539181321472068,1.3093184262457407,1.3104444858421571,ACCESS-CM2,ssp126
2076.5,2.4587085123628034,1.3402037230964146,1.3413450529224875,ACCESS-CM2,ssp126
2077.5,2.463991636601683,1.3395866419858014,1.3408405672045949,ACCESS-CM2,ssp126
2078.5,2.4696922159273753,1.3184306110991513,1.3195959033525793,ACCESS-CM2,ssp126
2079.5,2.4713365372821916,1.328650423048882,1.330358904377626,ACCESS-CM2,ssp126
2080.5,2.4776926234027123,1.3312128481977499,1.333811833097109,ACCESS-CM2,ssp126
2081.5,2.4848482425309877,1.332941972756104,1.3357844769824818,ACCESS-CM2,ssp126
2082.5,2.4795033987678985,1.3183571932958775,1.3206322833359094,ACCESS-CM2,ssp126
2083.5,2.4763759735635706,1.330058465802046,1.3320657696730187,ACCESS-CM2,ssp126
2084.5,2.47695198106811,1.3368765168486512,1.3386313083667454,ACCESS-CM2,ssp126
2085.5,2.4814939078923715,1.3238456587083052,1.3266128790649974,ACCESS-CM2,ssp126
2086.5,2.481146273562077,1.3242930985321164,1.3270150879123608,ACCESS-CM2,ssp126
2087.5,2.493210142790235,1.3462067427852518,1.3470596143929587,ACCESS-CM2,ssp126
2088.5,2.5044152372309116,1.358146830019795,1.3574276288049154,ACCESS-CM2,ssp126
2089.5,2.507787216191209,1.3524783890876886,1.3518434762424738,ACCESS-CM2,ssp126
2090.5,2.5145049925455756,1.35238313409415,1.3518200425988809,ACCESS-CM2,ssp126
2091.5,2.5190491045314882,1.3602412930626686,1.3596545354466991,ACCESS-CM2,ssp126
2092.5,2.526015171966369,1.3755263643044544,1.3752671029749701,ACCESS-CM2,ssp126
2093.5,2.5303782697192503,1.373655200527141,1.3731238513790691,ACCESS-CM2,ssp126
2094.5,2.5325490664568897,1.3928378718863008,1.3931862588046526,ACCESS-CM2,ssp126
2095.5,2.53675149376153,1.4094575695506346,1.4098246890158694,ACCESS-CM2,ssp126
2096.5,2.5386083231808434,1.430984346598742,1.4305572761317908,ACCESS-CM2,ssp126
2097.5,2.5466492124438465,1.4280687798393727,1.4263920041934688,ACCESS-CM2,ssp126
2098.5,2.5532511952397745,1.4452393132085086,1.4431700195722752,ACCESS-CM2,ssp126
2099.5,2.5506369544529472,1.4656403115706156,1.4632494284035,ACCESS-CM2,ssp126
2100.5,2.5546821473917705,1.4534110828652926,1.4511899763628453,ACCESS-CM2,ssp126
2101.5,2.5579867162269596,1.429773026156545,1.427376354855077,ACCESS-CM2,ssp126
2102.5,2.5609053283005134,1.433907886606937,1.431315578234552,ACCESS-CM2,ssp126
2103.5,2.564667037732056,1.454917613988525,1.4516836037155778,ACCESS-CM2,ssp126
2104.5,2.5625640874734983,1.4659890178469726,1.4626573120437567,ACCESS-CM2,ssp126
2105.5,2.5623979767858693,1.4721945665544116,1.4690801844067998,ACCESS-CM2,ssp126
2106.5,2.5634741907377587,1.4733144927480617,1.4703594821772206,ACCESS-CM2,ssp126
2107.5,2.560110948184795,1.4703621472684194,1.4676397897396525,ACCESS-CM2,ssp126
2108.5,2.554670279228524,1.4725684120280522,1.4699187691779603,ACCESS-CM2,ssp126
2109.5,2.558334868843834,1.4504880596121286,1.447898924187694,ACCESS-CM2,ssp126
2110.5,2.5631580246973424,1.4580779394184027,1.4564724911334206,ACCESS-CM2,ssp126
2111.5,2.5670483490102773,1.4711519871617071,1.4702482560198746,ACCESS-CM2,ssp126
2112.5,2.575928560573692,1.4750246463998737,1.4740337493263682,ACCESS-CM2,ssp126
2113.5,2.580822418815357,1.4704975276465098,1.4698870936699333,ACCESS-CM2,ssp126
2114.5,2.582198922521606,1.4850679108960818,1.4835958343612852,ACCESS-CM2,ssp126
2115.5,2.584819021988352,1.4901392006031549,1.4887818993998605,ACCESS-CM2,ssp126
2116.5,2.585858595437772,1.4988026017855218,1.497505842702964,ACCESS-CM2,ssp126
2117.5,2.5874004212658237,1.498783427509166,1.4973754421053915,ACCESS-CM2,ssp126
2118.5,2.585679493237929,1.517974879245898,1.5176821793064303,ACCESS-CM2,ssp126
2119.5,2.5899456478771206,1.5339436500405486,1.533485211018622,ACCESS-CM2,ssp126
2120.5,2.592062208909105,1.5521522543749875,1.551669209216764,ACCESS-CM2,ssp126
2121.5,2.5956583125711936,1.5571911404691676,1.5568199233244446,ACCESS-CM2,ssp126
2122.5,2.5933445917472473,1.5545715218444247,1.5540687923901286,ACCESS-CM2,ssp126
2123.5,2.592339423581571,1.5640850367212848,1.563704471939678,ACCESS-CM2,ssp126
2124.5,2.588693993849565,1.5680320797767584,1.5676366708852192,ACCESS-CM2,ssp126
2125.5,2.5901100215914235,1.555830089730549,1.5556948437961393,ACCESS-CM2,ssp126
2126.5,2.5918440883895073,1.5522704001671237,1.5525680673956723,ACCESS-CM2,ssp126
2127.5,2.5819467845481126,1.554486803748166,1.5567372131346935,ACCESS-CM2,ssp126
2128.5,2.582437721622959,1.5433650428808565,1.5454995130028348,ACCESS-CM2,ssp126
2129.5,2.584351128143307,1.5440684520607075,1.546219414135936,ACCESS-CM2,ssp126
2130.5,2.582272709951208,1.560766048598116,1.5625529468660173,ACCESS-CM2,ssp126
2131.5,2.5764443577873313,1.567089143167904,1.5699453139925694,ACCESS-CM2,ssp126
2132.5,2.573509612179178,1.5736222663287767,1.5766106849920436,ACCESS-CM2,ssp126
2133.5,2.566180241996989,1.5791964319989273,1.5820608276006805,ACCESS-CM2,ssp126
2134.5,2.567937088591405,1.5822538845284522,1.5849151307898746,ACCESS-CM2,ssp126
2135.5,2.5609946303408453,1.5795019475624021,1.5828350688104031,ACCESS-CM2,ssp126
2136.5,2.559200775111744,1.5587198657177594,1.5623727444871223,ACCESS-CM2,ssp126
2137.5,2.5618679764381094,1.5643775245851435,1.5676878008280895,ACCESS-CM2,ssp126
2138.5,2.5675936494761533,1.563386427953436,1.5664513642927964,ACCESS-CM2,ssp126
2139.5,2.5651354292080972,1.5791918323343792,1.5824874329820624,ACCESS-CM2,ssp126
2140.5,2.5606119309527005,1.5618297410745734,1.5642710565967646,ACCESS-CM2,ssp126
2141.5,2.552375603700102,1.5577228374052972,1.5594603372221425,ACCESS-CM2,ssp126
2142.5,2.545856509709673,1.5565365445044856,1.5584163644933227,ACCESS-CM2,ssp126
2143.5,2.537230109499014,1.553081187782843,1.5554045893631425,ACCESS-CM2,ssp126
2144.5,2.526521075900659,1.5425271807752383,1.5474007982686104,ACCESS-CM2,ssp126
