component,year,obs,p50,bias,in90,in_sample
ais,1900,-0.6340783032503996,-0.6281769586742874,0.005901344576112244,true,true
glaciers,1900,-5.814083407209106,-5.568260212426961,0.24582319478214476,true,true
gis,1900,-4.130332357233222,-4.0824019731798,0.04793038405342198,true,true
te,1900,-3.6098928928375242,-4.090575268044695,-0.48068237520717094,false,true
total,1900,-13.937918849348069,-12.97614571484075,0.9617731345073182,true,false
ais,1950,-0.36264223185452554,-0.36501855483879037,-0.0023763229842648226,true,true
glaciers,1950,-2.397535724359851,-2.552417029812354,-0.1548813054525029,true,true
gis,1950,-1.3604312723333192,-1.3175660892300267,0.04286518310329246,true,true
te,1950,-2.815257120132446,-2.5646985540015987,0.25055856613084737,false,true
total,1950,-5.985805844939225,-5.346729195150461,0.6390766497887643,false,false
ais,2000,0.0017998782071199648,-0.008764913244910022,-0.010564791452029987,false,true
glaciers,2000,-0.00850888165561,-0.000699237987298762,0.007809643668311238,false,true
gis,2000,-0.04322274381464186,-0.048889669646474676,-0.005666925831832814,false,true
te,2000,-0.23769707679748553,-0.015235800496870455,0.22246127630061507,false,true
total,2000,-0.2893630562230687,-0.30217439145415326,-0.012811335231084575,false,false
ais,2018,0.696409138766202,0.5726666957425357,-0.12374244302366633,false,true
glaciers,2018,1.20556921092,1.142689592433483,-0.06287961848651702,true,true
gis,2018,1.2730523759668522,1.268888422761457,-0.004163953205395199,true,true
te,2018,2.074393606185913,2.6134632917374403,0.5390696855515271,false,true
total,2018,5.965000044906917,6.18509336177064,0.22009331686372313,true,false
ais,2025,0.7663673305319003,0.8492842391568263,0.08291690862492596,false,true
glaciers,2023,1.63055217082,1.483063288438117,-0.14748888238188296,true,true
gis,2025,1.6502983936827973,1.6591518222451351,0.00885342856233784,true,true
te,2025,3.2329575871586798,3.8362432283422865,0.6032856411836067,false,true
total,2024,8.225314682835013,8.34016006447837,0.11484538164335767,true,false
ais,2019,0.6917651205871491,0.610200767137201,-0.08156435344994817,false,true
ais,2020,0.7446601482114583,0.6481024466660519,-0.09655770154540644,false,true
ais,2022,0.7131118056700219,0.7256436525482953,0.012531846878273467,true,true
ais,2024,0.7646276896479223,0.807459851864059,0.04283216221613673,true,true
ais,2025,0.7663673305319003,0.8492842391568263,0.08291690862492596,false,true
