component,year,obs,p50,bias,in90,in_sample
ais,1900,-0.6340783032503996,-0.6438393838262265,-0.00976108057582692,true,true
glaciers,1900,-5.809491386580392,-5.544708925316845,0.26478246126354676,true,true
gis,1900,-4.130332357233222,-4.077093235652557,0.05323912158066513,true,true
te,1900,-3.6098928928375242,-4.078031859100279,-0.46813896626275486,false,true
total,1900,-13.937918849348069,-12.983095319666297,0.9548235296817715,true,false
ais,1950,-0.36264223185452554,-0.360833040182409,0.0018091916721165169,true,true
glaciers,1950,-2.3967703875883988,-2.551176739288434,-0.15440635170003514,true,true
gis,1950,-1.3604312723333192,-1.3189935731819933,0.04143769915132589,true,true
te,1950,-2.815257120132446,-2.5568341191302237,0.2584230010022224,false,true
total,1950,-5.985805844939225,-5.34214094737871,0.643664897560515,false,false
ais,2000,0.0017998782071199648,-0.00843894539459955,-0.010238823601719516,false,true
glaciers,2000,-0.00850888165561,-0.0007124388867434384,0.007796442768866561,false,true
gis,2000,-0.04322274381464186,-0.04873099600260966,-0.005508252187967799,false,true
te,2000,-0.23769707679748553,-0.015189081181442798,0.22250799561604273,false,true
total,2000,-0.2893630562230687,-0.3012251515862642,-0.01186209536319549,false,false
ais,2018,0.696409138766202,0.575579329207299,-0.12082980955890299,false,true
glaciers,2018,1.20556921092,1.140799216181831,-0.06476999473816902,true,true
gis,2018,1.2730523759668522,1.2697335995480086,-0.003318776418843594,true,true
te,2018,2.074393606185913,2.6054493238523913,0.5310557176664781,false,true
total,2018,5.965000044906917,6.190884692975465,0.2258846480685479,true,false
ais,2025,0.7663673305319003,0.8440684370971049,0.07770110656520457,false,true
glaciers,2023,1.63055217082,1.4799212021878851,-0.15063096863211478,true,true
gis,2025,1.6502983936827973,1.6608039125034368,0.010505518820639548,true,true
te,2025,3.2329575871586798,3.8244797074509203,0.5915221202922405,false,true
total,2024,8.225314682835013,8.271632685194541,0.046318002359528876,true,false
ais,2019,0.6917651205871491,0.6122206031522748,-0.07954451743487434,false,true
ais,2020,0.7446601482114583,0.6496888593872965,-0.09497128882416184,false,true
ais,2022,0.7131118056700219,0.7256839751141422,0.012572169444120318,true,true
ais,2024,0.7646276896479223,0.8038906879686007,0.03926299832067848,true,true
ais,2025,0.7663673305319003,0.8440684370971049,0.07770110656520457,false,true
