baseline,obs_mean,cmip6_median,offset,obs_spread
1850-1900,1.922197638515308,1.5090568032720157,1.2737742107172498,1.512856869738216
1901-1930,1.0746975960008596,1.4750543207911657,0.7285817077058089,1.1921391977572064
1961-1990,1.0938773326105862,1.5812057349155544,0.6917994973430864,1.110831498373871
1971-2000,0.6505830131570332,1.4628583718052837,0.4447341080286275,1.2492638315738704
1995-2014,1.3885863490898547,1.5380946225267436,0.9027964396681393,1.0681104401787107
