epoch,component,n_obs_years,gap_reported_cm,gap_like_for_like_cm,artifact_cm,pct_of_reported
2024,glaciers,2,-0.04326111055672266,-0.16480648108251628,0.12154537052579362,-280.9575828304893
2024,gis,4,0.03838309174608434,0.013328771959858265,0.025054319786226076,65.27436599419326
2024,ais,4,0.07161506590895128,0.050836977329030364,0.020778088579920917,29.013571817887318
2024,te,4,0.9147164161647883,0.8140594768351961,0.10065693932959219,11.004168893308526
2024,total,3,0.7442472604992876,0.3574381072166819,0.3868091532826057,51.973204849032285
1950,total,5,,,0.0,
2000,total,5,,,0.0,
