ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp585,glaciers,2100,fixed,2000,13.129282617263733,13.194622081484713,11.40818921414158,15.14368992775232,3.7355007136107403,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2100,joint,2000,12.830146428961815,13.133427147854592,10.061736412200414,17.16997774273028,7.108241330529864,1.9028884948757052,0.9772161056302815,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2150,fixed,2000,20.525910981038507,20.656065330317958,17.383652368751775,24.18346481840273,6.799812449650954,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2150,joint,2000,20.04427464079023,20.33309047831461,15.584779559110848,25.92734017295023,10.342560613839384,1.5210067469390696,0.9765352027155724,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2300,fixed,2000,26.7468199739669,26.89465112255469,22.12766604804021,31.916291378811586,9.788625330771374,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2300,joint,2000,26.162039909182585,26.31393871352267,20.750481534238187,32.157966555965466,11.407485021727279,1.1653817197259437,0.9781364638729579,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2100,fixed,2000,10.201361295752761,10.248536937582625,7.822752245933869,12.851339111612006,5.028586865678137,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2100,joint,2000,9.903111219899117,10.402435368959235,7.034431797913473,15.471866089454556,8.437434291541084,1.6778937138641319,0.9707636983725085,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2150,fixed,2000,22.911496718581013,23.156002548448377,16.297933349064067,30.548090591902348,14.25015724283828,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2150,joint,2000,21.72561105699178,23.848917375794663,12.986207391702733,41.27340216073669,28.287194769033952,1.9850443954399368,0.9482405852330246,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2300,fixed,2000,87.79873595934151,88.70406690834369,69.08102352031122,110.5296273937045,41.44860387339328,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2300,joint,2000,81.45587742196074,82.5035068987063,28.72331367177649,139.1869501651632,110.46363649338672,2.6650749644258975,0.9277568353567405,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2100,fixed,2000,40.42721209854194,41.91709509167784,15.034433496770514,75.27692844641027,60.24249494963975,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2100,joint,2000,38.93825970184892,40.70623663630916,7.422273876308614,79.84384559532278,72.42157171901417,1.2021675360483597,0.9631695504240144,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2150,fixed,2000,99.01208792914079,100.79380010652454,51.75413702948999,156.29502050343748,104.5408834739475,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2150,joint,2000,96.90903368684468,99.38280775640278,43.10125920927446,165.04985420527737,121.94859499600291,1.166515825613752,0.9787596213120848,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2300,fixed,2000,293.91816396292546,297.6943614778079,170.5286174349959,438.65393015150255,268.12531271650664,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2300,joint,2000,292.9396240349596,302.19941338694787,156.12481058076418,484.88496069697493,328.76015011621075,1.226143651956555,0.9966707061762631,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2100,fixed,2000,27.965701878205806,28.039428223407057,25.087194552956575,31.126339293952423,6.039144740995848,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2100,joint,2000,27.64833737326007,28.0390796428364,19.444162843021918,37.666986710211575,18.222823867189657,3.017451087649331,0.9886516524302555,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2150,fixed,2000,52.01768630006742,52.15482120601153,46.6635102558055,57.8966392516717,11.233128995866203,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2150,joint,2000,51.04929765384979,52.15322203859474,34.386467577493654,72.70908916590935,38.32262158841569,3.4115713976505067,0.98138347329346,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2300,fixed,2000,105.26638015041783,105.54389528359255,94.4313205590264,117.16341249284221,22.73209193381581,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,te,2300,joint,2000,102.77511128584834,105.51743321647449,60.32858917783804,158.2396916609904,97.91110248315235,4.307175193916128,0.976333670246762,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2100,fixed,2000,2.4600000000000044,2.460000000000003,2.4600000000000044,2.4600000000000044,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2100,joint,2000,2.4600000000000044,2.460000000000003,2.4600000000000044,2.4600000000000044,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2150,fixed,2000,3.960000000000013,3.9600000000000226,3.960000000000013,3.960000000000013,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2150,joint,2000,3.960000000000013,3.9600000000000226,3.960000000000013,3.960000000000013,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2300,fixed,2000,8.459999999999987,8.460000000000004,8.459999999999987,8.459999999999987,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,lws,2300,joint,2000,8.459999999999987,8.460000000000004,8.459999999999987,8.459999999999987,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2100,fixed,2000,94.12354375399804,95.85968233415221,68.41199489353993,129.62405496515098,61.21206007161105,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2100,joint,2000,92.84933374479724,94.7411787959594,54.9064801485688,141.7928012934459,86.88632114487712,1.4194314166723052,0.9864623668172643,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,total,2150,fixed,2000,199.00153934648995,200.7206891913024,150.93359827969832,258.15010963918303,107.21651135948471,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L26 | ssp ssp585 | forcing spliced | climate fair | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
