marker,marker_label,component,year,width_ladrillo_cm,width_brick20_cm,width_ratio
vvVL,Very Low,total,2100,23.735416803574164,70.39785085004105,0.3371610996212724
vvVL,Very Low,total,2150,33.55250377026451,114.86102384843761,0.29211391859555413
vvVL,Very Low,total,2300,50.5076816717099,182.01995005461012,0.2774843178264605
vvLN,Low-to-Neg,total,2100,22.646961164294165,72.23833414218949,0.3135033695505392
vvLN,Low-to-Neg,total,2150,30.455875643499027,105.4901234106128,0.2887083137153201
vvLN,Low-to-Neg,total,2300,32.069241890528396,106.86609498110803,0.3000880859003751
vvL,Low,total,2100,23.390354999265895,72.60357072207782,0.3221653531174492
vvL,Low,total,2150,35.710612928542034,123.63182931993373,0.2888464331958586
vvL,Low,total,2300,51.61776909375563,195.797268293483,0.26362864785419327
vvML,Medium-to-Low,total,2100,55.91104876414753,81.73064352707976,0.684089178199393
vvML,Medium-to-Low,total,2150,111.39703548901593,148.61042651501197,0.7495909816109915
vvML,Medium-to-Low,total,2300,127.10747504447272,188.58995592231653,0.6739885717817893
vvM,Medium,total,2100,60.22288420365983,81.25500067513997,0.7411591127102787
vvM,Medium,total,2150,135.27611173253013,154.77539516606936,0.8740156120253023
vvM,Medium,total,2300,382.5213158264662,326.76008359145334,1.1706488492172467
vvHL,High-to-Low,total,2100,74.21408241224302,89.03446896176305,0.8335432701251373
vvHL,High-to-Low,total,2150,139.92862081237797,163.34687783023077,0.8566348048464582
vvHL,High-to-Low,total,2300,205.04383424475523,267.98248370756096,0.7651389426948955
vvH,High,total,2100,67.16068470521294,83.09435104605672,0.8082460944666117
vvH,High,total,2150,142.5061193617155,138.47748955803064,1.0290923081906147
vvH,High,total,2300,359.13361018954555,379.58854254953405,0.946112882589655
vvVL,Very Low,gis,2100,4.660172130078269,4.906519911361253,0.9497917494001084
vvVL,Very Low,gis,2150,6.766230273739128,7.69354402356818,0.8794685847005821
vvVL,Very Low,gis,2300,9.927956672135617,13.576690426273716,0.73125013242719
vvLN,Low-to-Neg,gis,2100,4.145884099342239,5.0398668048245545,0.8226177912823955
vvLN,Low-to-Neg,gis,2150,5.918931222460007,7.6012225884815825,0.7786814757180226
vvLN,Low-to-Neg,gis,2300,5.846960215344318,9.389272256154213,0.6227277318017825
vvL,Low,gis,2100,4.222983527935237,5.102156707162346,0.8276859709163898
vvL,Low,gis,2150,6.4877630799341075,8.220250535144125,0.789241526422693
vvL,Low,gis,2300,9.385268382213997,13.603629642082197,0.6899091366896012
vvML,Medium-to-Low,gis,2100,5.037286528080459,5.782102309476714,0.8711859905737882
vvML,Medium-to-Low,gis,2150,8.043971351557719,9.972126333689209,0.8066455520506663
vvML,Medium-to-Low,gis,2300,8.467180683694382,14.367262167524322,0.5893384964348705
vvM,Medium,gis,2100,5.63756699000631,6.239967375868867,0.9034609718967198
vvM,Medium,gis,2150,13.085673450637287,13.10633873139453,0.9984232605931554
vvM,Medium,gis,2300,60.914180141210764,38.32307902146193,1.5894907637013516
vvHL,High-to-Low,gis,2100,7.4313089210601895,7.160759721557526,1.0377821921168744
vvHL,High-to-Low,gis,2150,10.854035879106805,12.378356172079418,0.8768559999581476
vvHL,High-to-Low,gis,2300,12.247580254507753,19.796113513790978,0.6186860994697503
vvH,High,gis,2100,6.656714930777849,6.915611451274737,0.9625634663946936
vvH,High,gis,2150,18.400462426595233,15.965051454179832,1.1525463904331972
vvH,High,gis,2300,90.6157359743676,57.16651229064709,1.5851191955468145
vvVL,Very Low,ais,2100,3.2999128610413857,57.34564103305256,0.057544266688716594
vvVL,Very Low,ais,2150,5.741024658632115,96.04144436743691,0.0597765339374532
vvVL,Very Low,ais,2300,12.945457023120767,153.52013662663046,0.0843241629898027
vvLN,Low-to-Neg,ais,2100,3.4720799028798948,61.748981625794684,0.05622894194306011
vvLN,Low-to-Neg,ais,2150,5.875535805672552,89.4319233514519,0.06569841713660478
vvLN,Low-to-Neg,ais,2300,9.87943170822421,85.62305921530613,0.11538283960844681
vvL,Low,ais,2100,3.7458208831696878,59.260708621029124,0.06320918143460158
vvL,Low,ais,2150,7.199321803736476,109.32777643317293,0.06585080240918549
vvL,Low,ais,2300,14.544510877649717,170.28967302086323,0.08541041050603097
vvML,Medium-to-Low,ais,2100,40.04263813569222,66.38465207418892,0.60319120285427
vvML,Medium-to-Low,ais,2150,87.45218164587807,126.58926846854459,0.6908340865213906
vvML,Medium-to-Low,ais,2300,105.8720843189745,167.70442955619873,0.6313016573214374
vvM,Medium,ais,2100,43.56890844936811,67.34021542388774,0.6469968676980623
vvM,Medium,ais,2150,106.15274034557021,134.15035268282432,0.7912967668191697
vvM,Medium,ais,2300,313.6330672373273,297.177870269487,1.055371542143829
vvHL,High-to-Low,ais,2100,55.161146022869325,74.40125521254713,0.7414007447224744
vvHL,High-to-Low,ais,2150,113.64791692025399,141.37951708596034,0.8038499441977495
vvHL,High-to-Low,ais,2300,172.95929592594362,237.7348208944851,0.7275303435785241
vvH,High,ais,2100,50.363625935653296,70.83948079157786,0.7109541935214333
vvH,High,ais,2150,115.27204443615629,119.45288677712563,0.9650000728005015
vvH,High,ais,2300,256.8594940417363,331.653155523043,0.774482285979305
vvVL,Very Low,te,2100,11.997460716083582,13.89741722648088,0.8632870784956345
vvVL,Very Low,te,2150,16.388498068951975,18.115337730712405,0.9046752708986056
