tag,choices,t_on_mid,t_on_high,v_tot,mid_share,tau,v_mid,v_high,t_on_mid_zone,t_on_high_zone,w_mid_zone,w_high_zone,m2300_SSP1-2.6,dorm2300_SSP1-2.6,dorm2100_SSP1-2.6,in_band_SSP1-2.6,m2300_SSP2-4.5,dorm2300_SSP2-4.5,dorm2100_SSP2-4.5,in_band_SSP2-4.5,m2300_SSP5-8.5,dorm2300_SSP5-8.5,dorm2100_SSP5-8.5,in_band_SSP5-8.5,g4_2100_cm,g4_rel_to_ref,keeps_2100,ratio_585_over_245,within_inventory,all_pass
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,1.5,0.5,200,0.75,0.75,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.4505646797227566,0.2785987272304736,0.009531114680423917,False,1.4299397941211298,0.9610590614832403,0.1140355992785156,False,19.47112722694567,2.4135066377608085,False,3.1736615373424444,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,1.5,0.5,400,0.75,0.75,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.34221500884792333,0.17024905635564028,0.004846986034913715,False,1.0713679917965135,0.602487259158624,0.059379397326159176,False,14.005507031710025,1.736026055002067,False,3.1306867439955504,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,1.5,0.7,50,1.0499999999999998,0.45000000000000007,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.8161145993001047,0.6441486468078216,0.0483307225609378,False,1.9471345353333203,1.4782538026954308,0.5066991647146544,True,58.73748377055954,7.280693372976891,False,2.3858592126683824,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,1.5,0.7,100,1.0499999999999998,0.45000000000000007,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.7214510377081457,0.5494850852158626,0.025806812324858597,False,1.793227880815317,1.3243471481774276,0.29492017054743846,True,37.559584353837955,4.6556270262604995,False,2.4855850045096832,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,1.5,0.7,200,1.0499999999999998,0.45000000000000007,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.562004170614946,0.3900382181226629,0.01334356055259348,False,1.4588184805805189,0.9899377479426295,0.15964983898992183,False,24.03255119808629,2.9789092928651315,False,2.595743157892008,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,1.5,0.7,400,1.0499999999999998,0.45000000000000007,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.41031463139017943,0.23834867889789635,0.006785780448879199,False,1.0954767576863822,0.6265960250484928,0.08313115625662283,False,16.380682924756393,2.030436477002894,False,2.669845708340494,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,2.5,0.0,50,0.0,2.5,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,2.9011548925116317,2.4322741598737423,0.0,True,8.067567299094108,1.0,True,16.87051913745438,True,True
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,2.5,0.0,100,0.0,2.5,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,2.5550612783005984,2.086180545662709,0.0,True,8.067567299094108,1.0,True,14.85794857220505,True,True
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,2.5,0.0,200,0.0,2.5,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,1.950317974862501,1.4814372422246116,0.0,True,8.067567299094108,1.0,True,11.341303011420363,True,True
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,2.5,0.0,400,0.0,2.5,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,1.3725729733611425,0.903692240723253,0.0,False,8.067567299094108,1.0,True,7.981655400203342,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,2.5,0.3,50,0.75,1.75,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.6320721287835842,0.4601061762913012,0.03452194468638415,False,2.91464725449105,2.4457665218531606,0.3619279747961818,True,44.26036477871229,5.486209552126351,False,4.611257357764305,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,2.5,0.3,100,0.75,1.75,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.5644552990750421,0.392489346582759,0.018433437374899,False,2.6069461502861717,2.1380654176482823,0.21065726467674178,True,29.133293766768286,3.6111621616146428,False,4.618516567313843,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,2.5,0.3,200,0.75,1.75,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.4505646797227566,0.2785987272304736,0.009531114680423917,False,2.0225146910109744,1.553633958373085,0.1140355992785156,True,19.47112722694567,2.4135066377608085,False,4.488844292578541,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,2.5,0.3,400,0.75,1.75,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.34221500884792333,0.17024905635564028,0.004846986034913715,False,1.4328448880858147,0.9639641554479252,0.059379397326159176,False,14.005507031710025,1.736026055002067,False,4.186972666422575,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,2.5,0.5,50,1.25,1.25,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.9388095796444517,0.7668436271521686,0.057536574477306916,False,2.9236421624773286,2.454761429839439,0.6032132913269695,True,68.38889643179107,8.477015920210585,False,3.11420145881402,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,2.5,0.5,100,1.25,1.25,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.8261148634635481,0.654148910971265,0.03072239562483167,False,2.64153606494322,2.1726553323053306,0.351095441127903,True,43.177111411884404,5.351936936024405,False,3.197540901114384,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,2.5,0.5,200,1.25,1.25,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.6362971645430723,0.46433121205078925,0.015885191134039862,False,2.0706458351099566,1.6017651024720672,0.19005933213085935,True,27.073500512180043,3.3558443962680147,False,3.2542119476469713,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,2.5,0.5,400,1.25,1.25,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.4557143797516835,0.28374842725940047,0.008078310058189524,False,1.4730261645689293,1.00414543193104,0.09896566221026529,False,17.964133520120637,2.2267100916701117,False,3.232345148668721,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,2.5,0.7,50,1.75,0.7500000000000001,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,1.2455470305053191,1.0735810780130361,0.08055120426822968,False,2.932637070463608,2.4637563378257186,0.8444986078577574,True,92.51742808486985,11.467822288294819,False,2.35449725994998,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,2.5,0.7,100,1.75,0.7500000000000001,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,1.087774427852054,0.9158084753597711,0.04301135387476433,False,2.676125979600269,2.20724524696238,0.49153361757906416,True,57.220929057000525,7.092711710434167,False,2.4601846771527924,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,2.5,0.7,200,1.75,0.7500000000000001,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.8220296493633881,0.650063696871105,0.022239267587655806,False,2.118776979208939,1.6498962465710492,0.26608306498320305,True,34.67587379741441,4.29818215477522,False,2.577494596271318,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,2.5,0.7,400,1.75,0.7500000000000001,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.5692137506554437,0.39724779816316064,0.011309634081465335,False,1.5132074410520442,1.0443267084141548,0.13855192709437142,False,21.92276000853125,2.7173941283381566,False,2.6584168764538836,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,3.5,0.0,50,0.0,3.5,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,3.8740645564611285,3.405183823823239,0.0,False,8.067567299094108,1.0,True,22.528090591856994,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,3.5,0.0,100,0.0,3.5,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,3.389533496565682,2.9206527639277926,0.0,False,8.067567299094108,1.0,True,19.710491800507935,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,3.5,0.0,200,0.0,3.5,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,2.5428928717523456,2.074012139114456,0.0,True,8.067567299094108,1.0,True,14.787188015409374,True,True
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,3.5,0.0,400,0.0,3.5,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,1.7340498696504438,1.2651691370125544,0.0,True,8.067567299094108,1.0,True,10.083681359705544,True,True
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,3.5,0.3,50,1.05,2.4499999999999997,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.8161145993001048,0.6441486468078217,0.04833072256093781,False,3.8929538632323135,3.424073130594424,0.5066991647146545,False,58.73748377055956,7.280693372976892,False,4.77010687784643,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,3.5,0.3,100,1.05,2.4499999999999997,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.7214510377081458,0.5494850852158627,0.025806812324858604,False,3.4621723173454844,2.993291584707595,0.2949201705474385,False,37.55958435383796,4.6556270262605,False,4.798901292517184,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,3.5,0.3,200,1.05,2.4499999999999997,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.562004170614946,0.390038218122663,0.013343560552593484,False,2.6439682743602084,2.175087541722319,0.15964983898992186,True,24.032551198086296,2.9789092928651324,False,4.704534970740828,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,3.5,0.3,400,1.05,2.4499999999999997,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.41031463139017943,0.23834867889789638,0.006785780448879201,False,1.8184305502649847,1.3495498176270952,0.08313115625662285,True,16.380682924756393,2.030436477002894,False,4.4317955323796125,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,3.5,0.5,50,1.75,1.75,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,1.2455470305053191,1.0735810780130361,0.08055120426822968,False,3.9055467344131047,3.4366660017752153,0.8444986078577574,False,92.51742808486985,11.467822288294819,False,3.1356075995208483,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,3.5,0.5,100,1.75,1.75,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,1.087774427852054,0.9158084753597711,0.04301135387476433,False,3.510598197865353,3.0417174652274634,0.49153361757906416,False,57.220929057000525,7.092711710434167,False,3.2273218674550623,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,3.5,0.5,200,1.75,1.75,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.8220296493633881,0.650063696871105,0.022239267587655806,False,2.7113518760987834,2.242471143460894,0.26608306498320305,True,34.67587379741441,4.29818215477522,False,3.2983626298620257,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,3.5,0.5,400,1.75,1.75,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.5692137506554437,0.39724779816316064,0.011309634081465335,False,1.8746843373413453,1.405803604703456,0.13855192709437142,True,21.92276000853125,2.7173941283381566,False,3.2934628427065684,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,3.5,0.7,50,2.4499999999999997,1.0500000000000003,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,1.6749794617105334,1.5030135092182504,0.11277168597552155,False,3.918139605593895,3.4492588729560056,1.1822980510008603,False,126.29737239918013,15.654951203612745,False,2.339216506925158,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,3.5,0.7,100,2.4499999999999997,1.0500000000000003,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,1.4540978179959623,1.2821318655036793,0.06021589542467006,False,3.559024078385221,3.0901433457473315,0.6881470646106898,False,76.88227376016309,9.529796394607834,False,2.4475822976546846,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,3.5,0.7,200,2.4499999999999997,1.0500000000000003,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,1.0820551281118298,0.9100891756195468,0.031134974622718123,False,2.7787354778373583,2.309854745199469,0.37251629097648425,True,45.319196396742534,5.617455016685308,False,2.568016550770579,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,3.5,0.7,400,2.4499999999999997,1.0500000000000003,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.7281128699207079,0.5561469174284248,0.015833487714051468,False,1.930938124417706,1.4620573917798165,0.19397269793211996,True,27.464837092306105,3.404351779673419,False,2.6519763682078397,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,4.5,0.0,50,0.0,4.5,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,4.846974220410625,4.378093487772736,0.0,False,8.067567299094108,1.0,True,28.18566204625961,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,4.5,0.0,100,0.0,4.5,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,4.224005714830765,3.755124982192876,0.0,False,8.067567299094108,1.0,True,24.563035028810816,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,4.5,0.0,200,0.0,4.5,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,3.1354677686421906,2.666587036004301,0.0,False,8.067567299094108,1.0,True,18.233073019398386,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,4.5,0.0,400,0.0,4.5,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,2.095526765939745,1.6266460333018555,0.0,True,8.067567299094108,1.0,True,12.185707319207745,True,True
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,4.5,0.3,50,1.3499999999999999,3.15,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,1.000157069816625,0.828191117324342,0.06213950043549146,False,4.871260471973578,4.4023797393356885,0.6514703546331271,False,73.21460276240681,9.07517719382743,False,4.870495464144152,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,4.5,0.3,100,1.3499999999999999,3.15,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.8784467763412492,0.7064808238489662,0.033180187274818196,False,4.317398484404797,3.8485177517669076,0.3791830764181352,False,45.98587494090763,5.700091890906357,False,4.914809412115848,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,4.5,0.3,200,1.3499999999999999,3.15,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.6734436615071354,0.5014777090148523,0.01715600642476305,False,3.265421857709442,2.7965411250715526,0.20526407870132807,False,28.593975169226916,3.5443119479694554,False,4.848841921537402,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,4.5,0.3,400,1.3499999999999999,3.15,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.47841425393243553,0.30644830144015245,0.008724574862844685,False,2.2040162124441545,1.735135479806265,0.10688291518708651,True,18.75585881780276,2.3248468990037208,False,4.606920037034303,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,4.5,0.5,50,2.25,2.25,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,1.5522844813661865,1.3803185288739035,0.10356583405915246,False,4.88745130634888,4.418570573710991,1.0857839243885452,False,116.64595973794863,14.458628656379053,False,3.1485538669093494,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,4.5,0.5,100,2.25,2.25,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,1.34943399224056,1.177468039748277,0.05530031212469701,False,4.379660330787485,3.9107795981495954,0.6319717940302254,False,71.26474670211664,8.83348648484393,False,3.2455535846667294,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,4.5,0.5,200,2.25,2.25,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,1.0077621341837038,0.8357961816914207,0.02859334404127175,False,3.3520579170876106,2.883177184449721,0.3421067978355468,False,42.27824708264879,5.240519913282426,False,3.3262392020740164,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,4.5,0.5,400,2.25,2.25,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.6827131215592039,0.5107471690669209,0.014540958104741144,False,2.2763425101137615,1.807461777475872,0.17813819197847752,True,25.88138649694186,3.208078165006201,False,3.334259205264682,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,4.5,0.7,50,3.15,1.35,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,2.104411892915748,1.9324459404234648,0.14499216768281342,False,4.903642140724182,4.434761408086293,1.5200974941439633,False,160.07731671349046,19.842080118930678,False,2.3301722239984053,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,4.5,0.7,100,3.15,1.35,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,1.8204212081398707,1.6484552556475878,0.0774204369745758,False,4.441922177170173,3.9730414445322833,0.8847605116423155,False,96.54361846332566,11.966881078781501,False,2.4400518722307045,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,4.5,0.7,200,3.15,1.35,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,1.342080606860272,1.170114654367989,0.04003068165778045,False,3.4386939764657782,2.969813243827889,0.4789495169697655,False,55.962518996070656,6.936727878595396,False,2.56221121062946,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,5.0,4.5,0.7,400,3.15,1.35,5.385388793471403,13.54638936813359,2.112807891676815,2.7474600671715113,0.09179890893615683,0.0,0.0,True,0.8870119891859722,0.7150460366936892,0.0203573413466376,False,2.348668807783368,1.8797880751454785,0.24939346876986854,True,33.00691417608096,4.091309431008682,False,2.647843362228718,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,6.0,1.5,0.0,50,0.0,1.5,5.385388793471403,16.293849435305102,2.112807891676815,2.7062661447088807,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,1.884553388713671,1.4156726560757815,0.0,True,8.067567299094108,1.0,True,10.958875064517438,True,True
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,6.0,1.5,0.0,100,0.0,1.5,5.385388793471403,16.293849435305102,2.112807891676815,2.7062661447088807,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,1.6135069595658065,1.144626226927917,0.0,False,8.067567299094108,1.0,True,9.382711729743201,True,False
L12,"mid=central, high=north, amp=full, W=gmt_equivalent, calibrator=NO",2.5,6.0,1.5,0.0,200,0.0,1.5,5.385388793471403,16.293849435305102,2.112807891676815,2.7062661447088807,0.09179890893615683,0.0,0.0,True,0.17196595249228305,0.0,0.0,True,1.2389024830788435,0.7700217504409541,0.0,False,8.067567299094108,1.0,True,7.204347518352153,True,False
