ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
vvVL,glaciers,2100,fixed,2000,7.717819964675808,7.760881260710679,6.710217166856144,8.881436763304038,2.1712195964478935,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,gis,2300,joint,2000,9.626138468206168,10.292931442677512,6.269833319524972,16.477083034916685,10.207249715391713,1.7292539975795789,0.9380076891357636,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,ais,2100,fixed,2000,4.822366026522516,5.394588828790601,3.4682955910799755,6.407111201209535,2.9388156101295593,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,ais,2100,joint,2000,4.637756709348231,8.431505570415393,3.391702852464517,40.1545219716052,36.76281911914068,12.509399702528452,0.9617181034871777,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,ais,2150,fixed,2000,7.300667977428711,7.9899890768008754,5.228439809308238,9.733101556522733,4.504661747214495,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,ais,2150,joint,2000,6.929064723714571,13.258741990188625,5.057347275242442,66.67089107686559,61.613543801623145,13.677729263406409,0.9491001022285884,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,ais,2300,fixed,2000,13.671663745487027,14.377344538574514,10.197378533375353,17.653135311053248,7.455756777677895,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,ais,2300,joint,2000,12.837730920486987,23.936096014042693,9.051388419583272,92.147906572931,83.09651815334773,11.145282850713949,0.9390028280007019,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,te,2100,fixed,2000,14.355189724671375,14.366059542204049,12.747483065252007,15.950925261573873,3.203442196321866,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,te,2100,joint,2000,14.049011765172406,14.366312611336024,8.80994750273573,20.634598006753755,11.824650504018026,3.6912326739014905,0.9786712704344994,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,te,2150,fixed,2000,17.280652560440934,17.293737552264812,15.34530926415655,19.20158512353821,3.8562758593816593,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,te,2150,joint,2000,16.825440130723187,17.291863759203398,9.945765331069502,26.068823954207645,16.123058623138142,4.180992027298436,0.9736576828840466,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,te,2300,fixed,2000,18.929129231108742,18.943462457261855,16.809165113214785,21.03330791324674,4.224142800031956,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,te,2300,joint,2000,18.167948639554595,18.928923332009425,8.21490004640792,31.745287855499335,23.530387809091415,5.570452733963777,0.9597878707329442,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,lws,2100,fixed,2000,2.8138468232151475,2.813846823215153,2.8138468232151475,2.8138468232151475,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,lws,2100,joint,2000,2.8138468232151475,2.813846823215153,2.8138468232151475,2.8138468232151475,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,lws,2150,fixed,2000,4.3138468232151554,4.313846823215159,4.3138468232151554,4.3138468232151554,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,lws,2150,joint,2000,4.3138468232151554,4.313846823215159,4.3138468232151554,4.3138468232151554,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,lws,2300,fixed,2000,8.813846823215119,8.813846823215131,8.813846823215119,8.813846823215119,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,lws,2300,joint,2000,8.813846823215119,8.813846823215131,8.813846823215119,8.813846823215119,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,total,2100,fixed,2000,35.84891177875039,36.34346933313852,33.096637143318205,38.78872301959703,5.692085876278824,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,total,2100,joint,2000,35.03840359996019,39.43667864110381,27.13683979389536,79.09136167957197,51.95452188567661,9.127501414234047,0.9773909963071562,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,total,2150,fixed,2000,46.26412270646479,46.84248956724582,42.518367748627774,50.24474924552595,7.726381496898178,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,total,2150,joint,2000,45.14453801134189,52.13086218324668,33.8804117532345,115.999186255167,82.1187745019325,10.628361353228518,0.9758001529127354,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,total,2300,fixed,2000,63.043124188293504,63.654036069897145,57.548674402246284,69.09874094616414,11.550066543917858,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvVL,total,2300,joint,2000,60.7515336555212,73.07984459922314,44.559455061373185,163.22983098852634,118.67037592715316,10.274432227374804,0.9636504287774839,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp vvVL | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
