gate,key,value,verdict
CONTROL,ais_med_2100,11.804901185644091,CHECK
CONTROL,ais_med_2150,27.277749475221952,CHECK
CONTROL,ais_med_2300,82.76194129538652,CHECK
CALIB-MOVE,tant12_max_cm,0.031007820201289782,measured
CALIB-MOVE,tant12_sigma,0.21991361844886373,measured
CALIB-MOVE,tant14_max_cm,0.04715576122392706,measured
CALIB-MOVE,tant14_sigma,0.33443802286473095,measured
CALIB-MOVE,tant17_max_cm,0.008458227779972738,measured
CALIB-MOVE,tant17_sigma,0.059987431063636444,measured
BASEYEAR,ais_2015_cm,0.3262371081842892,measured
