component,year,paired_mean_ladrillo,paired_se_ladrillo,paired_mean_brick20,paired_se_brick20,med_diff_ladrillo,med_diff_brick20
glaciers,2100,-0.004832700422793314,0.012883711312875858,0.07070558020298222,0.010047212278346908,-0.04654704800611853,0.07377767562866211
gis,2100,-0.04574024138953553,0.016613488488563474,0.03287189955167769,0.005812202132626767,-0.10199284176204415,0.011183500289916992
ais,2100,0.7370729407829497,0.14488847667296945,1.2374454073324257,0.17324721974913448,2.1121618177828836,3.013833999633789
te,2100,-0.7447085356296221,0.028475151793257658,-0.6987634618729638,0.02756371272395618,-0.889277579248553,-0.979156494140625
lws,2100,0.0,0.0,0.0,0.0,0.0,0.0
total,2100,-0.05820853665900153,0.18336492473090124,0.6422594252141222,0.1950171950213863,1.4724364427222412,2.6183738708496094
