scenario,horizon,param,pearson_r,r2,spearman_rho,decile_contrast_cm,spread_p05_p95_cm,contrast_frac_spread,provenance
ssp245,2100,ais_gmst_amp,0.6485038243586273,0.4205572102077653,0.6619441324860331,36.157403005010224,49.52799980338995,0.7300396371455208,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2100,antarctic_temp_threshold,-0.5022096509961107,0.2522145335536353,-0.5355959051225282,-24.959843615053302,49.52799980338995,-0.5039542019491149,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2100,antarctic_lambda,0.07921765432113624,0.006275436756143035,-0.030435876059064813,-13.576465171100674,49.52799980338995,-0.27411696868427604,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2100,anto_alpha,0.061692048812363336,0.0038059088866670204,0.11770287092571773,10.956835358923597,49.52799980338995,0.2212250727349917,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2100,ais_precip_u,-0.019474551667358283,0.0003792581626446073,-0.00015980403995101,-7.356559241680106,49.52799980338995,-0.14853334014866848,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2100,antarctic_nu,-0.03218662497085226,0.00103597882701429,-0.038584628146157034,-6.612965524052747,49.52799980338995,-0.133519737326443,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2100,antarctic_alpha,0.03281803448061533,0.0010770233871708567,0.061092454773113695,6.120159706789366,49.52799980338995,0.12356969251906819,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2100,ais_iceflow0,0.01396611674788154,0.00019505241701545724,0.0344399096099774,5.42301449285462,49.52799980338995,0.10949391282470972,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2100,ais_slope,-0.0047573303596079725,2.263219215044772e-5,-0.04428777357194339,-5.099949484975349,49.52799980338995,-0.10297103669077066,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2100,anto_beta,0.003945491154672284,1.5566900451597234e-5,0.020403074100768526,1.3538017758721352,49.52799980338995,0.027334069238537553,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2100,ais_runoff_Ton,-0.0010031419266473243,1.0062937249977058e-6,0.02720705180176295,1.3495764054624289,49.52799980338995,0.02724875647754418,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
