scenario,horizon,param,pearson_r,r2,spearman_rho,decile_contrast_cm,spread_p05_p95_cm,contrast_frac_spread,provenance
ssp245,2100,ais_gmst_amp,0.6485038243586273,0.4205572102077653,0.6619441324860331,36.157403005010224,49.52799980338995,0.7300396371455208,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2100,antarctic_kappa,-0.0014679827528481977,2.1549733626597724e-6,0.015019631254907814,1.063644894060527,49.52799980338995,0.02147562789296663,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2100,ais_ocean_temperature₀,0.00873574071999641,7.63131659270034e-5,-0.01502105175526294,-0.948960324956623,49.52799980338995,-0.01916007770803761,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2100,ais_mu,-0.016127343225133955,0.0002600911995012741,0.027550913387728346,0.3913108517677344,49.52799980338995,0.007900800624315764,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2100,ais_bedheight0,0.01751893093887498,0.000306912941241071,0.013951252987813247,-0.07496993895632187,49.52799980338995,-0.0015136879997966432,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2100,ais_c,0.007515136072764397,5.647727019216469e-5,0.037720635430158855,-0.010131238365502782,49.52799980338995,-0.00020455577462688787,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2100,antarctic_gamma,3.613933417510235e-17,1.3060514746197205e-33,NaN,0.0,49.52799980338995,0.0,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2150,ais_gmst_amp,0.6372772599620737,0.4061223060647685,0.6572538008134502,76.66715358647326,108.42138868358029,0.7071220403772969,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2150,antarctic_temp_threshold,-0.475092202959934,0.2257126013133231,-0.4830195785649017,-56.028322571711826,108.42138868358029,-0.516764480256071,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2150,antarctic_lambda,0.1809860336507539,0.032755944376631825,0.13314502410633108,-18.01462504714788,108.42138868358029,-0.16615379369214883,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2150,antarctic_nu,-0.02972903238251778,0.0008838153664007908,-0.027882785470696368,-8.586889534029574,108.42138868358029,-0.07919922109732212,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2150,antarctic_alpha,0.03264707325064824,0.0010658313918331917,0.04308167727041932,7.953490142538129,108.42138868358029,0.07335720598220519,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2150,ais_iceflow0,0.0046707004558312415,2.1815442748102168e-5,0.013723528930882233,7.215855408530935,108.42138868358029,0.06655379991110305,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2150,ais_precip_u,-0.025573116991270378,0.0006539843126492017,-0.013093740273435068,-6.642784755481436,108.42138868358029,-0.061268213183174644,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2150,ais_mu,-0.03950885244147086,0.0015609494212419177,-0.009823697455924364,-6.130165091932582,108.42138868358029,-0.0565401823972483,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2150,anto_alpha,0.0446689710057944,0.0019953169707165007,0.08879208269802068,5.939336377893234,108.42138868358029,0.054780117189116094,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2150,anto_beta,0.007713942726910773,5.950491239405961e-5,0.007943883485970872,5.788439824146458,108.42138868358029,0.0533883571722143,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2150,ais_c,0.006663541573650029,4.44027863037623e-5,0.016860949215237304,3.677136580587117,108.42138868358029,0.033915232273205476,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2150,ais_bedheight0,0.02518569745803076,0.000634319356447457,0.020811254202813552,3.0243012898881716,108.42138868358029,0.02789395456568416,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2150,antarctic_kappa,-0.007648612588858628,5.850127453444668e-5,0.002737467684366921,-2.9261087919945794,108.42138868358029,-0.026988298411618844,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2150,ais_ocean_temperature₀,-0.004966564845261736,2.4666766362189732e-5,-0.01129472532368133,-2.842682282785127,108.42138868358029,-0.02621883299319549,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2150,ais_slope,-0.0004723009648732654,2.230682014202175e-7,-0.015461717365429341,-2.48937201843205,108.42138868358029,-0.02296015618926535,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2150,ais_runoff_Ton,0.003080144985794055,9.487293133512258e-6,0.029218438304609577,-1.9606446546178375,108.42138868358029,-0.018083559696323685,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2150,antarctic_gamma,-3.032762633408848e-16,9.197649190600971e-32,NaN,0.0,108.42138868358029,0.0,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2300,ais_gmst_amp,0.5940027463304034,0.3528392626480616,0.5923947445986861,202.3922680344043,299.56719679189393,0.6756155887622236,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2300,antarctic_temp_threshold,-0.342041734663937,0.11699254825191509,-0.3023233862281555,-144.04320896118276,299.56719679189393,-0.48083772356840526,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2300,antarctic_lambda,0.3190081131103673,0.1017661762302369,0.37211976734051055,141.91043320499818,299.56719679189393,0.4737181998721369,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2300,ais_mu,-0.05714700253460315,0.0032657798986899388,-0.051220028305007076,-26.085277340802264,299.56719679189393,-0.08707654783351804,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2300,antarctic_alpha,0.03601947859106463,0.001297402837972163,0.04454785563696391,18.89489862954312,299.56719679189393,0.06307399085043748,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2300,anto_beta,0.009849166911111444,9.700608884293255e-5,0.00608978852244713,16.39693485330801,299.56719679189393,0.0547354150551363,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2300,ais_ocean_temperature₀,-0.019080085341448387,0.0003640496566369536,-0.027082542770635692,-13.010095915244904,299.56719679189393,-0.04342964134448564,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2300,antarctic_nu,-0.02751887022238407,0.0007572882183164167,-0.03508402327100582,-11.78475375995356,299.56719679189393,-0.03933926640218989,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
ssp245,2300,anto_alpha,0.021178815543924385,0.0004485422278435731,0.053589065897266475,11.245207209058293,299.56719679189393,0.03753817951192505,diag_ais_block_propagation.jl | tag L27 | 500 draws/chain x 4 chains | AIS params used 17/18: ais_mu ais_bedheight0 ais_slope ais_iceflow0 ais_precip_u ais_runoff_Ton ais_c antarctic_alpha antarctic_nu antarctic_lambda antarctic_gamma antarctic_kappa antarctic_temp_threshold ais_ocean_temperature₀ anto_alpha anto_beta ais_gmst_amp | propagated-not-sampled: antarctic_lambda antarctic_gamma antarctic_temp_threshold | absent: ais_precip0_LOG | decile 0.1 | cm
