component,n_years,coverage_param,coverage_pred,mean_bias,in_sample
ais,126,0.3888888888888889,0.9841269841269841,-0.17775175798424817,true
glaciers,124,0.6935483870967742,1.0,0.05862537298837924,true
gis,126,0.3492063492063492,0.9206349206349206,-0.1445642991378238,true
te,126,0.40476190476190477,0.9920634920634921,0.2606024697463563,true
total,125,0.8,NaN,-0.0016747141922360527,false
