V_m,onset_K,tau_yr,within_inventory,rms_ssp585,rms_cool,rms_all,stages,rms_ssp585_r2300,ssp585_r2300_2150,ssp585_r2300_2150_in,rms_ssp585_x2300,ssp585_x2300_2150,ssp585_x2300_2150_in,rms_ssp126_r2300,ssp126_r2300_2150,ssp126_r2300_2150_in,rms_ssp126_x2300,ssp126_x2300_2150,ssp126_x2300_2150_in,rms_ssp245_r2300,ssp245_r2300_2150,ssp245_r2300_2150_in,ours_SSP1-2.6_2300_cm,ours_SSP1-2.6_d2100_cm,ours_SSP1-2.6_in_matched,ours_SSP2-4.5_2300_cm,ours_SSP2-4.5_d2100_cm,ours_SSP2-4.5_in_matched,ours_SSP5-8.5_2300_cm,ours_SSP5-8.5_d2100_cm,ours_SSP5-8.5_in_matched,bands_ok,keeps_2100,shape_better,all_pass
0.25,3.2,100,True,0.39960357501836813,0.2615786870105486,0.32392476374288176,2,0.24627705902347727,40.85127768947931,True,0.5086390120052411,57.85006645821955,False,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24596536029212016,13.389454029740554,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,73.30226194468662,1.4637013321058505,True,True,False,True,False
0.25,3.2,200,True,0.3797175743496762,0.2615539727954661,0.31419812685478504,2,0.2034009352350879,33.37548773032386,True,0.4969898712101639,50.38542979003625,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24588650232255332,13.386311513052544,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,66.06025805125158,0.41764345275150194,True,True,False,True,False
0.25,3.2,400,True,0.42999769697770995,0.26153660866256057,0.3391165675175452,2,0.29540795891660415,29.85922127175408,True,0.5315356776557852,46.88025770399141,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24583108627934933,13.384841485344111,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,57.431634555493766,0.11165664314777468,True,True,False,True,False
0.25,3.2,800,True,0.47157887510697505,0.2615289768610981,0.3605455555428074,2,0.36603539101595517,28.648651710189885,True,0.5574866486456126,45.67460445100955,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24580672729439923,13.384348457790999,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,52.565523455860955,0.028873551614760636,True,True,True,True,True
0.25,3.2,1600,True,0.4894357921723447,0.2615263940822031,0.3699413341933179,2,0.3953357201100876,28.293159364538962,True,0.568158831422851,45.320723535058484,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579848326233453,13.384206225726862,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,50.7233453125117,0.007341830136025784,True,True,True,True,True
0.25,3.2,2200,True,0.49294127299917595,0.26152592851819173,0.3717982332163517,2,0.40103234124753456,28.233234108714953,True,0.5702238670255895,45.26108256239593,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579699719697923,13.384182456998005,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,50.37576091745608,0.003901309095453721,True,True,True,True,True
0.25,3.2,2700,True,0.49435364527695186,0.26152574512421095,0.3725475001353631,2,0.40332255502363895,28.21012530903707,True,0.5710533861263974,45.2380848958361,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579641180754858,13.384173316495858,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,50.23696422615838,0.0025961032892186037,True,True,True,True,True
0.25,3.2,3200,True,0.4951862863617042,0.26152563824208364,0.3729895158781756,2,0.404671322289119,28.19681585244012,True,0.5715418071481451,45.22483992417314,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.2457960706417668,13.38416806016851,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,50.15547312269279,0.0018511130468356028,True,True,True,True,True
0.25,4.0,100,True,0.3711048055358686,0.2615253619642525,0.31004002910438183,2,0.20403654118328607,38.975730708217114,True,0.48353556564702754,56.125377750188164,False,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,72.82030563564578,0.16045593446329873,True,True,False,True,False
0.25,4.0,200,True,0.37656728463487715,0.2615253619642525,0.3126635202789635,2,0.20178859097478632,32.34458575704199,True,0.4928358796465407,49.43561613463373,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,65.05202167432945,0.04230919829666381,True,True,True,True,True
0.25,4.0,400,True,0.43317098910732654,0.2615253619642525,0.3407229832165829,2,0.3026156775341649,29.47781053488541,True,0.532633047528012,46.52855381716488,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,56.706838695471205,0.010863968000124978,True,True,True,True,True
0.25,4.0,800,True,0.4735133789909837,0.2615253619642525,0.361556741056924,2,0.36969011134827023,28.53270913873609,True,0.5583538857554603,45.56765088328868,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,52.258712912825274,0.0027526187880291446,True,True,True,True,True
0.25,4.0,1600,True,0.49012721491831995,0.2615253619642525,0.3703068777267789,2,0.39658182469668507,28.2612008751337,True,0.5684823919238183,45.29123730021642,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,50.62357351145077,0.0006927834750386202,True,True,True,True,True
0.25,4.0,2200,True,0.4933409382161313,0.2615253619642525,0.37200997499839844,2,0.4017461113250609,28.215874520605173,True,0.5704126792727675,45.24506508462974,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,50.319068007259425,0.0003671017523646402,True,True,True,True,True
0.25,4.0,2700,True,0.4946304672952298,0.2615253619642525,0.37269428308064906,2,0.4038149953316732,28.198447422727785,True,0.5711847756187796,45.22730959061405,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,50.197968707475944,0.00024394762970127745,True,True,True,True,True
0.25,4.0,3200,True,0.49538905671481354,0.2615253619642525,0.3730970865276719,2,0.40503113254999024,28.18842675940333,True,0.5716383618082832,45.217099092380835,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,50.12702807039387,0.00017377764484550895,True,True,True,True,True
0.25,4.69,100,True,0.354501525983858,0.2615253619642525,0.30216856510939977,2,0.1796304515068579,36.90723513533449,True,0.46805508729337647,54.731065381805166,False,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,72.2187678557391,0.0,True,True,True,True,True
0.25,4.69,200,True,0.37966017937662,0.2615253619642525,0.3141560912859003,2,0.2161352262472843,31.397748377680628,True,0.49149696599634246,48.73525225668199,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,63.984599481729944,0.0,True,True,True,True,True
0.25,4.69,400,True,0.43833143344931136,0.2615253619642525,0.34335271542571383,2,0.3149521568646946,29.15503736563713,True,0.5339232435338744,46.28083668623299,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,55.99943146171618,0.0,True,True,True,True,True
0.25,4.69,800,True,0.4759766306303808,0.2615253619642525,0.36284819157992226,2,0.3748489908272721,28.43834010789693,True,0.5591026201765429,45.49402346542756,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,51.9711279428605,0.0,True,True,True,True,True
0.25,4.69,1600,True,0.49094721594481117,0.2615253619642525,0.3707411179083113,2,0.39823016136598066,28.235679266521284,True,0.5687451769169978,45.27116944517074,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,50.531919826045765,0.0,True,True,True,True,True
0.25,4.69,2200,True,0.4938071420276744,0.2615253619642525,0.3722573120535524,2,0.40267548833518607,28.202082476900717,True,0.5705641402411293,45.23419775483533,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,50.267273182725546,0.0,True,True,True,True,True
0.25,4.69,2700,True,0.4949508577859674,0.2615253619642525,0.37286438502429536,2,0.40445137117240954,28.18919289510357,True,0.5712895864645948,45.22001013831936,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,50.16243870495334,0.0,True,True,True,True,True
0.25,4.69,3200,True,0.4956225096960467,0.2615253619642525,0.37322108436861273,2,0.4054937536412794,28.1817900837749,True,0.5717151038696819,45.211860807779885,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,50.101159155803046,0.0,True,True,True,True,True
0.25,5.5,100,True,0.4105372068204813,0.2615253619642525,0.3293229846881402,2,0.358721035846852,29.857358761396437,True,0.45650938085529713,52.920078263383296,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,70.95053411897942,0.0,True,True,True,True,True
0.25,5.5,200,True,0.43775343225998303,0.2615253619642525,0.3430576277427426,2,0.37511815723046976,28.815700103951986,True,0.49248604348428765,47.907320926147534,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,62.15947040358836,0.0,True,True,True,True,True
0.25,5.5,400,True,0.4700690981018174,0.2615253619642525,0.35975448818106825,2,0.3930562723919162,28.36664293408397,True,0.5361312159480026,46.00134067630678,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,54.906659158888154,0.0,True,True,True,True,True
0.25,5.5,800,True,0.48791481929905073,0.2615253619642525,0.36913636684424644,2,0.40293318029380354,28.220046267426802,True,0.5601487248950692,45.412856275219966,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,51.54854201593546,0.0,True,True,True,True,True
0.25,5.5,1600,True,0.4945862200493584,0.2615253619642525,0.37267079385887614,2,0.4066495726471329,28.178216161126468,True,0.569093299197354,45.24930118743977,True,0.11587726396845824,8.431715672049059,True,0.3624137548797499,9.162252705580592,False,0.24579518876647016,13.38415481593147,True,10.075208833708192,0.0,True,18.34276380018501,0.0,True,50.400540810828694,0.0,True,True,True,True,True
