axis,rff_idx,fair_cfg_idx,seed_idx,post_idx
centroid,1000,420,0,5000
vary_rff,115,420,0,5000
vary_rff,1863,420,0,5000
vary_rff,1527,420,0,5000
vary_rff,933,420,0,5000
vary_rff,166,420,0,5000
vary_rff,516,420,0,5000
vary_rff,1472,420,0,5000
vary_rff,748,420,0,5000
vary_rff,1323,420,0,5000
vary_rff,1591,420,0,5000
vary_rff,1634,420,0,5000
vary_rff,406,420,0,5000
vary_rff,1162,420,0,5000
vary_rff,1123,420,0,5000
vary_rff,1170,420,0,5000
vary_rff,1028,420,0,5000
vary_rff,24,420,0,5000
vary_rff,1635,420,0,5000
vary_rff,1273,420,0,5000
vary_rff,1242,420,0,5000
vary_rff,1364,420,0,5000
vary_rff,1291,420,0,5000
vary_rff,1893,420,0,5000
vary_rff,634,420,0,5000
vary_rff,494,420,0,5000
vary_rff,690,420,0,5000
vary_rff,1530,420,0,5000
vary_rff,719,420,0,5000
vary_rff,151,420,0,5000
vary_rff,822,420,0,5000
vary_rff,1868,420,0,5000
vary_rff,1963,420,0,5000
vary_rff,72,420,0,5000
vary_rff,594,420,0,5000
vary_rff,946,420,0,5000
vary_rff,306,420,0,5000
vary_rff,692,420,0,5000
vary_rff,995,420,0,5000
vary_rff,4,420,0,5000
vary_rff,569,420,0,5000
vary_rff,1259,420,0,5000
vary_rff,1597,420,0,5000
vary_rff,365,420,0,5000
vary_rff,1075,420,0,5000
vary_rff,920,420,0,5000
vary_rff,1182,420,0,5000
vary_rff,46,420,0,5000
vary_rff,1103,420,0,5000
vary_rff,1982,420,0,5000
vary_rff,927,420,0,5000
vary_rff,899,420,0,5000
vary_rff,1590,420,0,5000
vary_rff,591,420,0,5000
vary_rff,1497,420,0,5000
vary_rff,481,420,0,5000
vary_rff,872,420,0,5000
vary_rff,612,420,0,5000
vary_rff,1861,420,0,5000
vary_rff,1130,420,0,5000
vary_rff,1132,420,0,5000
vary_rff,1464,420,0,5000
vary_rff,839,420,0,5000
vary_rff,497,420,0,5000
vary_rff,65,420,0,5000
vary_rff,420,420,0,5000
vary_rff,585,420,0,5000
vary_rff,1542,420,0,5000
vary_rff,586,420,0,5000
vary_rff,657,420,0,5000
vary_rff,461,420,0,5000
vary_rff,314,420,0,5000
vary_rff,1502,420,0,5000
vary_rff,1795,420,0,5000
vary_rff,659,420,0,5000
vary_rff,1553,420,0,5000
vary_rff,1889,420,0,5000
vary_rff,179,420,0,5000
vary_rff,1965,420,0,5000
vary_rff,1410,420,0,5000
vary_rff,1074,420,0,5000
vary_rff,64,420,0,5000
vary_rff,1517,420,0,5000
vary_rff,1872,420,0,5000
vary_rff,1823,420,0,5000
vary_rff,1281,420,0,5000
vary_rff,835,420,0,5000
vary_rff,25,420,0,5000
vary_rff,136,420,0,5000
vary_rff,376,420,0,5000
vary_rff,543,420,0,5000
vary_rff,1352,420,0,5000
vary_rff,1468,420,0,5000
vary_rff,629,420,0,5000
vary_rff,756,420,0,5000
vary_rff,73,420,0,5000
vary_rff,167,420,0,5000
vary_rff,1587,420,0,5000
vary_rff,1719,420,0,5000
vary_rff,1185,420,0,5000
vary_rff,1076,420,0,5000
vary_rff,606,420,0,5000
vary_rff,1152,420,0,5000
vary_rff,1686,420,0,5000
vary_rff,711,420,0,5000
vary_rff,175,420,0,5000
vary_rff,380,420,0,5000
vary_rff,287,420,0,5000
vary_rff,789,420,0,5000
vary_rff,1062,420,0,5000
vary_rff,47,420,0,5000
vary_rff,455,420,0,5000
vary_rff,788,420,0,5000
vary_rff,1485,420,0,5000
vary_rff,1688,420,0,5000
vary_rff,1481,420,0,5000
vary_rff,1964,420,0,5000
vary_rff,1737,420,0,5000
vary_rff,777,420,0,5000
vary_rff,1618,420,0,5000
vary_rff,1449,420,0,5000
vary_rff,262,420,0,5000
vary_rff,1088,420,0,5000
vary_rff,475,420,0,5000
vary_rff,210,420,0,5000
vary_rff,1946,420,0,5000
vary_rff,195,420,0,5000
vary_rff,1070,420,0,5000
vary_rff,1748,420,0,5000
vary_rff,1314,420,0,5000
vary_rff,666,420,0,5000
vary_rff,281,420,0,5000
vary_rff,1987,420,0,5000
vary_rff,1827,420,0,5000
vary_rff,1155,420,0,5000
vary_rff,1531,420,0,5000
vary_rff,1148,420,0,5000
vary_rff,1799,420,0,5000
vary_rff,361,420,0,5000
vary_rff,1105,420,0,5000
vary_rff,961,420,0,5000
vary_rff,943,420,0,5000
vary_rff,1881,420,0,5000
vary_rff,1489,420,0,5000
vary_rff,774,420,0,5000
vary_rff,1131,420,0,5000
vary_rff,1071,420,0,5000
vary_rff,1102,420,0,5000
vary_rff,329,420,0,5000
vary_rff,1169,420,0,5000
vary_rff,144,420,0,5000
vary_rff,1073,420,0,5000
vary_rff,642,420,0,5000
vary_rff,988,420,0,5000
vary_rff,1382,420,0,5000
vary_rff,1289,420,0,5000
vary_rff,844,420,0,5000
vary_rff,298,420,0,5000
vary_rff,1839,420,0,5000
vary_rff,334,420,0,5000
vary_rff,1200,420,0,5000
vary_rff,1086,420,0,5000
vary_rff,637,420,0,5000
vary_rff,628,420,0,5000
vary_rff,1157,420,0,5000
vary_rff,821,420,0,5000
vary_rff,349,420,0,5000
vary_rff,254,420,0,5000
vary_rff,909,420,0,5000
vary_rff,652,420,0,5000
vary_rff,141,420,0,5000
vary_rff,1927,420,0,5000
vary_rff,487,420,0,5000
vary_rff,668,420,0,5000
vary_rff,576,420,0,5000
vary_rff,165,420,0,5000
vary_rff,1112,420,0,5000
vary_rff,1647,420,0,5000
vary_rff,1824,420,0,5000
vary_rff,1015,420,0,5000
vary_rff,1806,420,0,5000
vary_rff,1379,420,0,5000
vary_rff,973,420,0,5000
vary_rff,800,420,0,5000
vary_rff,1957,420,0,5000
vary_rff,133,420,0,5000
vary_rff,662,420,0,5000
vary_rff,1820,420,0,5000
vary_rff,285,420,0,5000
vary_rff,502,420,0,5000
vary_rff,1339,420,0,5000
vary_rff,176,420,0,5000
vary_rff,1701,420,0,5000
vary_rff,1493,420,0,5000
vary_rff,862,420,0,5000
vary_rff,1237,420,0,5000
vary_rff,838,420,0,5000
vary_rff,1758,420,0,5000
vary_rff,709,420,0,5000
vary_rff,1775,420,0,5000
vary_rff,1393,420,0,5000
vary_rff,353,420,0,5000
vary_rff,1294,420,0,5000
vary_rff,294,420,0,5000
vary_rff,570,420,0,5000
vary_rff,1322,420,0,5000
vary_rff,676,420,0,5000
vary_rff,1632,420,0,5000
vary_rff,625,420,0,5000
vary_rff,1990,420,0,5000
vary_rff,1785,420,0,5000
vary_rff,264,420,0,5000
vary_rff,8,420,0,5000
vary_rff,791,420,0,5000
vary_rff,1492,420,0,5000
vary_rff,1714,420,0,5000
vary_rff,1999,420,0,5000
vary_rff,787,420,0,5000
vary_rff,1980,420,0,5000
vary_rff,665,420,0,5000
vary_rff,111,420,0,5000
vary_rff,568,420,0,5000
vary_rff,201,420,0,5000
vary_rff,767,420,0,5000
vary_rff,1204,420,0,5000
vary_rff,1240,420,0,5000
vary_rff,559,420,0,5000
vary_rff,196,420,0,5000
vary_rff,539,420,0,5000
vary_rff,1797,420,0,5000
vary_rff,780,420,0,5000
vary_rff,806,420,0,5000
vary_rff,1766,420,0,5000
vary_rff,1958,420,0,5000
vary_rff,875,420,0,5000
vary_rff,1159,420,0,5000
vary_rff,938,420,0,5000
vary_rff,934,420,0,5000
vary_rff,60,420,0,5000
vary_rff,555,420,0,5000
vary_rff,1192,420,0,5000
vary_rff,483,420,0,5000
vary_rff,1276,420,0,5000
vary_rff,1749,420,0,5000
vary_rff,1696,420,0,5000
vary_rff,1432,420,0,5000
vary_rff,1726,420,0,5000
vary_rff,1286,420,0,5000
vary_rff,1487,420,0,5000
vary_rff,917,420,0,5000
vary_rff,528,420,0,5000
vary_cfg,1000,42,0,5000
vary_cfg,1000,638,0,5000
vary_cfg,1000,198,0,5000
vary_cfg,1000,10,0,5000
vary_cfg,1000,486,0,5000
vary_cfg,1000,76,0,5000
vary_cfg,1000,833,0,5000
vary_cfg,1000,349,0,5000
vary_cfg,1000,511,0,5000
vary_cfg,1000,446,0,5000
vary_cfg,1000,305,0,5000
vary_cfg,1000,345,0,5000
vary_cfg,1000,614,0,5000
vary_cfg,1000,282,0,5000
vary_cfg,1000,402,0,5000
vary_cfg,1000,29,0,5000
vary_cfg,1000,665,0,5000
vary_cfg,1000,292,0,5000
vary_cfg,1000,408,0,5000
vary_cfg,1000,608,0,5000
vary_cfg,1000,221,0,5000
vary_cfg,1000,219,0,5000
vary_cfg,1000,380,0,5000
vary_cfg,1000,267,0,5000
vary_cfg,1000,617,0,5000
vary_cfg,1000,155,0,5000
vary_cfg,1000,704,0,5000
vary_cfg,1000,87,0,5000
vary_cfg,1000,306,0,5000
vary_cfg,1000,584,0,5000
vary_cfg,1000,143,0,5000
vary_cfg,1000,30,0,5000
vary_cfg,1000,125,0,5000
vary_cfg,1000,384,0,5000
vary_cfg,1000,419,0,5000
vary_cfg,1000,277,0,5000
vary_cfg,1000,637,0,5000
vary_cfg,1000,174,0,5000
vary_cfg,1000,489,0,5000
vary_cfg,1000,791,0,5000
vary_cfg,1000,341,0,5000
vary_cfg,1000,835,0,5000
vary_cfg,1000,736,0,5000
vary_cfg,1000,631,0,5000
vary_cfg,1000,59,0,5000
vary_cfg,1000,530,0,5000
vary_cfg,1000,795,0,5000
vary_cfg,1000,39,0,5000
vary_cfg,1000,118,0,5000
vary_cfg,1000,357,0,5000
vary_cfg,1000,618,0,5000
vary_cfg,1000,636,0,5000
vary_cfg,1000,669,0,5000
vary_cfg,1000,225,0,5000
vary_cfg,1000,518,0,5000
vary_cfg,1000,649,0,5000
vary_cfg,1000,62,0,5000
vary_cfg,1000,664,0,5000
vary_cfg,1000,362,0,5000
vary_cfg,1000,527,0,5000
vary_cfg,1000,213,0,5000
vary_cfg,1000,775,0,5000
vary_cfg,1000,739,0,5000
vary_cfg,1000,542,0,5000
vary_cfg,1000,214,0,5000
vary_cfg,1000,35,0,5000
vary_cfg,1000,329,0,5000
vary_cfg,1000,377,0,5000
vary_cfg,1000,236,0,5000
vary_cfg,1000,458,0,5000
vary_cfg,1000,101,0,5000
vary_cfg,1000,140,0,5000
vary_cfg,1000,620,0,5000
vary_cfg,1000,505,0,5000
vary_cfg,1000,296,0,5000
vary_cfg,1000,510,0,5000
vary_cfg,1000,326,0,5000
vary_cfg,1000,763,0,5000
vary_cfg,1000,721,0,5000
vary_cfg,1000,733,0,5000
vary_cfg,1000,808,0,5000
vary_cfg,1000,232,0,5000
vary_cfg,1000,535,0,5000
vary_cfg,1000,771,0,5000
vary_cfg,1000,737,0,5000
vary_cfg,1000,205,0,5000
vary_cfg,1000,493,0,5000
vary_cfg,1000,770,0,5000
vary_cfg,1000,114,0,5000
vary_cfg,1000,509,0,5000
vary_cfg,1000,61,0,5000
vary_cfg,1000,522,0,5000
vary_cfg,1000,400,0,5000
vary_cfg,1000,244,0,5000
vary_cfg,1000,481,0,5000
vary_cfg,1000,543,0,5000
vary_cfg,1000,271,0,5000
vary_cfg,1000,415,0,5000
vary_cfg,1000,708,0,5000
vary_cfg,1000,268,0,5000
vary_cfg,1000,697,0,5000
vary_cfg,1000,494,0,5000
vary_cfg,1000,515,0,5000
vary_cfg,1000,605,0,5000
vary_cfg,1000,606,0,5000
vary_cfg,1000,78,0,5000
vary_cfg,1000,16,0,5000
vary_cfg,1000,633,0,5000
vary_cfg,1000,127,0,5000
vary_cfg,1000,504,0,5000
vary_cfg,1000,728,0,5000
vary_cfg,1000,396,0,5000
vary_cfg,1000,573,0,5000
vary_cfg,1000,71,0,5000
vary_cfg,1000,540,0,5000
vary_cfg,1000,6,0,5000
vary_cfg,1000,203,0,5000
vary_cfg,1000,281,0,5000
vary_cfg,1000,490,0,5000
vary_cfg,1000,448,0,5000
vary_cfg,1000,270,0,5000
vary_cfg,1000,276,0,5000
vary_cfg,1000,802,0,5000
vary_cfg,1000,556,0,5000
vary_cfg,1000,647,0,5000
vary_cfg,1000,351,0,5000
vary_cfg,1000,399,0,5000
vary_cfg,1000,595,0,5000
vary_cfg,1000,77,0,5000
vary_cfg,1000,753,0,5000
vary_cfg,1000,629,0,5000
vary_cfg,1000,730,0,5000
vary_cfg,1000,589,0,5000
vary_cfg,1000,470,0,5000
vary_cfg,1000,611,0,5000
vary_cfg,1000,191,0,5000
vary_cfg,1000,321,0,5000
vary_cfg,1000,320,0,5000
vary_cfg,1000,754,0,5000
vary_cfg,1000,615,0,5000
vary_cfg,1000,311,0,5000
vary_cfg,1000,338,0,5000
vary_cfg,1000,254,0,5000
vary_cfg,1000,549,0,5000
vary_cfg,1000,579,0,5000
vary_cfg,1000,471,0,5000
vary_cfg,1000,238,0,5000
vary_cfg,1000,322,0,5000
vary_cfg,1000,382,0,5000
vary_cfg,1000,755,0,5000
vary_cfg,1000,800,0,5000
vary_cfg,1000,130,0,5000
vary_cfg,1000,462,0,5000
vary_cfg,1000,685,0,5000
vary_cfg,1000,804,0,5000
vary_cfg,1000,587,0,5000
vary_cfg,1000,567,0,5000
vary_cfg,1000,139,0,5000
vary_cfg,1000,784,0,5000
vary_cfg,1000,550,0,5000
vary_cfg,1000,136,0,5000
vary_cfg,1000,772,0,5000
vary_cfg,1000,354,0,5000
vary_cfg,1000,339,0,5000
vary_cfg,1000,302,0,5000
vary_cfg,1000,418,0,5000
vary_cfg,1000,743,0,5000
vary_cfg,1000,96,0,5000
vary_cfg,1000,654,0,5000
vary_cfg,1000,461,0,5000
vary_cfg,1000,666,0,5000
vary_cfg,1000,696,0,5000
vary_cfg,1000,290,0,5000
vary_cfg,1000,386,0,5000
vary_cfg,1000,38,0,5000
vary_cfg,1000,744,0,5000
vary_cfg,1000,684,0,5000
vary_cfg,1000,551,0,5000
vary_cfg,1000,235,0,5000
vary_cfg,1000,40,0,5000
vary_cfg,1000,275,0,5000
vary_cfg,1000,19,0,5000
vary_cfg,1000,325,0,5000
vary_cfg,1000,450,0,5000
vary_cfg,1000,99,0,5000
vary_cfg,1000,796,0,5000
vary_cfg,1000,824,0,5000
vary_cfg,1000,792,0,5000
vary_cfg,1000,460,0,5000
vary_cfg,1000,374,0,5000
vary_cfg,1000,233,0,5000
vary_cfg,1000,65,0,5000
vary_cfg,1000,650,0,5000
vary_cfg,1000,657,0,5000
vary_cfg,1000,373,0,5000
vary_cfg,1000,68,0,5000
vary_cfg,1000,691,0,5000
vary_cfg,1000,774,0,5000
vary_cfg,1000,749,0,5000
vary_cfg,1000,262,0,5000
vary_cfg,1000,798,0,5000
vary_cfg,1000,359,0,5000
vary_cfg,1000,199,0,5000
vary_cfg,1000,760,0,5000
vary_cfg,1000,806,0,5000
vary_cfg,1000,215,0,5000
vary_cfg,1000,313,0,5000
vary_cfg,1000,635,0,5000
vary_cfg,1000,111,0,5000
vary_cfg,1000,725,0,5000
vary_cfg,1000,25,0,5000
vary_cfg,1000,520,0,5000
vary_cfg,1000,414,0,5000
vary_cfg,1000,719,0,5000
vary_cfg,1000,699,0,5000
vary_cfg,1000,670,0,5000
vary_cfg,1000,134,0,5000
vary_cfg,1000,237,0,5000
vary_cfg,1000,718,0,5000
vary_cfg,1000,485,0,5000
vary_cfg,1000,367,0,5000
vary_cfg,1000,723,0,5000
vary_cfg,1000,51,0,5000
vary_cfg,1000,799,0,5000
vary_cfg,1000,734,0,5000
vary_cfg,1000,70,0,5000
vary_cfg,1000,269,0,5000
vary_cfg,1000,93,0,5000
vary_cfg,1000,646,0,5000
vary_cfg,1000,403,0,5000
vary_cfg,1000,36,0,5000
vary_cfg,1000,533,0,5000
vary_cfg,1000,185,0,5000
vary_cfg,1000,133,0,5000
vary_cfg,1000,256,0,5000
vary_cfg,1000,602,0,5000
vary_cfg,1000,342,0,5000
vary_cfg,1000,4,0,5000
vary_cfg,1000,596,0,5000
vary_cfg,1000,126,0,5000
vary_cfg,1000,627,0,5000
vary_cfg,1000,607,0,5000
vary_cfg,1000,158,0,5000
vary_cfg,1000,164,0,5000
vary_cfg,1000,89,0,5000
vary_cfg,1000,253,0,5000
vary_cfg,1000,603,0,5000
vary_cfg,1000,128,0,5000
vary_cfg,1000,641,0,5000
vary_cfg,1000,176,0,5000
vary_seed,1000,420,0,5000
vary_seed,1000,420,1,5000
vary_seed,1000,420,2,5000
vary_seed,1000,420,3,5000
vary_seed,1000,420,4,5000
vary_seed,1000,420,5,5000
vary_seed,1000,420,6,5000
vary_seed,1000,420,7,5000
vary_seed,1000,420,8,5000
vary_seed,1000,420,9,5000
vary_post,1000,420,0,3086
vary_post,1000,420,0,1013
vary_post,1000,420,0,2166
vary_post,1000,420,0,9449
vary_post,1000,420,0,4045
vary_post,1000,420,0,2776
vary_post,1000,420,0,5050
vary_post,1000,420,0,5303
vary_post,1000,420,0,7399
vary_post,1000,420,0,876
vary_post,1000,420,0,2724
vary_post,1000,420,0,7402
vary_post,1000,420,0,3476
vary_post,1000,420,0,7124
vary_post,1000,420,0,1615
vary_post,1000,420,0,4465
vary_post,1000,420,0,9767
vary_post,1000,420,0,6269
vary_post,1000,420,0,886
vary_post,1000,420,0,423
vary_post,1000,420,0,4812
vary_post,1000,420,0,2106
vary_post,1000,420,0,9250
vary_post,1000,420,0,6819
vary_post,1000,420,0,7501
vary_post,1000,420,0,931
vary_post,1000,420,0,6645
vary_post,1000,420,0,4172
vary_post,1000,420,0,8623
vary_post,1000,420,0,9266
vary_post,1000,420,0,3255
vary_post,1000,420,0,6061
vary_post,1000,420,0,8920
vary_post,1000,420,0,8935
vary_post,1000,420,0,2111
vary_post,1000,420,0,6590
vary_post,1000,420,0,4199
vary_post,1000,420,0,5912
vary_post,1000,420,0,3215
vary_post,1000,420,0,3003
vary_post,1000,420,0,9949
vary_post,1000,420,0,3719
vary_post,1000,420,0,3516
vary_post,1000,420,0,7235
vary_post,1000,420,0,5086
vary_post,1000,420,0,7484
vary_post,1000,420,0,8092
vary_post,1000,420,0,9925
vary_post,1000,420,0,8595
vary_post,1000,420,0,3781
vary_post,1000,420,0,5898
vary_post,1000,420,0,8591
vary_post,1000,420,0,3895
vary_post,1000,420,0,5153
vary_post,1000,420,0,212
vary_post,1000,420,0,389
vary_post,1000,420,0,1422
vary_post,1000,420,0,8870
vary_post,1000,420,0,7746
vary_post,1000,420,0,2322
vary_post,1000,420,0,7014
vary_post,1000,420,0,2530
vary_post,1000,420,0,362
vary_post,1000,420,0,5816
vary_post,1000,420,0,2125
vary_post,1000,420,0,773
vary_post,1000,420,0,7088
vary_post,1000,420,0,2379
vary_post,1000,420,0,1538
vary_post,1000,420,0,7286
vary_post,1000,420,0,5073
vary_post,1000,420,0,7168
vary_post,1000,420,0,9035
vary_post,1000,420,0,2201
vary_post,1000,420,0,5308
vary_post,1000,420,0,4788
vary_post,1000,420,0,2600
vary_post,1000,420,0,6082
vary_post,1000,420,0,6129
vary_post,1000,420,0,4852
vary_post,1000,420,0,5028
vary_post,1000,420,0,9655
vary_post,1000,420,0,705
vary_post,1000,420,0,6311
vary_post,1000,420,0,9665
vary_post,1000,420,0,7709
