axis,rff_idx,fair_cfg_idx,seed_idx,post_idx
vary_post,1000,420,0,1007
vary_post,1000,420,0,3805
vary_post,1000,420,0,6497
vary_post,1000,420,0,5471
vary_post,1000,420,0,2133
vary_post,1000,420,0,8191
vary_post,1000,420,0,4211
vary_post,1000,420,0,4147
vary_post,1000,420,0,8829
vary_post,1000,420,0,3470
vary_post,1000,420,0,5789
vary_post,1000,420,0,2572
vary_post,1000,420,0,2779
vary_post,1000,420,0,5891
vary_post,1000,420,0,282
vary_post,1000,420,0,3420
vary_post,1000,420,0,9263
vary_post,1000,420,0,4691
vary_post,1000,420,0,3182
vary_post,1000,420,0,7798
vary_post,1000,420,0,903
vary_post,1000,420,0,9273
vary_post,1000,420,0,5852
vary_post,1000,420,0,5321
vary_post,1000,420,0,9079
vary_post,1000,420,0,1069
vary_post,1000,420,0,7573
vary_post,1000,420,0,8445
vary_post,1000,420,0,6747
vary_post,1000,420,0,8563
vary_post,1000,420,0,2988
vary_post,1000,420,0,8724
vary_post,1000,420,0,8318
vary_post,1000,420,0,2057
vary_post,1000,420,0,1636
vary_post,1000,420,0,7496
vary_post,1000,420,0,4350
vary_post,1000,420,0,4440
vary_post,1000,420,0,325
vary_post,1000,420,0,7540
vary_post,1000,420,0,1197
vary_post,1000,420,0,663
vary_post,1000,420,0,9587
vary_post,1000,420,0,768
vary_post,1000,420,0,1097
vary_post,1000,420,0,8334
vary_post,1000,420,0,7954
vary_post,1000,420,0,4127
vary_post,1000,420,0,7654
vary_post,1000,420,0,9653
vary_post,1000,420,0,3157
vary_post,1000,420,0,5750
vary_post,1000,420,0,7989
vary_post,1000,420,0,510
vary_post,1000,420,0,559
vary_post,1000,420,0,8462
vary_post,1000,420,0,5292
vary_post,1000,420,0,8085
vary_post,1000,420,0,6623
vary_post,1000,420,0,1645
vary_post,1000,420,0,1598
vary_post,1000,420,0,5410
vary_post,1000,420,0,2873
vary_post,1000,420,0,5941
vary_post,1000,420,0,9813
vary_post,1000,420,0,4532
vary_post,1000,420,0,8708
vary_post,1000,420,0,9181
vary_post,1000,420,0,3514
vary_post,1000,420,0,371
vary_post,1000,420,0,6281
vary_post,1000,420,0,6328
vary_post,1000,420,0,9745
vary_post,1000,420,0,9098
vary_post,1000,420,0,2286
vary_post,1000,420,0,1859
vary_post,1000,420,0,4477
vary_post,1000,420,0,9834
vary_post,1000,420,0,1129
vary_post,1000,420,0,8691
vary_post,1000,420,0,7250
vary_post,1000,420,0,9239
vary_post,1000,420,0,3222
vary_post,1000,420,0,6840
vary_post,1000,420,0,3456
vary_post,1000,420,0,3482
vary_post,1000,420,0,7706
vary_post,1000,420,0,8436
vary_post,1000,420,0,5132
vary_post,1000,420,0,7852
vary_post,1000,420,0,1446
vary_post,1000,420,0,2088
vary_post,1000,420,0,9335
vary_post,1000,420,0,2868
vary_post,1000,420,0,5845
vary_post,1000,420,0,9048
vary_post,1000,420,0,1619
vary_post,1000,420,0,2223
vary_post,1000,420,0,1888
vary_post,1000,420,0,347
vary_post,1000,420,0,4302
vary_post,1000,420,0,8121
vary_post,1000,420,0,9922
vary_post,1000,420,0,5967
vary_post,1000,420,0,4294
vary_post,1000,420,0,4608
vary_post,1000,420,0,2921
vary_post,1000,420,0,8040
vary_post,1000,420,0,4562
vary_post,1000,420,0,1517
vary_post,1000,420,0,2669
vary_post,1000,420,0,3757
vary_post,1000,420,0,4827
vary_post,1000,420,0,5016
vary_post,1000,420,0,9731
vary_post,1000,420,0,9224
vary_post,1000,420,0,7123
vary_post,1000,420,0,3871
vary_post,1000,420,0,2840
vary_post,1000,420,0,9594
vary_post,1000,420,0,4964
vary_post,1000,420,0,6822
vary_post,1000,420,0,6365
vary_post,1000,420,0,4359
vary_post,1000,420,0,2832
vary_post,1000,420,0,7022
vary_post,1000,420,0,613
vary_post,1000,420,0,8558
vary_post,1000,420,0,1139
vary_post,1000,420,0,7747
vary_post,1000,420,0,1278
vary_post,1000,420,0,5687
vary_post,1000,420,0,2558
vary_post,1000,420,0,9697
vary_post,1000,420,0,5353
vary_post,1000,420,0,7076
vary_post,1000,420,0,586
vary_post,1000,420,0,8498
vary_post,1000,420,0,1668
vary_post,1000,420,0,5893
vary_post,1000,420,0,6079
vary_post,1000,420,0,8286
vary_post,1000,420,0,1762
vary_post,1000,420,0,965
vary_post,1000,420,0,2354
vary_post,1000,420,0,554
vary_post,1000,420,0,1676
vary_post,1000,420,0,4050
vary_post,1000,420,0,6671
vary_post,1000,420,0,1291
vary_post,1000,420,0,4064
vary_post,1000,420,0,5266
vary_post,1000,420,0,3252
vary_post,1000,420,0,2082
vary_post,1000,420,0,5819
vary_post,1000,420,0,9769
vary_post,1000,420,0,3162
vary_post,1000,420,0,6732
vary_post,1000,420,0,1457
vary_post,1000,420,0,8044
vary_post,1000,420,0,5691
vary_post,1000,420,0,5331
vary_post,1000,420,0,839
vary_post,1000,420,0,2815
