marker,magicc_T2300,magicc_T2300_in_domain,ladrillo_own_climate_seq2300_med,ladrillo_own_climate_seq2300_p05,ladrillo_own_climate_seq2300_p95,ladrillo_on_magicc_climate_seq2300_med,ladrillo_on_magicc_climate_seq2300_p05,ladrillo_on_magicc_climate_seq2300_p95,magicc_own_seq2300_med,magicc_own_seq2300_p05,magicc_own_seq2300_p95,ratio_ladrillo_over_magicc
vvVL,0.6779271324314322,True,3.0065174936331047,2.19879996520097,4.677569165206291,-1.7066965398305491,-2.9415156643624774,-1.0093029751425904,-1.9768755195127987,-7.8851221609752145,2.6188155843252865,0.8633303022798141
vvLN,-0.6724842763511164,False,-4.073087906837399,-6.26749308478037,-2.7585659734691084,-14.472431131814954,-18.684152298682587,-10.84241290295664,-11.647665739521702,-17.316217069521702,-6.488919399521704,1.2425177246208687
vvL,0.8506228035345995,True,3.2619227418179975,2.3796335679039005,5.096862012275418,-0.3414576537062608,-1.089004109987006,0.15657830359615824,-0.6850857327063906,-5.71999588424711,4.632098808437124,0.49841594621647217
vvML,-0.0301218668775795,False,-1.8593888366512576,-3.1794101943881063,-1.1206688269267864,-8.253640619183752,-11.573290693591012,-5.685305066570977,-11.647665739521702,-17.316217069521702,-6.488919399521704,0.70860898687866
vvHL,0.8934431854190883,True,4.178016343028023,3.0536340604908467,6.5823358493709145,-0.03189838825569158,-0.6862320292042404,0.5200071459343336,-0.5023908177605598,-5.166461346586804,5.087386476003569,0.06349317528907225
