block,tag,quantity,value,unit,per_chain,provenance
ais_geometry,L26,ais_ocean_temperature₀,0.0,L26-sd,-0.13;0.04;-0.05;0.14,diag_refit_precision.py | tag L26+L27 | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | commit af30268-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L27,ais_ocean_temperature₀,-0.2941182239942529,L26-sd,-0.29;-0.27;-0.34;-0.27,diag_refit_precision.py | tag L26+L27 | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | commit af30268-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L26,antarctic_alpha,0.0,L26-sd,-0.02;-0.59;0.16;0.30,diag_refit_precision.py | tag L26+L27 | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | commit af30268-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L27,antarctic_alpha,-0.5129008600638962,L26-sd,-0.69;-0.69;-0.18;-0.46,diag_refit_precision.py | tag L26+L27 | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | commit af30268-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L26,antarctic_nu,0.0,L26-sd,-0.13;0.18;0.24;-0.28,diag_refit_precision.py | tag L26+L27 | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | commit af30268-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L27,antarctic_nu,0.21218020705841437,L26-sd,0.26;0.17;0.20;0.23,diag_refit_precision.py | tag L26+L27 | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | commit af30268-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L26,anto_alpha,0.0,L26-sd,-0.11;0.52;0.21;-0.41,diag_refit_precision.py | tag L26+L27 | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | commit af30268-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L27,anto_alpha,0.47899485056110985,L26-sd,0.54;0.29;0.49;0.56,diag_refit_precision.py | tag L26+L27 | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | commit af30268-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L26,anto_beta,0.0,L26-sd,0.33;-0.08;-0.21;-0.08,diag_refit_precision.py | tag L26+L27 | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | commit af30268-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
ais_geometry,L27,anto_beta,0.5288828497640746,L26-sd,0.47;0.65;0.52;0.47,diag_refit_precision.py | tag L26+L27 | seed n/a (no RNG in this driver) | L26 chain_L26_seed*_n2000000.csv; postpred_L26; ssps_components_2300_L26_tap4p69K_V5p64m_tau800_n2_ws | L27 chain_L27_seed*_n2000000.csv; postpred_L27; ssps_components_2300_L27_tap4p69K_V5p64m_tau800_n2_ws | commit af30268-dirty | AIS medians in L26-sd units (pooled 2nd-half); RMSE full window vs bare targets; fixed-climate tap cells
