component,year,paired_mean_ladrillo,paired_se_ladrillo,paired_mean_brick20,paired_se_brick20,med_diff_ladrillo,med_diff_brick20
glaciers,2100,-0.0050707466492543605,0.012922675454944424,0.07070558020298222,0.010047212278346908,-0.04637284857467172,0.07377711934224074
gis,2100,-0.040869669813864494,0.01637165043664749,0.03287189955167769,0.005812202132626767,-0.12996382929958017,0.01118371437950394
ais,2100,0.536762835397336,0.10967120966867189,1.2374454073324257,0.17324721974913448,-6.467718540504561,3.013835339131859
te,2100,-0.744525756163969,0.02845009140089035,-0.6987634618729638,0.02756371272395618,-0.9391531968488387,-0.9791562342444919
lws,2100,0.0,0.0,0.0,0.0,0.0,0.0
total,2100,-0.25370333722975236,0.15824503581099852,0.6422594252141222,0.1950171950213863,-4.900647135240547,2.618376247163525
