year,ais_p05,ais_p50,ais_p95,ais_pred_p05,ais_pred_p95,ais_obs,glaciers_p05,glaciers_p50,glaciers_p95,glaciers_pred_p05,glaciers_pred_p95,glaciers_obs,gis_p05,gis_p50,gis_p95,gis_pred_p05,gis_pred_p95,gis_obs,te_p05,te_p50,te_p95,te_pred_p05,te_pred_p95,te_obs,total_p05,total_p50,total_p95,total_pred_p05,total_pred_p95,total_obs,glaciers_obs_delta_corrected
1913,-0.6597714142572986,-0.5684616913897798,-0.48012268225499627,-1.1188143544297884,-0.0035309513550103606,-0.563472453030673,-5.508933163747363,-5.032850887374197,-4.5702521308511,-6.555608586554657,-3.5807322179307257,-6.26434474858,-4.205573118039107,-3.7234531089416776,-3.248635568866356,-4.630810921755913,-2.852807292072751,-3.6160070245916187,-4.119301773251789,-3.8482294922992555,-3.552096671912499,-4.909017063797522,-2.7958130870248845,-4.43869423866272,-12.540291810907489,-11.963393494684922,-11.431807542657104,-15.797356789763624,-8.26476683952339,-12.481187939747363,-5.252131936844373
1914,-0.6524857416968631,-0.5640064137325551,-0.47819134165849064,-1.1327219220226883,0.005821087768508417,-0.5580358418551359,-5.454990086460499,-4.98454565302859,-4.53056594149435,-6.512774877018702,-3.5163670545199563,-6.15112605962,-4.159206509372999,-3.685180410049214,-3.213783330895756,-4.562006872751653,-2.837837148097259,-3.6001985376531427,-4.1592886041675365,-3.8855849740055857,-3.586577537077187,-5.093622295122687,-2.817492455188926,-4.3344473361969,-12.327613499237327,-11.76289982662688,-11.239203534785629,-15.600454946760967,-8.038603017440217,-12.215842947480144,-5.160449690687258
1915,-0.6450368135431241,-0.559247187103592,-0.47638069686144285,-1.1324302103057478,0.011172749107187803,-0.5526043805209073,-5.3909253298302495,-4.927187675970437,-4.482080379708343,-6.379474264768889,-3.4383259742844166,-5.99616084966,-4.113913285696027,-3.6467221016900613,-3.1821387660936473,-4.550492610028566,-2.8321918232754073,-3.567949086969549,-4.143181888391043,-3.870538167025418,-3.572688627098164,-4.991389335159091,-2.762387105983897,-4.308618783950806,-12.104232381730133,-11.550126035945729,-11.035573090234976,-15.322116784873181,-7.667236337090751,-11.887195821280871,-5.027020923530145
1916,-0.6373788319713121,-0.5543416351514237,-0.4740831104175054,-1.0745789147634492,-0.03754675850986705,-0.5471856984225187,-5.287987408967564,-4.8388666166848555,-4.402049873352791,-6.254468228630662,-3.4218057752237265,-5.89606166753,-4.069119625296455,-3.60848145527075,-3.1513504341692493,-4.4855297156317375,-2.8011096404692726,-3.5504369562322453,-4.094615210836293,-3.825167438878535,-3.5308093127861433,-4.945519040453348,-2.705509659214484,-4.27322907447815,-12.144814635120024,-11.597532660754512,-11.090946718873145,-15.273344478035678,-7.74686776248787,-11.995727195056805,-4.94845818420303
1917,-0.6289267440815026,-0.5489206783946957,-0.47038239722013975,-1.0857745270781396,-0.028999763281717165,-0.5418106946078214,-5.231003977510165,-4.787971846476299,-4.356060823889153,-6.252097328888312,-3.384370291445404,-5.7766593543,-4.025123635331231,-3.569204723893698,-3.1182530836408793,-4.41986698845674,-2.743554749851286,-3.4816617792302904,-4.044635721842987,-3.778476869908091,-3.487711723367035,-4.908471069286015,-2.66327063785122,-4.251692819595336,-12.269179425400345,-11.728839308590048,-11.228482618875141,-15.603363660868483,-7.923797396204537,-12.29178087162002,-4.850592313775916
1918,-0.6214633476149909,-0.5442000903288391,-0.46683425288737734,-1.0784116099415488,-0.024149905128325145,-0.5363208684054288,-5.185558258487416,-4.7484126385913346,-4.322000289099108,-6.174873777191769,-3.364401286084046,-5.67177921208,-3.978789856654023,-3.529604166806175,-3.0846284282993524,-4.400420018280582,-2.726549759217831,-3.470746785944159,-3.996350556025345,-3.7333691285072153,-3.4460751581808435,-4.850121110631709,-2.6094520767129707,-4.2542582035064695,-11.89117712230382,-11.36342987422042,-10.871017717628362,-15.140006168626146,-7.6737148400700725,-11.69048315752298,-4.7672486143588015
1919,-0.6136282939812083,-0.5392788902159596,-0.46274902934508594,-1.0701551499702227,-0.03440606073483802,-0.5308707150545988,-5.13678936234639,-4.70698584101315,-4.28878015356929,-6.039275318556549,-3.3663002077625803,-5.58503070745,-3.9322532453748877,-3.4890902381683957,-3.0507158648821404,-4.354934919383331,-2.667301639910867,-3.454160482233221,-3.9488450237765504,-3.6889897165801133,-3.405110875327353,-4.777131875039394,-2.5679693084322364,-4.2755896091461185,-11.565608548869733,-11.045071369037288,-10.561049369516562,-14.746431904808551,-7.232141489374651,-11.250664952584467,-4.702036552531688
1920,-0.607003084358412,-0.5341320039107973,-0.45933650524128533,-1.0564839010166371,-0.035295006753994,-0.5255169781771574,-5.077318427238258,-4.656124301317927,-4.244636662929061,-6.035557558505219,-3.2328232051776156,-5.53279949102,-3.8859067081231706,-3.448779845963669,-3.0168662486791407,-4.293646358445667,-2.6079602703679985,-3.4362096613103685,-3.900879077033707,-3.644180187916678,-3.3637495745125583,-4.705439186134132,-2.5823470633069943,-4.26266884803772,-11.466769406195333,-10.953219499806039,-10.476692423691262,-14.694896945409083,-6.916715472393635,-11.224365852032271,-4.671341778904573
1921,-0.6000604364550395,-0.5285975743898195,-0.45560363991871855,-1.0474313748413822,-0.025967461551958365,-0.5200888547030362,-5.021257167334433,-4.60752183933892,-4.2031542302367475,-5.939528582767776,-3.330541443322428,-5.47143054875,-3.8402662165106314,-3.4097814218368083,-2.9835116343354473,-4.239888276366906,-2.5742474309976475,-3.420304281061346,-3.8617266675052395,-3.607604218168511,-3.3299882355190227,-4.6246382950547105,-2.6537445981435193,-4.285170221328736,-11.359126784529176,-10.855563392234295,-10.387051305757144,-14.635087432895723,-7.234749856721864,-11.325210959935976,-4.631509279437459
1922,-0.59309857478541,-0.5235785860147931,-0.45235242255630964,-1.0143999658579244,-0.038980393781917484,-0.5146193417635831,-4.957079801676474,-4.551383169876409,-4.1525403499958236,-5.888286035745192,-3.2290806060156534,-5.39706416997,-3.7949201253601843,-3.371146797830865,-2.9502485431027385,-4.200025461621556,-2.5399493781233704,-3.4399301355535346,-3.8175879114949405,-3.5663700304391304,-3.291927142412271,-4.537914207685223,-2.6502773341408576,-4.291196298599244,-11.239288690300116,-10.745021807987207,-10.28445408898098,-14.469170239335613,-7.107068094124906,-11.200481604358236,-4.578679343460345
1923,-0.586017962637867,-0.5181420489791951,-0.44925720116410095,-1.0212193468654513,-0.026728430557549594,-0.5092426213351164,-4.897398965611833,-4.496432571823361,-4.104675983748112,-5.75330515903664,-3.125220062738902,-5.27797008428,-3.7494159036879826,-3.3312166598829442,-2.915733072278486,-4.2119501150698495,-2.516234421207831,-3.4075719659978687,-3.79899471092543,-3.5490003627802977,-3.275894122862207,-4.506363906743758,-2.6288802691094575,-4.334321069717407,-11.307564343224023,-10.822802800398925,-10.368460428811513,-14.495855387729423,-7.039873798272099,-11.352617614839804,-4.48112170057323
1924,-0.5786223090054428,-0.5130030704278982,-0.44566667952389144,-0.9900668313080121,-0.04298572027999159,-0.5037558468905363,-4.827586456392016,-4.432435443433202,-4.047860757383312,-5.723312294245507,-3.1648819685601177,-5.18389659795,-3.7054198471487143,-3.289889798335179,-2.8814183344787767,-4.143595215370905,-2.4907156647978694,-3.348880941217596,-3.774542366866964,-3.5261571148850717,-3.2548087315188177,-4.564812688397624,-2.50384450714444,-4.327344751358032,-11.06304495623719,-10.584700900029997,-10.138056634228438,-14.340435364723104,-6.915701236377008,-11.075476495691147,-4.408584657046115
1925,-0.5716169565100708,-0.5078916926279915,-0.4415507718295927,-0.9757899722040752,-0.05911384260575126,-0.4983725461092862,-4.756502351022184,-4.36752779725929,-3.9894532025600653,-5.64233486412267,-3.069831499096422,-5.09053493413,-3.6615764833889126,-3.250277976043924,-2.847750693179968,-4.086023665446282,-2.4626415728032396,-3.3296964471990402,-3.7339768052726328,-3.488260986101149,-3.219828823693385,-4.490747628818026,-2.5371909303061653,-4.261248254776,-10.892638747457443,-10.422838225635447,-9.98369249178586,-14.010081606761066,-6.825319439674605,-11.202160503297451,-4.336759436029001
1926,-0.5644500858356654,-0.5023331673016143,-0.43774180262165324,-0.9820992040312824,-0.010086567348845527,-0.49286192980679605,-4.692827644110603,-4.308700797438714,-3.9375378437746176,-5.624969801812808,-3.106021276180409,-4.98425517949,-3.6164958721325697,-3.2105234358843613,-2.8154268176654096,-4.009415593400894,-2.4357676724921125,-3.227677327936346,-3.69127624563433,-3.448370353663195,-3.18300789526204,-4.399385173915525,-2.485054535719407,-4.176789331436157,-10.820694834952446,-10.353298646886984,-9.918485747166914,-13.854288133189026,-6.800974755039308,-11.233488262164094,-4.252016124191886
1927,-0.557238709172258,-0.49696229952984006,-0.43427967000585155,-0.9550206038471577,-0.02623281191353589,-0.4874995144930753,-4.596681504792033,-4.221977445814302,-3.860064104651081,-5.436661262239005,-3.030076089963456,-4.87102313909,-3.571538080925398,-3.1704294055278344,-2.781970553776749,-4.014275461644926,-2.387599759319641,-3.1523057764226743,-3.645106017484702,-3.4052383756213613,-3.1431950525087715,-4.348850839322382,-2.427517799379476,-4.124979639053345,-10.729563636373188,-10.26674867923056,-9.843518491928949,-13.908692780619882,-6.637127405577699,-11.300538775892718,-4.160320526594773
1928,-0.5501166333368409,-0.490979904383506,-0.42999893055508437,-0.9326814861521424,-0.025966015815012827,-0.48211411562832923,-4.530717824289368,-4.16437822225233,-3.8091253177613362,-5.419797809471576,-2.9677037988097354,-4.76876254949,-3.5258887203775933,-3.1298391994338663,-2.7473923230410398,-3.917036166110832,-2.3480053793902704,-3.0399404352361508,-3.599868596366858,-3.3629778208759813,-3.1041865744113415,-4.438617823198257,-2.428945211752363,-4.053016519546508,-10.410364377773119,-9.952446383365434,-9.535642508680827,-13.619907079873174,-6.3773703504595725,-10.99322183443144,-4.079596379797659
1929,-0.5428170399485849,-0.48556509327912584,-0.4257464143350384,-0.948609156294892,-0.04637915359566318,-0.47669376459988694,-4.446463540852159,-4.088515597416578,-3.7399671156727754,-5.307521326881326,-2.8996047081623972,-4.67126232061,-3.477752623894241,-3.0895583832824745,-2.7117562923205414,-3.902770844346266,-2.3460547176472097,-2.9371179407293146,-3.562198026010793,-3.32778617728792,-3.071703033521062,-4.283580762050396,-2.390033278457351,-4.0196997165679935,-10.162969061904622,-9.710078910467466,-9.29764568547799,-13.373960337917953,-6.278235625264649,-10.474411885506226,-4.003632593720544
1930,-0.5363982366023755,-0.48020017672322024,-0.42119153101358997,-0.9444439046466472,-0.03503810467959322,-0.4712276372042569,-4.3820603621267535,-4.030394917884561,-3.6864678638630095,-5.186905394568866,-2.8517717056234853,-4.5751269904,-3.4325076786827977,-3.04827444330462,-2.6771716351213177,-3.845636489226127,-2.287611994138186,-2.8757768457586117,-3.557868631631668,-3.3237416804166964,-3.0679697728346644,-4.294689884975665,-2.393557861894803,-3.9823153018951416,-9.929153491381078,-9.480043453153067,-9.07354969190318,-12.832663269383236,-5.921046127111022,-10.184452568299797,-3.92903370631343
1931,-0.5308273814787791,-0.4751357395474741,-0.41738242580016244,-0.9047884824277976,-0.04710074737960816,-0.4658552559939298,-4.314088484506203,-3.96992937453719,-3.6339885429512284,-5.1686340297568725,-2.830898445105596,-4.44350086125,-3.387193474320786,-3.008977302103427,-2.644623831156149,-3.7843115139815455,-2.2779552910186665,-2.6913759058172047,-3.511302853922337,-3.28024018211024,-3.027815845511259,-4.254345961572973,-2.3230242891903283,-3.9497736454010006,-9.771206582965,-9.327815298464252,-8.931116828677727,-12.803386107740609,-5.869604734612242,-9.757755545159595,-3.818944019966316
1932,-0.5242556172955875,-0.4697381741946918,-0.41318641704651304,-0.8968898667614793,-0.04692698667436781,-0.4603271397677335,-4.237642482907702,-3.899041415241395,-3.5666465804065823,-4.9704248394067205,-2.7488781366559465,-4.35036960515,-3.3394995349853764,-2.969127540550359,-2.611254834673141,-3.733897706496674,-2.219618647046755,-2.5936906641179864,-3.4606277605838454,-3.232899783313416,-2.9841184326231476,-4.149196433227727,-2.2749084581187557,-3.9116777896881105,-9.608825533797996,-9.173834525710658,-8.784730404766877,-12.596149585671435,-5.689273774239373,-9.504605049194335,-3.747349206669201
1933,-0.5172310968932314,-0.46432077460953813,-0.4088111824911149,-0.876579930870583,-0.036139702178102286,-0.4549425515261564,-4.168668884752841,-3.8362358064242175,-3.5106924734579295,-4.934012375199001,-2.7408660623747148,-4.25953250798,-3.2912549525346684,-2.9281042977622946,-2.5775683198862565,-3.698378689993083,-2.18128943427223,-2.484005719965155,-3.4389760395738707,-3.212672862360294,-2.965448034003627,-4.177104025196146,-2.235031525140913,-3.867179727554321,-9.468138547197121,-9.041299935909434,-8.658305460929686,-12.654674692336254,-5.710257539800446,-9.253040811952237,-3.678048552302087
1934,-0.5111726674279171,-0.4590742359244914,-0.4041111399636651,-0.8814195356542143,-0.04522043062118651,-0.449480524930087,-4.114998503088122,-3.789910143256092,-3.470023963494106,-4.953872343827411,-2.628586175407817,-4.18574787053,-3.245590053277108,-2.887294955331625,-2.5417686497356216,-3.633405556668863,-2.1757781275305024,-2.3884008234197447,-3.3937918466622685,-3.1704620331180107,-2.9264854548824437,-4.149918456539791,-2.141051852796667,-3.853262567520142,-9.389171390094154,-8.96859823096184,-8.592142932268018,-12.265009609124483,-5.504275269850297,-9.500952017569661,-3.6258003576549727
1935,-0.5053721841762825,-0.45368499600689444,-0.39981912588013396,-0.8784290198695012,-0.053886651062498576,-0.4440792950716886,-4.049367531279376,-3.7302252416478447,-3.417563733289946,-4.850409148264363,-2.625194834510421,-4.09781146916,-3.198435471709378,-2.84661660315628,-2.5066672786199247,-3.5984194720946983,-2.0986764000481286,-2.276845914667303,-3.3484496179850316,-3.1281035677160984,-2.8873866006476474,-4.0262636960683755,-2.2226865788307797,-3.7873159885406498,-9.325113448974221,-8.909929294578575,-8.538687062613823,-12.455165864380563,-5.536303547041627,-8.699684359075338,-3.559400399087858
1936,-0.49929722883765515,-0.44836451586888404,-0.3946257017937558,-0.8378980439088117,-0.05202355699237185,-0.43867577639493077,-3.9828226948353063,-3.6707356984274035,-3.3655800529564437,-4.77540074254561,-2.6041298278184097,-3.99091983708,-3.1515384946406435,-2.804886681543275,-2.471484714257468,-3.5541445915692207,-2.0622111763311466,-2.151611310785467,-3.3024887969075514,-3.085167216631281,-2.847754330769345,-4.0693401424420514,-2.137720110544576,-3.683291864395142,-8.976056664610534,-8.567561606634268,-8.199755402754189,-11.905030302336675,-5.206079592361788,-8.345625635928295,-3.4740452098107433
1937,-0.4930652313889016,-0.4426549362094967,-0.39026700747855775,-0.8366784063177901,-0.044386747750994375,-0.43329123583706947,-3.913180941964804,-3.6084960685234826,-3.3101615379951785,-4.67095649535411,-2.5004989079832716,-3.89691425237,-3.103450104234561,-2.763385760561282,-2.436863921474793,-3.5020896051947137,-2.0496742656347537,-2.0860078638250177,-3.253654475961056,-3.039546457471808,-2.8056442260823022,-3.932655441288648,-2.1361867364916636,-3.566823816299438,-8.802250815210103,-8.398114612512298,-8.035547655540153,-11.81950296011931,-4.984439958734191,-7.953761479092558,-3.4015760679036298
1938,-0.4862720615379648,-0.43720813841406,-0.38572436203822835,-0.8258254141542334,-0.03499724805733462,-0.4277643593874845,-3.831342426506217,-3.5328143462408725,-3.2397332945811375,-4.650398826803652,-2.397433447469603,-3.79899288091,-3.055680717372641,-2.721381126466986,-2.4016314592752264,-3.4936847851768995,-2.022071396078241,-2.044928914850409,-3.2048455328754772,-2.9939494061730856,-2.7635560048649017,-3.979583865465781,-2.030547120063255,-3.444520044326782,-8.682641698581762,-8.287908239127802,-7.9291349928068104,-11.629542975365823,-4.856796561766843,-7.899684639860988,-3.3251911392465154
1939,-0.47959695374517397,-0.4313557187160952,-0.3811599799166915,-0.8219722934878407,-0.04459893415608082,-0.4223870190707119,-3.742259507678277,-3.4505913224188847,-3.1621616606629455,-4.500862828036868,-2.382332762213842,-3.72093234929,-3.0083256686923177,-2.679517254562286,-2.3659981375294157,-3.426978811162122,-1.9311135041329206,-1.9972474878484552,-3.1540298742699844,-2.9464776920622016,-2.7197373817706483,-3.9210016451064877,-1.979136233363874,-3.301994562149048,-8.516932570629793,-8.131579611317658,-7.776964423658384,-11.513024708093248,-4.7144704101068315,-7.911933543707674,-3.268667050429401
1940,-0.4732587025857993,-0.42587137066058905,-0.37650653164718867,-0.8046402852891634,-0.04710481182407589,-0.4169570836153898,-3.667963478732023,-3.3821982532550283,-3.1006448341895045,-4.433852048516882,-2.3184896024205823,-3.6258666602,-2.9609479726147394,-2.6372868053829097,-2.329520751904323,-3.393007805181677,-1.9161715235219714,-1.9552793329412288,-3.108887748170621,-2.9043061614089547,-2.6808110770940132,-3.8751397976705513,-1.917514767380788,-3.169507455825806,-8.290870835453488,-7.91267610181454,-7.563615722437986,-11.081140368490576,-4.61629117327166,-7.4846792166250555,-3.1951378041422864
1941,-0.4667689539679402,-0.42024291922722523,-0.3718571862967367,-0.7876481445417676,-0.04544030905122917,-0.41157092181119054,-3.557162545978444,-3.2793329990683686,-3.004957028055143,-4.307446957410792,-2.231974248494522,-3.52210994634,-2.9133829763353227,-2.5949303940049546,-2.2932789277515373,-3.294874386726842,-1.8829640278789432,-1.893123418634588,-3.0693147049479075,-2.8673372379330075,-2.646687023342572,-3.830307620260157,-1.901697490931081,-3.092987680435181,-8.093080876262421,-7.717440985403364,-7.374156187322273,-11.103069215513178,-4.471603378187057,-7.475771658546931,-3.1129175330851724
1942,-0.46008877582832913,-0.4142739712184974,-0.3668031360223203,-0.7872103836513467,-0.057823234895440875,-0.40614322749051196,-3.454894297908953,-3.1844149758079032,-2.917226541189784,-4.284414998469306,-2.1765149561789023,-3.42794910344,-2.865445759575107,-2.553200798028605,-2.257302405098485,-3.259919596760396,-1.8454686970878313,-1.8451209848577332,-3.031907912208428,-2.8323920139712393,-2.614430939348042,-3.7806615837023574,-1.8914986975770716,-2.967337656021119,-8.002370784428216,-7.633633840751134,-7.2940636236822485,-10.898677847231564,-4.237392807749747,-7.568758274996826,-3.040293132988058
1943,-0.4538252595636759,-0.4085026593957561,-0.36196769631655495,-0.7666435356891761,-0.04611385199189183,-0.40063289729031654,-3.3668193117490834,-3.1008627989235573,-2.840895700267045,-4.162732914277933,-2.035027903766511,-3.31921268376,-2.817312422266172,-2.5117598674196597,-2.220534984061341,-3.218322674347018,-1.803256453882056,-1.775259572809393,-2.997251215074599,-2.8000159144870778,-2.584546277984334,-3.749053763924106,-1.8625181403384468,-2.8022913455963137,-7.9005600744307,-7.5385377168059255,-7.207593157813654,-10.682432603889904,-4.265479077877449,-7.195089099762248,-2.9530931561109437
1944,-0.4472049084536094,-0.4027822453026913,-0.35692344557588923,-0.7641461959265158,-0.054229391458570725,-0.3952644738284025,-3.286590947450456,-3.025199366939179,-2.771651797689466,-4.082756289626313,-1.9997071601445642,-3.20311962041,-2.7701643332098276,-2.469779059296676,-2.1837601273106086,-3.20425903244635,-1.7613831986806043,-1.7251830881292172,-2.96349352811488,-2.76847966545727,-2.555436838059415,-3.709552122002673,-1.8885026384478028,-2.6818834781646728,-7.5842245830043336,-7.234977890902737,-6.911799761374994,-10.501800659681264,-3.9920243453055235,-6.940120632661161,-2.858536535563829
1945,-0.4406052574070431,-0.3972714850598191,-0.3522033411632666,-0.7446119316212567,-0.0563261801425636,-0.3898103627291593,-3.20091830614021,-2.9451658526093825,-2.696175917518374,-3.9441552730857516,-1.9649956431722593,-3.10310283574,-2.7231340361262464,-2.428938588949769,-2.1469145450901252,-3.135703352190192,-1.7323424990119023,-1.720994169061834,-2.9254766700094157,-2.7329645217219967,-2.522654691330119,-3.658792722340424,-1.8379757165955244,-2.6717501163482664,-7.5302513277023175,-7.188287953127028,-6.870202161905215,-10.43058415609086,-3.9797389653032784,-7.064113984469863,-2.7800561936967148
