year,mean,median,p5,p95,var_total_gmsl,var_internal,var_emi,var_clim,var_brk,var_ais,var_gis,var_te,var_gsic
1850,-24.015771188916002,-16.914358749999998,-68.30169344500001,-9.0468171,545.900024796188,165.74018983600436,23.387769536220326,284.2217012435785,37.728971127254084,103.89621920623682,146.5799530167052,0.031960967718041924,16.50550475706342
1851,-25.134839391416005,-17.604288999999998,-69.12439492499999,-10.86372701,538.5996222637506,165.61127751098346,23.3768783204311,284.0063524660666,30.775713501606706,96.40727242999957,145.9387378816731,0.023984395185042463,16.670182250679215
1852,-25.359565234916,-17.832936699999998,-69.33962446,-11.073398275000002,538.2838607448206,165.52002507712,23.37167146126829,283.8527808867013,30.759877661247234,96.3042985194355,145.3973474380226,0.031272882568497286,16.823452922250613
1853,-25.331548326859995,-17.797972199999997,-69.28258299999999,-11.0610473,537.9639185355697,165.42478911233763,23.368345274657948,283.71216803256283,30.715740640984613,96.20634013523255,144.84889169422672,0.0319657260499654,16.981485718541155
1854,-25.252243269284005,-17.712878,-69.17285804,-10.993445870000002,537.7427596834445,165.3737531749453,23.36869129256542,283.6198819158499,30.665694389692188,96.11500435526348,144.40116973585268,0.031214744301963845,17.12538057098445
1855,-24.8933187062892,-17.343670799999998,-68.83729727999999,-10.661886355,537.5012180695408,165.31904877960483,23.368152034543712,283.5251866446857,30.588540799484093,96.02501612862098,143.96442069730688,0.02304580761890329,17.26360278995329
1856,-24.540358446721203,-16.9651851,-68.53001352499999,-10.339073205,537.2871576980201,165.26519371658057,23.368131049812902,283.4515347957963,30.514074685032725,95.93758583032492,143.56298490000964,0.016265329330138308,17.391608276416974
1857,-24.567852635749198,-16.993368699999998,-68.58552139999999,-10.3640459,537.1210454814997,165.2170611765305,23.368677323978513,283.3925637238245,30.475623897949326,95.85203769687436,143.18111245677554,0.018001272634384318,17.519993112135843
1858,-25.886615110288,-18.362458750000002,-69.85677892,-11.631213305000001,537.0720178185074,165.1888645350907,23.371641207303327,283.3464432364838,30.56169158701956,95.77045792022558,142.8475289717752,0.06028628208015081,17.635705753698417
1859,-25.166856781868805,-17.5947811,-69.2080124,-10.958052,536.9160955794766,165.16739573398627,23.37380915707126,283.3107940549836,30.45054158561896,95.69189321329482,142.52863517130714,0.03625773526577162,17.75469495910895
1860,-24.314905424288156,-16.716816700000003,-68.36561477000001,-10.159891300000002,536.8151793855696,165.1622877766345,23.378775610601302,283.30544893787936,30.336462619863433,95.6163950916327,142.2677528879552,0.015820371767666663,17.86243503903926
1861,-24.44935669060256,-16.8487254,-68.508505755,-10.296698600000013,536.7829546106134,165.17051362085402,23.38547435179643,283.3029390317631,30.309393162117434,95.54005919571351,142.0083739732508,0.020006038166496674,17.968562706700784
1862,-24.584128619321604,-16.981683,-68.65251557500001,-10.421301060000005,536.8034419828195,165.19159006324145,23.392596387754526,283.33167931879353,30.283896525464414,95.46918849885509,141.8034616743425,0.024507244263199838,18.069006029892257
1863,-24.29110230880112,-16.674935835,-68.38534700000001,-10.145248485,536.7551913151688,165.1991102245776,23.397339306678987,283.3317094914761,30.22235713145895,95.3973351064644,141.58227225551886,0.01870968065995867,18.160890297086308
1864,-24.152439765980482,-16.52472295,-68.242171,-10.0332365,536.6963463791169,165.19898711288596,23.40034409287541,283.3205845839418,30.171054990373623,95.32809126791686,141.3927530469729,0.016818572157479873,18.2337123329289
1865,-23.9241047729472,-16.29218055,-68.0280587,-9.8270664,536.6559588042114,165.20497505277896,23.403991541478856,283.32255319877333,30.11606905502851,95.25963952087268,141.20485315658513,0.013284067433203485,18.310571694772456
1866,-24.9501021375208,-17.3223676,-69.035644085,-10.815144895000003,536.7167196786341,165.22359774903782,23.409883112427845,283.3531138456129,30.156862714611652,95.19664677148904,141.07198999699506,0.041172869278316246,18.375997179672453
1867,-24.322097078511124,-16.6838774,-68.45196200000001,-10.2179612,536.7289744391941,165.24816580948954,23.41703600099138,283.3977728860241,30.07206696181587,95.13724647558622,140.96132673512096,0.02417110397522155,18.438204728508605
1868,-24.5460215340232,-16.898622600000003,-68.67959300000001,-10.4436024,536.803059290146,165.282618133791,23.42412726822705,283.4567368815134,30.053570285496264,95.07946362477347,140.86625636581087,0.031821052910604684,18.501357070889334
1869,-24.278799487452243,-16.618373000000002,-68.416582,-10.193978400000002,536.8329852851897,165.31325431267797,23.430697897455477,283.49528286304206,29.99804314770576,95.02559645333251,140.792844951444,0.02587226119617718,18.54649597491467
1870,-24.287707598666,-16.6188678,-68.441754,-10.205440217000001,536.8849158301612,165.3393594745138,23.436890162910384,283.5479540925685,29.9636772160497,94.97423914213405,140.7361062673337,0.027602151359970538,18.586973030402874
1871,-24.2811557207408,-16.602774000000004,-68.4459607,-10.212807849999999,536.9191011263773,165.36789348399807,23.442440041797596,283.57985114847014,29.929394660929848,94.9287702569581,140.7075419351929,0.028918235811437352,18.613677650530438
1872,-22.752145871481886,-15.030246,-66.948893,-8.763659723000004,536.9081397699671,165.39414070661948,23.446844777014626,283.6113269118216,29.80699846771532,94.88601140378748,140.69177838956523,0.0025303691507687575,18.634092204138874
1873,-23.32271122972968,-15.607878190000001,-67.520863,-9.310816725,536.9447186697661,165.4115903452075,23.449810305056374,283.6467833816888,29.80303746559538,94.84523081539311,140.68026184214236,0.010449340818233448,18.653330584420303
1874,-23.971914636261918,-16.264420100000002,-68.161038,-9.938180670000001,536.9550368061522,165.43896267762574,23.451168572328783,283.6400893787946,29.81044331580134,94.80812231540472,140.67666510992652,0.025365724793593655,18.661127484551653
1875,-23.541407075230246,-15.82016943,-67.75608096050001,-9.528775730000001,536.9419414257873,165.4494046042658,23.450852972137007,283.656165157916,29.753679407749846,94.7702535768682,140.67169743253297,0.01651163587235694,18.669750199922543
1876,-23.660908758103762,-15.938742835,-67.8726628725,-9.657198155,536.9083469298439,165.45151252061947,23.44878404041899,283.65153164602077,29.729383465962446,94.73547440633807,140.6681018709402,0.02048766710500149,18.66888766258212
1877,-24.4941109936296,-16.7900096,-68.69888800000001,-10.467144460000005,536.8874578334246,165.4413281458906,23.444896681199168,283.6500432448005,29.751563525859893,94.70095729165087,140.67084093946553,0.046428357410305536,18.658817396036685
1878,-24.121183629818074,-16.3868414,-68.35312028,-10.116137695,536.7829593318177,165.42095174480346,23.439051268796327,283.6131602568768,29.696755642953367,94.67156023090362,140.6755939699881,0.03586728549035975,18.64289510509398
1879,-23.860055862762398,-16.11868955,-68.044916748,-9.877241000000001,536.6632060273747,165.38486802340188,23.431395579533465,283.57620328979976,29.649933600937892,94.64270053156983,140.67817235291332,0.029960142433957827,18.62285201538496
1880,-23.695566141288403,-15.943084500000001,-67.85411094499999,-9.737660435000008,536.5295829385435,165.34504715265658,23.42144637138551,283.52504105232725,29.610595643152607,94.61534144800474,140.67751692394714,0.027123089816929624,18.598693408212483
1881,-23.327049460209114,-15.562481499999999,-67.50089142499999,-9.397391019000002,536.3219065757397,165.27555727379087,23.40863969268193,283.4419325230986,29.561717099697166,94.59291133575847,140.67145762882228,0.019529657764219298,18.56191836821663
1882,-22.65853297856434,-14.87881754,-66.8630203385,-8.777466440000001,536.0819075171809,165.1952024518287,23.393084309018747,283.344364196188,29.5025868471261,94.57261681676253,140.66137140840246,0.008221501514582752,18.519144897033954
1883,-22.513099864708202,-14.72791788,-66.70377935674999,-8.658973999999999,535.7988965491129,165.10783158355196,23.37455352171192,283.2095960009961,29.468907036276743,94.55464200071688,140.64031529231423,0.007122216857026583,18.46715995547814
1884,-23.07240563193324,-15.294930999999998,-67.20084815299998,-9.208682730000001,535.4777429763427,164.997332925762,23.354427626101273,283.0512365385647,29.463880560125755,94.53881705184848,140.62061746499978,0.018213084810618497,18.40253221274243
1885,-23.633398705663577,-15.86442053,-67.70225974499999,-9.756889600000001,535.14208334528,164.89926396146927,23.338487078683716,282.869183115264,29.458878113669044,94.52453780735236,140.6322025640763,0.03408540170061741,18.321953564719475
1886,-23.76365134164345,-15.994242285,-67.825782795,-9.905978305000001,534.8341872671929,164.80946587119476,23.326114555785136,282.71360100000453,29.428897505543794,94.50970809196997,140.68573674747944,0.03960784800745415,18.228942207138456
1887,-23.30057650265812,-15.515139000000001,-67.37207169,-9.48474735,534.5370699798492,164.7278551515832,23.31135315730621,282.57286366432436,29.371018890637757,94.49195979812164,140.71257661839235,0.027394007484239147,18.154170970282177
1888,-23.471665471672313,-15.686028048,-67.53753775,-9.67317085,534.1995207668494,164.62357508932223,23.291028090641817,282.4081690515813,29.34689100105829,94.47716728699459,140.71489713555027,0.03390531198414819,18.07817116342302
1889,-22.350991494579556,-14.547252165,-66.44982369499999,-8.610892569999999,533.7474778292582,164.4855963063581,23.26427507333362,282.1838166877891,29.27296772941678,94.46712560670215,140.68920008925033,0.00953522399716236,17.991378765867683
1890,-23.06495423666423,-15.274744734999999,-67.1389568765,-9.320455350000005,533.2484540438929,164.32897263032856,23.23213317038246,281.9271339131858,29.270534537517264,94.45969511988811,140.63997448972563,0.026034552543538866,17.898076527720033
1891,-23.831306717323397,-16.060583889999997,-67.84038048000001,-10.06266107,532.6201908177361,164.11058100822277,23.194878818450665,281.5986173214323,29.280553676898318,94.45734018755648,140.5498825094308,0.05215742253735427,17.79326805027147
1892,-23.113685018850937,-15.325228200000002,-67.12672007500001,-9.406099300000005,531.9560293026498,163.8925772536126,23.15664673793954,281.25977935933344,29.22037856374115,94.45550794013366,140.4631971928952,0.030511757082588842,17.684744898186942
1893,-22.189004170109918,-14.395250999999998,-66.17473873,-8.534622314,531.2556959937377,163.65162711177265,23.115210718571856,280.9070828829217,29.161887244262648,94.45526004245345,140.3599752010546,0.011050419088140138,17.575202513950725
1894,-23.77212660158253,-16.0043612,-67.67720923,-10.05602368,530.4998112329043,163.38460386857847,23.06807744834616,280.50793677679275,29.198772291211416,94.4570901118541,140.2269080678524,0.05749843546313603,17.460572697636564
1895,-22.892148228358533,-15.110630149999999,-66.802591806,-9.244520621500001,529.6625147243598,163.11193168032065,23.016459312374828,280.0662928384087,29.13789277622586,94.46001538107241,140.069596408528,0.029894877151435992,17.344114001104966
1896,-23.672723878682767,-15.90978153,-67.492831717,-10.0140090915,528.7363297809557,162.79825559193065,22.95848247697669,279.55903507397824,29.148476087652718,94.46532178561505,139.8765005673511,0.058901574101497656,17.214380498044427
1897,-22.356529193556756,-14.579195799999999,-66.190965735,-8.79375055,527.7846767369642,162.47894961178594,22.89806818648405,279.0528766315196,29.075324070280285,94.47063214493751,139.67818799452434,0.019912666589025668,17.08675768205877
1898,-23.149500868210772,-15.389027599999999,-66.911274473,-9.579908340000001,526.6770389412919,162.10354800812286,22.831345648302644,278.4474307116865,29.08197120617045,94.4802909364467,139.41651427141935,0.04513170733859047,16.948280157269558
1899,-22.374652635743722,-14.609753699999999,-66.0973847665,-8.865771936500003,525.445694025895,161.6931962464163,22.76046565817203,277.7741820656619,29.036975300182853,94.49215175825798,139.1112693160921,0.024093547156599553,16.807394944417297
1900,-22.738695284621528,-14.986979000000002,-66.384586158,-9.2431686135,524.0965204728285,161.22777104196274,22.684128587518895,277.03387100158966,29.030731577151723,94.50618823722895,138.7630220438831,0.03672633312329218,16.65390298276917
1901,-22.43342204924534,-14.684529999999999,-66.014048587,-8.980061325000003,522.7003813855015,160.75099221956222,22.60473031660052,276.2689183522177,29.003899286874574,94.521076985344,138.39568560681067,0.029943505152659,16.49887062947816
1902,-21.234162332046974,-13.488374199999999,-64.697381215,-7.860518000000001,521.1401908665858,160.2216277275161,22.52005384643638,275.4312310267629,28.95352147061249,94.49704504075895,138.00051435920707,0.0067573307092842925,16.334281889648576
1903,-22.08238821035646,-14.35281905,-65.47887625,-8.701380400000003,519.6487025722746,159.73370382794172,22.43452476996122,274.6000245324386,28.952600696125263,94.51402033466353,137.611219598577,0.02506864857412295,16.16533989910656
