ssp,level,year,gmt_K,model,realised_at_year_m,realised_horizon_m,realised_horizon_p05_m,realised_horizon_p95_m,horizon_year,committed_mid_m,frac_discharged_by_horizon,ladrillo_tag,committed_lo_m,committed_hi_m,rung_lo_K,rung_hi_K,below_ladder,saturated,straddles_transition
SSP1-2.6,peak,2071,1.9191694921665703,PISM-dEBM,0.04887700018255881,0.09057723840265179,0.06980149607273861,0.1165660387699466,2300,1.5580115695904047,0.058136435037169976,L12,1.4777029772995849,1.6383201618812244,1.7605042016806722,2.1806722689075633,False,False,False
SSP1-2.6,peak,2071,1.9191694921665703,Yelmo-REMBO,0.04887700018255881,0.09057723840265179,0.06980149607273861,0.1165660387699466,2300,5.4780308,0.01653463474550961,L12,4.9032636,6.052798,1.7605042016806722,2.1806722689075633,False,False,False
SSP1-2.6,y2100,2100,1.8351255000156548,PISM-dEBM,0.06404938818109497,0.09057723840265179,0.06980149607273861,0.1165660387699466,2300,1.5580115695904047,0.058136435037169976,L12,1.4777029772995849,1.6383201618812244,1.7605042016806722,2.1806722689075633,False,False,False
SSP1-2.6,y2100,2100,1.8351255000156548,Yelmo-REMBO,0.06404938818109497,0.09057723840265179,0.06980149607273861,0.1165660387699466,2300,5.4780308,0.01653463474550961,L12,4.9032636,6.052798,1.7605042016806722,2.1806722689075633,False,False,False
SSP1-2.6,y2300,2300,1.7435843958379944,PISM-dEBM,0.09057723840265179,0.09057723840265179,0.06980149607273861,0.1165660387699466,2300,1.0668670684319752,0.08490021023498029,L12,0.6560311595643656,1.4777029772995849,1.3403361344537816,1.7605042016806722,False,False,False
SSP1-2.6,y2300,2300,1.7435843958379944,Yelmo-REMBO,0.09057723840265179,0.09057723840265179,0.06980149607273861,0.1165660387699466,2300,2.832970575,0.031972530601611274,L12,0.76267755,4.9032636,1.6764705882352942,1.7605042016806722,False,False,True
SSP2-4.5,peak,2224,3.186947386376716,PISM-dEBM,0.15467253621329943,0.16849067874626855,0.1287681757580647,0.21765455775766548,2300,6.900560856133902,0.02441695425329049,L12,6.791916577715831,7.009205134551972,3.0210084033613445,3.4411764705882355,False,False,False
SSP2-4.5,peak,2224,3.186947386376716,Yelmo-REMBO,0.15467253621329943,0.16849067874626855,0.1287681757580647,0.21765455775766548,2300,6.8233595000000005,0.024693214353760568,L12,6.5967393,7.0499797,3.0210084033613445,3.861344537815126,False,False,False
SSP2-4.5,y2100,2100,2.7414579624535427,PISM-dEBM,0.08449366593102173,0.16849067874626855,0.1287681757580647,0.21765455775766548,2300,6.537352473362866,0.02577353438303987,L12,6.282788369009901,6.791916577715831,2.600840336134454,3.0210084033613445,False,False,False
SSP2-4.5,y2100,2100,2.7414579624535427,Yelmo-REMBO,0.08449366593102173,0.16849067874626855,0.1287681757580647,0.21765455775766548,2300,6.505250950000001,0.025900719286819907,L12,6.4137626,6.5967393,2.600840336134454,3.0210084033613445,False,False,False
SSP2-4.5,y2300,2300,3.1543558857607876,PISM-dEBM,0.16849067874626855,0.16849067874626855,0.1287681757580647,0.21765455775766548,2300,6.900560856133902,0.02441695425329049,L12,6.791916577715831,7.009205134551972,3.0210084033613445,3.4411764705882355,False,False,False
SSP2-4.5,y2300,2300,3.1543558857607876,Yelmo-REMBO,0.16849067874626855,0.16849067874626855,0.1287681757580647,0.21765455775766548,2300,6.8233595000000005,0.024693214353760568,L12,6.5967393,7.0499797,3.0210084033613445,3.861344537815126,False,False,False
SSP5-8.5,peak,2300,7.814805661771588,PISM-dEBM,0.45588927232488063,0.45588927232488063,0.3374965647201636,0.618627362720957,2300,7.397922176579791,0.061623961626431634,L12,7.397922176579791,7.397922176579791,6.802521008403362,,False,True,False
SSP5-8.5,peak,2300,7.814805661771588,Yelmo-REMBO,0.45588927232488063,0.45588927232488063,0.3374965647201636,0.618627362720957,2300,7.42,0.061440602739202245,L12,7.42,7.42,6.802521008403362,,False,True,False
SSP5-8.5,y2100,2100,4.692697276299074,PISM-dEBM,0.14009490952472628,0.45588927232488063,0.3374965647201636,0.618627362720957,2300,7.250518392546694,0.06287678309919474,L12,7.214233123233795,7.286803661859594,4.281512605042018,4.701680672268908,False,False,False
SSP5-8.5,y2100,2100,4.692697276299074,Yelmo-REMBO,0.14009490952472628,0.45588927232488063,0.3374965647201636,0.618627362720957,2300,7.177070349999999,0.06352024573994607,L12,7.0499797,7.304161,3.861344537815126,4.701680672268908,False,False,False
SSP5-8.5,y2300,2300,7.814805661771588,PISM-dEBM,0.45588927232488063,0.45588927232488063,0.3374965647201636,0.618627362720957,2300,7.397922176579791,0.061623961626431634,L12,7.397922176579791,7.397922176579791,6.802521008403362,,False,True,False
SSP5-8.5,y2300,2300,7.814805661771588,Yelmo-REMBO,0.45588927232488063,0.45588927232488063,0.3374965647201636,0.618627362720957,2300,7.42,0.061440602739202245,L12,7.42,7.42,6.802521008403362,,False,True,False
