draw,obs_iid_ais,obs_iid_gsic,obs_iid_gis,obs_iid_steric,obs_iid_fit,obs_iid_total,ar1_prof_ais,ar1_prof_ais_sd,ar1_prof_ais_rho,ar1_prof_gsic,ar1_prof_gsic_sd,ar1_prof_gsic_rho,ar1_prof_gis,ar1_prof_gis_sd,ar1_prof_gis_rho,ar1_prof_steric,ar1_prof_steric_sd,ar1_prof_steric_rho,ar1_prof_fit,ar1_prof_total,model
71,117.04188517814781,4.632482248543596,-23.284036779392935,-554.4560352059681,-456.0657045586696,-165.60747528136676,119.26650401706449,0.015435883546676568,0.8492274871624157,4.632482248543596,1.2210086763401857e-09,0.19289062500000204,99.25086836010298,0.02891235131996544,0.9844434967269229,9.892534149864815,0.07317581147983367,0.9899999996209723,233.0423887755759,-165.19634859896794,ladrillo
76,97.79295702785139,6.370642630962934,-89.6212258445346,-909.5022270004058,-894.9598531861261,-165.9393896893,113.99136486878682,0.01561494984813777,0.9899999996135838,6.370642630962948,1.2210086763401857e-09,0.14466796875000087,99.196419973208,0.02934895058560656,0.98864353075397,8.681051960178976,0.07739893506321673,0.989606983342245,228.23947943313675,-165.0685762278269,ladrillo
81,103.50888886252311,-2.8321606945897884,-37.64611203812167,-655.6727474323214,-592.6421313025098,-167.0509190512788,115.69648960445345,0.014196021321084567,0.9834673396045981,3.0867837400157043,0.023324017604199554,0.9675635213726466,98.62593415246452,0.029700453667320607,0.9851786438684447,9.555278713181494,0.07436291929821111,0.9898986473978266,226.96448621011518,-166.86757057301082,ladrillo
86,82.12454559964443,2.420996860287545,48.57750082987438,-528.6369355859208,-395.5138922961145,-166.56282301572378,114.31194036729163,0.016933925254701398,0.9899999999801694,4.679929738819041,0.024084751858164836,0.9876279783306223,100.49179383682029,0.02590069799320868,0.9884847580329821,9.97617154662592,0.07288821152685725,0.9899999996805013,229.45983548955687,-166.03029899898604,ladrillo
91,97.61430790533443,4.798230941707644,-48.89645398085112,-406.57298607528696,-353.056901209096,-163.0088363227807,113.93532347581207,0.016842476125805025,0.9899999999862794,5.879504883691595,0.015578940829446827,0.96485833004854,100.96459110436176,0.026950551656065233,0.9873742852194971,10.348413112513796,0.07160861188443061,0.9899999999890952,231.1278325763792,-163.0088363227807,ladrillo
96,105.99611460224445,2.9055993881742097,62.261880377508234,-1793.75061596572,-1622.5870215977932,-173.7091933598001,117.82893704338805,0.01739382176588753,0.9198828238893405,4.136049855265711,0.02550882043784436,0.9819512994711048,100.23169958817793,0.025851289778969288,0.9868379500173505,5.734764658816971,0.08674858976280753,0.9899999999897721,227.93145114564868,-166.75019855764936,ladrillo
101,102.68118629004938,3.3440141943613213,15.727272858474308,-971.5084406281652,-849.7559672852802,-167.90553499465122,115.72060582934601,0.015177489649738689,0.9728157379236999,3.516542921946524,0.009698171943136914,0.9210305144753873,101.2023008278155,0.026316460866930538,0.9833056326419595,8.466029105276561,0.07808444321499823,0.9896799948803754,228.9054786843846,-165.9878605651333,ladrillo
106,83.21329033433584,-0.8878991282683302,11.825628186564018,-423.41907574260387,-329.2680563499723,-174.94379519457658,111.42036975766631,0.020239917142718798,0.9899999999815539,-0.39723590353813165,0.02949614643818422,0.9899999999858,102.09340350681087,0.025398799595967043,0.9813532222976714,10.300076321530199,0.07177513829106306,0.9899999998671261,223.41661368246923,-169.67779919313963,ladrillo
111,60.87106854223812,-3.6894461256251248,32.215903839494885,-1355.5724361741225,-1266.1749099180147,-165.8517458269896,110.4577149721366,0.022465639568328647,0.989999999993002,3.0222431124355325,0.025191813556274176,0.9677318730382436,101.1024087387543,0.02611520563194726,0.9830070701792423,7.156457868780194,0.08223687341760423,0.9899999996142252,221.73882469210662,-164.71967776262917,ladrillo
116,94.43900503839738,-22.08062175971726,37.225618548918064,-641.7377767744331,-532.1537749468349,-164.01409161230694,114.28228212546067,0.016098307249304476,0.9899999998916891,1.2280401388831166,0.038665684505003343,0.9899999999848563,102.30660112473417,0.024596983385753383,0.9834353806129471,9.60237420973472,0.07418442192736506,0.9899485401044532,227.41929759881265,-163.94833696889992,ladrillo
121,56.444905673994626,-1.8684285909827878,15.269972349443762,-410.06026725086843,-340.21381781841285,-162.71670797722334,111.42663965480371,0.021580814956741502,0.9899999999761264,2.7744560314714874,0.029093720691195465,0.9833776967242078,101.28352331098934,0.026240939725983153,0.9832017702402203,10.338510679899997,0.07164253935297178,0.9899999999398432,225.82312967716453,-162.71670797722334,ladrillo
126,49.65184785030367,4.29757763585738,5.6372370008566435,-376.05975962997957,-316.4730971429619,-162.9266490418957,110.53318141383006,0.02268129510974718,0.9899999999723438,4.822172792386809,0.022232886927143595,0.9809150961921976,98.73243157712308,0.029186954278368465,0.9856711150471698,10.432456216418899,0.07132042130973901,0.9899999999200809,224.52024199975884,-162.9266490418957,ladrillo
