rff_idx,fair_cfg_idx,seed_idx,post_idx,axis
1,136,384,4534,lhs_s_seedaug
1,136,698,4534,lhs_s_seedaug
1,136,345,4534,lhs_s_seedaug
1,136,577,4534,lhs_s_seedaug
1,136,299,4534,lhs_s_seedaug
1,136,179,4534,lhs_s_seedaug
1,136,217,4534,lhs_s_seedaug
1,136,152,4534,lhs_s_seedaug
1,136,534,4534,lhs_s_seedaug
51,606,357,2824,lhs_s_seedaug
51,606,906,2824,lhs_s_seedaug
51,606,232,2824,lhs_s_seedaug
51,606,384,2824,lhs_s_seedaug
51,606,462,2824,lhs_s_seedaug
51,606,602,2824,lhs_s_seedaug
51,606,542,2824,lhs_s_seedaug
51,606,841,2824,lhs_s_seedaug
51,606,451,2824,lhs_s_seedaug
101,833,426,6584,lhs_s_seedaug
101,833,818,6584,lhs_s_seedaug
101,833,651,6584,lhs_s_seedaug
101,833,398,6584,lhs_s_seedaug
101,833,369,6584,lhs_s_seedaug
101,833,557,6584,lhs_s_seedaug
101,833,151,6584,lhs_s_seedaug
101,833,223,6584,lhs_s_seedaug
101,833,62,6584,lhs_s_seedaug
151,204,675,5545,lhs_s_seedaug
151,204,526,5545,lhs_s_seedaug
151,204,360,5545,lhs_s_seedaug
151,204,487,5545,lhs_s_seedaug
151,204,730,5545,lhs_s_seedaug
151,204,585,5545,lhs_s_seedaug
151,204,915,5545,lhs_s_seedaug
151,204,350,5545,lhs_s_seedaug
151,204,895,5545,lhs_s_seedaug
201,732,899,3032,lhs_s_seedaug
201,732,352,3032,lhs_s_seedaug
201,732,350,3032,lhs_s_seedaug
201,732,253,3032,lhs_s_seedaug
201,732,462,3032,lhs_s_seedaug
201,732,124,3032,lhs_s_seedaug
201,732,520,3032,lhs_s_seedaug
201,732,565,3032,lhs_s_seedaug
201,732,806,3032,lhs_s_seedaug
252,184,490,8061,lhs_s_seedaug
252,184,620,8061,lhs_s_seedaug
252,184,129,8061,lhs_s_seedaug
252,184,109,8061,lhs_s_seedaug
252,184,130,8061,lhs_s_seedaug
252,184,797,8061,lhs_s_seedaug
252,184,277,8061,lhs_s_seedaug
252,184,355,8061,lhs_s_seedaug
252,184,862,8061,lhs_s_seedaug
302,9,735,4201,lhs_s_seedaug
302,9,279,4201,lhs_s_seedaug
302,9,772,4201,lhs_s_seedaug
302,9,148,4201,lhs_s_seedaug
302,9,381,4201,lhs_s_seedaug
302,9,50,4201,lhs_s_seedaug
302,9,612,4201,lhs_s_seedaug
302,9,542,4201,lhs_s_seedaug
302,9,246,4201,lhs_s_seedaug
352,291,366,1027,lhs_s_seedaug
352,291,945,1027,lhs_s_seedaug
352,291,336,1027,lhs_s_seedaug
352,291,855,1027,lhs_s_seedaug
352,291,859,1027,lhs_s_seedaug
352,291,723,1027,lhs_s_seedaug
352,291,395,1027,lhs_s_seedaug
352,291,308,1027,lhs_s_seedaug
352,291,925,1027,lhs_s_seedaug
402,341,735,7122,lhs_s_seedaug
402,341,318,7122,lhs_s_seedaug
402,341,135,7122,lhs_s_seedaug
402,341,550,7122,lhs_s_seedaug
402,341,71,7122,lhs_s_seedaug
402,341,298,7122,lhs_s_seedaug
402,341,296,7122,lhs_s_seedaug
402,341,96,7122,lhs_s_seedaug
402,341,106,7122,lhs_s_seedaug
453,746,563,9337,lhs_s_seedaug
453,746,474,9337,lhs_s_seedaug
453,746,35,9337,lhs_s_seedaug
453,746,738,9337,lhs_s_seedaug
453,746,253,9337,lhs_s_seedaug
453,746,85,9337,lhs_s_seedaug
453,746,279,9337,lhs_s_seedaug
453,746,768,9337,lhs_s_seedaug
453,746,653,9337,lhs_s_seedaug
503,539,151,2711,lhs_s_seedaug
503,539,519,2711,lhs_s_seedaug
503,539,514,2711,lhs_s_seedaug
503,539,817,2711,lhs_s_seedaug
503,539,897,2711,lhs_s_seedaug
503,539,967,2711,lhs_s_seedaug
503,539,153,2711,lhs_s_seedaug
503,539,369,2711,lhs_s_seedaug
503,539,155,2711,lhs_s_seedaug
553,284,596,2746,lhs_s_seedaug
553,284,654,2746,lhs_s_seedaug
553,284,689,2746,lhs_s_seedaug
553,284,828,2746,lhs_s_seedaug
553,284,322,2746,lhs_s_seedaug
553,284,183,2746,lhs_s_seedaug
553,284,239,2746,lhs_s_seedaug
553,284,807,2746,lhs_s_seedaug
553,284,899,2746,lhs_s_seedaug
603,551,503,7883,lhs_s_seedaug
603,551,863,7883,lhs_s_seedaug
603,551,242,7883,lhs_s_seedaug
603,551,518,7883,lhs_s_seedaug
603,551,335,7883,lhs_s_seedaug
603,551,738,7883,lhs_s_seedaug
603,551,804,7883,lhs_s_seedaug
603,551,563,7883,lhs_s_seedaug
603,551,682,7883,lhs_s_seedaug
654,19,562,9404,lhs_s_seedaug
654,19,197,9404,lhs_s_seedaug
654,19,891,9404,lhs_s_seedaug
654,19,77,9404,lhs_s_seedaug
654,19,164,9404,lhs_s_seedaug
654,19,846,9404,lhs_s_seedaug
654,19,496,9404,lhs_s_seedaug
654,19,772,9404,lhs_s_seedaug
654,19,308,9404,lhs_s_seedaug
704,435,988,4593,lhs_s_seedaug
704,435,36,4593,lhs_s_seedaug
704,435,243,4593,lhs_s_seedaug
704,435,860,4593,lhs_s_seedaug
704,435,457,4593,lhs_s_seedaug
704,435,864,4593,lhs_s_seedaug
704,435,414,4593,lhs_s_seedaug
704,435,531,4593,lhs_s_seedaug
704,435,329,4593,lhs_s_seedaug
754,7,663,6812,lhs_s_seedaug
754,7,780,6812,lhs_s_seedaug
754,7,25,6812,lhs_s_seedaug
754,7,104,6812,lhs_s_seedaug
754,7,86,6812,lhs_s_seedaug
754,7,852,6812,lhs_s_seedaug
754,7,624,6812,lhs_s_seedaug
754,7,193,6812,lhs_s_seedaug
