model,scenario,year,dTg,R
CESM2-WACCM,ssp245,2070,2.8767215628951,1.4680405809741703
CESM2-WACCM,ssp245,2071,2.8887339258867866,1.4694929478656356
CESM2-WACCM,ssp245,2072,2.9054577227272413,1.4654873792683836
CESM2-WACCM,ssp245,2073,2.9323116735328125,1.458661498429707
CESM2-WACCM,ssp245,2074,2.9580215707604984,1.473841524391864
CESM2-WACCM,ssp245,2075,2.980141820898558,1.4703640063591041
CESM2-WACCM,ssp245,2076,3.0026439021945617,1.4818711773967095
CESM2-WACCM,ssp245,2077,3.020074710591672,1.4859845222057673
CESM2-WACCM,ssp245,2078,3.0470518818780743,1.4900612531628463
CESM2-WACCM,ssp245,2079,3.072962293694716,1.5004082676773174
CESM2-WACCM,ssp245,2080,3.091731613575909,1.5035131311911671
CESM2-WACCM,ssp245,2081,3.114940862066565,1.5026384304321858
CESM2-WACCM,ssp245,2082,3.13873245029838,1.4925469376120557
CESM2-WACCM,ssp245,2083,3.1499064013881894,1.503511255666616
CESM2-WACCM,ssp245,2084,3.162032564825707,1.5029779142172934
CESM2-WACCM,ssp245,2085,3.187700155988178,1.5025699692158112
CESM2-WACCM,ssp245,2086,3.206427087691304,1.5133548553784422
CESM2-WACCM,ssp245,2087,3.212098925762926,1.5136067806351114
CESM2-WACCM,ssp245,2088,3.2247605154442147,1.5093106934343767
CESM2-WACCM,ssp245,2089,3.2371680945886436,1.4992550336251818
CESM2-WACCM,ssp245,2090,3.2468939701345527,1.49950497961334
CESM2-WACCM,ssp245,2091,3.2540335356368244,1.4990243488068604
CESM2-WACCM,ssp245,2092,3.2678297325039956,1.5009456287086007
CESM2-WACCM,ssp245,2093,3.283382291640867,1.5063803076765911
CESM2-WACCM,ssp245,2094,3.293298729609484,1.5079806311143957
CESM2-WACCM,ssp245,2095,3.298111027834861,1.5166848023093649
CESM2-WACCM,ssp245,2096,3.302756404152748,1.5191619018682458
CESM2-WACCM,ssp245,2097,3.3052931745893104,1.518675066697746
CESM2-WACCM,ssp245,2098,3.309446278999483,1.520089322216114
CESM2-WACCM,ssp245,2099,3.308464051636513,1.5175398894437313
CESM2-WACCM,ssp245,2100,3.3102536791405335,1.5199973677598912
CESM2-WACCM,ssp585,1950,0.2595497969228215,1.8169389820398198
CESM2-WACCM,ssp585,1951,0.24821527929789228,1.826375753466455
CESM2-WACCM,ssp585,1952,0.23360973698623677,1.9263387530559164
CESM2-WACCM,ssp585,1953,0.22938939396583274,2.0490951896309726
CESM2-WACCM,ssp585,1954,0.22427095490467272,2.1100795194234134
CESM2-WACCM,ssp585,1955,0.21851998162990943,2.064633086313914
CESM2-WACCM,ssp585,1956,0.21676342079721092,2.2137119406179653
CESM2-WACCM,ssp585,1957,0.2103006243247762,2.4028104010572773
CESM2-WACCM,ssp585,1958,0.20826849243784978,2.2727527611397327
CESM2-WACCM,ssp585,1959,0.2135198327020286,2.15523029645713
CESM2-WACCM,ssp585,1960,0.20951051232294163,2.1876929737458055
CESM2-WACCM,ssp585,1961,0.21053016384478837,2.18457651606017
CESM2-WACCM,ssp585,1962,0.21821643004779123,2.23183813370049
CESM2-WACCM,ssp585,1963,0.23252793328737198,2.0649963154742186
CESM2-WACCM,ssp585,1964,0.24607373713085395,1.9154887533047735
CESM2-WACCM,ssp585,1965,0.242601592523467,1.9186546457404676
CESM2-WACCM,ssp585,1966,0.2411572139175026,1.9066304787809867
CESM2-WACCM,ssp585,1967,0.24494929899799445,1.8999273448342935
CESM2-WACCM,ssp585,1968,0.23971635471104188,1.9877334414106487
CESM2-WACCM,ssp585,1969,0.23335026399151956,1.8749844559104316
CESM2-WACCM,ssp585,1970,0.23347993489194133,1.7481597847323924
CESM2-WACCM,ssp585,1971,0.2301762815620388,1.8563016799097887
CESM2-WACCM,ssp585,1972,0.22655604044932526,1.9820927577854746
CESM2-WACCM,ssp585,1973,0.23187350055303949,2.0851225688052026
CESM2-WACCM,ssp585,1974,0.2499086441241502,2.124105629416169
CESM2-WACCM,ssp585,1975,0.27254028280584447,2.1810588443352503
CESM2-WACCM,ssp585,1976,0.2897505753673253,2.1682483164729485
CESM2-WACCM,ssp585,1977,0.29721967274606037,2.1277221160999664
CESM2-WACCM,ssp585,1978,0.3020175789277327,2.0091899035426857
CESM2-WACCM,ssp585,1979,0.3064814411702381,1.9579773407977137
CESM2-WACCM,ssp585,1980,0.3134554433847029,2.0526267308737487
CESM2-WACCM,ssp585,1981,0.3281835603513078,2.063807345411484
CESM2-WACCM,ssp585,1982,0.3431515502393211,2.06035124822303
CESM2-WACCM,ssp585,1983,0.35874537558662495,1.9675060652960399
CESM2-WACCM,ssp585,1984,0.37218706654691874,1.9768290499802996
CESM2-WACCM,ssp585,1985,0.3909528376450756,1.9498413209091365
CESM2-WACCM,ssp585,1986,0.4168564065482182,1.8593209257307608
CESM2-WACCM,ssp585,1987,0.45082670525260177,1.8167798496380805
CESM2-WACCM,ssp585,1988,0.47665288617201707,1.794765979323317
CESM2-WACCM,ssp585,1989,0.4968661026479386,1.786414692901352
CESM2-WACCM,ssp585,1990,0.5209153360013583,1.7209512820536006
CESM2-WACCM,ssp585,1991,0.5459146982448109,1.6823204622310375
CESM2-WACCM,ssp585,1992,0.564729613598278,1.6203738098002005
CESM2-WACCM,ssp585,1993,0.5863666427284178,1.6005556315914402
CESM2-WACCM,ssp585,1994,0.6057443035446265,1.62309341095853
CESM2-WACCM,ssp585,1995,0.6280971743072238,1.6034159954512195
CESM2-WACCM,ssp585,1996,0.6538954478913998,1.5915829747352235
CESM2-WACCM,ssp585,1997,0.6773352988886037,1.6048594114545565
CESM2-WACCM,ssp585,1998,0.7072859074003797,1.621163079045613
CESM2-WACCM,ssp585,1999,0.7388064989028843,1.5972130891955068
CESM2-WACCM,ssp585,2000,0.7674456641444124,1.6201147700371479
CESM2-WACCM,ssp585,2001,0.8051466584707668,1.5932210689231217
CESM2-WACCM,ssp585,2002,0.8464456617453625,1.5756914179381076
CESM2-WACCM,ssp585,2003,0.8766067383149599,1.537975201067691
CESM2-WACCM,ssp585,2004,0.9005277945096737,1.5200335249964365
CESM2-WACCM,ssp585,2005,0.927807901893173,1.482887904877665
CESM2-WACCM,ssp585,2006,0.959597421035797,1.440798882560435
CESM2-WACCM,ssp585,2007,1.0008303450528577,1.4389534636722072
CESM2-WACCM,ssp585,2008,1.0392956240566604,1.4407534293503252
CESM2-WACCM,ssp585,2009,1.0745846591092232,1.4252556901465305
CESM2-WACCM,ssp585,2010,1.1148667423285852,1.376836259146763
CESM2-WACCM,ssp585,2011,1.1600114504257135,1.3425745991589022
CESM2-WACCM,ssp585,2012,1.2009333987599233,1.3460626535702105
CESM2-WACCM,ssp585,2013,1.2406024465095886,1.3493361602802396
CESM2-WACCM,ssp585,2014,1.2807590169045833,1.3202349822510748
CESM2-WACCM,ssp585,2015,1.3111409761727222,1.3098519123113297
CESM2-WACCM,ssp585,2016,1.3368451759171174,1.3081067719488708
CESM2-WACCM,ssp585,2017,1.358432806099131,1.2745835212998249
CESM2-WACCM,ssp585,2018,1.3826405542987346,1.2978591995321747
CESM2-WACCM,ssp585,2019,1.4108356999086595,1.2976313094164023
CESM2-WACCM,ssp585,2020,1.4457431696603313,1.318895430068191
CESM2-WACCM,ssp585,2021,1.4858538399046837,1.3164314953970604
CESM2-WACCM,ssp585,2022,1.5319748676859168,1.3096026462524522
CESM2-WACCM,ssp585,2023,1.5736639811427835,1.3307208943202098
CESM2-WACCM,ssp585,2024,1.6101955696831454,1.3291395762243408
CESM2-WACCM,ssp585,2025,1.6479352706679606,1.324338083470509
CESM2-WACCM,ssp585,2026,1.6887054654248195,1.3138976476372586
CESM2-WACCM,ssp585,2027,1.7294322062066954,1.3068762432898886
CESM2-WACCM,ssp585,2028,1.7729809037458228,1.2850416400117706
CESM2-WACCM,ssp585,2029,1.8159324328616397,1.2849479254811422
CESM2-WACCM,ssp585,2030,1.8605494341898217,1.2815650679482467
CESM2-WACCM,ssp585,2031,1.9009009860450836,1.2704592205299217
CESM2-WACCM,ssp585,2032,1.9360566570538102,1.267883294382959
CESM2-WACCM,ssp585,2033,1.9826094560600382,1.2765766085435009
CESM2-WACCM,ssp585,2034,2.032356896329107,1.2688521819837806
CESM2-WACCM,ssp585,2035,2.080848245249867,1.2811586167076254
CESM2-WACCM,ssp585,2036,2.121977409115078,1.297384330482019
CESM2-WACCM,ssp585,2037,2.158585007987161,1.3065346664273154
CESM2-WACCM,ssp585,2038,2.2022420531702496,1.3129098443903253
CESM2-WACCM,ssp585,2039,2.2522324101720472,1.3211494561028374
CESM2-WACCM,ssp585,2040,2.29619462897395,1.3220219924011798
CESM2-WACCM,ssp585,2041,2.3377747739743615,1.3295267846578005
CESM2-WACCM,ssp585,2042,2.3890469379110337,1.3236611547830472
CESM2-WACCM,ssp585,2043,2.4368986211807546,1.3271818415622532
CESM2-WACCM,ssp585,2044,2.4790573151944253,1.339075866594152
CESM2-WACCM,ssp585,2045,2.5358866554835116,1.3477306477446727
CESM2-WACCM,ssp585,2046,2.595065197517234,1.3433255857561064
CESM2-WACCM,ssp585,2047,2.65191645062096,1.3542216245222372
CESM2-WACCM,ssp585,2048,2.710427972427984,1.340552796834478
CESM2-WACCM,ssp585,2049,2.7682968786340854,1.3422257062334961
CESM2-WACCM,ssp585,2050,2.824801417990246,1.341839754306282
CESM2-WACCM,ssp585,2051,2.887789233621413,1.3459045673224554
CESM2-WACCM,ssp585,2052,2.9428905640677936,1.3556388836948592
CESM2-WACCM,ssp585,2053,2.9939481654304814,1.3509356294803332
CESM2-WACCM,ssp585,2054,3.0546026560384782,1.3487152942501506
CESM2-WACCM,ssp585,2055,3.1164815473453644,1.354655316007037
CESM2-WACCM,ssp585,2056,3.180090629235385,1.361527200810971
CESM2-WACCM,ssp585,2057,3.240113988357863,1.3675122232311245
CESM2-WACCM,ssp585,2058,3.3029406217708206,1.3636508357989716
CESM2-WACCM,ssp585,2059,3.3698056379148,1.3640042484820623
CESM2-WACCM,ssp585,2060,3.436652656229891,1.3641759202173236
CESM2-WACCM,ssp585,2061,3.5009773881748893,1.3620319017243225
CESM2-WACCM,ssp585,2062,3.5719062635913756,1.353581084046356
CESM2-WACCM,ssp585,2063,3.641309811827087,1.349652400077012
CESM2-WACCM,ssp585,2064,3.6994718547177703,1.3549783784579867
CESM2-WACCM,ssp585,2065,3.762807469316188,1.3549179465365082
CESM2-WACCM,ssp585,2066,3.836882665875326,1.350800486310622
CESM2-WACCM,ssp585,2067,3.9141319933213046,1.3498066648699167
CESM2-WACCM,ssp585,2068,3.982020734872824,1.347384043179879
CESM2-WACCM,ssp585,2069,4.0497458656051135,1.352898611163362
CESM2-WACCM,ssp585,2070,4.123656188239442,1.35544299730758
CESM2-WACCM,ssp585,2071,4.198993311601068,1.363197900697051
CESM2-WACCM,ssp585,2072,4.267339367270089,1.3644649118871184
CESM2-WACCM,ssp585,2073,4.341875767268884,1.3589334051962803
CESM2-WACCM,ssp585,2074,4.423050346365219,1.35895874705932
CESM2-WACCM,ssp585,2075,4.502312299794327,1.358440232701838
CESM2-WACCM,ssp585,2076,4.573846214700721,1.3620416767508086
CESM2-WACCM,ssp585,2077,4.65251827119378,1.3645112421648264
CESM2-WACCM,ssp585,2078,4.727924339030852,1.3717257925278081
CESM2-WACCM,ssp585,2079,4.805786370616793,1.3790819082659351
CESM2-WACCM,ssp585,2080,4.882924832903171,1.3748086859447726
CESM2-WACCM,ssp585,2081,4.954108325144818,1.3738706330923613
CESM2-WACCM,ssp585,2082,5.034157668373039,1.367610632364615
CESM2-WACCM,ssp585,2083,5.112703672850832,1.3672256039595325
CESM2-WACCM,ssp585,2084,5.187583475315402,1.3721786455342289
CESM2-WACCM,ssp585,2085,5.265052233369065,1.3719128068856254
CESM2-WACCM,ssp585,2086,5.339526042519149,1.3687399712803847
CESM2-WACCM,ssp585,2087,5.376401963276888,1.3687826352825085
CESM2-WACCM,ssp585,2088,5.409146694266135,1.3737171374032695
CESM2-WACCM,ssp585,2089,5.446236399027094,1.3753767688813046
CESM2-WACCM,ssp585,2090,5.482608849183531,1.3740472126571892
CESM2-WACCM,ssp585,2091,5.519676932997538,1.3782950578355857
CESM2-WACCM,ssp585,2092,5.555685086027881,1.3822240639090766
CESM2-WACCM,ssp585,2093,5.591171249717626,1.3827029872982413
CESM2-WACCM,ssp585,2094,5.637979663564519,1.3799917780103366
CESM2-WACCM,ssp585,2095,5.6804455324787675,1.3807263723290775
CESM2-WACCM,ssp585,2096,5.718320464977421,1.3831484211661724
CESM2-WACCM,ssp585,2097,5.753182747129155,1.384050871541569
CESM2-WACCM,ssp585,2098,5.801135475716766,1.3877141686825507
CESM2-WACCM,ssp585,2099,5.846104194373117,1.3829585789419845
CESM2-WACCM,ssp585,2100,5.882484890209657,1.3840511603867007
CMCC-CM2-SR5,ssp245,1950,0.22773080019989606,1.428466549621637
CMCC-CM2-SR5,ssp245,1951,0.2370475183064097,1.3763760566326835
CMCC-CM2-SR5,ssp245,1952,0.2385701574909471,1.4817675780923423
CMCC-CM2-SR5,ssp245,1953,0.23444196601226963,1.4863029006477793
CMCC-CM2-SR5,ssp245,1954,0.2442837894625408,1.442082851027553
CMCC-CM2-SR5,ssp245,1955,0.2556115851163042,1.2805858328318191
CMCC-CM2-SR5,ssp245,1956,0.27227961132337175,1.392601435520154
CMCC-CM2-SR5,ssp245,1957,0.2868064654024503,1.3781819313069705
CMCC-CM2-SR5,ssp245,1958,0.29952897382639015,1.307531340947827
CMCC-CM2-SR5,ssp245,1959,0.31196135640408706,1.3182076988643854
CMCC-CM2-SR5,ssp245,1960,0.31545482873887637,1.2664981781729043
CMCC-CM2-SR5,ssp245,1961,0.31519183941862633,1.2558173455294723
CMCC-CM2-SR5,ssp245,1962,0.32483254861817085,1.327989910861126
CMCC-CM2-SR5,ssp245,1963,0.33529401614946436,1.3782962773233127
CMCC-CM2-SR5,ssp245,1964,0.33587160784523273,1.341361412922178
CMCC-CM2-SR5,ssp245,1965,0.3491609803163442,1.4476561049009555
CMCC-CM2-SR5,ssp245,1966,0.36682307126908614,1.3981986425351014
CMCC-CM2-SR5,ssp245,1967,0.37922190295777036,1.4175552364688393
CMCC-CM2-SR5,ssp245,1968,0.38705243455877203,1.5048348537221878
CMCC-CM2-SR5,ssp245,1969,0.39732861869890146,1.4013069645572631
CMCC-CM2-SR5,ssp245,1970,0.41511516384663877,1.3493077384438596
CMCC-CM2-SR5,ssp245,1971,0.42321245714022665,1.3191899843530654
CMCC-CM2-SR5,ssp245,1972,0.42413232262038986,1.3266934027888473
CMCC-CM2-SR5,ssp245,1973,0.43749944054710377,1.3117710962495606
CMCC-CM2-SR5,ssp245,1974,0.4588090471288126,1.2953299694608131
CMCC-CM2-SR5,ssp245,1975,0.47739408842219483,1.2551724369256905
CMCC-CM2-SR5,ssp245,1976,0.49961524947241287,1.2241591355724128
CMCC-CM2-SR5,ssp245,1977,0.5268371977021483,1.2045635655730798
CMCC-CM2-SR5,ssp245,1978,0.5342372002071462,1.2094071205152215
CMCC-CM2-SR5,ssp245,1979,0.5356640577752975,1.1846651301422702
CMCC-CM2-SR5,ssp245,1980,0.5369454147921809,1.3036235773015332
CMCC-CM2-SR5,ssp245,1981,0.5385970622800926,1.3205877576230016
CMCC-CM2-SR5,ssp245,1982,0.5470822417232626,1.2797584521759504
CMCC-CM2-SR5,ssp245,1983,0.569256143368879,1.2918420140975964
CMCC-CM2-SR5,ssp245,1984,0.5831127955123387,1.3130933403959473
CMCC-CM2-SR5,ssp245,1985,0.5966167526973474,1.3258383972713146
CMCC-CM2-SR5,ssp245,1986,0.6069818062158977,1.3044599461251212
CMCC-CM2-SR5,ssp245,1987,0.6208300220247869,1.2687763597936002
CMCC-CM2-SR5,ssp245,1988,0.6485341929966012,1.2094034522620214
CMCC-CM2-SR5,ssp245,1989,0.6792935080984706,1.221854772520901
CMCC-CM2-SR5,ssp245,1990,0.708706584991351,1.2188848382604363
CMCC-CM2-SR5,ssp245,1991,0.7379280934790832,1.2016469349738716
CMCC-CM2-SR5,ssp245,1992,0.7649969042607684,1.1813577139816702
CMCC-CM2-SR5,ssp245,1993,0.792759560991243,1.150582938343764
CMCC-CM2-SR5,ssp245,1994,0.8235902332836266,1.1271698845234985
CMCC-CM2-SR5,ssp245,1995,0.8473589793348746,1.096255007241258
CMCC-CM2-SR5,ssp245,1996,0.8646524316345392,1.0878251097338716
CMCC-CM2-SR5,ssp245,1997,0.8845101494002127,1.0514746812795728
CMCC-CM2-SR5,ssp245,1998,0.9114672656651976,1.0014648546745308
CMCC-CM2-SR5,ssp245,1999,0.9357887014629436,1.0169781704156882
CMCC-CM2-SR5,ssp245,2000,0.958565702041174,1.0315570158823477
CMCC-CM2-SR5,ssp245,2001,0.9868505578318946,1.015778375786916
CMCC-CM2-SR5,ssp245,2002,1.024087913271734,1.0050653609236768
CMCC-CM2-SR5,ssp245,2003,1.052304043427396,1.0265943457761368
CMCC-CM2-SR5,ssp245,2004,1.0591722611907624,1.0378579203152964
CMCC-CM2-SR5,ssp245,2005,1.0656513858687162,1.0587300554968677
CMCC-CM2-SR5,ssp245,2006,1.0691668002574792,1.0839530086393916
CMCC-CM2-SR5,ssp245,2007,1.0811252596942476,1.0775125955869933
CMCC-CM2-SR5,ssp245,2008,1.114427686869275,1.0941266337795998
CMCC-CM2-SR5,ssp245,2009,1.149095536512785,1.1065378939774433
CMCC-CM2-SR5,ssp245,2010,1.185045082685652,1.0825388201646995
CMCC-CM2-SR5,ssp245,2011,1.2144475151276992,1.0821249434315705
CMCC-CM2-SR5,ssp245,2012,1.2445972407668535,1.0970443286103801
CMCC-CM2-SR5,ssp245,2013,1.2752841014660778,1.101033100060803
CMCC-CM2-SR5,ssp245,2014,1.3090088624852323,1.106049655898977
CMCC-CM2-SR5,ssp245,2015,1.3384947074886477,1.1121072813893351
CMCC-CM2-SR5,ssp245,2016,1.3636911676016135,1.1042032739478964
CMCC-CM2-SR5,ssp245,2017,1.3811003032920552,1.126120945266111
CMCC-CM2-SR5,ssp245,2018,1.3958315055926203,1.14982770258353
CMCC-CM2-SR5,ssp245,2019,1.4161437003014101,1.1497632387213992
CMCC-CM2-SR5,ssp245,2020,1.4434556453970382,1.1701059794966477
CMCC-CM2-SR5,ssp245,2021,1.4737192306201563,1.172740756273928
CMCC-CM2-SR5,ssp245,2022,1.5015287926318726,1.1748573191414877
CMCC-CM2-SR5,ssp245,2023,1.5235729857164244,1.1654984649135907
CMCC-CM2-SR5,ssp245,2024,1.5374861115262377,1.1687084599118696
CMCC-CM2-SR5,ssp245,2025,1.5547718201395944,1.1625670166118647
CMCC-CM2-SR5,ssp245,2026,1.5731223625525559,1.1713487682519892
CMCC-CM2-SR5,ssp245,2027,1.5965105772560966,1.1762200228436877
CMCC-CM2-SR5,ssp245,2028,1.6193230061709016,1.1934843010835616
CMCC-CM2-SR5,ssp245,2029,1.6502457408492395,1.1974455956032417
CMCC-CM2-SR5,ssp245,2030,1.6828435679450744,1.199936226904495
CMCC-CM2-SR5,ssp245,2031,1.7071682212281039,1.197664850255985
CMCC-CM2-SR5,ssp245,2032,1.7236888950231237,1.201902282023116
CMCC-CM2-SR5,ssp245,2033,1.7502264553141458,1.2038526076739733
CMCC-CM2-SR5,ssp245,2034,1.8040893650737226,1.1999922185859695
CMCC-CM2-SR5,ssp245,2035,1.856392690236254,1.1784879647462012
CMCC-CM2-SR5,ssp245,2036,1.9063958260193696,1.1734472427679383
CMCC-CM2-SR5,ssp245,2037,1.946297506592894,1.1622085001433242
CMCC-CM2-SR5,ssp245,2038,1.9843536017206418,1.1421926233399204
CMCC-CM2-SR5,ssp245,2039,2.0209529080187205,1.141060253770417
CMCC-CM2-SR5,ssp245,2040,2.0552070446675126,1.1334702498653877
CMCC-CM2-SR5,ssp245,2041,2.0945641068193726,1.141641678603029
CMCC-CM2-SR5,ssp245,2042,2.1329684762503387,1.135211398851148
CMCC-CM2-SR5,ssp245,2043,2.1725081967984425,1.1262557878233816
CMCC-CM2-SR5,ssp245,2044,2.2078513767838235,1.122293003589657
CMCC-CM2-SR5,ssp245,2045,2.241356919134055,1.1181837716733187
CMCC-CM2-SR5,ssp245,2046,2.277469377711613,1.1210767905908643
CMCC-CM2-SR5,ssp245,2047,2.315570647264599,1.1210519187562824
CMCC-CM2-SR5,ssp245,2048,2.3500636881907555,1.1218341921053685
CMCC-CM2-SR5,ssp245,2049,2.3878498197739533,1.1111645876446565
CMCC-CM2-SR5,ssp245,2050,2.428309743717868,1.1007007117014718
CMCC-CM2-SR5,ssp245,2051,2.461147803460407,1.0929176853294966
CMCC-CM2-SR5,ssp245,2052,2.490735237510696,1.0791935947548876
CMCC-CM2-SR5,ssp245,2053,2.523060204944727,1.0779405557583177
CMCC-CM2-SR5,ssp245,2054,2.561510367041939,1.08353257258724
CMCC-CM2-SR5,ssp245,2055,2.606727942653928,1.0809284749364618
CMCC-CM2-SR5,ssp245,2056,2.6514268407325003,1.068840480743283
CMCC-CM2-SR5,ssp245,2057,2.687022992780201,1.0799580535843885
CMCC-CM2-SR5,ssp245,2058,2.712972409876672,1.07339650968432
CMCC-CM2-SR5,ssp245,2059,2.743088444425454,1.0762285290745115
CMCC-CM2-SR5,ssp245,2060,2.776510586613072,1.0656351617066149
CMCC-CM2-SR5,ssp245,2061,2.815474583869915,1.0679247376877015
CMCC-CM2-SR5,ssp245,2062,2.8544920644904397,1.0568597624678158
CMCC-CM2-SR5,ssp245,2063,2.884227220798071,1.0384954823092047
CMCC-CM2-SR5,ssp245,2064,2.9059639759991893,1.0334769472251117
CMCC-CM2-SR5,ssp245,2065,2.9382386095113873,1.034746392523937
CMCC-CM2-SR5,ssp245,2066,2.978856473883004,1.0271127591660414
CMCC-CM2-SR5,ssp245,2067,3.0138905327042362,1.0328115466384964
CMCC-CM2-SR5,ssp245,2068,3.0469497720845387,1.0343054881358422
CMCC-CM2-SR5,ssp245,2069,3.076997755206581,1.0320651602761797
CMCC-CM2-SR5,ssp245,2070,3.106419054566478,1.037460011477694
CMCC-CM2-SR5,ssp245,2071,3.1311044706663798,1.038211521943433
CMCC-CM2-SR5,ssp245,2072,3.1549682066149654,1.0338330308335373
CMCC-CM2-SR5,ssp245,2073,3.1744001862699407,1.0320883102178209
CMCC-CM2-SR5,ssp245,2074,3.193187596036832,1.0314678709543261
CMCC-CM2-SR5,ssp245,2075,3.225869597054096,1.0216117884936171
CMCC-CM2-SR5,ssp245,2076,3.2654540218406094,1.0113229918851072
CMCC-CM2-SR5,ssp245,2077,3.302584938368809,1.0103509486686093
CMCC-CM2-SR5,ssp245,2078,3.3305115146236726,1.0086249524324709
CMCC-CM2-SR5,ssp245,2079,3.349960455867739,1.0067549500994866
CMCC-CM2-SR5,ssp245,2080,3.367684675892491,1.0074613254451792
CMCC-CM2-SR5,ssp245,2081,3.3901786817256476,1.018824701821087
CMCC-CM2-SR5,ssp245,2082,3.4198699128226244,1.0205501496084168
CMCC-CM2-SR5,ssp245,2083,3.4456921823647044,1.0314528459566024
CMCC-CM2-SR5,ssp245,2084,3.4700399693982775,1.0231112642407156
CMCC-CM2-SR5,ssp245,2085,3.4904304571019527,1.0216366296973742
CMCC-CM2-SR5,ssp245,2086,3.5109336273050946,1.024774138986451
CMCC-CM2-SR5,ssp245,2087,3.524870402276725,1.0174354680647009
CMCC-CM2-SR5,ssp245,2088,3.5460954105432916,1.0190295565485112
CMCC-CM2-SR5,ssp245,2089,3.5571728517028305,1.0172209662207645
CMCC-CM2-SR5,ssp245,2090,3.5661769397586602,1.0201595940847532
CMCC-CM2-SR5,ssp245,2091,3.575387411464876,1.0186260870737982
CMCC-CM2-SR5,ssp245,2092,3.5857397293116313,1.025376635860374
CMCC-CM2-SR5,ssp245,2093,3.598639137232567,1.034880266762906
CMCC-CM2-SR5,ssp245,2094,3.6135118228023244,1.0355934343753452
CMCC-CM2-SR5,ssp245,2095,3.618451725277623,1.0381550739303584
CMCC-CM2-SR5,ssp245,2096,3.6191703143354514,1.042935762321062
CMCC-CM2-SR5,ssp245,2097,3.620971317504095,1.043926474954851
CMCC-CM2-SR5,ssp245,2098,3.6192359335278215,1.0478275556453986
CMCC-CM2-SR5,ssp245,2099,3.6290662957806,1.0458423108032915
CMCC-CM2-SR5,ssp245,2100,3.6429930895699307,1.034841899805682
CMCC-CM2-SR5,ssp585,1950,0.22773080019989606,1.428466549621637
CMCC-CM2-SR5,ssp585,1951,0.2370475183064097,1.3763760566326835
CMCC-CM2-SR5,ssp585,1952,0.2385701574909471,1.4817675780923423
CMCC-CM2-SR5,ssp585,1953,0.23444196601226963,1.4863029006477793
CMCC-CM2-SR5,ssp585,1954,0.2442837894625408,1.442082851027553
CMCC-CM2-SR5,ssp585,1955,0.2556115851163042,1.2805858328318191
CMCC-CM2-SR5,ssp585,1956,0.27227961132337175,1.392601435520154
CMCC-CM2-SR5,ssp585,1957,0.2868064654024503,1.3781819313069705
CMCC-CM2-SR5,ssp585,1958,0.29952897382639015,1.307531340947827
CMCC-CM2-SR5,ssp585,1959,0.31196135640408706,1.3182076988643854
CMCC-CM2-SR5,ssp585,1960,0.31545482873887637,1.2664981781729043
CMCC-CM2-SR5,ssp585,1961,0.31519183941862633,1.2558173455294723
CMCC-CM2-SR5,ssp585,1962,0.32483254861817085,1.327989910861126
CMCC-CM2-SR5,ssp585,1963,0.33529401614946436,1.3782962773233127
CMCC-CM2-SR5,ssp585,1964,0.33587160784523273,1.341361412922178
CMCC-CM2-SR5,ssp585,1965,0.3491609803163442,1.4476561049009555
CMCC-CM2-SR5,ssp585,1966,0.36682307126908614,1.3981986425351014
CMCC-CM2-SR5,ssp585,1967,0.37922190295777036,1.4175552364688393
CMCC-CM2-SR5,ssp585,1968,0.38705243455877203,1.5048348537221878
CMCC-CM2-SR5,ssp585,1969,0.39732861869890146,1.4013069645572631
CMCC-CM2-SR5,ssp585,1970,0.41511516384663877,1.3493077384438596
CMCC-CM2-SR5,ssp585,1971,0.42321245714022665,1.3191899843530654
CMCC-CM2-SR5,ssp585,1972,0.42413232262038986,1.3266934027888473
CMCC-CM2-SR5,ssp585,1973,0.43749944054710377,1.3117710962495606
CMCC-CM2-SR5,ssp585,1974,0.4588090471288126,1.2953299694608131
CMCC-CM2-SR5,ssp585,1975,0.47739408842219483,1.2551724369256905
CMCC-CM2-SR5,ssp585,1976,0.49961524947241287,1.2241591355724128
CMCC-CM2-SR5,ssp585,1977,0.5268371977021483,1.2045635655730798
CMCC-CM2-SR5,ssp585,1978,0.5342372002071462,1.2094071205152215
CMCC-CM2-SR5,ssp585,1979,0.5356640577752975,1.1846651301422702
CMCC-CM2-SR5,ssp585,1980,0.5369454147921809,1.3036235773015332
CMCC-CM2-SR5,ssp585,1981,0.5385970622800926,1.3205877576230016
CMCC-CM2-SR5,ssp585,1982,0.5470822417232626,1.2797584521759504
CMCC-CM2-SR5,ssp585,1983,0.569256143368879,1.2918420140975964
CMCC-CM2-SR5,ssp585,1984,0.5831127955123387,1.3130933403959473
CMCC-CM2-SR5,ssp585,1985,0.5966167526973474,1.3258383972713146
CMCC-CM2-SR5,ssp585,1986,0.6069818062158977,1.3044599461251212
CMCC-CM2-SR5,ssp585,1987,0.6208300220247869,1.2687763597936002
CMCC-CM2-SR5,ssp585,1988,0.6485341929966012,1.2094034522620214
CMCC-CM2-SR5,ssp585,1989,0.6792935080984706,1.221854772520901
CMCC-CM2-SR5,ssp585,1990,0.708706584991351,1.2188848382604363
CMCC-CM2-SR5,ssp585,1991,0.7379280934790832,1.2016469349738716
CMCC-CM2-SR5,ssp585,1992,0.7649969042607684,1.1813577139816702
CMCC-CM2-SR5,ssp585,1993,0.792759560991243,1.150582938343764
