component,year,paired_mean_ladrillo,paired_se_ladrillo,paired_mean_brick20,paired_se_brick20,med_diff_ladrillo,med_diff_brick20
glaciers,2100,-0.004594971357022191,0.01295447482814766,0.07070558020298222,0.010047212278346908,-0.06487683021814306,0.07377711934224074
gis,2100,-0.04200995731433792,0.01661130545789651,0.03287189955167769,0.005812202132626767,-0.1388565794967036,0.01118371437950394
ais,2100,0.788417517594902,0.12126882320592611,1.2374454073324257,0.17324721974913448,3.3642010501815847,3.013835339131859
te,2100,-0.7450150740238853,0.02852357843787706,-0.6987634618729638,0.02756371272395618,-0.8598090179030144,-0.9791562342444919
lws,2100,0.0,0.0,0.0,0.0,0.0,0.0
total,2100,-0.00320248510034428,0.16837446806588857,0.6422594252141222,0.1950171950213863,2.8092505941522745,2.618376247163525
