param,offset_sd,value,logpost,dlogpost,d_ais,d_gsic,d_gis,d_steric,d_rest,provenance
ais_runoff_Ton,-8.0,-18.79444602796282,-5194.346970208218,-4861.37600992615,-4860.679073890824,0.0,0.0,0.0,-0.6969360353259617,"calibrate_mcmc_ext.jl --profile | tag L24 | conditional slice through the posterior median of parameters_subsample_brick_mengel_L24.csv | offsets in posterior sd (0.1261) | rest = prior + point terms + wedge | ARGS 100 2026 --tag=L24 --gis-ordered --gis-basins2 --amp-mu=1.09 --amp-sigma=0.180 --profile=ais_runoff_Ton,gic_T_off_SLOWP,gic_delta,ais_gmst_amp"
ais_runoff_Ton,-4.0,-18.290058115568492,-3067.071316863154,-2734.100356581085,-2733.756436893433,0.0,0.0,0.0,-0.34391968765203274,"calibrate_mcmc_ext.jl --profile | tag L24 | conditional slice through the posterior median of parameters_subsample_brick_mengel_L24.csv | offsets in posterior sd (0.1261) | rest = prior + point terms + wedge | ARGS 100 2026 --tag=L24 --gis-ordered --gis-basins2 --amp-mu=1.09 --amp-sigma=0.180 --profile=ais_runoff_Ton,gic_T_off_SLOWP,gic_delta,ais_gmst_amp"
ais_runoff_Ton,-2.0,-18.037864159371328,-1138.0725450435034,-805.1015847614347,-804.9334317819156,0.0,0.0,0.0,-0.16815297951904995,"calibrate_mcmc_ext.jl --profile | tag L24 | conditional slice through the posterior median of parameters_subsample_brick_mengel_L24.csv | offsets in posterior sd (0.1261) | rest = prior + point terms + wedge | ARGS 100 2026 --tag=L24 --gis-ordered --gis-basins2 --amp-mu=1.09 --amp-sigma=0.180 --profile=ais_runoff_Ton,gic_T_off_SLOWP,gic_delta,ais_gmst_amp"
ais_runoff_Ton,-1.0,-17.911767181272744,-597.018184637179,-264.04722435511025,-264.0092124778905,0.0,0.0,0.0,-0.03801187721973065,"calibrate_mcmc_ext.jl --profile | tag L24 | conditional slice through the posterior median of parameters_subsample_brick_mengel_L24.csv | offsets in posterior sd (0.1261) | rest = prior + point terms + wedge | ARGS 100 2026 --tag=L24 --gis-ordered --gis-basins2 --amp-mu=1.09 --amp-sigma=0.180 --profile=ais_runoff_Ton,gic_T_off_SLOWP,gic_delta,ais_gmst_amp"
ais_runoff_Ton,-0.5,-17.848718692223454,-488.65553332346184,-155.68457304139304,-155.664901728701,0.0,0.0,0.0,-0.019671312692025822,"calibrate_mcmc_ext.jl --profile | tag L24 | conditional slice through the posterior median of parameters_subsample_brick_mengel_L24.csv | offsets in posterior sd (0.1261) | rest = prior + point terms + wedge | ARGS 100 2026 --tag=L24 --gis-ordered --gis-basins2 --amp-mu=1.09 --amp-sigma=0.180 --profile=ais_runoff_Ton,gic_T_off_SLOWP,gic_delta,ais_gmst_amp"
ais_runoff_Ton,0.0,-17.785670203174163,-332.9709602820688,0.0,0.0,0.0,0.0,0.0,0.0,"calibrate_mcmc_ext.jl --profile | tag L24 | conditional slice through the posterior median of parameters_subsample_brick_mengel_L24.csv | offsets in posterior sd (0.1261) | rest = prior + point terms + wedge | ARGS 100 2026 --tag=L24 --gis-ordered --gis-basins2 --amp-mu=1.09 --amp-sigma=0.180 --profile=ais_runoff_Ton,gic_T_off_SLOWP,gic_delta,ais_gmst_amp"
ais_runoff_Ton,0.5,-17.722621714124873,-286.6186555197113,46.352304762357505,46.34764522829391,0.0,0.0,0.0,0.004659534063591764,"calibrate_mcmc_ext.jl --profile | tag L24 | conditional slice through the posterior median of parameters_subsample_brick_mengel_L24.csv | offsets in posterior sd (0.1261) | rest = prior + point terms + wedge | ARGS 100 2026 --tag=L24 --gis-ordered --gis-basins2 --amp-mu=1.09 --amp-sigma=0.180 --profile=ais_runoff_Ton,gic_T_off_SLOWP,gic_delta,ais_gmst_amp"
ais_runoff_Ton,1.0,-17.659573225075583,-246.41381035934558,86.55714992272323,86.54934876893526,0.0,0.0,0.0,0.007801153787966086,"calibrate_mcmc_ext.jl --profile | tag L24 | conditional slice through the posterior median of parameters_subsample_brick_mengel_L24.csv | offsets in posterior sd (0.1261) | rest = prior + point terms + wedge | ARGS 100 2026 --tag=L24 --gis-ordered --gis-basins2 --amp-mu=1.09 --amp-sigma=0.180 --profile=ais_runoff_Ton,gic_T_off_SLOWP,gic_delta,ais_gmst_amp"
ais_runoff_Ton,2.0,-17.533476246977,-145.0535649567624,187.91739532530642,187.9118099931095,0.0,0.0,0.0,0.00558533219691526,"calibrate_mcmc_ext.jl --profile | tag L24 | conditional slice through the posterior median of parameters_subsample_brick_mengel_L24.csv | offsets in posterior sd (0.1261) | rest = prior + point terms + wedge | ARGS 100 2026 --tag=L24 --gis-ordered --gis-basins2 --amp-mu=1.09 --amp-sigma=0.180 --profile=ais_runoff_Ton,gic_T_off_SLOWP,gic_delta,ais_gmst_amp"
ais_runoff_Ton,4.0,-17.281282290779835,-147.23952212059444,185.73143816147436,185.73476116900088,0.0,0.0,0.0,-0.0033230075265180403,"calibrate_mcmc_ext.jl --profile | tag L24 | conditional slice through the posterior median of parameters_subsample_brick_mengel_L24.csv | offsets in posterior sd (0.1261) | rest = prior + point terms + wedge | ARGS 100 2026 --tag=L24 --gis-ordered --gis-basins2 --amp-mu=1.09 --amp-sigma=0.180 --profile=ais_runoff_Ton,gic_T_off_SLOWP,gic_delta,ais_gmst_amp"
