tag,block,level_K,n_draws,p05_yr,median_yr,p95_yr,anchor_prior_yr
L24,SLOWP,1.5,1000,162.18577733060366,271.1976359292002,493.4000330074019,522.758554733
L24,SLOWP,3.0,1000,57.30391661940703,86.28401512922038,131.19941094941342,112.743021692
L24,R19,1.5,1000,82.36199356567757,470.45117568872837,3215.306278706116,828.0
L24,R19,3.0,1000,49.80439878426272,149.46756344332982,362.3932423137588,213.0
L24,FAST,1.5,1000,64.40851372891315,104.1050171178762,176.20492808370662,129.896068775
L24,FAST,3.0,1000,21.04565956074901,32.15582885078018,48.83415972474823,37.0130945942
