year,smb_gt_p05,smb_gt_p50,smb_gt_p95,discharge_gt_p05,discharge_gt_p50,discharge_gt_p95,net_gt_p05,net_gt_p50,net_gt_p95,ais_cm_p05,ais_cm_p50,ais_cm_p95,t_ocean_C_p05,t_ocean_C_p50,t_ocean_C_p95,provenance
1850,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.7755381127687493,-0.8671108218857212,0.10674824420607049,0.14210189828335612,0.8460443346426356,1.7000296255892553,"diag_ais_flux_split_vs_imbie.jl | tag L28 (1000 thinned draws) | hindcast 1850-2026, forcing ssp245harm, LWS central | SMB = beta_total, discharge = ice_flux (m^3 ice/yr x 9.17e-10 = Gt/yr; ice-mass sign) | AIS level cm rel (1995, 2005) | 2026-09-21T17:30:52.720"
1851,1639.545610397279,1834.5954406829994,2028.473919262074,-2083.966190397217,-1883.4040005027964,-1673.620017029505,-84.33329077728786,-48.61018037706765,-7.402661177507362,-2.7339632458647123,-1.8326245255116955,-0.8655467641525383,0.15212774754828282,0.8531958034461284,1.7065664559642735,"diag_ais_flux_split_vs_imbie.jl | tag L28 (1000 thinned draws) | hindcast 1850-2026, forcing ssp245harm, LWS central | SMB = beta_total, discharge = ice_flux (m^3 ice/yr x 9.17e-10 = Gt/yr; ice-mass sign) | AIS level cm rel (1995, 2005) | 2026-09-21T17:30:52.720"
1852,1642.227652320834,1837.2210540785359,2030.7505060974038,-2085.2025129390313,-1885.61454119618,-1677.579276946151,-82.43193973481748,-48.796283457737445,-10.047058095550693,-2.7230535393546833,-1.8265899644609729,-0.8681948479248224,0.15650389464499959,0.8591351774198606,1.709878274541178,"diag_ais_flux_split_vs_imbie.jl | tag L28 (1000 thinned draws) | hindcast 1850-2026, forcing ssp245harm, LWS central | SMB = beta_total, discharge = ice_flux (m^3 ice/yr x 9.17e-10 = Gt/yr; ice-mass sign) | AIS level cm rel (1995, 2005) | 2026-09-21T17:30:52.720"
1853,1642.9388764789285,1837.9723925943501,2031.5321818314726,-2085.800702673857,-1887.3422317943023,-1679.4385810108067,-81.67684108802975,-49.20003353693653,-11.200244496637914,-2.703465886095181,-1.8138548801005856,-0.8642215899560057,0.1630640653307097,0.8644821217277123,1.715330234320642,"diag_ais_flux_split_vs_imbie.jl | tag L28 (1000 thinned draws) | hindcast 1850-2026, forcing ssp245harm, LWS central | SMB = beta_total, discharge = ice_flux (m^3 ice/yr x 9.17e-10 = Gt/yr; ice-mass sign) | AIS level cm rel (1995, 2005) | 2026-09-21T17:30:52.720"
1854,1644.1715174609772,1838.7121038726855,2032.4314785505346,-2088.248538214289,-1888.629698333603,-1681.610090940266,-81.07394116149929,-49.32749606727805,-12.644420305633826,-2.683173513270604,-1.801649021925078,-0.8600749810924169,0.15055144611497598,0.8512842023622536,1.7050361258945324,"diag_ais_flux_split_vs_imbie.jl | tag L28 (1000 thinned draws) | hindcast 1850-2026, forcing ssp245harm, LWS central | SMB = beta_total, discharge = ice_flux (m^3 ice/yr x 9.17e-10 = Gt/yr; ice-mass sign) | AIS level cm rel (1995, 2005) | 2026-09-21T17:30:52.720"
1855,1641.685370559846,1836.9387856876538,2030.3747070566906,-2084.9584785048614,-1885.1486546778428,-1676.7479937422586,-82.78464797375759,-48.852135602521116,-9.58099957978573,-2.662935759898251,-1.7893418388293436,-0.8569065327367797,0.12742359610863288,0.8373545164392855,1.6932081592793642,"diag_ais_flux_split_vs_imbie.jl | tag L28 (1000 thinned draws) | hindcast 1850-2026, forcing ssp245harm, LWS central | SMB = beta_total, discharge = ice_flux (m^3 ice/yr x 9.17e-10 = Gt/yr; ice-mass sign) | AIS level cm rel (1995, 2005) | 2026-09-21T17:30:52.720"
1856,1637.3466238914257,1832.8406685735545,2024.6521374090582,-2082.1329367298363,-1879.3619690235637,-1667.2119476167359,-86.43630832496373,-48.480107261660805,-2.850454460769671,-2.644196933799657,-1.7770566615366499,-0.8545591933053159,0.13643896346639142,0.844014782753606,1.6970103303989243,"diag_ais_flux_split_vs_imbie.jl | tag L28 (1000 thinned draws) | hindcast 1850-2026, forcing ssp245harm, LWS central | SMB = beta_total, discharge = ice_flux (m^3 ice/yr x 9.17e-10 = Gt/yr; ice-mass sign) | AIS level cm rel (1995, 2005) | 2026-09-21T17:30:52.720"
1857,1638.7292555061142,1833.6203313742803,2026.8894894895054,-2083.166799452978,-1881.8166393191846,-1671.3717340024855,-85.02965045920007,-48.48206766597457,-5.785579100440649,-2.62516367336066,-1.7669173088127543,-0.8506287288644303,0.1452194813869773,0.8473803090250067,1.7017063641964951,"diag_ais_flux_split_vs_imbie.jl | tag L28 (1000 thinned draws) | hindcast 1850-2026, forcing ssp245harm, LWS central | SMB = beta_total, discharge = ice_flux (m^3 ice/yr x 9.17e-10 = Gt/yr; ice-mass sign) | AIS level cm rel (1995, 2005) | 2026-09-21T17:30:52.720"
1858,1640.1980329815756,1835.308343710746,2029.3323246879968,-2084.2047364704486,-1883.9490096557142,-1675.2859781842785,-83.36032387636045,-48.70540538457942,-8.1865706393136,-2.605802173127464,-1.7560594834266672,-0.8464940977259587,0.10616572564156783,0.8167137615548097,1.6660635053275696,"diag_ais_flux_split_vs_imbie.jl | tag L28 (1000 thinned draws) | hindcast 1850-2026, forcing ssp245harm, LWS central | SMB = beta_total, discharge = ice_flux (m^3 ice/yr x 9.17e-10 = Gt/yr; ice-mass sign) | AIS level cm rel (1995, 2005) | 2026-09-21T17:30:52.720"
1859,1630.7576207622224,1827.3632218891612,2019.5941272229206,-2076.886771411522,-1871.577721732469,-1657.1267278986343,-91.35673834294181,-47.807613665059534,8.190615690251594,-2.5871243161155313,-1.7453515484520263,-0.8471690663487708,0.10432152490183723,0.81554709387442,1.6633587788905073,"diag_ais_flux_split_vs_imbie.jl | tag L28 (1000 thinned draws) | hindcast 1850-2026, forcing ssp245harm, LWS central | SMB = beta_total, discharge = ice_flux (m^3 ice/yr x 9.17e-10 = Gt/yr; ice-mass sign) | AIS level cm rel (1995, 2005) | 2026-09-21T17:30:52.720"
1860,1630.2591889802748,1827.0489360481167,2019.1251840636505,-2076.236998551808,-1871.193054268423,-1656.3263002614312,-91.62186854003275,-47.752358650793326,8.941388732889628,-2.5679060075020446,-1.733918037407126,-0.8474758753861051,0.12397405837963538,0.8338892343593196,1.6921818250322125,"diag_ais_flux_split_vs_imbie.jl | tag L28 (1000 thinned draws) | hindcast 1850-2026, forcing ssp245harm, LWS central | SMB = beta_total, discharge = ice_flux (m^3 ice/yr x 9.17e-10 = Gt/yr; ice-mass sign) | AIS level cm rel (1995, 2005) | 2026-09-21T17:30:52.720"
1861,1636.6676345565734,1831.9020839937766,2023.7797482699934,-2081.5727764889207,-1878.1418453614428,-1666.1328258711233,-87.12937432298764,-48.33920144158435,-1.5696587192900706,-2.5487388400536544,-1.7220802645691178,-0.845757827868184,0.14266266535870314,0.8461553999091154,1.7003350045064811,"diag_ais_flux_split_vs_imbie.jl | tag L28 (1000 thinned draws) | hindcast 1850-2026, forcing ssp245harm, LWS central | SMB = beta_total, discharge = ice_flux (m^3 ice/yr x 9.17e-10 = Gt/yr; ice-mass sign) | AIS level cm rel (1995, 2005) | 2026-09-21T17:30:52.720"
