param,med_L10,med_L11,shift,shift_in_L10_sd,chain_spread,mix_ratio,verdict,d1_share,level_optimum
thermal_alpha,0.15026477045760395,0.1600608739252854,0.00979610346768145,1.31110082377967,0.0004970922766580621,19.70681084313035,REPORTABLE,0.1857881560769945,0.1395
