component,horizon,ratio_p50,ratio_p95,r_param,r2_param,med_lo,med_hi,mean_sd_wc
ais,2100,0.011639445362309762,0.1826652985008111,0.00025143565772729363,6.321988997675676e-8,5.764879105961627,6.067343836599375,12.481492801203128
ais,2150,0.16734194920504356,0.18804221600738152,-0.009689418407340776,9.388482907251425e-5,12.188761214765776,24.828005944018386,33.90041192988165
ais,2300,0.05843273894712062,0.12242067893613919,-0.002942883439426212,8.66056293804905e-6,133.02209903530252,147.1340087031031,102.13816895775288
total,2100,0.00880783369097822,0.20866430810131625,-0.004401643076365859,1.9374461771719506e-5,44.9090205785301,45.17274484940059,12.486216775658438
total,2150,0.1370327417857456,0.15850413218686507,-0.013054246457055474,0.00017041335056154538,69.57346544415131,80.01210532449011,33.864925503838094
total,2300,0.05098025325954435,0.09477227780660509,-0.005368579051006879,2.8821641026909926e-5,215.81922005400085,228.3423489207675,102.0957881571581
