onset_K,V_m,tau_yr,psi_cm_per_yr,shipped_onset,psi_in_greve,score_2100,ratio_2100_med,score_2300,ratio_2300_med,score_3001,ratio_3001_med,score_all,ssp126_2300_cm,ssp126_2100_cm,ssp245_2300_cm,ssp245_2100_cm,ssp585_2300_cm,ssp585_2100_cm,ssp585_in_band,within_inventory
1.6,1.0,800.0,0.125,False,False,0.6118394440932521,1.8112838648859,0.3955711084804676,0.8450500950535196,0.8133883199006202,0.48275403534095884,0.6304560693560283,13.848846785167071,7.713548961389695,43.72620643728962,12.772202256488958,76.71176703160751,19.844394225334646,True,True
1.6,1.0,1600.0,0.0625,False,False,0.46757085715603014,1.5700958418867994,0.5230034388068572,0.6769596048215546,1.0266059307027002,0.37453300762111,0.7178845869217373,11.833754477312365,6.775118223160973,31.70168911334796,10.322385986106797,64.16899273288062,16.620241791156385,True,True
1.6,1.0,2200.0,0.045454545454545456,False,False,0.42373738273150224,1.5029400067222234,0.5846088474269372,0.6262481446535647,1.135596271216771,0.33192631435976505,0.7769383856341568,11.21401547048577,6.513434119484234,28.095915697217166,9.642310006476308,60.38882283389131,15.721799424467271,True,True
1.6,1.0,2700.0,0.037037037037037035,False,False,0.40132815194964194,1.4695555647163052,0.6203872981543528,0.6003766966847107,1.2043642051733678,0.30817837446045115,0.815769130731126,10.895919527940665,6.383284049109353,26.25996904169036,9.304555622018952,58.460937039375466,15.275052194406486,True,True
1.6,1.0,3200.0,0.03125,False,False,0.38562878356313157,1.4465185147410826,0.647265064755548,0.5822636838221554,1.2592665774188574,0.29070547444985123,0.8472335246297382,10.672466978157821,6.29344972669017,24.976003040991095,9.071611646987153,57.11144475990378,14.966728634765277,True,True
1.6,2.0,800.0,0.25,False,True,0.8550376725648499,2.301659089685567,0.4415976608151733,1.2104245496400807,0.5328373622744335,0.7878607940602063,0.6350888573467821,18.301893125994894,9.623809887042807,69.72752432889061,17.74115380306327,103.95155939156061,26.403827167751828,True,True
1.6,2.0,1600.0,0.125,False,False,0.6166700957729554,1.8192830436873655,0.3843217957345465,0.8742435691761508,0.6890575451015207,0.5714187386205085,0.5781538290566467,14.271708510285483,7.746948410585363,45.678489681007306,12.841521262298947,78.86601079410683,19.95552229939531,True,True
1.6,2.0,2200.0,0.09090909090909091,False,False,0.5389624839913152,1.6849713733582137,0.435666615754331,0.7728206488401712,0.8071532573810373,0.48620535209781873,0.6142155810825544,13.032230496632291,7.223580203231884,38.46694284874572,11.48136930303797,71.30567099612821,18.158637566017077,True,True
1.6,2.0,2700.0,0.07407407407407407,False,False,0.49809439537527034,1.6182024893463776,0.47799788614451544,0.7210777529024631,0.8902277102770915,0.43870947229919105,0.6504063811720778,12.39603861154208,6.963280062482122,34.79504953769211,10.805860534123262,67.44989940709652,17.265143105895508,True,True
1.6,2.0,3200.0,0.0625,False,False,0.46897320006658666,1.5721283893959324,0.5142181369758386,0.6848517271773524,0.9606070256012024,0.40376367227799104,0.6848654399247553,11.949133511976395,6.7836114176437565,32.22711753629358,10.339972584059662,64.75091484815316,16.64849598661309,True,True
1.6,3.0,800.0,0.375,False,False,1.0507583786973702,2.7920343144852326,0.6289493464347843,1.5757990042266419,0.5520035224183844,1.0929675527794538,0.7755381657373526,22.75493946682272,11.53407081269592,95.72884222049161,22.710105349637587,131.1913517515137,32.96326011016901,True,True
1.6,3.0,1600.0,0.1875,False,True,0.7471078278303658,2.068470245487932,0.3879430650044198,1.071527533530747,0.5388735836397532,0.7683044696199072,0.5770773106020778,16.709662543258602,8.718778598009752,59.655290248666645,15.3606565384911,93.56302885533304,23.290802807634233,True,True
1.6,3.0,2200.0,0.13636363636363635,False,False,0.6430748502024044,1.8670027399942037,0.37407002742457013,0.9193931530267776,0.6181563657631752,0.6404843898358723,0.5584475328723968,14.850445522778813,7.9337262869795335,48.83797000027427,13.320428599599634,82.22251915836512,20.595475707566887,True,True
1.6,3.0,2700.0,0.1111111111111111,False,False,0.587121151330806,1.7668494139764495,0.39606318010055735,0.8417788091202156,0.6913367656024112,0.569240570137931,0.5714087306662896,13.896157695143497,7.543276075854891,43.33013003369386,12.307165446227572,76.43886177481758,19.25523401738453,True,True
1.6,3.0,3200.0,0.09375,False,False,0.546675353305083,1.6977382640507819,0.4255510471591492,0.7874397705325497,0.760229327859646,0.5168218701061309,0.5938283328222658,13.22580004579497,7.273773108597342,39.47823203159606,11.60833352113217,72.39038493640254,18.330263338460902,True,True
1.6,4.5,800.0,0.5625,False,False,1.2870622428122869,3.527597151684734,0.8909913451814698,2.1238606861064837,0.7521210251660693,1.550627690858325,1.0026765564491438,29.434508978064454,14.399462201175586,134.73081905789311,30.163532669499055,172.05104029144334,42.802409523794786,False,True
1.6,4.5,1600.0,0.28125,False,True,0.9158183959933942,2.4422510481887807,0.5188444094514822,1.3674534800626412,0.5420201849982159,1.0636330661190052,0.6835468129797868,20.36659359271828,10.176523879146337,80.62049110015568,19.139359452779328,115.60855594717236,28.29372356999262,True,True
1.6,4.5,2200.0,0.20454545454545456,False,True,0.7818250981688284,2.140049789948189,0.4104206652347975,1.1392519093066873,0.5156786710961979,0.8719029464429529,0.5903727913790326,17.577768061998594,8.998945412601008,64.39451072756711,16.079017544442127,98.59779140172046,24.250732919891597,True,True
