ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp585,glaciers,2100,fixed,2000,13.173985499017315,13.198165937239207,10.425758570690274,15.99213028745621,5.566371716765936,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2100,joint,2000,14.586573574148662,14.806567870372662,10.75441927804742,19.791999968286657,9.037580690239237,1.6236035159164819,1.1072255677855967,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2150,fixed,2000,20.827746501689614,20.872981482468944,16.75262257605907,25.001802072496012,8.249179496436941,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2150,joint,2000,22.022113656542828,22.202928689514106,16.604117988337997,28.207029531881883,11.602911543543886,1.406553409166999,1.057345001522672,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2300,fixed,2000,27.15472515820906,27.263054466266652,21.871025017312245,32.67703096150272,10.806005944190478,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,glaciers,2300,joint,2000,27.642325278684982,27.747238870838387,21.91345993561952,33.547417999190046,11.633958063570525,1.0766196246472703,1.0179563636764895,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2100,fixed,2000,12.561557362697041,12.595801389977428,10.60887926560587,14.652822898030054,4.043943632424185,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2100,joint,2000,14.547978379676737,15.401530157379238,10.470209290096927,23.562858030711364,13.092648740614438,3.2375942719967914,1.1581349318101748,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2150,fixed,2000,27.21974062874981,27.357574651600395,22.509184427401983,32.590817628797105,10.081633201395121,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2150,joint,2000,32.58882091999395,34.503485925583064,19.902956402784604,56.40217953651434,36.499223133729735,3.620368089634414,1.1972495022811955,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2300,fixed,2000,89.26684572138545,90.0608449046847,78.62912842390024,103.851710785164,25.22258236126376,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,gis,2300,joint,2000,103.19663103633908,104.30429222520743,60.37807966455743,154.21589670596032,93.83781704140289,3.7203889632457603,1.156046572525151,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2100,fixed,2000,38.7440261994691,40.935000268143604,14.407466103692247,72.74599776095563,58.33853165726339,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2100,joint,2000,48.91682230800271,50.686038178974435,17.951424369960414,90.0624761743131,72.11105180435268,1.2360793073778804,1.262564248128477,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2150,fixed,2000,97.88264576840297,100.51977619534345,55.74752175524816,152.6421318348052,96.89461007955705,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2150,joint,2000,111.88413903686413,115.18408911370405,59.03828129718866,184.69891812652588,125.66063682933722,1.2968795346424462,1.1430436739684138,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2300,fixed,2000,295.80603492950524,299.73325844665226,181.13998188857616,433.0458674415848,251.90588555300863,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp585,ais,2300,joint,2000,329.50581744527983,349.71386170865895,189.85539349387741,575.3821657062091,385.5267722123317,1.5304397170633204,1.113925270401619,scope_slr_fair_uncertainty.jl | Ladrillo L24 | ssp ssp585 | forcing raw | climate magicc | lws central (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
