marker,marker_label,component,year,width_ladrillo_cm,width_brick20_cm,width_ratio
vvHL,High-to-Low,ais,2100,67.39047996999125,74.40125521254713,0.9057707397203485
vvHL,High-to-Low,ais,2150,133.10705032180078,141.37951708596034,0.9414875157684277
vvHL,High-to-Low,ais,2300,216.85000321655747,237.7348208944851,0.9121507838046281
vvH,High,ais,2100,63.25940327446741,70.83948079157786,0.8929964275230593
vvH,High,ais,2150,116.92894320852133,119.45288677712563,0.9788708030697203
vvH,High,ais,2300,281.9310277850199,331.653155523043,0.850077929577943
vvVL,Very Low,te,2100,12.015699710255674,13.89741722648088,0.864599480208475
vvVL,Very Low,te,2150,16.454533655298768,18.115337730712405,0.9083205568617172
vvVL,Very Low,te,2300,23.640238879611715,24.82807412108335,0.9521575763114483
vvLN,Low-to-Neg,te,2100,11.768880829428486,14.199814846322612,0.8288052313918955
vvLN,Low-to-Neg,te,2150,15.125861067208342,17.024599079807807,0.8884709117848489
vvLN,Low-to-Neg,te,2300,15.474485738958471,15.16989027065035,1.0200789500038396
vvL,Low,te,2100,11.771177187441841,14.211680286086436,0.8282748380545892
vvL,Low,te,2150,16.38998522690819,18.45045745585272,0.8883240573370759
vvL,Low,te,2300,23.176017981260998,24.403385534222824,0.9497050296058065
vvML,Medium-to-Low,te,2100,13.469806940662291,16.532974139013554,0.8147237652103394
vvML,Medium-to-Low,te,2150,19.46309525205202,22.283968585363617,0.8734124344815142
vvML,Medium-to-Low,te,2300,21.849575182647275,22.376695561873312,0.9764433324049787
vvM,Medium,te,2100,14.433440573218029,18.170175238657983,0.7943479016377422
vvM,Medium,te,2150,25.84057744530459,30.668259217753725,0.8425837691611002
vvM,Medium,te,2300,57.445192769509305,62.96493361313716,0.91233627152628
vvHL,High-to-Low,te,2100,16.31370415398846,19.523506011078528,0.8355929588021394
vvHL,High-to-Low,te,2150,23.675712429504355,26.5468056197655,0.8918478843976819
vvHL,High-to-Low,te,2300,29.741929926991727,31.129917668945076,0.9554130609430428
vvH,High,te,2100,15.44486761136794,19.32108775082488,0.7993787829418946
vvH,High,te,2150,29.564947847024346,35.23914351637754,0.8389803183861126
vvH,High,te,2300,81.20164070432023,90.04183223094986,0.9018212834235172
vvVL,Very Low,glaciers,2100,6.223308595236763,6.329089579043657,0.9832865402700024
vvVL,Very Low,glaciers,2150,7.866824678798079,9.666979608565745,0.8137831046863304
vvVL,Very Low,glaciers,2300,9.835963372104619,15.754861613071533,0.6243129018628696
vvLN,Low-to-Neg,glaciers,2100,5.89059945498423,6.0025443944829675,0.9813504187321583
vvLN,Low-to-Neg,glaciers,2150,7.256877730099336,9.047133586787156,0.8021189982977159
vvLN,Low-to-Neg,glaciers,2300,7.433963886864321,13.618708022547786,0.5458641065331817
vvL,Low,glaciers,2100,5.9342091386031495,5.956429514279511,0.9962695142076151
vvL,Low,glaciers,2150,7.769955281147159,9.189810381333617,0.8454968012103412
vvL,Low,glaciers,2300,9.28490886367233,14.880558282497596,0.6239624002946967
vvML,Medium-to-Low,glaciers,2100,6.634164872170721,6.437409660726173,1.0305643452590763
vvML,Medium-to-Low,glaciers,2150,8.748109611844027,9.983514466228296,0.8762555151732057
vvML,Medium-to-Low,glaciers,2300,9.31848956510874,14.83587341975965,0.6281052218130684
vvM,Medium,glaciers,2100,6.978340907203496,6.581728677657164,1.0602595836095008
vvM,Medium,glaciers,2150,10.174481142026657,11.0130565615911,0.9238562505445546
vvM,Medium,glaciers,2300,12.859912244183155,20.88111221000894,0.6158633752285961
vvHL,High-to-Low,glaciers,2100,8.052342297178225,7.302711314084037,1.1026510498434254
vvHL,High-to-Low,glaciers,2150,9.932311298560201,11.115223911350279,0.893577257442187
vvHL,High-to-Low,glaciers,2300,10.846953554678935,16.52554187607041,0.6563750608617392
vvH,High,glaciers,2100,7.406513156121436,6.714985279955149,1.1029827836303023
vvH,High,glaciers,2150,10.597894462739722,11.530408133224451,0.9191257013879912
vvH,High,glaciers,2300,12.389101159399836,22.623701963275266,0.5476159993404655
