marker,marker_label,component,year,width_ladrillo_cm,width_brick20_cm,width_ratio
vvVL,Very Low,total,2100,56.16385457051648,70.39785085004105,0.7978063803418471
vvVL,Very Low,total,2150,90.08376095270143,114.86102384843761,0.7842848508086565
vvVL,Very Low,total,2300,118.99429173730366,182.01995005461012,0.6537431292646914
vvLN,Low-to-Neg,total,2100,57.26766567200905,72.23833414218949,0.7927600539526134
vvLN,Low-to-Neg,total,2150,79.88447214320118,105.4901234106128,0.7572696813734549
vvLN,Low-to-Neg,total,2300,77.4836740673623,106.86609498110803,0.7250538543684972
vvL,Low,total,2100,56.99668750279683,72.60357072207782,0.7850397292576254
vvL,Low,total,2150,101.51810801685015,123.63182931993373,0.8211324589733456
vvL,Low,total,2300,137.18159018021422,195.797268293483,0.7006307665875654
vvML,Medium-to-Low,total,2100,71.27910207046051,81.73064352707976,0.8721221196165383
vvML,Medium-to-Low,total,2150,135.00564856440994,148.61042651501197,0.9084534088916855
vvML,Medium-to-Low,total,2300,167.9624467034015,188.58995592231653,0.8906224400019911
vvM,Medium,total,2100,73.65561999100728,81.25500067513997,0.9064749169775379
vvM,Medium,total,2150,151.8734019405058,154.77539516606936,0.9812502935466596
vvM,Medium,total,2300,404.84715524617366,326.76008359145334,1.2389737167295876
vvHL,High-to-Low,total,2100,85.59294740417391,89.03446896176305,0.9613461887545245
vvHL,High-to-Low,total,2150,158.59187896838665,163.34687783023077,0.970890176016795
vvHL,High-to-Low,total,2300,249.1359918206929,267.98248370756096,0.9296726725339463
vvH,High,total,2100,78.7605985792961,83.09435104605672,0.9478454020976884
vvH,High,total,2150,145.49879900096698,138.47748955803064,1.0507036159114798
vvH,High,total,2300,383.4309201552071,379.58854254953405,1.0101224804623066
vvVL,Very Low,gis,2100,4.568239616437245,4.906519911361253,0.9310549430074245
vvVL,Very Low,gis,2150,6.639453090011986,7.69354402356818,0.8629901992726471
vvVL,Very Low,gis,2300,9.60473665614663,13.576690426273716,0.7074431510612829
vvLN,Low-to-Neg,gis,2100,4.004514311375927,5.0398668048245545,0.7945674888753991
vvLN,Low-to-Neg,gis,2150,5.829815597034112,7.6012225884815825,0.7669576215105515
vvLN,Low-to-Neg,gis,2300,5.63141220712967,9.389272256154213,0.5997708931529334
vvL,Low,gis,2100,4.14355314326266,5.102156707162346,0.8121179691415573
vvL,Low,gis,2150,6.337834877463607,8.220250535144125,0.7710026416308595
vvL,Low,gis,2300,8.943982050711824,13.603629642082197,0.657470269775945
vvML,Medium-to-Low,gis,2100,4.90673194651312,5.782102309476714,0.848606905220462
vvML,Medium-to-Low,gis,2150,7.822133975136945,9.972126333689209,0.7843998073621608
vvML,Medium-to-Low,gis,2300,7.917271851738596,14.367262167524322,0.5510633661042779
vvM,Medium,gis,2100,5.560132130585215,6.239967375868867,0.8910514744175261
vvM,Medium,gis,2150,12.788134747281347,13.10633873139453,0.9757213672990943
vvM,Medium,gis,2300,59.89436574147001,38.32307902146193,1.5628797912591417
vvHL,High-to-Low,gis,2100,7.179185942925772,7.160759721557526,1.0025732215693222
vvHL,High-to-Low,gis,2150,10.471905489110146,12.378356172079418,0.8459851488786971
vvHL,High-to-Low,gis,2300,11.336970266327643,19.796113513790978,0.5726866669273105
vvH,High,gis,2100,6.4969069191590005,6.915611451274737,0.9394551681993994
vvH,High,gis,2150,17.778608088416473,15.965051454179832,1.1135954142986386
vvH,High,gis,2300,88.1781939886733,57.16651229064709,1.5424798619925597
vvVL,Very Low,ais,2100,38.612935265175516,57.34564103305256,0.6733368843661545
vvVL,Very Low,ais,2150,65.26692556672735,96.04144436743691,0.6795704291683504
vvVL,Very Low,ais,2300,91.57296769815963,153.52013662663046,0.5964883155417599
vvLN,Low-to-Neg,ais,2100,43.13532471896916,61.748981625794684,0.6985592892911783
vvLN,Low-to-Neg,ais,2150,61.57551876204951,89.4319233514519,0.6885183327665719
vvLN,Low-to-Neg,ais,2300,61.972478501417584,85.62305921530613,0.723782577606609
vvL,Low,ais,2100,42.289875048066335,59.260708621029124,0.7136241876301062
vvL,Low,ais,2150,81.03492733111386,109.32777643317293,0.74121078809873
vvL,Low,ais,2300,109.88249680229518,170.28967302086323,0.6452681178666236
vvML,Medium-to-Low,ais,2100,55.654686556614436,66.38465207418892,0.8383667733080368
vvML,Medium-to-Low,ais,2150,112.68643591590751,126.58926846854459,0.8901736875421496
vvML,Medium-to-Low,ais,2300,146.03866170448853,167.70442955619873,0.8708098056262141
vvM,Medium,ais,2100,57.58647378557303,67.34021542388774,0.8551572551867016
vvM,Medium,ais,2150,125.93995902466528,134.15035268282432,0.9387970773541601
vvM,Medium,ais,2300,344.8954674679176,297.177870269487,1.1605691472085702
