ssp,ssp_label,p05,p50,p95,ais,gsic,gis,te,lws
ssp119,SSP1-1.9,30.317373138331085,32.25795598396083,34.472794186675685,5.6922147218362715,5.648842109075401,6.470801171383423,12.094677608345318,2.2642844901450037
ssp126,SSP1-2.6,33.50813424801412,35.81855256106746,75.95388358994414,6.313611407880254,5.919732906476639,6.791969080531611,14.084997808194233,2.498124454360794
ssp245,SSP2-4.5,41.32153092407463,77.69658626420949,108.35697350297241,43.051519720459986,6.270734519493066,7.416791047449118,18.453586086674726,2.272736822937884
ssp460,SSP4-6.0,59.40180581851411,89.27399589180699,112.78495034252798,51.90980143421316,6.367948380715036,7.694600810716256,20.37941235244978,2.5566932415303274
ssp370,SSP3-7.0,71.31844233392847,92.40460053800864,113.85908129145506,53.088255547967336,6.406068744946587,7.877439033596108,22.005371684814996,2.5778286524298224
ssp585,SSP5-8.5,99.2928330848153,116.51252419325826,132.8778823739769,70.76340653730463,6.626440514282628,8.908078197822512,27.68229960617935,2.2642594546870196
