gate,key,value,verdict
CUBE-PREPULSE,first_diff_year,2031.0,PASS
CUBE-PREPULSE,ident_last_year,2030.0,PASS
AIS-MAP-EXACT,max_abs_degC,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_glaciers,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_gis,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_ais,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_te,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_lws,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_total,0.0,PASS
LWS-EXACT-ZERO,max_abs_cm,0.0,PASS
DRAW-PAIRING,config_mismatches,0.0,PASS
DRAW-PAIRING,row_mismatches,0.0,PASS
PAIRING,configs_used,600.0,PASS
PAIRING,median_dgmst_bias_degC,0.00038791183463615653,PASS
SUM,max_abs_cm,4.618527782440651e-14,PASS
SIGN,median_cm_2100,0.0054617921201156605,PASS
SIGN,frac_negative_2100,0.0,PASS
SIGN,median_cm_2150,0.0076762776682599565,PASS
SIGN,frac_negative_2150,0.0,PASS
SIGN,median_cm_2300,0.01752933447412275,PASS
SIGN,frac_negative_2300,0.0,PASS
TAP-CROSSING,mechanism_present,0.0,PASS
AIS-CROSSING,n_fired_2100,33.0,PASS
AIS-CROSSING,n_bifurcation_2100,1.0,PASS
AIS-CROSSING,p_fired_2100,0.0165,PASS
AIS-CROSSING,int_over_cont_2100,1.072711410145415,PASS
P-FIRED-CONSISTENT,p_fired_exact_2100,0.014470833333333334,PASS
P-FIRED-CONSISTENT,z_2100,0.7598908334854326,PASS
AIS-CROSSING,n_fired_2150,37.0,PASS
AIS-CROSSING,n_bifurcation_2150,1.0,PASS
AIS-CROSSING,p_fired_2150,0.0185,PASS
AIS-CROSSING,int_over_cont_2150,1.0616966621884678,PASS
P-FIRED-CONSISTENT,p_fired_exact_2150,0.017033333333333334,PASS
P-FIRED-CONSISTENT,z_2150,0.5069057312334119,PASS
AIS-CROSSING,n_fired_2300,38.0,PASS
AIS-CROSSING,n_bifurcation_2300,1.0,PASS
AIS-CROSSING,p_fired_2300,0.019,PASS
AIS-CROSSING,int_over_cont_2300,1.0814725392439697,PASS
P-FIRED-CONSISTENT,p_fired_exact_2300,0.017135833333333333,PASS
P-FIRED-CONSISTENT,z_2300,0.6423923644659795,PASS
MAGNITUDE,cm_per_GtCO2_2100,0.0054617921201156605,PASS
