block,component,scenario,horizon,metric,arm,value,unit,value_sigma,note,verdict
P,ais,ssp245,2100,median_vs_lit_delta,L16MID vs BRICK 2.0,-1.6297933707159948,|ratio-1| diff,,L16MID 0.815x vs BRICK 2.0 2.814x of the lit median; closer to 1 is better,BETTER
P,ais,ssp245,2100,spread_vs_lit_ALL,L16MID,1.512629447080281,x lit spread,,the same cell scored against ALL 6 comparators including the SEJ envelope; the score reported above is 1.680 => the classification is worth 1.11x here,
P,ais,ssp245,2100,spread_vs_lit,L16MID,1.6803541611867387,x lit spread,,"ours 60.18 cm vs model-based lit 20.88-44.94 (median 35.81, n=5); ALL comparators 20.88-109.87",PASS
P,ais,ssp245,2150,median_joint,L16MID,43.961726126673526,cm,,mean 52.34 cm,
P,ais,ssp245,2150,spread_joint,L16MID,125.54132706872801,cm,,p5-p95,
P,ais,ssp245,2150,median_joint,L14*,11.157235596705274,cm,,champion,
P,ais,ssp245,2150,spread_joint,L14*,103.79907142833298,cm,,champion,
P,ais,ssp245,2150,median_fixed,BRICK 2.0,74.5275224566288,cm,,spread 130.17 cm (parameter only),
P,ais,ssp245,2150,median_vs_lit,L16MID,1.601405992075009,x lit median,,"ours 43.96 cm vs lit 10.91-30.28 (median 27.45), n_lit=4 [1 SEJ comparator(s) excluded from the score; full range 10.91-30.28]",WARN
P,ais,ssp245,2150,median_vs_lit,BRICK 2.0,2.714834733573756,x lit median,,"BRICK 2.0 74.53 cm vs the same lit median 27.45; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",FAIL
P,ais,ssp245,2150,median_vs_lit_delta,L16MID vs BRICK 2.0,-1.1134287414987472,|ratio-1| diff,,L16MID 1.601x vs BRICK 2.0 2.715x of the lit median; closer to 1 is better,BETTER
P,ais,ssp245,2150,spread_vs_lit_ALL,L16MID,1.4249795284219084,x lit spread,,the same cell scored against ALL 5 comparators including the SEJ envelope; the score reported above is 1.493 => the classification is worth 1.05x here,
P,ais,ssp245,2150,spread_vs_lit,L16MID,1.4927867157353565,x lit spread,,"ours 125.54 cm vs model-based lit 44.92-369.45 (median 84.10, n=4); ALL comparators 44.92-369.45; ⚠ THE COMPARATORS DO NOT AGREE -- scored one at a time they give 1xhigh/2xin/1xlow and the median's 'in' is not a majority, so the median is not a summary here; verdict CAPPED at WARN",WARN
P,ais,ssp245,2300,median_joint,L16MID,159.27588267733807,cm,,mean 153.29 cm,
P,ais,ssp245,2300,spread_joint,L16MID,331.7452087854703,cm,,p5-p95,
P,ais,ssp245,2300,median_joint,L14*,79.2307619864618,cm,,champion,
P,ais,ssp245,2300,spread_joint,L14*,301.7419800230067,cm,,champion,
P,ais,ssp245,2300,median_fixed,BRICK 2.0,207.88440028299073,cm,,spread 263.62 cm (parameter only),
P,ais,ssp245,2300,median_vs_lit,L16MID,1.908464569555726,x lit median,,"ours 159.28 cm vs lit 83.46-83.46 (median 83.46), n_lit=1 ⚠ n_lit=1 < 3: a median of so few is not a summary; verdict CAPPED at WARN",WARN
P,ais,ssp245,2300,median_vs_lit,BRICK 2.0,2.490898219080325,x lit median,,"BRICK 2.0 207.88 cm vs the same lit median 83.46; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,ais,ssp245,2300,median_vs_lit_delta,L16MID vs BRICK 2.0,-0.582433649524599,|ratio-1| diff,,L16MID 1.908x vs BRICK 2.0 2.491x of the lit median; closer to 1 is better,BETTER
P,ais,ssp245,2300,spread_vs_lit,L16MID,1.221609470756684,x lit spread,,"ours 331.75 cm vs model-based lit 271.56-271.56 (median 271.56, n=1); ⚠ n=1 < 3 comparators WITH A BAND, so this median is not a summary",PASS
P,ais,ssp585,2100,median_joint,L16MID,43.29904741832698,cm,,mean 44.93 cm,
P,ais,ssp585,2100,spread_joint,L16MID,72.94688124319526,cm,,p5-p95,
P,ais,ssp585,2100,median_joint,L14*,35.054454662368364,cm,,champion,
P,ais,ssp585,2100,spread_joint,L14*,63.80464573425773,cm,,champion,
P,ais,ssp585,2100,median_fixed,BRICK 2.0,48.97931101659971,cm,,spread 62.04 cm (parameter only),
P,ais,ssp585,2100,median_vs_lit,L16MID,3.0015741945922265,x lit median,,"ours 43.30 cm vs lit 3.98-39.10 (median 14.43), n_lit=5 [1 SEJ comparator(s) excluded from the score; full range 3.98-39.10]",FAIL
P,ais,ssp585,2100,median_vs_lit,BRICK 2.0,3.395341116767989,x lit median,,"BRICK 2.0 48.98 cm vs the same lit median 14.43; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",FAIL
P,ais,ssp585,2100,median_vs_lit_delta,L16MID vs BRICK 2.0,-0.3937669221757627,|ratio-1| diff,,L16MID 3.002x vs BRICK 2.0 3.395x of the lit median; closer to 1 is better,BETTER
P,ais,ssp585,2100,spread_vs_lit_ALL,L16MID,1.2775241566532385,x lit spread,,the same cell scored against ALL 6 comparators including the SEJ envelope; the score reported above is 1.292 => the classification is worth 1.01x here,
P,ais,ssp585,2100,spread_vs_lit,L16MID,1.2915501810979242,x lit spread,,"ours 72.95 cm vs model-based lit 20.51-79.00 (median 56.48, n=5); ALL comparators 20.51-151.54; width here is the antarctic_lambda PRIOR -- do NOT narrow",PASS
P,ais,ssp585,2150,median_joint,L16MID,103.54262570653579,cm,,mean 107.52 cm,
P,ais,ssp585,2150,spread_joint,L16MID,123.77470666905178,cm,,p5-p95,
P,ais,ssp585,2150,median_joint,L14*,92.13018608829182,cm,,champion,
P,ais,ssp585,2150,spread_joint,L14*,107.80577387263284,cm,,champion,
P,ais,ssp585,2150,median_fixed,BRICK 2.0,104.0733277832742,cm,,spread 123.45 cm (parameter only),
P,ais,ssp585,2150,median_vs_lit,L16MID,1.0838838345097015,x lit median,,"ours 103.54 cm vs lit 6.26-198.76 (median 95.53), n_lit=4 [1 SEJ comparator(s) excluded from the score; full range 6.26-198.76]",PASS
P,ais,ssp585,2150,median_vs_lit,BRICK 2.0,1.089439221945479,x lit median,,"BRICK 2.0 104.07 cm vs the same lit median 95.53; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",PASS
P,ais,ssp585,2150,median_vs_lit_delta,L16MID vs BRICK 2.0,-0.005555387435777437,|ratio-1| diff,,L16MID 1.084x vs BRICK 2.0 1.089x of the lit median; closer to 1 is better,SAME
P,ais,ssp585,2150,spread_vs_lit_ALL,L16MID,0.4480855685345676,x lit spread,,the same cell scored against ALL 5 comparators including the SEJ envelope; the score reported above is 0.603 => the classification is worth 1.35x here,
P,ais,ssp585,2150,spread_vs_lit,L16MID,0.6030561510800745,x lit spread,,"ours 123.77 cm vs model-based lit 48.68-408.37 (median 205.25, n=4); ALL comparators 48.68-570.98; ⚠ THE COMPARATORS DO NOT AGREE -- scored one at a time they give 1xhigh/1xin/2xlow and the median's 'in' is not a majority, so the median is not a summary here; verdict CAPPED at WARN; width here is the antarctic_lambda PRIOR -- do NOT narrow",WARN
P,ais,ssp585,2300,median_joint,L16MID,306.2160423572917,cm,,mean 325.72 cm,
P,ais,ssp585,2300,spread_joint,L16MID,369.28675506025434,cm,,p5-p95,
P,ais,ssp585,2300,median_joint,L14*,277.3387939513043,cm,,champion,
P,ais,ssp585,2300,spread_joint,L14*,303.06922038302605,cm,,champion,
P,ais,ssp585,2300,median_fixed,BRICK 2.0,290.16519217040354,cm,,spread 351.67 cm (parameter only),
P,ais,ssp585,2300,median_vs_lit,L16MID,1.1216704848252443,x lit median,,"ours 306.22 cm vs lit 267.00-712.02 (median 273.00), n_lit=3",PASS
P,ais,ssp585,2300,median_vs_lit,BRICK 2.0,1.06287616179635,x lit median,,"BRICK 2.0 290.17 cm vs the same lit median 273.00; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",PASS
P,ais,ssp585,2300,median_vs_lit_delta,L16MID vs BRICK 2.0,0.05879432302889431,|ratio-1| diff,,"L16MID 1.122x vs BRICK 2.0 1.063x of the lit median; closer to 1 is better; ⚠ BRICK 2.0 is closer here but its hindcast and its observed rate/accel FAILs -- a compensating error, not skill",WORSE(unearned)
P,ais,ssp585,2300,spread_vs_lit,L16MID,0.3908050606067801,x lit spread,,"ours 369.29 cm vs model-based lit 944.94-944.94 (median 944.94, n=1); ⚠ n=1 < 3 comparators WITH A BAND, so this median is not a summary; verdict CAPPED at WARN; width here is the antarctic_lambda PRIOR -- do NOT narrow",WARN
P,glaciers,ssp126,2100,median_joint,L16MID,7.667047685483274,cm,,mean 7.88 cm,
P,glaciers,ssp126,2100,spread_joint,L16MID,5.803883437214181,cm,,p5-p95,
P,glaciers,ssp126,2100,median_joint,L14*,7.72770691865526,cm,,champion,
P,glaciers,ssp126,2100,spread_joint,L14*,6.0021328177135995,cm,,champion,
P,glaciers,ssp126,2100,median_fixed,BRICK 2.0,11.9951809774217,cm,,spread 3.54 cm (parameter only),
P,glaciers,ssp126,2100,median_vs_lit,L16MID,0.829238774741562,x lit median,,"ours 7.67 cm vs lit 8.95-10.45 (median 9.25), n_lit=3",WARN
P,glaciers,ssp126,2100,median_vs_lit,BRICK 2.0,1.2973532426769414,x lit median,,"BRICK 2.0 12.00 cm vs the same lit median 9.25; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,glaciers,ssp126,2100,median_vs_lit_delta,L16MID vs BRICK 2.0,-0.12659201741850346,|ratio-1| diff,,L16MID 0.829x vs BRICK 2.0 1.297x of the lit median; closer to 1 is better,BETTER
P,glaciers,ssp126,2100,spread_vs_lit,L16MID,0.7887014888908093,x lit spread,,"ours 5.80 cm vs model-based lit 7.12-7.85 (median 7.36, n=3)",PASS
P,glaciers,ssp126,2150,median_joint,L16MID,9.325805001913235,cm,,mean 9.68 cm,
P,glaciers,ssp126,2150,spread_joint,L16MID,7.537245677692981,cm,,p5-p95,
P,glaciers,ssp126,2150,median_joint,L14*,9.420633180384016,cm,,champion,
P,glaciers,ssp126,2150,spread_joint,L14*,7.95152884344977,cm,,champion,
P,glaciers,ssp126,2150,median_fixed,BRICK 2.0,17.178196399287906,cm,,spread 5.57 cm (parameter only),
P,glaciers,ssp126,2150,median_vs_lit,L16MID,0.7682754587337249,x lit median,,"ours 9.33 cm vs lit 12.00-12.28 (median 12.14), n_lit=2 ⚠ n_lit=2 < 3: a median of so few is not a summary; verdict CAPPED at WARN",WARN
P,glaciers,ssp126,2150,median_vs_lit,BRICK 2.0,1.4151686332893931,x lit median,,"BRICK 2.0 17.18 cm vs the same lit median 12.14; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,glaciers,ssp126,2150,median_vs_lit_delta,L16MID vs BRICK 2.0,-0.18344409202311807,|ratio-1| diff,,L16MID 0.768x vs BRICK 2.0 1.415x of the lit median; closer to 1 is better,BETTER
P,glaciers,ssp126,2150,spread_vs_lit,L16MID,0.7383826871408395,x lit spread,,"ours 7.54 cm vs model-based lit 8.52-11.89 (median 10.21, n=2); ⚠ n=2 < 3 comparators WITH A BAND, so this median is not a summary",PASS
P,glaciers,ssp126,2300,median_joint,L16MID,11.684201944532393,cm,,mean 12.24 cm,
P,glaciers,ssp126,2300,spread_joint,L16MID,10.686814154404829,cm,,p5-p95,
P,glaciers,ssp126,2300,median_joint,L14*,11.803035557374768,cm,,champion,
P,glaciers,ssp126,2300,spread_joint,L14*,11.009164777966596,cm,,champion,
P,glaciers,ssp126,2300,median_fixed,BRICK 2.0,27.257046471053435,cm,,spread 12.13 cm (parameter only),
P,glaciers,ssp126,2300,median_vs_lit,L16MID,0.8466981064351445,x lit median,,"ours 11.68 cm vs lit 13.80-13.80 (median 13.80), n_lit=1 ⚠ n_lit=1 < 3: a median of so few is not a summary; verdict CAPPED at WARN",WARN
P,glaciers,ssp126,2300,median_vs_lit,BRICK 2.0,1.9751875004912278,x lit median,,"BRICK 2.0 27.26 cm vs the same lit median 13.80; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,glaciers,ssp126,2300,median_vs_lit_delta,L16MID vs BRICK 2.0,-0.8218856069263724,|ratio-1| diff,,L16MID 0.847x vs BRICK 2.0 1.975x of the lit median; closer to 1 is better,BETTER
P,glaciers,ssp126,2300,spread_vs_lit,L16MID,0.9517494231220812,x lit spread,,"ours 10.69 cm vs model-based lit 11.23-11.23 (median 11.23, n=1); ⚠ n=1 < 3 comparators WITH A BAND, so this median is not a summary",PASS
P,glaciers,ssp245,2100,median_joint,L16MID,9.631011441232124,cm,,mean 9.88 cm,
P,glaciers,ssp245,2100,spread_joint,L16MID,6.541902182099052,cm,,p5-p95,
P,glaciers,ssp245,2100,median_joint,L14*,9.772305317835528,cm,,champion,
P,glaciers,ssp245,2100,spread_joint,L14*,6.695557563161022,cm,,champion,
P,glaciers,ssp245,2100,median_fixed,BRICK 2.0,13.479270827662358,cm,,spread 4.09 cm (parameter only),
P,glaciers,ssp245,2100,median_vs_lit,L16MID,0.7887287400850491,x lit median,,"ours 9.63 cm vs lit 11.38-12.54 (median 12.21), n_lit=3",WARN
P,glaciers,ssp245,2100,median_vs_lit,BRICK 2.0,1.1038807670450832,x lit median,,"BRICK 2.0 13.48 cm vs the same lit median 12.21; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,glaciers,ssp245,2100,median_vs_lit_delta,L16MID vs BRICK 2.0,0.10739049286986768,|ratio-1| diff,,"L16MID 0.789x vs BRICK 2.0 1.104x of the lit median; closer to 1 is better; ⚠ BRICK 2.0 is closer here but its hindcast and its observed rate/accel FAILs -- a compensating error, not skill",WORSE(unearned)
P,glaciers,ssp245,2100,spread_vs_lit,L16MID,0.851816670344222,x lit spread,,"ours 6.54 cm vs model-based lit 7.42-9.60 (median 7.68, n=3)",PASS
P,glaciers,ssp245,2150,median_joint,L16MID,13.329900705793087,cm,,mean 13.72 cm,
P,glaciers,ssp245,2150,spread_joint,L16MID,9.411144229821986,cm,,p5-p95,
P,glaciers,ssp245,2150,median_joint,L14*,13.48728034579789,cm,,champion,
P,glaciers,ssp245,2150,spread_joint,L14*,9.648365168802115,cm,,champion,
P,glaciers,ssp245,2150,median_fixed,BRICK 2.0,20.818500770805663,cm,,spread 7.36 cm (parameter only),
P,glaciers,ssp245,2150,median_vs_lit,L16MID,0.7784538031325561,x lit median,,"ours 13.33 cm vs lit 16.71-17.53 (median 17.12), n_lit=2 ⚠ n_lit=2 < 3: a median of so few is not a summary; verdict CAPPED at WARN",WARN
P,glaciers,ssp245,2150,median_vs_lit,BRICK 2.0,1.2157810818132047,x lit median,,"BRICK 2.0 20.82 cm vs the same lit median 17.12; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,glaciers,ssp245,2150,median_vs_lit_delta,L16MID vs BRICK 2.0,0.005765115054239267,|ratio-1| diff,,L16MID 0.778x vs BRICK 2.0 1.216x of the lit median; closer to 1 is better,SAME
P,glaciers,ssp245,2150,spread_vs_lit,L16MID,0.7291091985548896,x lit spread,,"ours 9.41 cm vs model-based lit 9.16-16.65 (median 12.91, n=2); ⚠ n=2 < 3 comparators WITH A BAND, so this median is not a summary",PASS
P,glaciers,ssp245,2300,median_joint,L16MID,18.060547737068024,cm,,mean 18.49 cm,
P,glaciers,ssp245,2300,spread_joint,L16MID,12.853996612718623,cm,,p5-p95,
P,glaciers,ssp245,2300,median_joint,L14*,18.188665622282656,cm,,champion,
P,glaciers,ssp245,2300,spread_joint,L14*,12.86435688895808,cm,,champion,
P,glaciers,ssp245,2300,median_fixed,BRICK 2.0,32.413616351880634,cm,,spread 17.82 cm (parameter only),
P,glaciers,ssp245,2300,median_vs_lit,L16MID,0.8412539949958279,x lit median,,"ours 18.06 cm vs lit 21.47-21.47 (median 21.47), n_lit=1 ⚠ n_lit=1 < 3: a median of so few is not a summary; verdict CAPPED at WARN",WARN
P,glaciers,ssp245,2300,median_vs_lit,BRICK 2.0,1.5098149095620073,x lit median,,"BRICK 2.0 32.41 cm vs the same lit median 21.47; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,glaciers,ssp245,2300,median_vs_lit_delta,L16MID vs BRICK 2.0,-0.3510689045578351,|ratio-1| diff,,L16MID 0.841x vs BRICK 2.0 1.510x of the lit median; closer to 1 is better,BETTER
P,glaciers,ssp245,2300,spread_vs_lit,L16MID,1.1738099488682998,x lit spread,,"ours 12.85 cm vs model-based lit 10.95-10.95 (median 10.95, n=1); ⚠ n=1 < 3 comparators WITH A BAND, so this median is not a summary",PASS
P,glaciers,ssp585,2100,median_joint,L16MID,13.782416721300166,cm,,mean 14.06 cm,
P,glaciers,ssp585,2100,spread_joint,L16MID,8.625534007080391,cm,,p5-p95,
P,glaciers,ssp585,2100,median_joint,L14*,14.001750527890444,cm,,champion,
P,glaciers,ssp585,2100,spread_joint,L14*,8.867627704216913,cm,,champion,
P,glaciers,ssp585,2100,median_fixed,BRICK 2.0,16.46875440423225,cm,,spread 5.21 cm (parameter only),
P,glaciers,ssp585,2100,median_vs_lit,L16MID,0.8913204661825835,x lit median,,"ours 13.78 cm vs lit 15.30-17.73 (median 15.46), n_lit=3",WARN
P,glaciers,ssp585,2100,median_vs_lit,BRICK 2.0,1.065048180580773,x lit median,,"BRICK 2.0 16.47 cm vs the same lit median 15.46; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",PASS
P,glaciers,ssp585,2100,median_vs_lit_delta,L16MID vs BRICK 2.0,0.043631353236643466,|ratio-1| diff,,"L16MID 0.891x vs BRICK 2.0 1.065x of the lit median; closer to 1 is better; ⚠ BRICK 2.0 is closer here but its hindcast and its observed rate/accel FAILs -- a compensating error, not skill",WORSE(unearned)
P,glaciers,ssp585,2100,spread_vs_lit,L16MID,0.9166740025030844,x lit spread,,"ours 8.63 cm vs model-based lit 8.51-13.85 (median 9.41, n=3)",PASS
P,glaciers,ssp585,2150,median_joint,L16MID,21.23719342732106,cm,,mean 21.41 cm,
P,glaciers,ssp585,2150,spread_joint,L16MID,11.25734508164103,cm,,p5-p95,
P,glaciers,ssp585,2150,median_joint,L14*,21.451996731207164,cm,,champion,
P,glaciers,ssp585,2150,spread_joint,L14*,11.487632495932107,cm,,champion,
P,glaciers,ssp585,2150,median_fixed,BRICK 2.0,27.13559731782666,cm,,spread 11.99 cm (parameter only),
P,glaciers,ssp585,2150,median_vs_lit,L16MID,0.8421039030220171,x lit median,,"ours 21.24 cm vs lit 22.03-28.40 (median 25.22), n_lit=2 ⚠ n_lit=2 < 3: a median of so few is not a summary; verdict CAPPED at WARN",WARN
P,glaciers,ssp585,2150,median_vs_lit,BRICK 2.0,1.0759892775086959,x lit median,,"BRICK 2.0 27.14 cm vs the same lit median 25.22; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",PASS
P,glaciers,ssp585,2150,median_vs_lit_delta,L16MID vs BRICK 2.0,0.08190681946928702,|ratio-1| diff,,"L16MID 0.842x vs BRICK 2.0 1.076x of the lit median; closer to 1 is better; ⚠ BRICK 2.0 is closer here but its hindcast and its observed rate/accel FAILs -- a compensating error, not skill",WORSE(unearned)
P,glaciers,ssp585,2150,spread_vs_lit,L16MID,0.8788700926271119,x lit spread,,"ours 11.26 cm vs model-based lit 10.09-15.53 (median 12.81, n=2); ⚠ n=2 < 3 comparators WITH A BAND, so this median is not a summary",PASS
P,glaciers,ssp585,2300,median_joint,L16MID,26.879855902626858,cm,,mean 26.90 cm,
P,glaciers,ssp585,2300,spread_joint,L16MID,12.04368842819217,cm,,p5-p95,
P,glaciers,ssp585,2300,median_joint,L14*,27.009978184530432,cm,,champion,
P,glaciers,ssp585,2300,spread_joint,L14*,11.951713210291505,cm,,champion,
P,glaciers,ssp585,2300,median_fixed,BRICK 2.0,35.202892443396344,cm,,spread 23.71 cm (parameter only),
P,glaciers,ssp585,2300,median_vs_lit,L16MID,0.9236959585101292,x lit median,,"ours 26.88 cm vs lit 29.10-29.10 (median 29.10), n_lit=1 ⚠ n_lit=1 < 3: a median of so few is not a summary; verdict CAPPED at WARN",WARN
P,glaciers,ssp585,2300,median_vs_lit,BRICK 2.0,1.2097077304143673,x lit median,,"BRICK 2.0 35.20 cm vs the same lit median 29.10; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,glaciers,ssp585,2300,median_vs_lit_delta,L16MID vs BRICK 2.0,-0.1334036889244965,|ratio-1| diff,,L16MID 0.924x vs BRICK 2.0 1.210x of the lit median; closer to 1 is better,BETTER
P,glaciers,ssp585,2300,spread_vs_lit,L16MID,1.2245960813202,x lit spread,,"ours 12.04 cm vs model-based lit 9.83-9.83 (median 9.83, n=1); ⚠ n=1 < 3 comparators WITH A BAND, so this median is not a summary",PASS
P,gis,ssp126,2100,median_joint,L16MID,6.261074480733471,cm,,mean 6.52 cm,
P,gis,ssp126,2100,spread_joint,L16MID,4.549403665660931,cm,,p5-p95,
P,gis,ssp126,2100,median_joint,L14*,6.250639805242374,cm,,champion,
P,gis,ssp126,2100,spread_joint,L14*,4.685984012598481,cm,,champion,
P,gis,ssp126,2100,median_fixed,BRICK 2.0,6.596309598677667,cm,,spread 4.71 cm (parameter only),
P,gis,ssp126,2100,median_vs_lit,L16MID,0.978097973113324,x lit median,,"ours 6.26 cm vs lit 5.46-7.67 (median 6.40), n_lit=3 [1 SEJ comparator(s) excluded from the score; full range 5.46-13.05]",PASS
P,gis,ssp126,2100,median_vs_lit,BRICK 2.0,1.0304680240345538,x lit median,,"BRICK 2.0 6.60 cm vs the same lit median 6.40; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",PASS
P,gis,ssp126,2100,median_vs_lit_delta,L16MID vs BRICK 2.0,-0.008565997147877868,|ratio-1| diff,,L16MID 0.978x vs BRICK 2.0 1.030x of the lit median; closer to 1 is better,SAME
P,gis,ssp126,2100,spread_vs_lit_ALL,L16MID,0.3406166870823107,x lit spread,,the same cell scored against ALL 4 comparators including the SEJ envelope; the score reported above is 0.475 => the classification is worth 1.40x here,
P,gis,ssp126,2100,spread_vs_lit,L16MID,0.47520541989075016,x lit spread,,"ours 4.55 cm vs model-based lit 7.06-17.14 (median 9.57, n=3); ALL comparators 7.06-55.71",FAIL
P,gis,ssp126,2150,median_joint,L16MID,7.541077656111584,cm,,mean 7.95 cm,
P,gis,ssp126,2150,spread_joint,L16MID,6.647389761319322,cm,,p5-p95,
P,gis,ssp126,2150,median_joint,L14*,7.583611903688641,cm,,champion,
P,gis,ssp126,2150,spread_joint,L14*,6.902860710803457,cm,,champion,
P,gis,ssp126,2150,median_fixed,BRICK 2.0,9.918085208266994,cm,,spread 7.16 cm (parameter only),
P,gis,ssp126,2150,median_vs_lit,L16MID,0.6705876101652581,x lit median,,"ours 7.54 cm vs lit 9.31-13.18 (median 11.25), n_lit=2 [1 SEJ comparator(s) excluded from the score; full range 9.31-22.20] ⚠ n_lit=2 < 3: a median of so few is not a summary; verdict CAPPED at WARN",WARN
P,gis,ssp126,2150,median_vs_lit,BRICK 2.0,0.8819621492475912,x lit median,,"BRICK 2.0 9.92 cm vs the same lit median 11.25; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",PASS
P,gis,ssp126,2150,median_vs_lit_delta,L16MID vs BRICK 2.0,0.21137453908233306,|ratio-1| diff,,"L16MID 0.671x vs BRICK 2.0 0.882x of the lit median; closer to 1 is better; ⚠ BRICK 2.0 is closer here but its hindcast FAILs -- a compensating error, not skill",WORSE(unearned)
P,gis,ssp126,2150,spread_vs_lit_ALL,L16MID,0.42361872528531497,x lit spread,,the same cell scored against ALL 3 comparators including the SEJ envelope; the score reported above is 0.496 => the classification is worth 1.17x here,
P,gis,ssp126,2150,spread_vs_lit,L16MID,0.4959244282099714,x lit spread,,"ours 6.65 cm vs model-based lit 11.12-15.69 (median 13.40, n=2); ALL comparators 11.12-86.94; ⚠ n=2 < 3 comparators WITH A BAND, so this median is not a summary; verdict CAPPED at WARN",WARN
P,gis,ssp126,2300,median_joint,L16MID,9.214820575636404,cm,,mean 10.02 cm,
P,gis,ssp126,2300,spread_joint,L16MID,11.12932768831363,cm,,p5-p95,
P,gis,ssp126,2300,median_joint,L14*,9.466809078703855,cm,,champion,
P,gis,ssp126,2300,spread_joint,L14*,11.741794836156991,cm,,champion,
P,gis,ssp126,2300,median_fixed,BRICK 2.0,18.794108904898017,cm,,spread 13.46 cm (parameter only),
P,gis,ssp126,2300,median_vs_lit,L16MID,0.6152114385262417,x lit median,,"ours 9.21 cm vs lit 14.98-14.98 (median 14.98), n_lit=1 ⚠ n_lit=1 < 3: a median of so few is not a summary; verdict CAPPED at WARN",WARN
P,gis,ssp126,2300,median_vs_lit,BRICK 2.0,1.2547559315231298,x lit median,,"BRICK 2.0 18.79 cm vs the same lit median 14.98; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,gis,ssp126,2300,median_vs_lit_delta,L16MID vs BRICK 2.0,0.13003262995062848,|ratio-1| diff,,"L16MID 0.615x vs BRICK 2.0 1.255x of the lit median; closer to 1 is better; ⚠ BRICK 2.0 is closer here but its hindcast FAILs -- a compensating error, not skill",WORSE(unearned)
P,gis,ssp126,2300,spread_vs_lit,L16MID,0.3783641622410118,x lit spread,,"ours 11.13 cm vs model-based lit 29.41-29.41 (median 29.41, n=1); ⚠ n=1 < 3 comparators WITH A BAND, so this median is not a summary; verdict CAPPED at WARN",WARN
P,gis,ssp245,2100,median_joint,L16MID,8.230000221646378,cm,,mean 8.58 cm,
P,gis,ssp245,2100,spread_joint,L16MID,5.59367187238128,cm,,p5-p95,
P,gis,ssp245,2100,median_joint,L14*,8.189425717012728,cm,,champion,
P,gis,ssp245,2100,spread_joint,L14*,5.734412164140114,cm,,champion,
P,gis,ssp245,2100,median_fixed,BRICK 2.0,7.087336431196056,cm,,spread 6.03 cm (parameter only),
P,gis,ssp245,2100,median_vs_lit,L16MID,0.8865079034818688,x lit median,,"ours 8.23 cm vs lit 7.97-10.21 (median 9.28), n_lit=3 [1 SEJ comparator(s) excluded from the score; full range 7.97-14.39]",PASS
P,gis,ssp245,2100,median_vs_lit,BRICK 2.0,0.7634240087096136,x lit median,,"BRICK 2.0 7.09 cm vs the same lit median 9.28; ⚠ FIXED-driver median, scored on medians only -- its parameter-only SPREAD is not comparable with our joint band",WARN
P,gis,ssp245,2100,median_vs_lit_delta,L16MID vs BRICK 2.0,-0.12308389477225523,|ratio-1| diff,,L16MID 0.887x vs BRICK 2.0 0.763x of the lit median; closer to 1 is better,BETTER
P,gis,ssp245,2100,spread_vs_lit_ALL,L16MID,0.4439015726584338,x lit spread,,the same cell scored against ALL 4 comparators including the SEJ envelope; the score reported above is 0.670 => the classification is worth 1.51x here,
P,gis,ssp245,2100,spread_vs_lit,L16MID,0.6698401073299189,x lit spread,,"ours 5.59 cm vs model-based lit 7.85-16.85 (median 8.35, n=3); ALL comparators 7.85-72.68",PASS
P,gis,ssp245,2150,median_joint,L16MID,11.90955373999326,cm,,mean 12.72 cm,
P,gis,ssp245,2150,spread_joint,L16MID,10.449235228963625,cm,,p5-p95,
P,gis,ssp245,2150,median_joint,L14*,11.956536544621898,cm,,champion,
P,gis,ssp245,2150,spread_joint,L14*,11.083822249137251,cm,,champion,
P,gis,ssp245,2150,median_fixed,BRICK 2.0,11.429699606127285,cm,,spread 11.03 cm (parameter only),
