year,ais_p05,ais_p50,ais_p95,ais_pred_p05,ais_pred_p95,ais_obs,glaciers_p05,glaciers_p50,glaciers_p95,glaciers_pred_p05,glaciers_pred_p95,glaciers_obs,gis_p05,gis_p50,gis_p95,gis_pred_p05,gis_pred_p95,gis_obs,te_p05,te_p50,te_p95,te_pred_p05,te_pred_p95,te_obs,total_p05,total_p50,total_p95,total_pred_p05,total_pred_p95,total_obs,glaciers_obs_delta_corrected,provenance
1900,-1.5414116662415829,-1.0210035900030543,-0.5009655825120876,-1.8431012653663763,-0.21149291601231868,-0.7681519642532018,-7.3196979241348,-6.406907137467362,-5.367519238184607,-8.169824001948253,-4.5044523381539125,-7.27700420293,-4.515261221181289,-4.086949708377221,-3.7081358017473667,-5.235707648652037,-2.92431419459797,-4.130332357233222,-4.026927136159733,-3.6274030680147726,-3.2119018752611708,-4.842703428468256,-2.3901340228026045,-3.6098928928375242,-15.372539798373811,-13.81880076050857,-12.481391593891859,NaN,NaN,-13.937918849348069,-7.27700420293,"posterior_predictive_ladrillo.jl | tag L33 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L33.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1912,-1.4037417902814704,-0.96146884858864,-0.5314998953488728,-1.671163951754829,-0.263474953762846,-0.702943815296903,-6.480015642061106,-5.7063375022443665,-4.800328016906496,-7.343695056877568,-4.045271015460626,-6.33277965459,-4.0379694676678906,-3.7105855138220454,-3.3998098100577305,-4.371229762162334,-3.0701738810912214,-3.6499250238591983,-3.8779780624075855,-3.4932316989192413,-3.0930991770432015,-4.60674072809212,-2.3560823486553115,-4.496937417984009,-13.412481932645711,-12.105537847973304,-10.926739039366623,NaN,NaN,-12.504873544685173,-6.33277965459,"posterior_predictive_ladrillo.jl | tag L33 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L33.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1913,-1.3920011497538198,-0.9556827525124151,-0.5345511116950507,-1.6653458263960028,-0.2783668725484234,-0.6975461140334751,-6.405176216959706,-5.641955013945683,-4.747072957702861,-7.179883036881227,-4.043299785970918,-6.26434474858,-3.9765202500101906,-3.6574672359446687,-3.3541604217427508,-4.3105536529925,-3.062290743434991,-3.6160070245916187,-3.962953067740566,-3.5697760675226857,-3.1608757644387233,-4.734892089020353,-2.3886532101239024,-4.43869423866272,-13.467359560470566,-12.164550014947974,-10.993199581993913,NaN,NaN,-12.481187939747363,-6.26434474858,"posterior_predictive_ladrillo.jl | tag L33 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L33.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1914,-1.3842394740782753,-0.9520857630944329,-0.5396033990039303,-1.611700749628115,-0.2764770473154805,-0.692109502857938,-6.341289288821319,-5.5872550943923756,-4.704595684051864,-7.166711110752063,-3.956485082381885,-6.15112605962,-3.9428667298046296,-3.6307949468736602,-3.3309140081682336,-4.274199057822578,-3.006804801658536,-3.6001985376531427,-4.062884117943245,-3.6597926448876343,-3.2405813852980305,-4.880893374524157,-2.397446361817685,-4.3344473361969,-13.317649997798428,-12.023971429120207,-10.860850081894208,NaN,NaN,-12.215842947480144,-6.15112605962,"posterior_predictive_ladrillo.jl | tag L33 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L33.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1915,-1.3769957997352953,-0.9506120509149526,-0.5468614277492451,-1.6087380648551317,-0.29103017357352656,-0.6866780415237095,-6.270658196801039,-5.523145003525958,-4.6510953382009665,-7.113428294552009,-3.9147849704124864,-5.99616084966,-3.9307971578665697,-3.6236704170785554,-3.3258779739924424,-4.261580400961385,-2.9939478231898864,-3.567949086969549,-4.036347419151619,-3.63588873519248,-3.21941555097073,-4.773068815937731,-2.525097583769638,-4.308618783950806,-13.108331286185654,-11.839577929943466,-10.688269512012827,NaN,NaN,-11.887195821280871,-5.99616084966,"posterior_predictive_ladrillo.jl | tag L33 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L33.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1916,-1.3682612528694404,-0.9464475547257685,-0.5489051026818861,-1.6043985984859739,-0.29518554149432996,-0.6812593594253209,-6.1673205353970015,-5.431951026549285,-4.572507489546588,-7.023366358838458,-3.8052128129865936,-5.89606166753,-3.871055594291159,-3.567831408539111,-3.277677750600587,-4.169552303446413,-2.9702715508724595,-3.5504369562322453,-3.986097526371857,-3.590624291840633,-3.1793359271300803,-4.770364634245573,-2.4402268641492983,-4.27322907447815,-13.125361750138683,-11.876102870830994,-10.74451242513245,NaN,NaN,-11.995727195056805,-5.89606166753,"posterior_predictive_ladrillo.jl | tag L33 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L33.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1917,-1.356799614920216,-0.941250856744209,-0.5534227511524324,-1.5681504578987635,-0.32421873412498897,-0.6758843556106235,-6.096232888381207,-5.372836093494681,-4.5235492571965805,-6.908992449038534,-3.756355735553108,-5.7766593543,-3.8028045575779306,-3.5058384593522973,-3.2236747303292335,-4.110720022567686,-2.911332191869998,-3.4816617792302904,-3.9422803457878763,-3.5511543511369963,-3.144387074139271,-4.709185669996073,-2.3641926099153316,-4.251692819595336,-13.21751511574057,-11.985895264874786,-10.875172773252679,NaN,NaN,-12.29178087162002,-5.7766593543,"posterior_predictive_ladrillo.jl | tag L33 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L33.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1918,-1.3444251149211732,-0.9360625665546467,-0.5544048416381635,-1.5578385053841681,-0.3013062286642437,-0.670394529408231,-6.037433249292999,-5.325196744245526,-4.4848173990770945,-6.806918837493126,-3.792059874505938,-5.67177921208,-3.757421878720493,-3.4664458026998073,-3.1888971720123354,-4.085280334263836,-2.889231196419564,-3.470746785944159,-3.897851493858354,-3.5111334249199864,-3.1089503483175522,-4.702246124837202,-2.3039543566122673,-4.2542582035064695,-12.836035720201814,-11.624733904635804,-10.52425588265084,NaN,NaN,-11.69048315752298,-5.67177921208,"posterior_predictive_ladrillo.jl | tag L33 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L33.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1919,-1.3327232118251642,-0.9296783455172167,-0.5535302836971058,-1.5500566967668914,-0.3044067326054305,-0.664944376057401,-5.977563033590033,-5.275060662924821,-4.445868676925815,-6.7429139640985944,-3.7553326542439374,-5.58503070745,-3.744844357173702,-3.4558573405406845,-3.1830961009360665,-4.044206486919828,-2.873488691813838,-3.454160482233221,-3.866554597797697,-3.482941592053095,-3.0839877513426925,-4.602341189732451,-2.32356822393863,-4.2755896091461185,-12.546143788252632,-11.352268496964633,-10.262017044802091,NaN,NaN,-11.250664952584467,-5.58503070745,"posterior_predictive_ladrillo.jl | tag L33 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L33.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1920,-1.3185902077819245,-0.9231524018964634,-0.5546752307426046,-1.5479618665670267,-0.2965547842367604,-0.6595906391799595,-5.908647040865989,-5.217054083541694,-4.398099234849307,-6.639652202062981,-3.675084551834144,-5.53279949102,-3.7150394744014332,-3.4301258817332156,-3.160475236777614,-4.017050425996932,-2.86997964012678,-3.4362096613103685,-3.86270465032497,-3.4794736099411607,-3.0809170095365475,-4.65817599353672,-2.3352755648991605,-4.26266884803772,-12.493567566254479,-11.309028803384795,-10.235205803023657,NaN,NaN,-11.224365852032271,-5.53279949102,"posterior_predictive_ladrillo.jl | tag L33 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L33.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1921,-1.3061935140534309,-0.9166662255111616,-0.5544083299182264,-1.5466734810385312,-0.3083935274998905,-0.6541625157058384,-5.838768989856137,-5.158260191197743,-4.351169820014664,-6.58945572919909,-3.6137375618673975,-5.47143054875,-3.6956976955484295,-3.416025554415403,-3.148664589042821,-3.994456477148207,-2.8522616982663367,-3.420304281061346,-3.8351067949077082,-3.4546138242965974,-3.0589047901517135,-4.486720374554435,-2.422532456233067,-4.285170221328736,-12.415387411895544,-11.24643172387636,-10.18999479104217,NaN,NaN,-11.325210959935976,-5.47143054875,"posterior_predictive_ladrillo.jl | tag L33 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L33.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1922,-1.2934310770767323,-0.9115152525169045,-0.5528922318879748,-1.498254747826628,-0.3140279434936883,-0.6486930027663853,-5.764097845664081,-5.093427374833726,-4.297419625351407,-6.573127698708516,-3.5702751680755505,-5.39706416997,-3.6758827746377896,-3.3988564596212467,-3.1365498577861786,-3.9685705675484804,-2.819481654120358,-3.4399301355535346,-3.794518980081585,-3.4180528538478754,-3.026531699170708,-4.418632484144384,-2.398380454158815,-4.291196298599244,-12.31514756224371,-11.159189061289533,-10.122340206234579,NaN,NaN,-11.200481604358236,-5.39706416997,"posterior_predictive_ladrillo.jl | tag L33 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L33.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1923,-1.2803804182115694,-0.9068883263320322,-0.5526592332634097,-1.4843656173251973,-0.29827353521070155,-0.6433162823379186,-5.69206719787712,-5.030071061799398,-4.246202289660963,-6.481232963158147,-3.5252259716264054,-5.27797008428,-3.641514048053239,-3.369905917511999,-3.109726469234534,-3.9548050077420993,-2.8234038264533656,-3.4075719659978687,-3.7601682934008975,-3.387110206503934,-2.999133379996891,-4.377165036243846,-2.3746528706781196,-4.334321069717407,-12.369569882905669,-11.227564133310153,-10.210152075046178,NaN,NaN,-11.352617614839804,-5.27797008428,"posterior_predictive_ladrillo.jl | tag L33 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L33.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1924,-1.268694302948434,-0.9010544044423284,-0.5521148613874998,-1.474134189117039,-0.321855515538434,-0.6378295078933385,-5.609112943270242,-4.957660537449964,-4.186484180959278,-6.41682943402208,-3.4656693574148383,-5.18389659795,-3.582884116734363,-3.3162288819449985,-3.0613213567135182,-3.8789626134483677,-2.7859507974040016,-3.348880941217596,-3.7309951926169087,-3.360831460524868,-2.9758647352096808,-4.4362733717912635,-2.2956462775215436,-4.327344751358032,-12.097523365784697,-10.966760768276695,-9.96257970413119,NaN,NaN,-11.075476495691147,-5.18389659795,"posterior_predictive_ladrillo.jl | tag L33 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L33.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1925,-1.2570195914962532,-0.8936537213880195,-0.5524895837926052,-1.4418211259321894,-0.3338106756602612,-0.6324462071120884,-5.519193352476506,-4.883454849911134,-4.125306828616147,-6.256185280038627,-3.4876291651053712,-5.09053493413,-3.530279909883767,-3.2688569368128815,-3.0185975135881002,-3.8387962087519814,-2.7162335212302193,-3.3296964471990402,-3.7278046305441888,-3.357957444119816,-2.9733199232580354,-4.434296516125315,-2.3024043228731195,-4.261248254776,-11.9451937050779,-10.826447785648233,-9.829589754248982,NaN,NaN,-11.202160503297451,-5.09053493413,"posterior_predictive_ladrillo.jl | tag L33 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L33.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1926,-1.246042708568864,-0.8859196483835349,-0.5505305388226358,-1.4394540936671574,-0.3287994526517784,-0.6269355908095982,-5.442036673688647,-4.817565558320037,-4.071401500058929,-6.225283899017073,-3.359818028773163,-4.98425517949,-3.4854253443878647,-3.229996521345475,-2.983279025918363,-3.77444136167171,-2.671954015754252,-3.227677327936346,-3.7004616263331425,-3.3333272250941803,-2.95151097476425,-4.42458597573704,-2.3008238948756157,-4.176789331436157,-11.874654361490103,-10.767289802577462,-9.78073013715873,NaN,NaN,-11.233488262164094,-4.98425517949,"posterior_predictive_ladrillo.jl | tag L33 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L33.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1927,-1.2346480124739934,-0.8789809445758168,-0.5488470300218508,-1.456121129600267,-0.30815632950117766,-0.6215731754958775,-5.3400526376093955,-4.724590221894102,-3.9918051893457385,-6.029822069912003,-3.372761089749562,-4.87102313909,-3.406622255671057,-3.1591178095630807,-2.9152134956370084,-3.666910455860444,-2.6574651922805796,-3.1523057764226743,-3.70501372021218,-3.3374276914657814,-2.9551417528667785,-4.382473994748258,-2.3122486950144086,-4.124979639053345,-11.789188483966694,-10.700132977154796,-9.7218249160233,NaN,NaN,-11.300538775892718,-4.87102313909,"posterior_predictive_ladrillo.jl | tag L33 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L33.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1928,-1.2196192753929558,-0.8729233130273517,-0.5498311007136809,-1.4001294726370717,-0.3348038348146826,-0.6161877766311314,-5.263384695862188,-4.658183632451224,-3.9369431055622686,-6.01523549394332,-3.2686795659519587,-4.76876254949,-3.3268563258207484,-3.086101251077375,-2.848669087759746,-3.582468710352941,-2.580171007238246,-3.0399404352361508,-3.6801565428555305,-3.315036672617677,-2.935315515175857,-4.383689694255593,-2.217995043927598,-4.053016519546508,-11.437950884856804,-10.369182646985728,-9.40150473608359,NaN,NaN,-10.99322183443144,-4.76876254949,"posterior_predictive_ladrillo.jl | tag L33 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L33.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1929,-1.2063779237390988,-0.8673549730661937,-0.5508372988157185,-1.39598333075634,-0.31254786794732925,-0.6107674256026892,-5.170438419204251,-4.572324889625813,-3.863834068827476,-5.89542157967467,-3.2409263372882195,-4.67126232061,-3.2236757597496433,-2.9866400549341123,-2.7514019810409645,-3.530445948861146,-2.489984581131726,-2.9371179407293146,-3.636838518363515,-3.276016365164951,-2.9007647921570148,-4.321611923149984,-2.272761043158892,-4.0196997165679935,-11.11264299474521,-10.057316866161734,-9.10577552834308,NaN,NaN,-10.474411885506226,-4.67126232061,"posterior_predictive_ladrillo.jl | tag L33 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L33.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1930,-1.1941299282577527,-0.8599015410094523,-0.5492297949156475,-1.3918206367622883,-0.3273767920790499,-0.6053012982070591,-5.0934339869673835,-4.505073923586706,-3.8075465601385026,-5.78263003455686,-3.2095425876784693,-4.5751269904,-3.1189898144303543,-2.8849903851377094,-2.6500559587190935,-3.382928935773566,-2.368327975314643,-2.8757768457586117,-3.6011836324032767,-3.243898912241473,-2.872326235608628,-4.2141011086678555,-2.278419399306104,-3.9823153018951416,-10.775890663391127,-9.730351425403711,-8.794355923521195,NaN,NaN,-10.184452568299797,-4.5751269904,"posterior_predictive_ladrillo.jl | tag L33 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L33.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1931,-1.180700205470942,-0.8518211140819896,-0.5467271458415522,-1.3407176619024825,-0.35245623647079366,-0.5999289169967319,-5.013467430579443,-4.433972347672173,-3.7470456842949296,-5.665655864514783,-3.1401893129762173,-4.44350086125,-3.0549771379826023,-2.824986097935775,-2.593207627555266,-3.314145758435705,-2.3424641802947415,-2.6913759058172047,-3.5617663552672427,-3.2083923467682296,-2.8408867726955616,-4.1996841136648255,-2.2602720436304597,-3.9497736454010006,-10.588721959223701,-9.557928610010144,-8.6318679184344,NaN,NaN,-9.757755545159595,-4.44350086125,"posterior_predictive_ladrillo.jl | tag L33 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L33.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
1932,-1.166764042466312,-0.8440835583969323,-0.5432132450076774,-1.3315841132488253,-0.32345198637915223,-0.5944008007705357,-4.92473336201924,-4.355488842783309,-3.679506528356362,-5.584855658939636,-3.0545428688647367,-4.35036960515,-2.993757376851893,-2.770128370856958,-2.541341684202073,-3.270531566491563,-2.2675854038529906,-2.5936906641179864,-3.522136891371084,-3.172694646248673,-2.809278068316308,-4.154639464158492,-2.1408088772280394,-3.9116777896881105,-10.402925644164377,-9.391696936354073,-8.47615727809148,NaN,NaN,-9.504605049194335,-4.35036960515,"posterior_predictive_ladrillo.jl | tag L33 | AR(1) obs-noise MersenneTwister(NOISE_SEED=2026) | posterior parameters_subsample_brick_mengel_L33.csv NTHIN=2000, forcing ssp245harm | targets recalib_targets_ext.csv | cm"
