ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
vvH,glaciers,2100,fixed,2000,11.267729910377426,11.290497555756046,9.828451629055218,12.895033517569622,3.0665818885144045,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,ais,2150,fixed,2000,76.74678852658676,79.79951608207217,37.99169131181973,133.33902301729,95.34733170547028,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,ais,2150,joint,2000,74.1905517575579,76.64878841449617,15.954721963646508,140.0747595293884,124.12003756574188,1.3017672896096457,0.9666925897734038,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,ais,2300,fixed,2000,249.82860884787976,256.9772595281273,160.74411500523868,385.8860800630462,225.14196505780754,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,ais,2300,joint,2000,243.597700879391,256.54336817984785,140.4033525337953,414.31767244246254,273.91431990866727,1.2166293380194,0.9750592696440032,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,te,2100,fixed,2000,23.241779413906222,23.223747869086132,20.649385365375746,25.854798721806436,5.2054133564306895,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,te,2100,joint,2000,23.10472856637294,23.226254545539334,15.897792186772364,30.847778122691402,14.949985935919038,2.8720074492163143,0.9941032549576957,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,te,2150,fixed,2000,40.730298550111186,40.69869898147392,36.187230582905535,45.30951146804729,9.122280885141755,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,te,2150,joint,2000,40.28634551948579,40.70747821847978,27.148327564689783,55.95988857962551,28.81156101493573,3.1583724923295886,0.9891001773512857,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,te,2300,fixed,2000,89.89828135270287,89.82853605219934,79.87100394844252,100.00533644251705,20.134332494074528,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,te,2300,joint,2000,87.23173771736927,89.84607214061576,52.63035964531665,132.61979021692719,79.98943057161054,3.9727878038743616,0.9703382134206571,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,lws,2100,fixed,2000,2.8138468232151475,2.813846823215153,2.8138468232151475,2.8138468232151475,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,lws,2100,joint,2000,2.8138468232151475,2.813846823215153,2.8138468232151475,2.8138468232151475,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,lws,2150,fixed,2000,4.3138468232151554,4.313846823215159,4.3138468232151554,4.3138468232151554,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,lws,2150,joint,2000,4.3138468232151554,4.313846823215159,4.3138468232151554,4.3138468232151554,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,lws,2300,fixed,2000,8.813846823215119,8.813846823215131,8.813846823215119,8.813846823215119,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,lws,2300,joint,2000,8.813846823215119,8.813846823215131,8.813846823215119,8.813846823215119,0.0,NaN,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,total,2100,fixed,2000,73.50184918150808,74.62221584107762,51.02017602752707,106.12180506491454,55.10162903738747,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,total,2100,joint,2000,71.01703673702956,73.94135951815842,43.24873371092599,118.04047941196322,74.79174570103723,1.3573418246906939,0.9661938784921936,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,total,2150,fixed,2000,155.18055731524834,158.23758553714393,115.17397453832398,211.85389661132248,96.67992207299851,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,total,2150,joint,2000,152.21876278835214,155.33296745339732,86.4175933068935,229.72837927566877,143.3107859687753,1.4823221088300835,0.9809138813641497,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,total,2300,fixed,2000,433.3876266453393,442.18295514510714,342.5685827626099,576.1517351117398,233.58315234912988,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
vvH,total,2300,joint,2000,422.06903926008533,437.8688802614917,273.16280769572563,650.0130251445394,376.85021744881374,1.6133450279219914,0.973883455157993,scope_slr_fair_uncertainty.jl | Ladrillo L27 | ssp vvH | forcing spliced | climate fair | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
