draw,cfg,avoided_glaciers_2050_cm,avoided_glaciers_2100_cm,avoided_glaciers_2150_cm,avoided_glaciers_2200_cm,avoided_glaciers_2300_cm,avoided_gis_2050_cm,avoided_gis_2100_cm,avoided_gis_2150_cm,avoided_gis_2200_cm,avoided_gis_2300_cm,avoided_ais_2050_cm,avoided_ais_2100_cm,avoided_ais_2150_cm,avoided_ais_2200_cm,avoided_ais_2300_cm,avoided_te_2050_cm,avoided_te_2100_cm,avoided_te_2150_cm,avoided_te_2200_cm,avoided_te_2300_cm,avoided_lws_2050_cm,avoided_lws_2100_cm,avoided_lws_2150_cm,avoided_lws_2200_cm,avoided_lws_2300_cm,avoided_total_2050_cm,avoided_total_2100_cm,avoided_total_2150_cm,avoided_total_2200_cm,avoided_total_2300_cm
20,cfg_0509,0.007269517997102959,0.04315806769878172,0.07767995605724565,0.10504906583082274,0.14663284609793337,0.0073161577102638375,0.04176010830511778,0.10572858112324113,0.17645060410497493,0.33923046716201455,0.002488660006306098,0.02585928711429375,2.025912469510793,8.89724226561367,8.816346317325724,0.0222699911757811,0.10802566473356734,0.23431931663732897,0.3896381754682139,0.7665672183836989,0.0,0.0,0.0,0.0,0.0,0.039344326889448666,0.21880312785176415,2.443640323328623,9.568380111017717,10.068776848969293
21,cfg_0114,0.009952410114491883,0.06703354207991197,0.11718522076137461,0.15649671576654356,0.21741216243404438,0.01326662235287479,0.11072288102752026,0.2219761582026365,0.34200965429825203,0.564553155012284,0.0029121824086875137,0.03993824678725133,0.12136993782905847,0.24805844434148128,0.6083116081628646,0.029711633688549455,0.1647284122818995,0.3875190173706855,0.6832570466493877,1.466563096944867,0.0,0.0,0.0,0.0,0.0,0.05584284856460897,0.3824230821766008,0.8480503341637586,1.4298218610556717,2.8568400225540245
22,cfg_0339,0.015625003477543586,0.06258432740521513,0.08720796247551732,0.10440506391780602,0.13159908759338634,0.017219274336087054,0.13536140198947422,0.25834176858872837,0.3742903229771102,0.5863601178787192,0.005144418637414994,0.059954387371256246,0.18161272884471202,0.3611967739881692,0.8601198424782979,0.023438091788595017,0.15791973150263772,0.39258688614289383,0.7044482251328077,1.5048106361720812,0.0,0.0,0.0,0.0,0.0,0.061426788239643315,0.4158198482685691,0.9197493460518444,1.5443403860159037,3.082889684122449
23,cfg_0197,0.012227492665335404,0.06213765354225842,0.10540016810905861,0.13857897829503685,0.19156373922761816,0.012091967376401058,0.08806968695128958,0.1978946626817084,0.3132128485446408,0.5429604781395447,0.00412150454411897,1.0340368547493632,1.1163719686796725,1.2562258960887789,1.6688851822735273,0.020696968655813386,0.10700007325698024,0.2260447716828189,0.3621884023130377,0.676363878045251,0.0,0.0,0.0,0.0,0.0,0.049137933241670595,1.2912442684998808,1.6457115711532424,2.070206125241498,3.0797732776859448
24,cfg_0668,0.00824220692840072,0.04283195527992589,0.07219453499831019,0.09574952466288877,0.1337549166734675,0.008111325780181033,0.06284413985822823,0.14979603116452012,0.23283674707740687,0.38359828955852393,0.002593728683530916,0.8860363417139805,0.9382915092812638,1.0204021150163527,10.616462394843637,0.019949917591493005,0.08007458010967561,0.14668783640145833,0.21008838882177017,0.33335220940817933,0.0,0.0,0.0,0.0,0.0,0.03889717898360345,1.0717870169618067,1.306969911845556,1.5590767755784327,11.467167810483772
25,cfg_0605,0.014256545900073192,0.07839671906930334,0.11644818747967633,0.1391976445454226,0.16994032634987732,0.011717508028402435,0.10676371948146013,0.2526901025231929,0.41809872691828076,0.7822946846862635,0.004827330281075959,0.07813402741193443,0.2882597877215858,0.6602890057355921,1.991169173370622,0.03268420686356599,0.18709821941495264,0.43445668644791624,0.7508687804431133,1.5499174279084258,0.0,0.0,0.0,0.0,0.0,0.06348559107311047,0.45039268537766475,1.0918547641724103,1.9684541576423271,4.493321612315185
26,cfg_0785,0.006221552932156982,0.04290569433340252,0.08731743489557608,0.1281781162506057,0.1990539782635743,0.006777709042491864,0.045894014160090535,0.11716934489198749,0.20053911308115602,0.38702987833119096,0.9042808182835871,4.505359092527222,4.5753441199065605,4.7299743837184,5.328254443610604,0.02478730715427524,0.12701091050103486,0.2852194355345645,0.48546727347258667,0.9884645429742775,0.0,0.0,0.0,0.0,0.0,0.9420673874125143,4.721169711521711,5.065050335228676,5.54415888652278,6.902802843179643
27,cfg_0514,0.010497849292189443,0.04744591826674949,0.07061396738533432,0.08877130982737214,0.12146203983625625,0.005274791634377607,0.04280755348699472,0.10404206687039874,0.17307287626100631,0.3196897527412723,0.002940351646230077,0.03757750551794459,0.11219105964443798,0.8147243031696121,2.2669627536180315,0.02383763647324777,0.10377567432998447,0.20349898241052244,0.3118497017397175,0.544042697965665,0.0,0.0,0.0,0.0,0.0,0.042550629046040456,0.23160665160168037,0.4903460763106864,1.3884181909977258,3.2521572441611966
28,cfg_0268,0.009078176965852336,0.05238464768207152,0.09687905094901339,0.13560895092933478,0.20108132001250922,0.009181927833020964,0.05535856359401059,0.14551232632003064,0.24492127685642728,0.4599616020594439,0.0033809896302301468,0.036480500292029205,0.10930895173541444,0.21790384638188698,0.530585387211886,0.01980161708795869,0.1062502890200463,0.23622142514111388,0.3941855912605021,0.7672030555460907,0.0,0.0,0.0,0.0,0.0,0.04144271151706391,0.25047400058815583,0.587921754145583,0.9926196654281227,1.958831364829848
29,cfg_0024,0.009673684806951854,0.052924384153815396,0.08071080556037202,0.09217397209029343,0.09592033886716678,0.00986719244976797,0.09608685517472537,0.25084906568287835,0.44766932600845166,0.9178793349246774,0.00224939561717008,0.028651513521850802,0.0989023059291867,0.22676483860180952,0.6870116941341848,0.023690960740536227,0.11751810106861171,0.2607917517614169,0.439486527869164,0.8825342643593928,0.0,0.0,0.0,0.0,0.0,0.045481233614424355,0.2951808539189926,0.6912539289338611,1.2060946645697186,2.5833456322855
