anchor_dt,r_anchor,obs_amp_full,estimator,dt_min,dt_max,grid_step,grid_max,n_models,zone,commit
0.939826733054467,1.911124708373411,2.827785079541622,secant,0.75,2.75,0.01,8.0,40,north,d59ce12
