tag,block,level_K,n_draws,p05_yr,median_yr,p95_yr,anchor_prior_yr,provenance
L27,SLOWP,1.5,1000,131.89681743307733,203.09062307835578,321.5474783339635,522.758554733,diag_glacier_response_times.py | tag L27 | seed n/a (no RNG in this driver) | posterior parameters_subsample_brick_mengel_L27.csv | consts extc_block_constants.csv | commit af30268-dirty | tau50 yr; nu FIXED at the anchor; every 10th draw
L27,SLOWP,3.0,1000,51.618222313638526,75.1423617851429,107.21448705412193,112.743021692,diag_glacier_response_times.py | tag L27 | seed n/a (no RNG in this driver) | posterior parameters_subsample_brick_mengel_L27.csv | consts extc_block_constants.csv | commit af30268-dirty | tau50 yr; nu FIXED at the anchor; every 10th draw
L27,R19,1.5,1000,59.708613867735984,501.0996679442362,3240.8194607740684,828.0,diag_glacier_response_times.py | tag L27 | seed n/a (no RNG in this driver) | posterior parameters_subsample_brick_mengel_L27.csv | consts extc_block_constants.csv | commit af30268-dirty | tau50 yr; nu FIXED at the anchor; every 10th draw
L27,R19,3.0,1000,40.1306665910703,153.32907068610723,360.00567424076024,213.0,diag_glacier_response_times.py | tag L27 | seed n/a (no RNG in this driver) | posterior parameters_subsample_brick_mengel_L27.csv | consts extc_block_constants.csv | commit af30268-dirty | tau50 yr; nu FIXED at the anchor; every 10th draw
L27,FAST,1.5,1000,71.1533822108272,108.90584764764893,163.73601268211607,129.896068775,diag_glacier_response_times.py | tag L27 | seed n/a (no RNG in this driver) | posterior parameters_subsample_brick_mengel_L27.csv | consts extc_block_constants.csv | commit af30268-dirty | tau50 yr; nu FIXED at the anchor; every 10th draw
L27,FAST,3.0,1000,24.15011562318055,34.409282107262,47.042222164542125,37.0130945942,diag_glacier_response_times.py | tag L27 | seed n/a (no RNG in this driver) | posterior parameters_subsample_brick_mengel_L27.csv | consts extc_block_constants.csv | commit af30268-dirty | tau50 yr; nu FIXED at the anchor; every 10th draw
