draw,obs_iid_ais,obs_iid_gsic,obs_iid_gis,obs_iid_steric,obs_iid_fit,obs_iid_total,ar1_prof_ais,ar1_prof_ais_sd,ar1_prof_ais_rho,ar1_prof_gsic,ar1_prof_gsic_sd,ar1_prof_gsic_rho,ar1_prof_gis,ar1_prof_gis_sd,ar1_prof_gis_rho,ar1_prof_steric,ar1_prof_steric_sd,ar1_prof_steric_rho,ar1_prof_fit,ar1_prof_total,model
1,27.358160462851103,1.883833348022904,-51.71602780765683,-438.6174229810996,-461.09145697788244,-166.1624879017491,121.01752883354816,0.02434801437513908,0.9874400850404342,1.883833348022904,1.897251915629928e-09,0.043640624999999766,101.86034438516906,0.025907804988149638,0.9899999999759499,10.255455027521222,0.07192819245975052,0.989999999922346,235.01716159426132,-166.15109233057066,ladrillo
6,3.166791896135166,-4.59928238434297,-76.0709542318868,-745.7288962999303,-823.2323410200249,-167.23500932391215,119.94611573861933,0.025936714906936015,0.9899999997254989,2.3024310819324967,0.03141801927329424,0.9882834490270881,101.67194848081705,0.026146191853592408,0.9899999999250411,9.24775811856803,0.0754845967209342,0.989670442320112,233.1682534199369,-166.3843200729832,ladrillo
11,-23.443398121840247,2.4116769021184865,-87.58449836699349,-885.5033081560381,-994.1195277427533,-165.8969552203286,119.21373608339466,0.02693206690392247,0.9899052036804965,2.4116769021185007,3.0395724534390675e-09,0.09938085937500149,99.57987266773914,0.028775069097089535,0.9899999976188169,8.76431929032556,0.07712753927084989,0.9895917093310183,229.96960494357785,-165.15576014864806,ladrillo
16,-14.029215672171162,0.029021067354932484,-43.62579623420679,-1237.6522778205986,-1295.2782686596215,-166.14196047742027,119.11290884761361,0.025956139511673096,0.989999999969665,1.7057039475154738,0.01746828240263662,0.9640664869220792,101.68565637329247,0.025833153243325864,0.9899999999939102,7.553108890115155,0.08095808431563625,0.9899999986375758,230.0573780585367,-165.13351271735547,ladrillo
21,2.4382417089089046,2.0217459808476974,-108.15334746252164,-153.70353089627326,-257.39689066903827,-164.97242021233967,120.01694361783093,0.0256610263181671,0.9899999999797289,2.595198141095622,0.01575686860621642,0.9524115623136609,98.89322757756669,0.029924088315665974,0.9886123530974629,10.569356478018022,0.07103099038311753,0.9899999999620405,232.07472581451125,-164.90265855417033,ladrillo
26,-3.1115511192633534,-4.259128988171213,-74.89732108985056,-760.4283360141989,-842.696337211484,-163.3924877520942,119.80603337452318,0.026235970176217056,0.9894874592235379,2.3675205297936657,0.0312966685577712,0.9887076616775383,99.61710782775667,0.02879045088912032,0.9886586961540433,9.197163611078182,0.07566254838658008,0.9896472386418235,230.9878253431517,-163.3924877520942,ladrillo
31,49.97595793683995,-1.4419883439872905,-387.8926249797564,-659.3341012907165,-998.6927566776203,-163.07503203122707,122.22276107635254,0.023245947003252457,0.9829830076504136,3.152471213409086,0.028898432989490064,0.9863133138416142,96.17405605237816,0.03371237742966617,0.9899999999896187,9.542878827831444,0.07440912071003099,0.989886653861356,231.09216716997122,-163.07503203122707,ladrillo
36,8.036476853604498,-3.697145712848112,-41.07845720740262,-344.56237241183544,-381.3014984784817,-164.2713409712058,120.31253398429793,0.02564844142169466,0.9877735693035782,2.8133437776576784,0.029789701063038215,0.9872274989707925,99.28721789590854,0.029075924660323417,0.9869452957176301,10.513380266627664,0.07104351188106184,0.9899999999676283,232.9264759244918,-164.2713409712058,ladrillo
41,-160.78519019164963,6.170946151352439,-8.880265775087409,-944.0804036039989,-1107.5749134193834,-164.6990814588997,115.1576806106492,0.03229950837898412,0.9899999999546216,6.190794042817558,0.004827920962147084,0.9202967301683704,100.44507506328416,0.02747691090557373,0.9849632977654845,8.561103566138385,0.07778321133063647,0.9896422120160993,230.35465328288933,-164.6990814588997,ladrillo
46,-99.72219872560315,-3.835524170318081,-109.94941946407941,-816.415391460392,-1029.9225338203926,-166.91137911140027,116.65599642053174,0.02956193129074859,0.9899999999944594,2.2887574442386125,0.031106223931693242,0.9877775288898774,99.91748466306022,0.028634338341256577,0.9899999999020394,9.003797350873796,0.07633000592834215,0.9895921984013809,227.8660358787044,-165.9712902534271,ladrillo
51,30.078256796577207,1.8818512111175494,-16.188589732853515,-546.1545703514638,-530.3830520766226,-163.73537836990505,121.26291902711647,0.024487222743694248,0.9856580668283036,3.5523731538171575,0.018209072151736276,0.953424636982184,101.21490849564982,0.026201500683677076,0.9891556012464384,9.919559306313701,0.0730826105598527,0.9899999995635516,235.94975998289715,-163.73537836990505,ladrillo
56,0.9343311154899681,1.721922721798009,2.25597478649577,-262.4126409492531,-257.50041232546937,-166.95016371665156,118.82060675606216,0.02574873760528903,0.9899999999967759,3.206001599450744,0.026170099189253584,0.9814466624795527,100.8842903171058,0.02685698725498637,0.9843325332105193,10.680966694277416,0.07048574001040099,0.989999999800389,233.59186536689612,-165.87731366262628,ladrillo
