year,model,member,scenario,tas_global_K,gsat_anom_C,gsat_anom_C_11yr,gis_anom_C,gis_anom_C_11yr,amp_11yr,source,basis
2227,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.2869076374579,13.307210501975248,13.217211491903269,17.97676453943427,17.568248079991704,1.3291947466191214,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2228,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.1807866806759,13.20108954519327,13.240334283925604,17.030423674024178,17.66821021406779,1.3344232732490628,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2229,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.16027658626786,13.180579450785217,13.27936509247321,17.571688945589415,17.781183246453477,1.339008538633516,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2230,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.25194444165913,13.272247306176496,13.294875750727783,17.694176700716753,17.827096656945084,1.340899831724204,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2231,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.38040077313093,13.400703637648292,13.295348710170696,17.714482980276614,17.80911926163264,1.3394999747550054,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2232,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.23419252569636,13.25449539021372,13.305157077020594,17.342300284104226,17.750025992394526,1.3340711341958291,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2233,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.3305270751858,13.350829939703146,13.305696635535826,19.00472484991542,17.791970417657833,1.3371694023250473,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2234,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.45093699541457,13.471239859931927,13.31759818755283,18.186671458607975,17.920696458017993,1.3456402727908854,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2235,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.34172982921154,13.362032693728906,13.329260557845135,18.025665024876105,17.901960572726537,1.343057290765471,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2236,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.21548634287853,13.235789207395896,13.3340300170256,17.346380525333643,17.811894078313493,1.3358222574548217,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2237,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.30020744995704,13.320510314474404,13.333486837915768,17.357006933461207,17.87495124639273,1.340605909293181,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2238,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.29284278112544,13.313145645642805,13.350316309266645,18.438153217330637,17.95496783129072,1.3449095448643356,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2239,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.31170375286297,13.33200661738033,13.356004241720722,18.44641011798592,17.808821781782868,1.3333944388960801,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2240,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.2885626594832,13.308865524000566,13.34759722934753,17.365594207383424,17.748428650868938,1.3297096358170926,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2241,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.30440849264426,13.324711357161618,13.350047210247851,16.70344526217326,17.686984694211223,1.3248630821795313,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2242,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.37442580292276,13.39472866744012,13.363777550553225,18.408111829148197,17.764651257239805,1.329313600891568,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2243,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.419316710556,13.43961957507338,13.375496000851843,18.222482717982132,17.806892629679655,1.3313070878676643,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2244,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.3930943321806,13.413397196697986,13.392404839163392,17.39711830532906,17.73049350675745,1.3239215599955725,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2245,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.35845985930945,13.37876272382681,13.41022310455288,17.52234701855474,17.751319870850526,1.3237154768009645,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2246,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.3686796191151,13.388982483632446,13.42216129797341,17.349781501641246,17.75630263570049,1.3229093468263926,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2247,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.36652008623764,13.386822950755004,13.424439890937157,18.20071271864805,17.81548913338967,1.3270936648475673,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2248,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.42911040324185,13.449413267759212,13.445647984828828,17.821662030299535,17.8274295881924,1.3258884665363604,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2249,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.4788400025525,13.49914286706985,13.461724871412814,17.597762865186382,17.85152217403761,1.3260947125688867,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2250,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.5077046721473,13.528007536664688,13.478341616295005,18.675500123009783,17.89314022898848,1.3275476121896246,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2251,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.41988278710903,13.440185651626393,13.496803716870277,17.420404620732995,17.917688683925267,1.327550511942996,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2252,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.32947301524547,13.34977587976283,13.523701485236943,17.354496736754243,17.982962801632073,1.3297367456138434,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2253,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.60771483573114,13.628017700248506,13.534871530363024,18.539456831978214,18.019696068733072,1.3313533141640215,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2254,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.59616246297986,13.616465327497224,13.54792517895981,18.487501162279443,18.05926128048022,1.332990922368438,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2255,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.5758785258847,13.59618139040208,13.572448736852534,17.854916909788642,18.112460457062205,1.3345020348378567,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2256,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.56154296563744,13.581845830154805,13.584009029276512,17.79238002285939,18.06731587576928,1.3300429819231026,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2257,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.6645550711484,13.684857935665775,13.610668252589681,18.067796796416133,18.119493630230807,1.3312714184171845,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2258,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.48939058262454,13.509693447141899,13.64887339337837,18.604778656759038,18.214841520597453,1.3345307700952243,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2259,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.5727005378065,13.593003402323859,13.652720877618663,18.256879359518166,18.140255133085464,1.328691569665308,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2260,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.74859913937246,13.76890200388982,13.66151626374071,18.182953807588206,18.09892898011662,1.324811143266237,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2261,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.6348678888111,13.655170753328434,13.66482549521886,18.17890972878763,18.100948331573136,1.3246380890781528,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2262,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.7131342435539,13.733437108071257,13.682498986906394,17.994359919809767,18.081748390818902,1.3215238245676038,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2263,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.74972956392105,13.770032428438412,13.70367345483453,18.40332353078736,18.147663339745325,1.3242918695893908,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2264,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.65003716237436,13.670340026891722,13.731077312454358,17.719006569346334,18.106127137654628,1.3186239306388592,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2265,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.6929117103224,13.713214574839753,13.74413609334461,18.032913479622152,18.106231170129163,1.3173786294867114,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2266,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.61228007214436,13.63258293666172,13.747975319136314,17.877129775810317,18.14693922293069,1.319971763236387,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2267,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.7559513742003,13.776254238717684,13.765251844174015,17.581180674562802,18.071373567977044,1.3128254951343694,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2268,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.8974742183579,13.917777082875261,13.762226671348257,18.79286123460679,18.09901634001336,1.3151226739851565,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2269,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.79083301644266,13.811135880960023,13.766379981347324,18.147880433761372,18.08574347507761,1.3137617514250501,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2270,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.71634712759925,13.736649992116611,13.774363401397103,18.25802371673808,18.078521666379345,1.3124760208189135,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2271,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.7908306230812,13.811133487598568,13.779306661411205,18.630742388404997,18.018210676283925,1.3076282514811666,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2272,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.8249096642258,13.845212528743161,13.793156354828682,17.3476875242975,18.04864417481156,1.3085216835443996,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2273,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.67985734247054,13.700160206987903,13.789703085508263,18.298430412209257,18.074020909416483,1.3106896353998116,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2274,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.7954159739108,13.815718838428154,13.783444617442001,18.25732201649413,18.096432477609014,1.3129107403753937,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2275,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.73785478292194,13.758157647439305,13.792250438897002,17.6395666736654,18.10979158517123,1.3130410925615061,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2276,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.7472875704775,13.767590434994872,13.795484781093505,17.36949258857254,18.12867438066046,1.3141020173140652,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2277,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.7646266997366,13.784929564253957,13.789619791397962,18.211898259614316,18.04372739245084,1.3085007175982193,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2278,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.7179654116757,13.738268276193082,13.801368269634478,17.860324755216936,18.221047266470478,1.3202348426974517,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2279,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.828631069629,13.848933934146373,13.816013129303512,19.03938848472461,18.21712209048604,1.3185513013047054,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2280,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.88769705244766,13.907999916965025,13.81995218631832,18.294830616945774,18.206616873275415,1.3174153302281226,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2281,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.7519248917608,13.772227756278141,13.841603788410948,18.465734467119603,18.344547551087217,1.3253195100445234,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2282,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.72631573643025,13.746618600947613,13.862475786950675,17.696325518099172,18.443142113994725,1.3304363807333768,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2283,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.95414292482747,13.974445789344827,13.879820581066125,19.298206138513535,18.425682624426713,1.3275159082071806,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2284,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.8409507988299,13.86125366334727,13.910512874946592,18.255253476380403,18.448778875967403,1.3262472089864072,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2285,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.8387456010737,13.859048465591059,13.92407708291102,18.14176462717728,18.365440183922104,1.3189700167964422,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2286,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.97602240594085,13.996325270458215,13.93299018903567,19.15680412959523,18.354894505673993,1.3173693698656348,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2287,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.9768795544145,13.997182418931857,13.955036931030566,18.45403278055511,18.37824602790879,1.3169614755402568,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2288,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.95541943500655,13.975722299523909,13.978999280236895,18.019843874366188,18.446582623729896,1.319592501146283,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2289,IPSL-CM6A-LR,r1i1p1f1,ssp585,300.0555806443609,14.075883508878235,13.98825474035687,18.11438352216453,18.306926500260797,1.308735567092893,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2290,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.9778373572377,13.99814022175508,14.009524572007644,18.12266287222633,18.31326017883221,1.3072006894098203,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2291,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.9857412198188,14.006044084336168,14.024409675558244,18.178828156216525,18.324065622059436,1.306583738351186,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2292,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.99443905370464,14.014741918222,14.029507199717221,18.722601211702397,18.196707925503457,1.297031154869804,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2293,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.98990157769987,14.01020444221723,14.02920769641028,18.448028072131308,18.113282041769647,1.2911122590625255,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2294,IPSL-CM6A-LR,r1i1p1f1,ssp585,300.0559529861472,14.076255850664552,14.032324721712733,17.761988780353477,18.15427277775797,1.2937466270052314,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2295,IPSL-CM6A-LR,r1i1p1f1,ssp585,300.0749189469884,14.09522181150578,14.026193203869736,18.32492394066594,18.15366646016738,1.2942689578209217,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2296,IPSL-CM6A-LR,r1i1p1f1,ssp585,300.0024817401303,14.022784604647654,,18.260624502676762,,,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2297,IPSL-CM6A-LR,r1i1p1f1,ssp585,300.0320951716896,14.052398036206966,,17.755869467479442,,,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2298,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.97358501803814,13.993887882555498,,17.536348059483203,,,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2299,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.98970671333353,14.010009577850894,,18.470741970237782,,,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
2300,IPSL-CM6A-LR,r1i1p1f1,ssp585,299.9881339480879,14.008436812605282,,18.107714028668,,,esgf_ext_nc,anomaly vs own historical 1850-1900 mean
1850,CESM2-WACCM,r1i1p1f1,ssp585,286.8957731727836,-0.05927780058743792,,-1.5679154839594105,,,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1851,CESM2-WACCM,r1i1p1f1,ssp585,286.7098238559195,-0.24522711745152037,,-0.737358125823306,,,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1852,CESM2-WACCM,r1i1p1f1,ssp585,286.83281566307545,-0.12223531029559354,,-1.0676726385082702,,,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1853,CESM2-WACCM,r1i1p1f1,ssp585,286.77349741615967,-0.18155355721137312,,-0.5609574487848477,,,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1854,CESM2-WACCM,r1i1p1f1,ssp585,286.75457503325293,-0.20047594011811043,,-0.6404809522386472,,,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1855,CESM2-WACCM,r1i1p1f1,ssp585,286.9133763369277,-0.04167463644336067,-0.08647184605285929,-0.8795195991768878,-0.10176480235069169,1.176854745167392,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1856,CESM2-WACCM,r1i1p1f1,ssp585,287.0014793160264,0.046428342655360666,-0.09904793545851218,-1.0003881808559072,0.10663554932373452,-1.0766054721897818,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1857,CESM2-WACCM,r1i1p1f1,ssp585,286.9863207176035,0.03126974423247475,-0.10194286506494295,1.2561911540082917,0.18352455380318133,-1.8002687455003994,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1858,CESM2-WACCM,r1i1p1f1,ssp585,286.8042006238406,-0.15085034953045806,-0.10568979016225265,1.018647777585727,0.14113617446199875,-1.3353813480500774,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1859,CESM2-WACCM,r1i1p1f1,ssp585,286.9480600191988,-0.006990954172238162,-0.09769192809271358,1.2420471377593572,0.29445738942036637,-3.0141424697945816,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1860,CESM2-WACCM,r1i1p1f1,ssp585,286.93444824571185,-0.020602727659195352,-0.08365343198447693,1.817993534136292,0.3545789939994315,-4.238666431106241,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1861,CESM2-WACCM,r1i1p1f1,ssp585,286.7574361893214,-0.19761478404961963,-0.06808838275644162,0.7244883844592778,0.3442891763223279,-5.056503949489913,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1862,CESM2-WACCM,r1i1p1f1,ssp585,286.6779796302488,-0.2770713431222589,-0.06030389686022049,0.10842092345060905,0.3879631351604241,-6.433467078581853,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1863,CESM2-WACCM,r1i1p1f1,ssp585,286.79159948700504,-0.16345148636600015,-0.053823799495960015,-1.5339448112612786,0.264626014804241,-4.916524238020464,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1864,CESM2-WACCM,r1i1p1f1,ssp585,286.8614738989246,-0.09357707444644348,-0.047166699199770144,1.1255759157571958,0.1944016670601937,-4.121587271494739,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1865,CESM2-WACCM,r1i1p1f1,ssp585,286.90899849044354,-0.0460524829275073,-0.04372389966585966,0.020856698131069606,0.04540307272697222,-1.0384040095678768,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1866,CESM2-WACCM,r1i1p1f1,ssp585,287.0845918784361,0.1295409050650278,-0.03444290402456896,-0.9927075936250276,-0.219076064667604,6.3605573011884164,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1867,CESM2-WACCM,r1i1p1f1,ssp585,287.08710866088484,0.1320576875137931,-0.024638265482110455,-0.5199746336368491,-0.30001970853296134,12.176981725876848,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1868,CESM2-WACCM,r1i1p1f1,ssp585,287.0576017886104,0.10255081523933995,0.000509944143278641,-0.10051716990972182,-0.2330486830572392,-457.00825498038506,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1869,CESM2-WACCM,r1i1p1f1,ssp585,286.8774287270987,-0.07762224627236947,0.020763753818150897,0.2461799524012065,0.01953167910175776,0.9406622363574692,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1870,CESM2-WACCM,r1i1p1f1,ssp585,286.9859308140718,0.030879840700777095,0.026922592602602435,-0.39693739990607924,-0.15737838625191422,-5.845588074482153,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1871,CESM2-WACCM,r1i1p1f1,ssp585,287.03653919776605,0.08148822439500236,0.025884661250110887,-1.0912769772040463,-0.1309304218764644,-5.058224274652368,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1872,CESM2-WACCM,r1i1p1f1,ssp585,286.86528721328847,-0.08976376008257603,0.015550956645995484,-0.16589169805965298,0.07264004828995883,4.671098373145058,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1873,CESM2-WACCM,r1i1p1f1,ssp585,286.95460993612807,-0.00044103724297883673,0.02569898976702234,0.8451022036835525,0.2145684567658515,8.34929538908147,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1874,CESM2-WACCM,r1i1p1f1,ssp585,287.01439139342864,0.059340420057594656,0.04734619749580237,1.244439172487688,0.252884376242375,5.341176052518161,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1875,CESM2-WACCM,r1i1p1f1,ssp585,286.92922112555357,-0.025829847817476548,0.06369643132220207,-0.8204348031331961,0.19651967346305035,3.085254061863766,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1876,CESM2-WACCM,r1i1p1f1,ssp585,286.89758124556613,-0.05746972780491433,0.06356144294312055,0.3117843062610177,0.1721795530192222,2.7088679086990064,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1877,CESM2-WACCM,r1i1p1f1,ssp585,286.9709211277908,0.015870154419758364,0.07718690855497554,1.246567578205628,0.16709647692274582,2.1648292443754653,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1878,CESM2-WACCM,r1i1p1f1,ssp585,287.19873702521613,0.2436860518450885,0.09520015366439855,1.0412378595979703,0.2869877899764736,3.014572759915584,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1879,CESM2-WACCM,r1i1p1f1,ssp585,287.29572107362696,0.34067010025592026,0.08403608784862047,0.3209579443320365,0.13671528905885566,1.6268640361403968,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1880,CESM2-WACCM,r1i1p1f1,ssp585,287.05728129918907,0.10223032581802727,0.07680829546340172,-0.3738317781713647,-0.0697562652495895,-0.9081866070420423,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1881,CESM2-WACCM,r1i1p1f1,ssp585,286.9844459419019,0.029394968530880305,0.08207217891585762,-0.6646787247881889,-0.1428373679493611,-1.7403871791414411,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1882,CESM2-WACCM,r1i1p1f1,ssp585,287.18641931949645,0.23136834612540724,0.08648616866113136,-1.1471908142652865,-0.17298471204150123,-2.0001430832170053,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1883,CESM2-WACCM,r1i1p1f1,ssp585,287.0634329094921,0.10838193612107716,0.0727962895765896,1.1529127455313528,-0.2666118525981331,-3.662437387246619,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1884,CESM2-WACCM,r1i1p1f1,ssp585,286.8318052121545,-0.12324576121653763,0.03798998949081971,-0.807895306410245,-0.411915278443437,-10.842732097701065,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1885,CESM2-WACCM,r1i1p1f1,ssp585,286.93488567719123,-0.020165296179811776,0.0011823297323561828,-1.0267479249052087,-0.46147261912906856,-390.30788662434446,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1886,CESM2-WACCM,r1i1p1f1,ssp585,286.9871238435306,0.032072870159538525,-0.013318768812542781,-1.6243269328306837,-0.3830464284515797,28.75989769346027,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1887,CESM2-WACCM,r1i1p1f1,ssp585,286.94613513276414,-0.008915840606903203,-0.02182936148463196,-0.01983647875252359,-0.4139714165747224,18.963972760548288,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1888,CESM2-WACCM,r1i1p1f1,ssp585,286.82033245786084,-0.1347185155102011,-0.04037121881534941,0.2166690320826774,-0.33896695847764136,8.396252786620447,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1889,CESM2-WACCM,r1i1p1f1,ssp585,286.81586772427266,-0.1391832490983802,-0.0480119775790978,-0.5570998247003729,-0.3894888090016867,8.112325895346,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1890,CESM2-WACCM,r1i1p1f1,ssp585,286.89083681628387,-0.06421415708717859,-0.040445289649601986,-0.2241728032099104,-0.12612513774084536,3.1184135120191065,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1891,CESM2-WACCM,r1i1p1f1,ssp585,286.8977692151952,-0.05728175817586134,-0.0368744117458174,0.4888563192810125,-0.09446606534835021,2.561832470698745,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1892,CESM2-WACCM,r1i1p1f1,ssp585,286.89082942250894,-0.06422155086210068,-0.023989826436181003,-1.0048535941427588,0.062357239325122424,-2.5993201531077528,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1893,CESM2-WACCM,r1i1p1f1,ssp585,286.98245888885856,0.02740791548751531,0.00831645870157548,-0.3221417751973945,0.05229747359447081,6.288430625473257,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1894,CESM2-WACCM,r1i1p1f1,ssp585,286.9793845630909,0.024333589719844895,0.04170471153436107,0.5971723897668539,0.14657292180797557,3.514541077384319,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1895,CESM2-WACCM,r1i1p1f1,ssp585,286.91503877937896,-0.04001219399208367,0.06970728300725361,2.08910507745901,0.39613754373046234,5.682871669079987,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1896,CESM2-WACCM,r1i1p1f1,ssp585,286.97416533413286,0.019114360761818716,0.08029224441456377,-0.678498128587762,0.6453053885671884,8.036957906362124,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1897,CESM2-WACCM,r1i1p1f1,ssp585,287.1288542819366,0.17380330856553883,0.07308917116948908,0.10072941857751516,0.5707445708576518,7.808880053299988,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1898,CESM2-WACCM,r1i1p1f1,ssp585,287.30150426927946,0.3464532959084181,0.07956614051563417,-0.13049390178969134,0.640573409111813,8.050829221582578,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1899,CESM2-WACCM,r1i1p1f1,ssp585,287.1876032390215,0.2325522656504404,0.0888850446119291,1.2536989624312298,0.6899703510550704,7.762502162961965,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1900,CESM2-WACCM,r1i1p1f1,ssp585,287.1238960104745,0.1688450371034378,0.09741578577965852,2.1881110164469817,0.537254795115814,5.515069152457616,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1901,CESM2-WACCM,r1i1p1f1,ssp585,287.0072713917643,0.0522204183932331,0.11851830743910857,2.5166734899940764,0.42587222391166146,3.593303288864995,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1902,CESM2-WACCM,r1i1p1f1,ssp585,286.81853540949936,-0.13651556387168284,0.11675754710853425,-0.33131267552388977,0.4435947558962219,3.7992812189165788,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1903,CESM2-WACCM,r1i1p1f1,ssp585,286.96207608531654,0.007025111945495155,0.08674180875003788,-0.23673637334698583,0.3954335972163418,4.558742812890319,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
1904,CESM2-WACCM,r1i1p1f1,ssp585,287.0849668339178,0.12991586054675963,0.05632297317812758,0.22122458617843677,0.5336172719293198,9.474238340396141,cmip6_gis_csv,anomaly vs own historical 1850-1900 mean
