tag,k,p,rate_scale,hind_resid_cm,m2300_SSP1-2.6,m2100_SSP1-2.6,in_band_SSP1-2.6,phi_2300_SSP1-2.6,phi_fast_2300_SSP1-2.6,m2300_SSP2-4.5,m2100_SSP2-4.5,in_band_SSP2-4.5,phi_2300_SSP2-4.5,phi_fast_2300_SSP2-4.5,m2300_SSP5-8.5,m2100_SSP5-8.5,in_band_SSP5-8.5,phi_2300_SSP5-8.5,phi_fast_2300_SSP5-8.5,leq_585_2300_m,rf_clip_years_585,g4_2100_cm,ratio_585_over_245,s_railed,g4_rel_to_ref,keeps_2100,s_rel_to_p1,all_pass
L12,1.0,1.0,1.018360540042439,-8.881784197001252e-16,0.09184396165394766,0.06594285647850458,True,0.9446797593923029,0.9937137550630477,0.17205598752060314,0.08741164487762822,True,0.9581867857964625,0.9981660102358347,0.4689907064723554,0.14697641074560808,False,0.9768792641929177,0.9931104686631966,0.5390986779284844,0,8.10335542671035,2.7258028809732373,False,1.0,True,1.0,False
L12,1.0,1.25,1.0025160750692153,-8.881784197001252e-16,0.09239203007100419,0.06696876012303665,True,0.9431429335207548,0.9940151467775235,0.17260898852492804,0.08974470514689892,True,0.9571929016041238,0.9989869647789342,0.4700134461609693,0.15505298614758037,False,0.9773086504934746,0.9951146452804441,0.5390986779284844,0,8.808422602454371,2.722995193805277,False,1.0870092867233705,True,0.9844412029431507,False
L12,1.0,1.5,0.9875495430424807,8.881784197001252e-16,0.09285832050934743,0.06797873617198309,True,0.9416283598850446,0.9942838616010163,0.17301056630299294,0.09212477366121503,True,0.9559231825319683,0.9992596665794353,0.4707380967611606,0.16321968064509668,False,0.9773433226341386,0.9964009405111157,0.5390986779284844,0,9.524094447311358,2.720863279163876,False,1.1753272497363199,False,0.9697445101332439,False
L12,1.0,1.75,0.9722771319496369,-8.881784197001252e-16,0.0932613192352519,0.06895241910945249,True,0.9400012167247835,0.9945119651212576,0.1733013618343286,0.0944794445238384,True,0.9543810504889982,0.9991900169330488,0.47127420798384967,0.17089976410266983,False,0.9771126243607111,0.9972977774836359,0.5390986779284844,0,10.194734499321733,2.7193912557615967,False,1.258088034213304,False,0.9547474531064593,False
L12,1.0,2.0,0.9560074835927069,8.881784197001252e-16,0.09361416571300327,0.0698772554735046,True,0.9381732495926747,0.9947005416651203,0.17351326168331407,0.09674527986985368,True,0.9525864517337961,0.9989519381596914,0.47168190303643015,0.17756252444668477,False,0.9766778027607258,0.9979859600780937,0.5390986779284844,0,10.768526897318017,2.7184198974791647,False,1.3288972691266516,False,0.9387711385133467,False
L12,1.0,2.5,0.9189501443305028,8.881784197001252e-16,0.09420313639269697,0.07154901484884447,True,0.9336665645982102,0.9949806366304161,0.17377424710531542,0.10078961021490586,True,0.9482434010180906,0.9983919023044071,0.47227587223013934,0.1867009540601779,False,0.9753642283349662,0.9992729975146931,0.5390986779284844,0,11.515193921133342,2.717755249107296,False,1.4210402129439936,False,0.9023819248654378,False
L12,1.0,3.0,0.8745859409112743,8.881784197001252e-16,0.0946655800633451,0.07295218857482988,True,0.9276813816163769,0.9951716782455754,0.17385813599272795,0.10391229675509825,True,0.9427134425761351,0.9980008162346964,0.4722739672106877,0.19087820446411566,False,0.9727460560246206,0.999554200570717,0.5390986779284844,153,11.792601588928578,2.71643293834947,False,1.4552738918569095,False,0.8588175862301449,False
L12,1.0,4.0,0.7623840704581492,0.0,0.09520708995930441,0.07491186895944577,True,0.909560354802352,0.9954177235033668,0.17335548258597872,0.10711485084639977,True,0.9263960297218633,0.9978181647081507,0.4707602046605861,0.19189716303973775,False,0.9636145709320317,0.999554200570717,0.5390986779284844,207,11.698529408029199,2.7155772499269197,False,1.4436648514106152,False,0.7486386603573404,False
L12,1.0,5.0,0.6230210117589134,-8.881784197001252e-16,0.09498357661745806,0.07589015745947927,True,0.8798995309090871,0.9955633477687705,0.1713824871478632,0.10756454476358905,True,0.8995189630156133,0.9985217649170818,0.46581677794434284,0.18898529416834875,False,0.9461530410571337,0.999554200570717,0.5390986779284844,222,11.309513670886947,2.7179952029897394,False,1.3956581040007736,False,0.6117882491135701,False
L12,1.5,1.0,0.48786792100839776,-8.881784197001252e-16,0.14001311627356322,0.07769424352685696,True,0.8185847502628956,0.9551037883552479,0.24932745196537304,0.0983733210917138,False,0.844350202447904,0.9657720442621412,0.6797300528208495,0.15682353742013727,False,0.9077102547211118,0.9798880718801356,0.8086480168927266,0,7.912929389328031,2.7262543593284363,False,0.9765003474048992,True,1.0,False
