year,ais_p5,ais_p50,ais_p95,gsic_p5,gsic_p50,gsic_p95,gis_p5,gis_p50,gis_p95,te_p5,te_p50,te_p95,total_p5,total_p50,total_p95,provenance
1955,-2.0705087067774577,-1.5497307950978803,-1.0274012619086756,-2.3725243114911896,-2.0337757428805814,-1.7665581377653865,-2.5064524240335526,-2.225185604616721,-1.9686610723083982,-3.0871721393855496,-2.324875319441356,-1.7056193604179226,-7.437162830593621,-6.659393936729023,-5.957298151497625,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1956,-2.019430627551448,-1.5112720262777053,-1.0020193915138134,-2.3307554521066036,-1.9981498370231228,-1.7357676821708559,-2.4527702431111784,-2.177151913734778,-1.9258164815024645,-3.0433617490656975,-2.2918827648991957,-1.6814147334832295,-7.534262019824833,-6.768625089964046,-6.078917105585103,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1957,-1.9709163152259326,-1.472243996498545,-0.9751169379814678,-2.288745654935706,-1.9622978632900092,-1.7047917217434194,-2.3992655691791698,-2.1292562815618217,-1.8831422449014115,-3.015275608002149,-2.270731765463839,-1.6658975339897955,-7.355342710146108,-6.599463694335112,-5.9207468772495435,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1958,-1.9232603823220977,-1.433529416601971,-0.9487925647723596,-2.2468701546817997,-1.9264263882454238,-1.6736348962571117,-2.345353969490292,-2.0814297780848126,-1.8403387711428503,-2.971034654549739,-2.237414964149827,-1.6414550269558996,-7.013152070632966,-6.267884008949962,-5.600348043274407,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1959,-1.874487318901514,-1.3956431795372004,-0.9236191277060891,-2.2048015509608834,-1.890536249496995,-1.6425569871949963,-2.2915978254766,-2.0335404961135746,-1.7977012478780479,-2.9084730149463804,-2.190301293356405,-1.6068905974685905,-6.88757978077582,-6.158227697543147,-5.5049386952706385,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1960,-1.826484932157693,-1.3582231046956093,-0.8989351159811182,-2.1603260080376696,-1.8523897146607817,-1.609652489661655,-2.236771737632748,-1.9853740339246695,-1.754934237962219,-2.8511911418227482,-2.1471636881100036,-1.5752431649998215,-6.768225808010261,-6.051537831395451,-5.4139677283820955,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1961,-1.7781883096747781,-1.320817653951643,-0.8750281056361147,-2.1144604923326487,-1.8134397141261056,-1.5759879644974526,-2.182397826242599,-1.936840530261362,-1.7118430449702988,-2.798197075679438,-2.107255127495063,-1.545964685822017,-6.625103645244289,-5.921617880396724,-5.298165803307012,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1962,-1.7298119989252478,-1.2839739921496816,-0.8505277809839935,-2.0685323533892195,-1.7742721505822974,-1.542224466412745,-2.1281520880017815,-1.8882207737558085,-1.6693498809898677,-2.751265265180053,-2.071911906255564,-1.520035517964487,-6.526524354290548,-5.838821728128181,-5.227164594030055,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1963,-1.6816564689617146,-1.2462547718465646,-0.8257166669530491,-2.022822313800003,-1.7352306256227281,-1.5084373009622782,-2.0741558276872665,-1.8395216503928058,-1.6266361153777316,-2.7069374469574305,-2.0385296891657942,-1.4955450193618922,-6.357575765100586,-5.67997914054661,-5.080036975836788,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1964,-1.6339301246710118,-1.2095916460521847,-0.8010756670752863,-1.9775258532274473,-1.6964370847912686,-1.474698539750701,-2.0200189396612678,-1.7911352473078193,-1.5837093672115876,-2.82049605056985,-2.124047950839821,-1.5582845570742008,-6.35533230941129,-5.660493068654356,-5.05570050433628,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1965,-1.5839501993364569,-1.1689946951819992,-0.7746004639925862,-1.9434738176482482,-1.6675386116918989,-1.449600139088765,-1.9680864053812168,-1.7446316844494756,-1.5419621483909396,-2.8897882634362357,-2.176230254983898,-1.596567534004224,-6.410672843904779,-5.704099592908967,-5.095447326779986,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1966,-1.5339071550791652,-1.1263052616624951,-0.7458072359624508,-1.9148947291666139,-1.6430858230393168,-1.4284271598359781,-1.9174590190282623,-1.699265974397561,-1.5018534697020205,-2.840023115880965,-2.1387533155403347,-1.5690729871140665,-6.327080176842571,-5.6312139389475595,-5.034265555694088,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1967,-1.4838649289240395,-1.0855016113340616,-0.7185242344720185,-1.880677403223153,-1.6138854148633244,-1.4031324322487195,-1.8658474002943817,-1.6528372094767214,-1.459449738674007,-2.769866408809433,-2.0859199815376686,-1.5303123892459505,-6.242270899449714,-5.557331610207694,-4.974090267197177,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1968,-1.4352230407314435,-1.0463511101789675,-0.6925759835709268,-1.8415779412681454,-1.5805976426416444,-1.3741811160206223,-1.813185290365613,-1.6055778475386444,-1.4177775994888506,-2.6904407958113037,-2.026106456715045,-1.4864308506966837,-6.226156451076742,-5.558195934540285,-4.986359607023124,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1969,-1.387126289216907,-1.0079855795679726,-0.6667167384460814,-1.7989842032154486,-1.5442172722618475,-1.3427126067674025,-1.760193245777854,-1.557484945121637,-1.3760596947956025,-2.632973706566172,-1.982829369648325,-1.4546810889153825,-5.990193991515991,-5.33337624141578,-4.773553573351035,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1970,-1.338959527182793,-0.9709124455672926,-0.6401684530637445,-1.7554536293278615,-1.507008784322812,-1.3105547802895205,-1.7071928257724438,-1.5096857686189646,-1.332876235855081,-2.588694090987506,-1.9494834528140017,-1.4302172215983278,-5.933564051978491,-5.288605847019166,-4.743932408649962,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1971,-1.2897893818362394,-0.9333306214683139,-0.6162728074404213,-1.7122783894723985,-1.4700900668125767,-1.2785729425190964,-1.6542464839986797,-1.461651813712611,-1.2901887312937927,-2.52199248881323,-1.8992520754690907,-1.393365520785174,-5.887762661111941,-5.255578417382795,-4.725242337853349,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1972,-1.2425614881392417,-0.8966979987271115,-0.5917240635029943,-1.6673975804309076,-1.4315508283397658,-1.2451978782048871,-1.601206141691252,-1.413346265912064,-1.2470075444948348,-2.450130152329737,-1.8451342728508293,-1.3536625865602274,-5.6764986711069065,-5.06198700307416,-4.544836975594224,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1973,-1.1959823655334414,-0.8596179982352046,-0.5667057563664758,-1.620408370041266,-1.391436904599416,-1.2102591165277723,-1.5474055374072475,-1.364644893533966,-1.2034539810549862,-2.3747905373572555,-1.7883978151745175,-1.3120385046815042,-5.6305054363414415,-5.035030707601218,-4.533132711771634,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1974,-1.1489120229184804,-0.8233030948660829,-0.5417639934938632,-1.571900990836863,-1.3499145027163686,-1.1742032208200917,-1.4928421083159185,-1.3158981042824736,-1.1600444428676253,-2.3078478441884718,-1.737984877982095,-1.275053604471204,-5.965468543906154,-5.385994894533207,-4.8988984858734295,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1975,-1.1021038430309857,-0.7879458352351962,-0.5180147711432322,-1.522677641712267,-1.3078678361065603,-1.137622158803091,-1.4380225843606955,-1.2671361566762205,-1.1170148483337012,-2.2358293956477335,-1.6837495111164995,-1.2352644205215222,-5.565816212019343,-5.003159985637302,-4.531160464817502,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1976,-1.0549062596329422,-0.7524753229016936,-0.4937947641689563,-1.4725064572896578,-1.2647901351531046,-1.1001744291785276,-1.3832521468991044,-1.2180084860506235,-1.0737301579954361,-2.1586395697212466,-1.6256197039317983,-1.1926181230093567,-5.321170904733439,-4.776518139687548,-4.319695158264696,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1977,-1.0082603171445261,-0.7168697246545113,-0.470288820168648,-1.4213624276869814,-1.221029412966907,-1.062066675757459,-1.328341789319091,-1.1691399701650425,-1.0301892209216987,-2.0856664833634233,-1.5706654222147665,-1.1523015150387608,-5.033374970355983,-4.506007553702197,-4.065141328934391,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1978,-0.9624296501087227,-0.6824738534766117,-0.44757229554618283,-1.3690403865498935,-1.1761510568358022,-1.0232135500796902,-1.2728576838136414,-1.1199009316345507,-0.9863092543234471,-2.0030498518760345,-1.5084488178764546,-1.1066569834755,-5.124301371496452,-4.616774033850551,-4.192176786695969,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1979,-0.9171003081068315,-0.648661613660912,-0.42488852063992355,-1.3147637304903477,-1.1296100017066155,-0.9829416692571842,-1.217182431056561,-1.070096174690411,-0.942432309235582,-1.9082148408498962,-1.437030844858111,-1.054261968378019,-4.955832654335396,-4.471284133243026,-4.065172428624019,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1980,-0.8721550832046013,-0.615772365084399,-0.40287075709559544,-1.2582785415037203,-1.0813729523426463,-0.9410806137037581,-1.1607905817651796,-1.020175650866035,-0.8981466996787728,-1.8062675434786317,-1.3602567795190224,-0.9979375147071845,-4.522678341885381,-4.061590536381604,-3.6751565869899885,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1981,-0.8273167513358793,-0.5834810064221967,-0.3819826924843865,-1.2001989442581482,-1.0314954249217716,-0.8976828938865884,-1.103773147738628,-0.9698906063947756,-0.8534138781361982,-1.716215984077547,-1.292441109230401,-0.9481852896236541,-4.384430448314102,-3.945400823274741,-3.5780703507375216,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1982,-0.7826707572210174,-0.5512868154674055,-0.36124613175431947,-1.1405697333408773,-0.9803757698497435,-0.8530801318132961,-1.0465114698578912,-0.9193412312858911,-0.8087266597055981,-1.6258133995280375,-1.2243610903187578,-0.8982391280629478,-4.196817130096574,-3.7800554127785735,-3.4310010109111726,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1983,-0.7385111143511885,-0.5198293308715164,-0.3410832425723847,-1.0791161903708384,-0.9278788561769609,-0.8074097845411251,-0.9889957680954248,-0.8685227190593358,-0.7639698105298793,-1.599772867059201,-1.2047505896701098,-0.8838520986622231,-3.9418922755248045,-3.5377230951908105,-3.199800568834446,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1984,-0.6938856102768353,-0.48785502829891936,-0.3196392300195863,-1.0211652874574282,-0.8781583425343924,-0.764288575618962,-0.932616902104557,-0.8182613685826574,-0.7195421031440331,-1.645238394550252,-1.238989588331961,-0.9089711656980457,-3.9438813414304668,-3.534708134828046,-3.1973379120491927,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1985,-0.6489320669642608,-0.45363589198140347,-0.2961181812856096,-0.9710094500379755,-0.8351762782479789,-0.7269660246988943,-0.8785499568917091,-0.7696659946380718,-0.6757481551042939,-1.5991635529790422,-1.2042917298453926,-0.8835154611685,-3.8506182260650914,-3.453040260476384,-3.126076735334366,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1986,-0.6030117013319921,-0.41925193369929603,-0.27278835430188975,-0.9200288279546113,-0.7914945872317117,-0.6890637162530034,-0.8239038449144969,-0.7208243224310233,-0.6323131636896943,-1.5000224600283174,-1.1296309497732269,-0.8287413961293522,-3.657289278168441,-3.28115971351525,-2.97354215082926,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1987,-0.5584770498480123,-0.3864757629614579,-0.2511785129323464,-0.8639473624094138,-0.7434263327970801,-0.6473447973812712,-0.7679269175203011,-0.6710754595063352,-0.5881617869997062,-1.4031343153533142,-1.056666811030315,-0.7752120534521573,-3.133891528715211,-2.7811556316921386,-2.4927210872537975,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1988,-0.5137428734968305,-0.35445843073205685,-0.23092116256457257,-0.8048726398413717,-0.6925905195252182,-0.6032393272962818,-0.7111585601639552,-0.6206393961582624,-0.5436552377473566,-1.2906135749879308,-0.9719301392835898,-0.7130459206449488,-2.945512260294806,-2.6184419469600337,-2.351209631598832,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1989,-0.46987470159441536,-0.3235084261809851,-0.21101939231390507,-0.7424106819334968,-0.6388419111512018,-0.5564887230986072,-0.6532120136649567,-0.569529997254941,-0.49875087706775484,-1.1614779965646385,-0.8746812313565281,-0.6417003225593905,-2.8782766603950765,-2.5817035968230497,-2.339233269479848,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1990,-0.4266533089504825,-0.2939248288404847,-0.19196883105297596,-0.676412810762383,-0.5820512777107469,-0.5070542724417891,-0.5943527147213489,-0.517907104268249,-0.45342954766279786,-1.0159487557361362,-0.76508664933022,-0.5612974556452638,-2.583043501250443,-2.320561087884908,-2.105256117172058,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1991,-0.38393938245936976,-0.2656063313520036,-0.17395112954065955,-0.6070405179147927,-0.5223915717940806,-0.4551297185895707,-0.5343538758744987,-0.46569414300212664,-0.4077203990907405,-0.8751916888844493,-0.6590858771071406,-0.48353114800241875,-2.232124124669379,-2.0031265256123625,-1.8131898341236588,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1992,-0.3418625562946122,-0.2380789534248251,-0.15710657865155064,-0.5345945892936653,-0.4600637230280907,-0.4007796721449007,-0.4732856357368762,-0.413052119679571,-0.36181141004172485,-0.872821503581281,-0.6573009473834178,-0.4822216538251142,-1.9069611953370982,-1.684986261639849,-1.504250288893889,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1993,-0.2990382864226965,-0.2086148617611316,-0.13808199050548273,-0.4700685146817928,-0.4044552847410864,-0.3524618652735194,-0.4149286032367875,-0.361698120946926,-0.3166971256720654,-1.0898054405732895,-0.8207063478766807,-0.6021022393978167,-2.23311336495791,-1.9659286099092286,-1.7599880269364427,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1994,-0.2540009026750831,-0.1737511070953289,-0.11242113652404737,-0.4251384587596852,-0.3658529295522177,-0.3188648394321415,-0.36303818282646466,-0.31399281067256213,-0.2740643256766957,-1.070131398853205,-0.8058902987665109,-0.5912326069509116,-2.10458108192536,-1.8394656769129307,-1.6365351346437356,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1995,-0.20815408728205406,-0.13911439705196552,-0.08509232102540767,-0.377912148678413,-0.32525181341928144,-0.2835063932509608,-0.3103942532585609,-0.2658854882132099,-0.23065755896498105,-0.9098706437160871,-0.6852017665204675,-0.5026907847474148,-1.698315359601704,-1.469783154248955,-1.2952500341870758,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1996,-0.1641357378075345,-0.10809931443820572,-0.061734447936407616,-0.3187568240348449,-0.2744170993920334,-0.23921195765930137,-0.2543284070845573,-0.21563720813152845,-0.18609578565943474,-0.7359843857834778,-0.5542521948072427,-0.4066210631220072,-1.4048545629756606,-1.2166391748825198,-1.0734048464489148,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
