year,ais_p5,ais_p50,ais_p95,gsic_p5,gsic_p50,gsic_p95,gis_p5,gis_p50,gis_p95,te_p5,te_p50,te_p95,total_p5,total_p50,total_p95,provenance
1997,-0.12212602990687355,-0.07962069870779964,-0.04199248993134581,-0.2507495452682546,-0.2159499735673196,-0.18828972702306934,-0.19468697633666618,-0.1638410213645851,-0.14056779283598567,-0.5612115963256572,-0.4226349974580601,-0.31006154524788077,-1.1698020367991746,-1.0234661217614065,-0.9117852988356024,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1998,-0.08112736071346956,-0.05308085212150718,-0.023760372416297384,-0.17767253861471433,-0.15304683184337065,-0.13349220915565282,-0.1338676401485006,-0.11111431950134101,-0.09451009732316118,-0.38442453743971144,-0.28950090209713053,-0.2123891717315702,-0.7446558663746666,-0.6404389778365138,-0.5617427837182167,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
1999,-0.04341056046305719,-0.026850580664122825,-0.006490173319449459,-0.10021343435424401,-0.08636684493120977,-0.07537791273655668,-0.07129141795688888,-0.05763715100308292,-0.04800928807135233,-0.19967773790801738,-0.1503725169004103,-0.11031915301236046,-0.49245368627822816,-0.43172262614020485,-0.3872971751140642,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2000,-0.021159166853000448,0.0027502739881151567,0.010698886439323287,-0.01904522076638349,-0.016460814052117727,-0.014412962577008068,-0.007934634950004585,-0.003443918839755866,-0.000773395121354064,-0.0070893767818500444,-0.005338839677927407,-0.003916781360571633,-0.2760755304748328,-0.25003916150993105,-0.2404723450130492,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2001,-0.006027056695047384,0.028492333855891644,0.043215813510778384,0.0495810921629522,0.056967469394011636,0.06624344315829328,0.04513055199883695,0.051452005372224635,0.05878652470215698,0.10573157822866355,0.14411934011418182,0.19137422459886658,0.24597684737839884,0.2830988963555564,0.3285199922371907,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2002,0.011308144112297594,0.051634442423613425,0.08277958053675455,0.11611919716063933,0.13324523792635976,0.15484767158806326,0.09259949882338137,0.10697786344759722,0.12532133967680165,0.21058499211526568,0.28704168243820427,0.38115897117377895,0.6960162888957323,0.7690156090875816,0.864132378418904,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2003,0.032784750285854564,0.07978693262689178,0.12297044792176512,0.18505630789814598,0.2122552856638364,0.24651363435291765,0.14020575982913736,0.1631047827018832,0.19313668286603725,0.3167203201307092,0.431711361002041,0.5732639831464027,1.043404041814397,1.1564693051898955,1.3069697215545129,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2004,0.05505237879636717,0.11531064053756646,0.16453849184776292,0.25610966870144836,0.2936565189615069,0.34088338746979596,0.18800119773058133,0.21963118611187937,0.2622846630875977,0.41136998890651744,0.560725303993552,0.7445799445078808,1.034910381736976,1.1877872388447008,1.3935445123641519,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2005,0.06665563114703285,0.1533012722797572,0.20874185149848745,0.32744005230208223,0.37534796708872786,0.43572877806155547,0.23570670167704735,0.27626891580123036,0.33170012068136195,0.5015916198406498,0.6837035299132644,0.9078811545278769,1.4456900837265063,1.6398149344117825,1.8996132988006242,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2006,0.07992296807891287,0.19133113119646045,0.2574162113156327,0.3993045834175811,0.45762841967615653,0.5310145534593746,0.2833542424536797,0.3330855495767816,0.4012906717201692,0.5842897112519234,0.7964266592050573,1.0575647531724697,1.7153246336815922,1.950596144998869,2.2576105528415926,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2007,0.09492174386352178,0.22901355794947356,0.30872622110057185,0.4715326949820822,0.5403521144885841,0.6270028484799655,0.33111011719580696,0.38996296070689246,0.4707829623503897,0.6687192042492615,0.9115098067452931,1.2103821898014508,1.8907662973653339,2.1663642291993215,2.5244624708487073,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2008,0.11455282672409431,0.26677150305455877,0.36445576452987793,0.5442557086933119,0.6235601078271868,0.723450482965484,0.37893317030047835,0.44687777252814465,0.5405692660589535,0.7552362056613843,1.029438370387906,1.366978018003847,2.1695889489862106,2.4859949819573375,2.893803956510049,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2009,0.13477525571385862,0.3043484917766536,0.4213566608293841,0.6174536877481861,0.7072016059202728,0.8204958972797617,0.4268262569643902,0.503927280576498,0.6110529966030144,0.8474103207044819,1.1550779650877092,1.5338132255168797,2.534591143903699,2.8951641861179436,3.3512085892473116,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2010,0.17478900198619757,0.34266463061353547,0.4778955591319956,0.6922128137262222,0.7927025204864121,0.9196641134958629,0.47462190622352807,0.5614258963947103,0.6819558941861533,0.9449463080685946,1.2880261568370146,1.710353425379626,2.8637169415353556,3.2652577308575688,3.7733573785504038,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2011,0.2188334672701802,0.3812961720686032,0.5363800976762444,0.7683182488517677,0.8797542859946863,1.020686821276513,0.522700952260005,0.6191767419824412,0.7538424989928005,1.0504157031758246,1.4317881235053145,1.9012530983600655,2.874449671500247,3.317384293872146,3.8785536386892563,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2012,0.2672020901327523,0.42140747272953505,0.5946320881288722,0.8466155914817598,0.9693696014104434,1.1243289125513911,0.5706915978879797,0.6774947693417216,0.8272444348673692,1.1551806172825578,1.574589834603656,2.090877660276494,3.578426836929172,4.059268583320425,4.675728601597721,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2013,0.31363641477254856,0.4619568474797754,0.6526879752415287,0.9261328031315349,1.0601933132700014,1.2297482634139034,0.6189197062935865,0.7361623668927765,0.900930077790802,1.267458235805081,1.727631873341248,2.2941002220175624,3.8507276805291237,4.373727496081152,5.046988951488284,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2014,0.3541716894771307,0.5040763802657333,0.7107401401732556,1.0082179608743838,1.1539069348620208,1.3381231108491538,0.6673616531586912,0.795528596604464,0.9763460055595463,1.3849842962449006,1.8878278957648913,2.5068224670046564,4.047813485152311,4.616548056983516,5.350577225308234,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2015,0.39063721578734867,0.5471245925333647,0.7712850463596114,1.0924664198414211,1.2501136343359445,1.4494335796970272,0.7159388100162554,0.8553642963459923,1.0528721813293338,1.5047672578049283,2.0511002280819133,2.7236297044709334,4.776155164999784,5.393221968913345,6.18404689727374,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2016,0.42352316168655785,0.5909358575351704,0.8312313364703293,1.1788478396396647,1.3486350835427383,1.5633211808495193,0.7645257957105622,0.9159667668190152,1.1310053336732144,1.6266755158267514,2.217269484182279,2.9442837299000204,5.2587866378650805,5.924472402764696,6.777517032644039,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2017,0.4519461295768828,0.6354547821754697,0.8914804145703843,1.2672450631770007,1.4497554582225218,1.6799659015814439,0.8137899853168804,0.9769911892267266,1.209742476339801,1.746534586572944,2.3806455585021205,3.1612287250422075,5.359462715454755,6.075267753037661,6.993331579580148,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2018,0.48124504035164095,0.6800772698295388,0.9521213991842817,1.3570646487046591,1.5525259842089212,1.7989857748881424,0.8628993562517335,1.0386552210329025,1.289008472346314,1.8682211824808568,2.5465126740488278,3.3814815419025464,5.607806599640403,6.375378880809383,7.3561075361687545,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2019,0.5060063516671001,0.7258497691370643,1.0110555985029075,1.4488335906382457,1.6571282222677097,1.920196025801109,0.9125742430898087,1.1005220026857354,1.3697150434188277,1.991507213714303,2.7145599288456337,3.604629337730833,6.062072306750215,6.879673954829874,7.921075079581928,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2020,0.5318329957004083,0.7702409608880533,1.0735401971897738,1.5417565675031755,1.7633635346264123,2.0432776088865814,0.9618601660449279,1.162837536484043,1.4513165821238638,2.10769356214597,2.8729298325846537,3.8149267031214893,6.1594427911697425,7.024652408287528,8.125629701488055,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2021,0.5555162486997925,0.8150155426812328,1.1380575251181468,1.6349864827603797,1.8699309373146935,2.1666752057178646,1.0112883743160743,1.2247559905720107,1.534821571244759,2.2320938716788343,3.042495924571882,4.040091343388411,6.575580127972172,7.493761457497783,8.661668968569847,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2022,0.5774124841698194,0.8609143729791622,1.2002124927033249,1.7300392847467432,1.9784409174429427,2.290670600529822,1.060412757215367,1.28735633115414,1.6192931663547627,2.3587480045465554,3.215134131221496,4.269335405341049,6.902724054420114,7.878010327058613,9.110430750585557,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2023,0.599525393245538,0.9048599141092974,1.2635751611718598,1.8273676248624178,2.0890775789454636,2.418160766171873,1.1103202997492314,1.3503872934134429,1.7036791243983933,2.490541590357455,3.3947777621646615,4.507881880426459,7.337991212082603,8.372014936412754,9.672781351388787,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2024,0.619861263876678,0.9489561866661903,1.3288744013771538,1.9267079360272759,2.2025090374052043,2.549218169511188,1.1607978697690615,1.4144195354828608,1.789534440107268,2.6266896621703113,3.580356854014136,4.754309977976153,7.682978519532012,8.778227544563636,10.15544513366464,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2025,0.638613170770161,0.9929780191865967,1.3968793310334415,2.028190027784913,2.3183614827795194,2.683157432901017,1.21131425483741,1.4786694180547149,1.8768962348995928,2.764090382606686,3.7676433912270566,5.003005370340099,8.034281468722961,9.191427004821426,10.641258338447827,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
2026,0.6561264673994556,1.0361277733846836,1.4655055116901685,2.1320635892863025,2.436303357566183,2.8189921363085135,1.2613623283939177,1.5432344056989877,1.9664214098511765,2.9010272138826965,3.954297615929393,5.2508611230254205,8.387972912312007,9.605741978615004,11.133673166791882,"posterior_predictive_oldbrick.jl | stock MimiBRICK get_model(ssp245) | Random.seed!(2026) immediately before get_model | posterior data/MimiBRICK/parameters_subsample_brick.csv ND=10000 | forcing fair_mean_{gmst,ohc}_ssp245harm.csv | LWS = OBSERVED series (matches Ladrillo arm) | run 1850-2026, saved 1900-2026, re-referenced 1995-2005 | cm"
