driver,draw,pm,ais_base,ais_pulse
MAGICC,1,0.02390888563063953,60.26868640323969,60.4726646494428
MAGICC,2,0.009519077878846361,120.48373151938007,120.52914972482492
MAGICC,3,0.027439955194961386,83.33946819813484,83.57012964911196
MAGICC,4,0.04288807461423545,17.050088695622335,17.44722887075907
MAGICC,5,0.023575091125327675,14.183599239833677,14.380392716372036
MAGICC,6,0.004487277047948624,5.673032125616628,5.680833325971701
MAGICC,7,0.02730510481336239,60.395051819493105,60.635145516386224
MAGICC,8,0.020146193930307275,79.57426037291032,79.73204270170919
MAGICC,9,0.026583433988295723,70.27853641563784,70.51115451629953
MAGICC,10,0.01736200647868884,29.57730217957495,29.710357806235564
MAGICC,11,0.0453205111954361,37.604161729469865,38.008633693810424
MAGICC,12,0.024500489436707084,39.81887983086276,40.021626961071156
MAGICC,13,0.0032636424477502147,5.525714740615351,5.530523788935316
MAGICC,14,0.00289413302694399,5.121221508435337,5.123698363870521
MAGICC,15,0.05965760974209218,23.224481579601097,23.797648776817326
MAGICC,16,0.002437273849121624,5.706133295429638,5.711247209427206
MAGICC,17,0.0030526127768503385,5.528440770711773,5.533852749925416
MAGICC,18,0.003710725933509451,5.2417364073500945,5.247229873998805
MAGICC,19,0.04002096004591778,22.5865214254083,22.94548450128333
MAGICC,20,0.025305936227952942,15.499221647970629,15.722272705975582
MAGICC,21,0.003527770849412093,5.539268514028095,5.545417769185668
MAGICC,22,0.005382160075146203,7.5170150084146625,7.52993065116403
MAGICC,23,0.023542294134759344,50.72678703229515,50.92217867801452
MAGICC,24,0.00390958428389041,5.239491601772972,5.242663362336664
MAGICC,25,0.030637684945492082,14.487027241300199,14.750000464259205
MAGICC,26,0.0028921044617788993,5.187223832581845,5.191600775561966
MAGICC,27,0.003554494230368732,5.575007274878152,5.5813645667895155
MAGICC,28,0.003233264509766798,5.668171707990888,5.6758503371924345
MAGICC,29,0.004200963299946636,7.0817836791969295,7.092238535666251
MAGICC,30,0.02500446666648202,39.63721374775191,39.86021241958523
MAGICC,31,0.05906380666819189,18.73400184240652,19.291912513581277
MAGICC,32,0.02246088288515864,86.1761838691617,86.3486782386339
MAGICC,33,0.05011197716362261,32.524725489725434,32.98784137264663
MAGICC,34,0.007157318287273995,8.019072003210304,8.031231271034944
MAGICC,35,0.030795267500364785,14.256504796924096,14.525606659766854
MAGICC,36,0.01900773779613445,61.394415627206676,61.557060878695815
MAGICC,37,0.0036156486920333464,5.905179326898013,5.911322469851143
MAGICC,38,0.03335975280715786,41.19874656964815,41.50301981413468
MAGICC,39,0.0049694623092236155,7.059805032047539,7.068372443552972
MAGICC,40,0.0032776183953238556,5.226548009127107,5.232286682590736
MAGICC,41,0.03634167799143455,37.81625286258724,38.14119698177223
MAGICC,42,0.019703015228843414,29.389823550424808,29.55743754631407
MAGICC,43,0.0053972072031520215,6.47561047514309,6.48788928044548
MAGICC,44,0.0032040495895550693,6.731615120371637,6.7405988579757
MAGICC,45,0.0034242471850738808,7.717364810273219,7.7295683301982105
MAGICC,46,0.004030357415237518,7.641133490220642,7.65511159662593
MAGICC,47,0.006599462799029255,8.139395520872384,8.158306373186608
MAGICC,48,0.003019864541796835,5.009945522476689,5.0155999292038285
MAGICC,49,0.028560933835275647,54.29730276257917,54.55536526994754
MAGICC,50,0.039950058131310584,117.49632074160425,117.85068625953615
MAGICC,51,0.002725081724656064,5.058127141691138,5.062023645043013
MAGICC,52,0.0126949364540053,35.13417231061746,35.23205268063512
MAGICC,53,0.0046922825582498716,6.359176459032345,6.368862462931524
MAGICC,54,0.0061403763517873244,6.596949042018552,6.6069367331628825
MAGICC,55,0.0033827202179850246,6.272511046851759,6.279975004090666
MAGICC,56,0.0036656457707884725,6.626671955244989,6.635716544435821
MAGICC,57,0.026884606265477375,55.07661439820215,55.293936333285
MAGICC,58,0.004303257876383526,5.989322117503537,5.995205920083924
MAGICC,59,0.003951741965735067,5.658053181949773,5.6636547038640845
MAGICC,60,0.007322449053313562,10.255854854024404,10.278744554982854
MAGICC,61,0.0034682123322667736,7.225235975426402,7.237957935928863
MAGICC,62,0.05079586013925734,7.308148453748542,7.774614952679382
MAGICC,63,0.059535132208259255,22.531595362359102,23.103204867444017
MAGICC,64,0.025620623520241283,49.88620719705552,50.07909641640806
