draw,amp,ll,logpost
1,0.5500010000000001,-1158.2129489200208,-1161.9170723584823
1,0.5770009500000001,-1148.3934657967807,-1151.6588408602406
1,0.6040009000000001,-1133.5362902307384,-1136.3854168358637
1,0.6310008500000001,-1109.5989443322007,-1112.054322395658
1,0.6580008,-1098.6164165276712,-1100.700545966127
1,0.68500075,-1076.9630032090317,-1078.6983839391532
1,0.7120007,-1056.5812262216775,-1057.990358160131
1,0.7390006500000001,-1053.0419539737827,-1054.1473370372353
1,0.7660006000000001,-1054.8360218277376,-1055.6601559328558
1,0.7930005500000001,-1119.386525575799,-1119.9519106392497
1,0.8200005000000001,-1086.2036369618925,-1086.5327729003425
1,0.8470004500000001,-1085.7109101554718,-1085.8262968855877
1,0.8740004000000001,-1088.1598281302704,-1088.083965568719
1,0.9010003500000001,-1093.153528265922,-1092.90891632937
1,0.9280003000000001,-1061.9301110693455,-1061.5392496744596
1,0.9550002500000001,-1031.1709565462338,-1030.6563456096808
1,0.9820002000000001,-1039.150985967408,-1038.5351254058546
1,1.00900015,-1009.2984508141366,-1008.6038405442497
1,1.0360001,-1019.6184412622873,-1018.8675812007335
1,1.06300005,-990.6318747876198,-989.8472648510659
1,1.09,-962.0843902666766,-961.2885303717893
1,1.11699995,-1019.4082824462067,-1018.6236725096528
1,1.1439999,-991.608663977296,-990.8578039157422
1,1.17099985,-964.2257768014967,-963.5311665316099
1,1.1979998,-981.5250453705643,-980.909184809011
1,1.22499975,-998.5281002403117,-998.0134893037588
1,1.2519997,-972.2467366905275,-971.8558752956417
1,1.2789996500000003,-991.0427676942818,-990.7981557577298
1,1.3059996000000003,-1012.6087739383975,-1012.532911376846
1,1.3329995500000003,-987.3779813353996,-987.4933680655155
1,1.3599995000000002,-1007.4474145461687,-1007.7765504846186
1,1.3869994500000002,-982.9055640407962,-983.470949104247
1,1.4139994000000002,-998.4468768510703,-999.2710109561887
1,1.4409993500000002,-974.5697265756883,-975.6751096391408
1,1.4679993000000002,-1084.432110695766,-1085.8412426342195
1,1.4949992500000002,-1061.1414142862982,-1062.8767950164197
1,1.5219992000000002,-1122.0981091742974,-1124.1822386127533
1,1.5489991500000002,-1099.4354134617063,-1101.8907915251634
1,1.5759991000000002,-1077.0966446754326,-1079.945771280558
1,1.6029990500000002,-1142.8481197991578,-1146.1134948626177
1,1.6299990000000002,-1121.1286437770318,-1124.8327672154933
2,0.5500010000000001,-159.53947638768196,-163.24359982614348
2,0.5770009500000001,-135.34326425365077,-138.60863931711077
2,0.6040009000000001,-93.34545888182846,-96.19458548695371
2,0.6310008500000001,-46.87608699251668,-49.331465055973915
2,0.6580008,-0.15165529960360757,-2.2357847380595643
2,0.68500075,19.205212950824837,17.46983222070341
2,0.7120007,38.95780601536019,37.54867407690655
2,0.7390006500000001,59.036177958543036,57.930794895090436
2,0.7660006000000001,105.02292431367074,104.19879020855244
2,0.7930005500000001,146.66068391286953,146.09529884941878
2,0.8200005000000001,192.81383164154923,192.4846957030993
2,0.8470004500000001,201.019908970981,200.90452224086513
2,0.8740004000000001,207.25707973486936,207.3329422964208
2,0.9010003500000001,211.79618353560025,212.04079547215227
2,0.9280003000000001,210.85576118047743,211.2466225753633
2,0.9550002500000001,214.4841390243672,214.99874996092018
2,0.9820002000000001,213.67872462701564,214.29458518856893
2,1.00900015,216.6173024500287,217.3119127199156
2,1.0360001,215.9791420153226,216.73000207687636
2,1.06300005,218.28842758802153,219.07303752457543
2,1.09,217.85129969185923,218.64715958674648
2,1.11699995,217.1698718065236,217.95448174307748
2,1.1439999,219.1711109992433,219.92197106079706
2,1.17099985,220.1909207477975,220.8855310176844
2,1.1979998,220.32253722797262,220.9383977895259
2,1.22499975,220.2401269716554,220.75473790820837
2,1.2519997,217.12171207476484,217.5125734696507
2,1.2789996500000003,218.0054003544607,218.25001229101272
2,1.3059996000000003,218.70020753578882,218.77607009734027
2,1.3329995500000003,215.1090860572894,214.99369932717352
2,1.3599995000000002,208.7137370318451,208.38460109339516
2,1.3869994500000002,210.14324307212084,209.5778580086701
2,1.4139994000000002,202.90686533112196,202.08273122600366
2,1.4409993500000002,204.57369031423963,203.46830725078703
2,1.4679993000000002,198.93051419437157,197.52138225591793
2,1.4949992500000002,200.78834034747618,199.05295961735476
2,1.5219992000000002,163.62311564523944,161.53898620678348
2,1.5489991500000002,166.5556990124591,164.10032094900185
2,1.5759991000000002,138.46942846678184,135.6203018616566
2,1.6029990500000002,141.8902949832422,138.6249199197822
2,1.6299990000000002,145.19906210881297,141.49493867035144
3,0.5500010000000001,106.33746367375983,102.63334023529832
3,0.5770009500000001,123.04555228222019,119.78017721876017
3,0.6040009000000001,131.6538788327382,128.80475222761297
3,0.6310008500000001,148.9095117214822,146.45413365802497
3,0.6580008,157.73201958643114,155.64789014797518
3,0.68500075,174.0787657964344,172.34338506631298
3,0.7120007,192.42429532249804,191.0151633840444
3,0.7390006500000001,196.16553631572197,195.06015325226937
3,0.7660006000000001,198.8640228704949,198.0398887653766
3,0.7930005500000001,200.70039571892934,200.1350106554786
3,0.8200005000000001,201.95139906629063,201.6222631278407
3,0.8470004500000001,205.5465287047196,205.43114197460375
3,0.8740004000000001,206.37622425988167,206.4520868214331
3,0.9010003500000001,209.15755008181566,209.40216201836768
3,0.9280003000000001,209.67887498209848,210.06973637698434
3,0.9550002500000001,211.73708040470132,212.2516913412543
3,0.9820002000000001,213.06219432832393,213.67805488987722
3,1.00900015,211.494843761302,212.18945403118892
3,1.0360001,213.02910215379364,213.7799622153474
3,1.06300005,213.90674757521137,214.69135751176526
3,1.09,210.97886187328945,211.7747217681767
3,1.11699995,212.12453535838713,212.90914529494103
3,1.1439999,210.2011159970139,210.95197605856765
3,1.17099985,207.49035154317608,208.18496181306298
3,1.1979998,208.36392614301792,208.9797867045712
3,1.22499975,208.72139480516915,209.23600574172212
3,1.2519997,205.9807626576916,206.37162405257746
3,1.2789996500000003,203.9952935055461,204.23990544209812
3,1.3059996000000003,200.77012785420666,200.8459904157581
3,1.3329995500000003,193.0284630283361,192.91307629822023
3,1.3599995000000002,194.03928521418862,193.71014927573867
3,1.3869994500000002,185.80168121041964,185.2362961469689
3,1.4139994000000002,187.0214655931455,186.1973314880272
3,1.4409993500000002,176.49339193324744,175.38800886979485
3,1.4679993000000002,177.95243643300228,176.54330449454864
3,1.4949992500000002,179.10373809808186,177.36835736796044
3,1.5219992000000002,175.64824006777167,173.5641106293157
3,1.5489991500000002,176.61999609354228,174.16461803008505
3,1.5759991000000002,177.32181016183478,174.47268355670954
3,1.6029990500000002,174.20282523037713,170.93745016691713
3,1.6299990000000002,174.7839773291421,171.07985389068057
4,0.5500010000000001,177.17292079391837,173.46879735545684
4,0.5770009500000001,181.30982237207098,178.04444730861098
4,0.6040009000000001,185.83235330865517,182.98322670352994
4,0.6310008500000001,189.42313071334607,186.96775264988884
4,0.6580008,193.00092337289877,190.9167939344428
4,0.68500075,196.51350040176425,194.77811967164283
4,0.7120007,201.3345886247431,199.92545668628946
4,0.7390006500000001,204.67990128015398,203.5745182167014
