source,module,scenario,component,year,med,p05,p17,p83,p95,band_basis
FACTS,deconto21,ssp585,ais,2150,198.75849609375,17.594000244140627,89.08699951171876,356.27131054687476,425.9649438476562,climate + parameter
FACTS,emuAIS,ssp126,ais,2100,9.451589584350586,-1.969220743179321,2.9757373580932622,14.35746189880371,19.136685638427732,climate + parameter
FACTS,emuAIS,ssp245,ais,2100,9.068058395385744,-1.9027478599548335,2.6231082859039323,14.098964096069334,18.981904830932617,climate + parameter
FACTS,emuAIS,ssp585,ais,2100,9.235869979858398,-2.246506977081299,2.877528007507325,14.158105453491212,18.26432807922363,climate + parameter
FACTS,larmip,ssp126,ais,2100,11.89890022277832,2.657296361923218,4.535318008422852,24.730479736328128,41.92311462402341,climate + parameter
FACTS,larmip,ssp126,ais,2150,22.690328979492183,6.647452754974366,10.19671827697754,44.902688476562496,79.19475585937498,climate + parameter
FACTS,larmip,ssp245,ais,2100,12.73363037109375,2.5953579998016365,4.416555896759034,26.742700958251945,47.536203155517555,climate + parameter
FACTS,larmip,ssp245,ais,2150,27.68946075439453,7.643099632263185,11.611618133544924,54.940114013671874,95.74354217529296,climate + parameter
FACTS,larmip,ssp585,ais,2100,14.42544631958008,1.9284207248687744,4.592133903503418,32.72116540527344,59.64871673583975,climate + parameter
FACTS,larmip,ssp585,ais,2150,37.44003753662109,8.132386741638184,14.23699694824219,80.14211950683594,142.39380187988274,climate + parameter
Ladrillo,L21,ssp126,ais,2100,4.455038686410623,3.4041114486347532,3.7666515721871012,5.622767092631279,19.451807600766994,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp126,ais,2150,6.8326584357230535,5.124940534686046,5.686679092303777,9.008345044896519,45.15301518822069,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp126,ais,2300,13.479652807456809,9.840576924403903,10.924827501200319,19.098086219627362,150.82458096908934,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp245,ais,2100,5.446726708904097,3.7632997585366805,4.27475744730788,26.03313445022473,47.18575680203069,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp245,ais,2150,10.890292151710792,6.0412285884845325,7.254250216540518,76.49714079036607,108.26483072244342,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp245,ais,2300,65.92244125565105,12.901108010155797,16.088547099427817,234.85549244582134,304.6609415850013,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp585,ais,2100,29.493101817258193,5.275884764131143,11.943022781128661,48.02197303157054,62.526610972170694,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp585,ais,2150,84.25277710165071,39.42228290309476,58.13705568797824,116.1484169353227,142.82127589511907,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp585,ais,2300,267.49249498950314,150.3232512083602,196.19017333467002,348.94355250082737,431.2924593845418,joint (posterior params x FaIR forcing)
MAGICC-SLR,Nauels2025,ssp126,ais,2100,3.658585883495484,-1.209318380234194,-0.1838707759693835,13.09795399562586,20.188433270466607,climate + parameter
MAGICC-SLR,Nauels2025,ssp126,ais,2150,5.335333641839513,-1.867046554268465,-0.2619986887373479,19.482915405660737,31.304144734440865,climate + parameter
MAGICC-SLR,Nauels2025,ssp126,ais,2300,8.707630226188467,-6.773451438256626,-1.2282215783551444,35.610695889859635,62.822900253764374,climate + parameter
MAGICC-SLR,Nauels2025,ssp245,ais,2100,11.22064403950782,0.4062856432393033,3.2070470725488787,23.876355423846952,36.219535649730474,climate + parameter
MAGICC-SLR,Nauels2025,ssp245,ais,2150,27.214450363997713,2.972837642914985,9.42347976165198,54.398901012790525,83.06966768465031,climate + parameter
MAGICC-SLR,Nauels2025,ssp245,ais,2300,83.45760524881848,11.304235063221784,30.506765293209643,172.90842911576806,282.86827965104095,climate + parameter
MAGICC-SLR,Nauels2025,ssp585,ais,2100,39.10482465634479,13.471885584244488,22.13139282543781,65.86979590051418,92.47127859378244,climate + parameter
MAGICC-SLR,Nauels2025,ssp585,ais,2150,153.6184918183695,68.35706319079313,96.11362230201064,241.32297608295815,344.5871303046443,climate + parameter
MAGICC-SLR,Nauels2025,ssp585,ais,2300,712.0168775774996,358.0747202420659,470.0009750617715,1005.1468216197162,1303.0132389165285,climate + parameter
BRICK 2.0,BRICK2.0,ssp126,gis,2100,6.5233929439531835,4.769573648468168,5.3890842613861345,8.151516747387937,9.968602844923367,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp126,gis,2150,9.837102825975087,7.163313282538992,8.140649849511384,12.40850595124363,15.584155974456968,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp126,gis,2300,18.629298093996795,13.605656251379491,15.47889787864418,23.767330534203712,30.630932831508478,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp245,gis,2100,6.935086763394109,4.917110224583856,5.5643976006583795,8.876745382315725,11.080893469531738,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp245,gis,2150,11.17165127989558,7.5122071491999,8.749319881161066,14.757070319711305,19.38720090982325,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp245,gis,2300,23.045842991340805,14.820028080117332,17.733037589249008,31.89476304571612,44.115657915498026,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp585,gis,2100,7.762455869434682,5.083186154319356,5.98714518454322,10.428119532175556,13.480076805432832,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp585,gis,2150,14.495285667705534,8.317724569839207,10.180572655429152,21.254324882082344,29.880504530007528,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp585,gis,2300,36.987418104986006,18.269937195960498,23.94969243375862,59.973295927386694,91.4828054527383,joint (BRICK 2.0 posterior x FaIR forcing)
FACTS,FittedISMIP,ssp126,gis,2100,7.673104858398438,4.525958003997803,5.77243059539795,9.57296809387207,11.587556419372556,climate + parameter
FACTS,FittedISMIP,ssp126,gis,2150,13.178759765625,8.287637825012208,10.020847290039065,16.53970703125,19.403796615600584,climate + parameter
FACTS,FittedISMIP,ssp245,gis,2100,10.206577682495118,6.310316390991211,7.825998588562013,12.147649772644044,14.164100799560543,climate + parameter
FACTS,FittedISMIP,ssp245,gis,2150,18.194348907470705,11.129402809143068,14.368693572998048,22.767957626342778,26.062773437499995,climate + parameter
FACTS,FittedISMIP,ssp585,gis,2100,14.015732574462891,9.469507446289064,10.970763641357422,17.35151599121094,20.932868270874017,climate + parameter
FACTS,FittedISMIP,ssp585,gis,2150,27.330293273925783,17.955302734375,20.9535464630127,33.481986083984374,42.92229843139648,climate + parameter
FACTS,bamber19,ssp126,gis,2100,13.047777557373047,2.4607778263092044,7.096977684020998,25.77977709960937,58.17277709960935,climate + parameter
FACTS,bamber19,ssp126,gis,2150,22.202161407470705,4.005986452102664,12.224450233459477,62.948309204101555,90.94838531494132,climate + parameter
FACTS,bamber19,ssp245,gis,2100,14.39277801513672,1.5082777500152598,6.785407611846927,38.79677709960937,74.18777709960926,climate + parameter
FACTS,bamber19,ssp245,gis,2150,25.616963958740236,4.097510356903077,12.596490844726564,67.11652081298827,92.99298736572251,climate + parameter
FACTS,bamber19,ssp585,gis,2100,20.277777099609377,1.5082777500152598,8.278077583312992,49.79477709960938,94.69277709960934,climate + parameter
FACTS,bamber19,ssp585,gis,2150,38.12635498046875,3.876080169677735,15.10679061889649,78.76690844726558,125.73142578124992,climate + parameter
FACTS,emuGrIS,ssp126,gis,2100,5.45550937652588,-2.281760730743408,1.1131318149566654,9.90415538787842,14.857434387207018,climate + parameter
FACTS,emuGrIS,ssp245,gis,2100,7.969259643554688,0.3782433360815051,3.512177669525147,12.172385856628418,17.22979354858398,climate + parameter
FACTS,emuGrIS,ssp585,gis,2100,12.718230056762696,4.991317138671875,7.797450233459473,17.118047790527342,22.095598907470706,climate + parameter
Ladrillo,L21,ssp126,gis,2100,6.520773407203188,5.06142023449054,5.555937272754977,8.101654915110823,9.490651089355508,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp126,gis,2150,7.971881915313212,5.758763706454041,6.531018909200858,10.366502746396417,12.31305005163263,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp126,gis,2300,10.04341826995201,6.122170086927777,7.495976546641382,13.977283524776034,17.78333559732088,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp245,gis,2100,8.160080115546501,6.319461501714337,7.00444262409316,10.12021262062419,12.077907462518612,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp245,gis,2150,11.868600538568323,8.590028387693005,9.68959253842414,15.714933073685671,19.849808152653935,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp245,gis,2300,17.161995063603804,11.050725864911291,12.976146509546025,25.257305482665995,41.047282419340355,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp585,gis,2100,12.04420906420729,8.838885170427256,9.85462175586916,15.460276643900844,18.890681637786965,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp585,gis,2150,25.564166456606536,16.39801270307048,19.054046850505994,36.86392433362237,46.821011829831995,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp585,gis,2300,82.91534150623718,28.800065539557345,49.498494902914835,113.6129878335565,136.80568742614946,joint (posterior params x FaIR forcing)
MAGICC-SLR,Nauels2025,ssp126,gis,2100,6.401275386354422,3.499396250647955,4.54210954285992,8.652899492510395,13.072947972147343,climate + parameter
MAGICC-SLR,Nauels2025,ssp126,gis,2150,9.31219456099364,5.001183757675331,6.500195159063944,13.017140986312212,20.693100485015897,climate + parameter
MAGICC-SLR,Nauels2025,ssp126,gis,2300,14.97829851426494,7.387004501718211,9.834834940358297,20.77585501737879,36.80133281018107,climate + parameter
MAGICC-SLR,Nauels2025,ssp245,gis,2100,9.283617426671595,5.488035947410309,7.147685500683251,12.24297726959802,13.838792808892489,climate + parameter
MAGICC-SLR,Nauels2025,ssp245,gis,2150,16.52813440609547,9.551509509120294,11.53851160577636,20.65352299769544,24.43603390710816,climate + parameter
MAGICC-SLR,Nauels2025,ssp245,gis,2300,35.78984963527208,16.189394128042647,21.052902259234855,44.79280375796874,57.0993355781685,climate + parameter
MAGICC-SLR,Nauels2025,ssp585,gis,2100,13.49227039017999,8.999811949293058,10.66385383786632,17.228463438955288,21.1535128022383,climate + parameter
MAGICC-SLR,Nauels2025,ssp585,gis,2150,32.399742605388106,19.861063135070506,23.85989015384971,49.53516894376764,110.83477822935852,climate + parameter
MAGICC-SLR,Nauels2025,ssp585,gis,2300,113.00768914943164,64.02310888699635,79.7610365059997,369.7217921934729,744.2641611151339,climate + parameter
BRICK 2.0,BRICK2.0,ssp126,glaciers,2100,11.94938840260045,9.37587735994571,10.340547097076218,13.86269422993204,15.369690854694552,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp126,glaciers,2150,17.077300767002534,13.17248139304953,14.57152041256062,19.961756904471244,22.724156971538076,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp126,glaciers,2300,26.666162872546966,19.935955631728326,22.13651514265045,31.5625099893333,35.88349781970458,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp245,glaciers,2100,13.181631923251382,10.478718994525554,11.503251157082662,15.200176218194061,16.796068524586158,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp245,glaciers,2150,20.193893815221273,15.78234251496956,17.35981911798529,23.53779690246792,26.54536351295117,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp245,glaciers,2300,31.62541248233319,22.636723250417333,25.848365451128988,37.0503119431241,42.00704538545787,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp585,glaciers,2100,15.401029012163775,12.282782688100866,13.474051040410188,17.726230307707915,19.81131839115024,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp585,glaciers,2150,25.640941756244068,19.67912540632642,21.952076318589604,29.67059745827982,33.43549125892242,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp585,glaciers,2300,35.18046685134708,23.543342700155748,27.665794311302914,42.531545641287984,46.79141529488858,joint (BRICK 2.0 posterior x FaIR forcing)
FACTS,ar5glaciers,ssp126,glaciers,2100,8.947757720947266,5.554234218597413,6.6808431930542,11.167167922973633,13.40746849060058,climate + parameter
FACTS,ar5glaciers,ssp126,glaciers,2150,11.99919776916504,6.973708381652833,8.879051254272461,15.299617691040035,18.86831329345703,climate + parameter
FACTS,ar5glaciers,ssp245,glaciers,2100,11.37566032409668,7.120563163757325,8.57790554046631,14.275904403686525,16.72056594848632,climate + parameter
FACTS,ar5glaciers,ssp245,glaciers,2150,17.53253402709961,10.745260963439945,13.17518118286133,22.52513494873047,27.399136352539053,climate + parameter
FACTS,ar5glaciers,ssp585,glaciers,2100,15.46291961669922,9.502861938476563,11.871930618286134,19.862710311889646,23.35337913513182,climate + parameter
FACTS,ar5glaciers,ssp585,glaciers,2150,28.4041748046875,16.043580627441408,21.262944229125974,31.570001220703126,31.570001220703126,climate + parameter
FACTS,emuglaciers,ssp126,glaciers,2100,9.245886611938475,5.714510345458985,7.045029983520508,11.149871559143069,13.073293762207031,climate + parameter
FACTS,emuglaciers,ssp245,glaciers,2100,12.210803222656253,8.450757446289064,10.03072876739502,14.392802841186525,16.13069892883301,climate + parameter
FACTS,emuglaciers,ssp585,glaciers,2100,17.72603988647461,13.387936096191408,15.04999397277832,20.231552719116213,22.797534255981446,climate + parameter
Ladrillo,L21,ssp126,glaciers,2100,7.985807138827731,5.620769548905054,6.476237083507497,9.920531372955196,11.616009617455008,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp126,glaciers,2150,9.859072003587826,6.774014239067556,7.866378549006452,12.413612649325662,14.812611239936567,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp126,glaciers,2300,12.39987256629173,8.24763896587605,9.80599710505442,16.018065854393733,19.244331419954197,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp245,glaciers,2100,9.638724488981271,6.8575079741816305,7.8805331819759825,11.908175094338711,13.824114644083107,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp245,glaciers,2150,13.349413440320964,9.413515234636026,10.810339063838223,16.60969394894379,19.55466074880669,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp245,glaciers,2300,18.333780647979424,12.741935239987862,14.692162590678825,22.472195328435397,25.88401133168058,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp585,glaciers,2100,12.880025795103915,9.316094066172305,10.634887806259783,15.679797244952356,17.915212142510146,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp585,glaciers,2150,20.402357542235897,15.113047490403835,17.067742928172294,24.02246850233053,26.796737029230677,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp585,glaciers,2300,26.65096505770033,20.667884436210244,22.97417550780279,30.173404583999694,32.83131763185629,joint (posterior params x FaIR forcing)
MAGICC-SLR,Nauels2025,ssp126,glaciers,2100,10.44819043611281,6.544811711234072,8.433758756684533,12.414165746250283,13.669605700907594,climate + parameter
MAGICC-SLR,Nauels2025,ssp126,glaciers,2150,12.278045232411682,7.927284612578752,9.945373959273724,14.783813684942306,16.44823333971117,climate + parameter
MAGICC-SLR,Nauels2025,ssp126,glaciers,2300,13.799726083865266,8.486584824488205,11.062241382408814,17.12414406740063,19.715185435926692,climate + parameter
MAGICC-SLR,Nauels2025,ssp245,glaciers,2100,12.535170684740605,8.006293793038346,10.33566913580208,14.405416343390888,15.423537452230534,climate + parameter
MAGICC-SLR,Nauels2025,ssp245,glaciers,2150,16.714586745263688,11.256950553019738,14.019204194321045,19.053795241247553,20.418533941494907,climate + parameter
MAGICC-SLR,Nauels2025,ssp245,glaciers,2300,21.468602639037208,15.163399335479768,18.17992762762606,24.354019438305013,26.114061855516756,climate + parameter
MAGICC-SLR,Nauels2025,ssp585,glaciers,2100,15.296353390911875,9.943847193912092,12.990861453534082,17.01616476304275,18.45324329180828,climate + parameter
MAGICC-SLR,Nauels2025,ssp585,glaciers,2150,22.0342410513801,16.139968490076996,19.157203511269564,24.036534822801645,26.231315928927188,climate + parameter
MAGICC-SLR,Nauels2025,ssp585,glaciers,2300,29.100328582126295,23.89195531080763,26.04084924320412,31.363882500284873,33.72678053351146,climate + parameter
BRICK 2.0,BRICK2.0,ssp126,lws,2100,2.342515618878139,2.342515618878139,2.342515618878139,2.342515618878139,2.342515618878139,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp126,lws,2150,4.0429579468315175,4.0429579468315175,4.0429579468315175,4.0429579468315175,4.0429579468315175,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp126,lws,2300,8.89738572754609,8.89738572754609,8.89738572754609,8.89738572754609,8.89738572754609,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp245,lws,2100,2.342515618878139,2.342515618878139,2.342515618878139,2.342515618878139,2.342515618878139,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp245,lws,2150,4.0429579468315175,4.0429579468315175,4.0429579468315175,4.0429579468315175,4.0429579468315175,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp245,lws,2300,8.89738572754609,8.89738572754609,8.89738572754609,8.89738572754609,8.89738572754609,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp585,lws,2100,2.342515618878139,2.342515618878139,2.342515618878139,2.342515618878139,2.342515618878139,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp585,lws,2150,4.0429579468315175,4.0429579468315175,4.0429579468315175,4.0429579468315175,4.0429579468315175,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp585,lws,2300,8.89738572754609,8.89738572754609,8.89738572754609,8.89738572754609,8.89738572754609,joint (BRICK 2.0 posterior x FaIR forcing)
FACTS,ssp-lws,ssp126,lws,2100,2.993846035003662,0.9211801147460938,1.7497439422607424,4.248064918518066,4.977070178985596,climate + parameter
FACTS,ssp-lws,ssp126,lws,2150,4.579002952575683,1.6806342220306396,2.9082854480743414,6.333167640686035,7.325365524291992,climate + parameter
FACTS,ssp-lws,ssp245,lws,2100,3.1142893791198736,0.808569600582123,1.7047377243041997,4.498165267944336,5.28630916595459,climate + parameter
FACTS,ssp-lws,ssp245,lws,2150,5.196758460998535,1.611032886505127,3.063929901123047,7.269112739562988,8.485459442138673,climate + parameter
FACTS,ssp-lws,ssp585,lws,2100,2.9554136276245115,0.8502851963043214,1.6857779922485354,4.226862380981445,4.9698671531677245,climate + parameter
FACTS,ssp-lws,ssp585,lws,2150,4.704394340515137,1.7226218605041506,2.9869464225769047,6.505680549621582,7.524681091308593,climate + parameter
Ladrillo,L21,ssp126,lws,2100,2.596380650083528,2.596380650083528,2.596380650083528,2.596380650083528,2.596380650083528,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp126,lws,2150,4.2307986469202445,4.2307986469202445,4.2307986469202445,4.2307986469202445,4.2307986469202445,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp126,lws,2300,8.483616077316128,8.483616077316128,8.483616077316128,8.483616077316128,8.483616077316128,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp245,lws,2100,2.596380650083528,2.596380650083528,2.596380650083528,2.596380650083528,2.596380650083528,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp245,lws,2150,4.2307986469202445,4.2307986469202445,4.2307986469202445,4.2307986469202445,4.2307986469202445,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp245,lws,2300,8.483616077316128,8.483616077316128,8.483616077316128,8.483616077316128,8.483616077316128,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp585,lws,2100,2.596380650083528,2.596380650083528,2.596380650083528,2.596380650083528,2.596380650083528,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp585,lws,2150,4.2307986469202445,4.2307986469202445,4.2307986469202445,4.2307986469202445,4.2307986469202445,joint (posterior params x FaIR forcing)
Ladrillo,L21,ssp585,lws,2300,8.483616077316128,8.483616077316128,8.483616077316128,8.483616077316128,8.483616077316128,joint (posterior params x FaIR forcing)
MAGICC-SLR,Nauels2025,ssp126,lws,2100,3.0076045676447416,1.2391154692968895,1.7095219279795075,4.431632512751057,4.878152036372786,climate + parameter
MAGICC-SLR,Nauels2025,ssp126,lws,2150,4.962999145299118,2.152945906207425,2.900401569997295,7.225718402908023,7.935218752581151,climate + parameter
MAGICC-SLR,Nauels2025,ssp126,lws,2300,10.781041437526657,4.889694282067758,6.456753844299919,15.524889161289009,17.01237445469755,climate + parameter
MAGICC-SLR,Nauels2025,ssp245,lws,2100,3.0076045676447416,1.2391154692968895,1.7095219279795075,4.431632512751057,4.878152036372786,climate + parameter
MAGICC-SLR,Nauels2025,ssp245,lws,2150,4.962999145299118,2.152945906207425,2.900401569997295,7.225718402908023,7.935218752581151,climate + parameter
MAGICC-SLR,Nauels2025,ssp245,lws,2300,10.781041437526657,4.889694282067758,6.456753844299919,15.524889161289009,17.01237445469755,climate + parameter
MAGICC-SLR,Nauels2025,ssp585,lws,2100,3.0076045676447416,1.2391154692968895,1.7095219279795075,4.431632512751057,4.878152036372786,climate + parameter
MAGICC-SLR,Nauels2025,ssp585,lws,2150,4.962999145299118,2.152945906207425,2.900401569997295,7.225718402908023,7.935218752581151,climate + parameter
MAGICC-SLR,Nauels2025,ssp585,lws,2300,10.781041437526657,4.889694282067758,6.456753844299919,15.524889161289009,17.01237445469755,climate + parameter
BRICK 2.0,BRICK2.0,ssp126,te,2100,14.933639577218731,8.858151824550943,11.322393161198427,19.450237016039427,23.453108264132307,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp126,te,2150,18.520149333453272,10.690328104691098,13.710996445422264,24.634528468179546,30.208478806045804,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp126,te,2300,24.044042183206493,11.570945625821182,16.182401048739546,33.40067255759555,42.35835793077041,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp245,te,2100,18.92045834137659,11.649826294323637,14.50058103170751,24.322245090503046,28.90697242113943,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp245,te,2150,27.64634091468633,16.296052496470537,20.813571130802874,36.388129701112206,43.771864502604004,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp245,te,2300,43.131457478168514,22.21875037256846,30.289197949965192,58.72078197591296,72.93218789762741,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp585,te,2100,26.506928614291496,16.675731056031275,20.404902107846205,33.76717811288378,39.78678882798721,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp585,te,2150,48.9358041223752,29.23233480644612,37.02846644483189,63.563560821577376,75.54452022306577,joint (BRICK 2.0 posterior x FaIR forcing)
BRICK 2.0,BRICK2.0,ssp585,te,2300,99.0875429389121,53.04031014133661,71.15093997838598,132.0855494449698,162.66432530482234,joint (BRICK 2.0 posterior x FaIR forcing)
FACTS,tlm,ssp126,te,2100,14.051470184326172,9.404533767700196,11.103546310424806,17.004645126342773,20.65960838317871,climate + parameter
