year,ais_p05,ais_p50,ais_p95,ais_pred_p05,ais_pred_p95,ais_obs,glaciers_p05,glaciers_p50,glaciers_p95,glaciers_pred_p05,glaciers_pred_p95,glaciers_obs,gis_p05,gis_p50,gis_p95,gis_pred_p05,gis_pred_p95,gis_obs,te_p05,te_p50,te_p95,te_pred_p05,te_pred_p95,te_obs,total_p05,total_p50,total_p95,total_pred_p05,total_pred_p95,total_obs,glaciers_obs_delta_corrected
1900,-0.6825837762431511,-0.4810374076061693,-0.3367354270700035,-1.1796027715191033,0.1558971517654789,-0.6340783032503996,-6.215374531625854,-5.553371920358083,-4.807044586136732,-7.196717328674502,-3.7326584330754837,-7.27700420293,-4.270927437177085,-4.085603927402303,-3.90712940064439,-5.183129753355857,-2.990099280911461,-4.130332357233222,-4.366858949543265,-4.083253846222624,-3.7224009394377533,-5.228996834905946,-2.939835983065629,-3.6098928928375242,-14.01666785980044,-12.823121273903368,-11.918933168470913,NaN,NaN,-13.937918849348069,-5.805739149542874
1901,-0.6802729480181285,-0.4812752104259188,-0.3394029703171433,-1.1809745012488715,0.15802557341132978,-0.6286254796114836,-6.177286561556502,-5.52621413491465,-4.788030876988739,-7.223587811918165,-3.730102592020377,-7.19201579961,-4.208490591971547,-4.0320100378183765,-3.8599452255573645,-5.070313483506146,-2.9868743141097314,-4.14182832891291,-4.334001621644398,-4.052530433337104,-3.6943926731641312,-5.1236445588037665,-2.9418019498773664,-3.6964476108551025,-13.598071620521983,-12.419135798443866,-11.522157180322399,NaN,NaN,-13.717743189686836,-5.7452718304459935
1902,-0.6777751939314196,-0.4814442091872252,-0.3432689496134704,-1.1605064900856215,0.18951081781480417,-0.6231535824862393,-6.102042047388206,-5.467614411217614,-4.739316249637499,-7.1622663331091925,-3.724285984096402,-7.10599819097,-4.144393593721773,-3.9753248053256334,-3.8098603475404405,-5.071381168137914,-2.9669192933512347,-4.110059530084785,-4.301049025726974,-4.021717939602468,-3.666303198459948,-5.117589117806487,-2.945298576474647,-3.7697138309478753,-13.303465099623429,-12.13917658742846,-11.256537844888225,NaN,NaN,-13.307361420412224,-5.683775306029112
1903,-0.6759683736056796,-0.4819102638081057,-0.34717407041722587,-1.1323289186827894,0.14850226671970063,-0.6177760037508879,-6.0329117888958965,-5.408558584519912,-4.686715302867222,-7.130201028431724,-3.7153301652295214,-7.04884410771,-4.104253270342888,-3.942010393078439,-3.7821043317678606,-4.987026875019326,-2.849533585255744,-4.069244558160955,-4.306809280570262,-4.027104095421981,-3.671213358895127,-5.141459367564515,-2.94880931451241,-3.89201683998108,-13.196366114473786,-12.04138437538073,-11.174964860579784,NaN,NaN,-13.366047505500095,-5.651142306992231
1904,-0.6735479789546552,-0.4829497910970421,-0.35072471051685933,-1.1269727051568221,0.14356115205212613,-0.612356558713046,-5.9772497721257185,-5.362281094008193,-4.6471157594412915,-7.078778277209277,-3.687894268434914,-6.9647086707,-4.076796570898999,-3.919875050387091,-3.765631546097266,-4.874740200337055,-2.971149661320194,-3.986545354669745,-4.423053317969682,-4.135798678484086,-3.7703021820101705,-5.230696815477548,-2.9776239508313003,-4.005975580215455,-13.265315030115927,-12.121854206555671,-11.261655454762382,NaN,NaN,-13.401862591297018,-5.59152795420535
1905,-0.6737842444076703,-0.48637693258232995,-0.35623346270575523,-1.1366626628758998,0.13131431043322656,-0.6069045933810149,-5.9177411009337275,-5.315508168381315,-4.6064557464809015,-7.009926149730726,-3.608172590901399,-6.86514507207,-4.0618803520093385,-3.9079341648759027,-3.756845937203872,-4.780604333503899,-3.059568966082081,-3.965610296075995,-4.448644680489655,-4.1597280131951795,-3.792116789027831,-5.197840758191935,-3.111115520606397,-4.084479761123657,-13.15891038425466,-12.031105176418494,-11.178788362418963,NaN,NaN,-13.311246733632538,-5.516485439798468
1906,-0.672919293235877,-0.4895614273639185,-0.36109843644434697,-1.1053173310404716,0.13020545075172796,-0.6014521512118254,-5.849965764757473,-5.2581500124874,-4.555187594913111,-6.860028421079064,-3.575351905455785,-6.78516536626,-4.019453526112986,-3.8726414356834518,-3.7274015808711924,-4.724573110824782,-3.0200446925302145,-3.9195184534246272,-4.41902662651248,-4.132033499995348,-3.7668697468808703,-5.299595462465385,-2.9573241561508916,-4.1820330142974855,-13.222114405896026,-12.113183085888775,-11.27112308441037,NaN,NaN,-13.567440039263273,-5.461026818211588
1907,-0.6709366041692244,-0.49146779340608526,-0.36552728416261376,-1.1024946883054318,0.10784939377017391,-0.5960208806124601,-5.781130445498715,-5.199866168401913,-4.505586243142644,-6.8345099036085095,-3.562265666371381,-6.7199607459,-4.009687026156399,-3.863509817215225,-3.722365207133116,-4.741584023148445,-3.0074202116990723,-3.8829637354070488,-4.372444240819223,-4.0884764014616035,-3.7271619573073207,-5.098533296140924,-2.9977971969199806,-4.245766305923461,-13.138215062464766,-12.041428581981496,-11.215503876865053,NaN,NaN,-13.430518857797505,-5.420343282074706
1908,-0.6701159997713342,-0.49278990504398923,-0.36923394884350247,-1.1682139992894238,0.10653464462830665,-0.5906124981966887,-5.728955235778585,-5.153307716104419,-4.465458005968882,-6.785441589390497,-3.449521952951995,-6.64097972783,-3.9996004770508984,-3.8575335690206654,-3.7187799173173928,-4.673513988159339,-3.0365350173093857,-3.8119527643377134,-4.361433300652302,-4.078180565414093,-3.717776004040906,-5.179868811089695,-2.84249440226875,-4.304152536392211,-12.996630062971509,-11.908102537996992,-11.093170920745317,NaN,NaN,-13.478100215899776,-5.365883348227824
1909,-0.6688254323372237,-0.4945327989434609,-0.37327601187085074,-1.1131611143020022,0.1063096007865135,-0.5851665410128508,-5.66537892651931,-5.1017916948896636,-4.419350685745351,-6.7183187554993,-3.4533104455928907,-6.56629558477,-3.94270007612102,-3.8092221473322674,-3.675655615460565,-4.530467936606571,-3.0983835569959695,-3.7546384638006036,-4.327901250557007,-4.0468262500800325,-3.689192590603873,-5.127008173960218,-2.929038390473685,-4.4123697757720945,-12.769834017899774,-11.692398198269366,-10.881388839678431,NaN,NaN,-13.127202387002756,-5.315720289390943
