group,model,exp,ssp,var,n_years,last_year,long,y2100,y2150,y2200,y2300
NORCE,CISM08-MAR39-p50,CESM2-Leo_ssp585_RACMO2.3p2_p95,SSP5-8.5,slc,86,2100,False,10.708590333481194,,,
NORCE,CISM08-MAR39-p50,CESM2_ssp126_RACMO2.3p2_p05,SSP1-2.6,slc,86,2100,False,5.861410459868388,,,
NORCE,CISM08-MAR39-p50,CESM2_ssp126_RACMO2.3p2_p25,SSP1-2.6,slc,86,2100,False,5.456556841271443,,,
NORCE,CISM08-MAR39-p50,CESM2_ssp126_RACMO2.3p2_p50,SSP1-2.6,slc,86,2100,False,5.289050523723038,,,
NORCE,CISM08-MAR39-p50,CESM2_ssp126_RACMO2.3p2_p75,SSP1-2.6,slc,86,2100,False,5.226564785435706,,,
NORCE,CISM08-MAR39-p50,CESM2_ssp126_RACMO2.3p2_p95,SSP1-2.6,slc,86,2100,False,4.818708931397264,,,
NORCE,CISM08-MAR39-p50,CESM2_ssp245_RACMO2.3p2_p05,SSP2-4.5,slc,86,2100,False,6.487251488959878,,,
NORCE,CISM08-MAR39-p50,CESM2_ssp245_RACMO2.3p2_p25,SSP2-4.5,slc,86,2100,False,6.034520632388141,,,
NORCE,CISM08-MAR39-p50,CESM2_ssp245_RACMO2.3p2_p50,SSP2-4.5,slc,86,2100,False,5.840787061658315,,,
NORCE,CISM08-MAR39-p50,CESM2_ssp245_RACMO2.3p2_p75,SSP2-4.5,slc,86,2100,False,5.692495866228953,,,
NORCE,CISM08-MAR39-p50,CESM2_ssp245_RACMO2.3p2_p95,SSP2-4.5,slc,86,2100,False,5.364038812596128,,,
NORCE,CISM08-MAR39-p50,CNRM-CM6-1_ssp126_MARv3.9_p05,SSP1-2.6,slc,86,2100,False,5.889290858253382,,,
NORCE,CISM08-MAR39-p50,CNRM-CM6-1_ssp126_MARv3.9_p25,SSP1-2.6,slc,86,2100,False,5.125553983044817,,,
NORCE,CISM08-MAR39-p50,CNRM-CM6-1_ssp126_MARv3.9_p50,SSP1-2.6,slc,86,2100,False,4.879145016844433,,,
NORCE,CISM08-MAR39-p50,CNRM-CM6-1_ssp126_MARv3.9_p75,SSP1-2.6,slc,86,2100,False,4.660964872536244,,,
NORCE,CISM08-MAR39-p50,CNRM-CM6-1_ssp126_MARv3.9_p95,SSP1-2.6,slc,86,2100,False,4.193897179091977,,,
NORCE,CISM08-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.12_p05,SSP5-8.5,slc,86,2100,False,19.222299837819445,,,
NORCE,CISM08-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,14.858289227598842,,,
NORCE,CISM08-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,13.738761369372554,,,
NORCE,CISM08-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,12.850533913354134,,,
NORCE,CISM08-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.12_p95,SSP5-8.5,slc,86,2100,False,11.970968678162741,,,
NORCE,CISM08-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.9_p05,SSP5-8.5,slc,86,2100,False,18.93945562037107,,,
NORCE,CISM08-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,14.411405984559256,,,
NORCE,CISM08-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,13.278266109069481,,,
NORCE,CISM08-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,12.356361805810057,,,
NORCE,CISM08-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.9_p95,SSP5-8.5,slc,86,2100,False,11.449981087170169,,,
NORCE,CISM08-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.12_p05,SSP5-8.5,slc,86,2100,False,18.505537652676374,,,
NORCE,CISM08-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,14.067158424169346,,,
NORCE,CISM08-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,12.900833175214732,,,
NORCE,CISM08-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,12.014149617016123,,,
NORCE,CISM08-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.12_p95,SSP5-8.5,slc,86,2100,False,11.139214096426198,,,
NORCE,CISM08-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.9_p05,SSP5-8.5,slc,86,2100,False,18.239013363524315,,,
NORCE,CISM08-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,13.795238183199832,,,
NORCE,CISM08-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,12.646475579387406,,,
NORCE,CISM08-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,11.741485245170402,,,
NORCE,CISM08-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.9_p95,SSP5-8.5,slc,86,2100,False,10.88727881808369,,,
NORCE,CISM08-MAR39-p50,CSIRO-Mk3.6.0_rcp85_MARv3.9_p05,SSP5-8.5,slc,86,2100,False,10.456160109115675,,,
NORCE,CISM08-MAR39-p50,CSIRO-Mk3.6.0_rcp85_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,7.138996553946431,,,
NORCE,CISM08-MAR39-p50,CSIRO-Mk3.6.0_rcp85_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,6.187421427826756,,,
NORCE,CISM08-MAR39-p50,CSIRO-Mk3.6.0_rcp85_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,5.434710173090274,,,
NORCE,CISM08-MAR39-p50,CSIRO-Mk3.6.0_rcp85_MARv3.9_p95,SSP5-8.5,slc,86,2100,False,4.608974970600688,,,
NORCE,CISM08-MAR39-p50,HadGEM2-ES_rcp85_MARv3.9_p05,SSP5-8.5,slc,86,2100,False,13.793858624182942,,,
NORCE,CISM08-MAR39-p50,HadGEM2-ES_rcp85_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,10.615277349423291,,,
NORCE,CISM08-MAR39-p50,HadGEM2-ES_rcp85_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,9.492671824620569,,,
NORCE,CISM08-MAR39-p50,HadGEM2-ES_rcp85_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,8.696144702993802,,,
NORCE,CISM08-MAR39-p50,HadGEM2-ES_rcp85_MARv3.9_p95,SSP5-8.5,slc,86,2100,False,7.900187532381064,,,
NORCE,CISM08-MAR39-p50,IPSL-CM5A-MR_rcp85_MARv3.9_p05,SSP5-8.5,slc,86,2100,False,15.124543844674676,,,
NORCE,CISM08-MAR39-p50,IPSL-CM5A-MR_rcp85_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,12.329013137006228,,,
NORCE,CISM08-MAR39-p50,IPSL-CM5A-MR_rcp85_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,11.27367573141278,,,
NORCE,CISM08-MAR39-p50,IPSL-CM5A-MR_rcp85_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,10.655034814133746,,,
NORCE,CISM08-MAR39-p50,IPSL-CM5A-MR_rcp85_MARv3.9_p95,SSP5-8.5,slc,86,2100,False,9.852758433063258,,,
NORCE,CISM08-MAR39-p50,MIROC5_rcp85_MARv3.9_p05,SSP5-8.5,slc,86,2100,False,15.785014169926015,,,
NORCE,CISM08-MAR39-p50,MIROC5_rcp85_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,12.431385740064549,,,
NORCE,CISM08-MAR39-p50,MIROC5_rcp85_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,11.301411308127474,,,
NORCE,CISM08-MAR39-p50,MIROC5_rcp85_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,10.587739999969958,,,
NORCE,CISM08-MAR39-p50,MIROC5_rcp85_MARv3.9_p95,SSP5-8.5,slc,86,2100,False,9.746184435998195,,,
NORCE,CISM08-MAR39-p50,MPI-ESM1-2-HR_ssp126_MARv3.12_p05,SSP1-2.6,slc,86,2100,False,3.7603723215303475,,,
NORCE,CISM08-MAR39-p50,MPI-ESM1-2-HR_ssp126_MARv3.12_p25,SSP1-2.6,slc,86,2100,False,3.1551694839899724,,,
NORCE,CISM08-MAR39-p50,MPI-ESM1-2-HR_ssp126_MARv3.12_p50,SSP1-2.6,slc,86,2100,False,2.8935644761438617,,,
NORCE,CISM08-MAR39-p50,MPI-ESM1-2-HR_ssp126_MARv3.12_p75,SSP1-2.6,slc,86,2100,False,2.704453877974622,,,
NORCE,CISM08-MAR39-p50,MPI-ESM1-2-HR_ssp126_MARv3.12_p95,SSP1-2.6,slc,86,2100,False,2.3188525559246997,,,
NORCE,CISM08-MAR39-p50,MPI-ESM1-2-HR_ssp245_MARv3.12_p05,SSP2-4.5,slc,86,2100,False,5.902366684541693,,,
NORCE,CISM08-MAR39-p50,MPI-ESM1-2-HR_ssp245_MARv3.12_p25,SSP2-4.5,slc,86,2100,False,4.753259018514822,,,
NORCE,CISM08-MAR39-p50,MPI-ESM1-2-HR_ssp245_MARv3.12_p50,SSP2-4.5,slc,86,2100,False,4.225790926598538,,,
NORCE,CISM08-MAR39-p50,MPI-ESM1-2-HR_ssp245_MARv3.12_p75,SSP2-4.5,slc,86,2100,False,3.9805313669689646,,,
NORCE,CISM08-MAR39-p50,MPI-ESM1-2-HR_ssp245_MARv3.12_p95,SSP2-4.5,slc,86,2100,False,3.4612614988128065,,,
NORCE,CISM08-MAR39-p50,MPI-ESM1-2-HR_ssp585_MARv3.12_p05,SSP5-8.5,slc,86,2100,False,11.01253712606507,,,
NORCE,CISM08-MAR39-p50,MPI-ESM1-2-HR_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,8.404128472278227,,,
NORCE,CISM08-MAR39-p50,MPI-ESM1-2-HR_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,7.409100067055263,,,
NORCE,CISM08-MAR39-p50,MPI-ESM1-2-HR_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,6.82598559750307,,,
NORCE,CISM08-MAR39-p50,MPI-ESM1-2-HR_ssp585_MARv3.12_p95,SSP5-8.5,slc,86,2100,False,6.144469620031234,,,
NORCE,CISM08-MAR39-p50,NorESM1-M_rcp85_MARv3.9_p05,SSP5-8.5,slc,86,2100,False,12.255319767348194,,,
NORCE,CISM08-MAR39-p50,NorESM1-M_rcp85_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,8.879110446719007,,,
NORCE,CISM08-MAR39-p50,NorESM1-M_rcp85_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,7.775078612651409,,,
NORCE,CISM08-MAR39-p50,NorESM1-M_rcp85_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,7.072511053254882,,,
NORCE,CISM08-MAR39-p50,NorESM1-M_rcp85_MARv3.9_p95,SSP5-8.5,slc,86,2100,False,6.3381030455459175,,,
NORCE,CISM08-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.12_p05,SSP5-8.5,slc,86,2100,False,32.70484542582306,,,
NORCE,CISM08-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,23.786018100133877,,,
NORCE,CISM08-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,21.385548418836287,,,
NORCE,CISM08-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,20.187942866860897,,,
NORCE,CISM08-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.12_p95,SSP5-8.5,slc,86,2100,False,18.683694842975562,,,
NORCE,CISM08-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.9_p05,SSP5-8.5,slc,86,2100,False,29.850834057980524,,,
NORCE,CISM08-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,21.639473475118898,,,
NORCE,CISM08-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,19.423552469484395,,,
NORCE,CISM08-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,18.274379604543434,,,
NORCE,CISM08-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.9_p95,SSP5-8.5,slc,86,2100,False,16.77824197374509,,,
NORCE,CISM16-MAR312-p25,ACCESS1.3_rcp85_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,8.155878800045002,,,
NORCE,CISM16-MAR312-p25,CESM2-Leo_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,18.469776304677943,,,
NORCE,CISM16-MAR312-p25,CESM2_ssp126_MARv3.12_p25,SSP1-2.6,slc,86,2100,False,6.114707678068143,,,
NORCE,CISM16-MAR312-p25,CESM2_ssp245_MARv3.12_p25,SSP2-4.5,slc,86,2100,False,6.999440190593109,,,
NORCE,CISM16-MAR312-p25,CESM2_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,15.756028844034908,,,
NORCE,CISM16-MAR312-p25,CNRM-CM6-1_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,13.20249318072868,,,
NORCE,CISM16-MAR312-p25,CNRM-ESM2-1_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,12.53223295244954,,,
NORCE,CISM16-MAR312-p25,IPSL-CM6A-LR_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,13.834410519071305,,,
NORCE,CISM16-MAR312-p25,MPI-ESM1-2-HR_ssp126_MARv3.12_p25,SSP1-2.6,slc,86,2100,False,2.5307093892518395,,,
NORCE,CISM16-MAR312-p25,MPI-ESM1-2-HR_ssp245_MARv3.12_p25,SSP2-4.5,slc,86,2100,False,3.982552050582022,,,
NORCE,CISM16-MAR312-p25,MPI-ESM1-2-HR_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,7.081066318581808,,,
NORCE,CISM16-MAR312-p25,NorESM2-MM_ssp245_MARv3.12_p25,SSP2-4.5,slc,86,2100,False,3.9777665618505154,,,
NORCE,CISM16-MAR312-p25,NorESM2-MM_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,8.2275191741636,,,
NORCE,CISM16-MAR312-p25,UKESM1-0-LL-Robin_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,21.43565468956332,,,
NORCE,CISM16-MAR312-p25,UKESM1-0-LL_ssp245_MARv3.12_p25,SSP2-4.5,slc,86,2100,False,11.17388857178252,,,
NORCE,CISM16-MAR312-p25,UKESM1-0-LL_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,22.36665923033847,,,
NORCE,CISM16-MAR312-p50,ACCESS1.3_rcp85_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,7.830325533910365,,,
NORCE,CISM16-MAR312-p50,CESM2-Leo_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,17.82089487898144,,,
NORCE,CISM16-MAR312-p50,CESM2_ssp126_MARv3.12_p50,SSP1-2.6,slc,86,2100,False,6.068665668200968,,,
NORCE,CISM16-MAR312-p50,CESM2_ssp245_MARv3.12_p50,SSP2-4.5,slc,86,2100,False,7.150467746080746,,,
NORCE,CISM16-MAR312-p50,CESM2_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,15.308020377771925,,,
NORCE,CISM16-MAR312-p50,CNRM-CM6-1_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,12.930403081228103,,,
NORCE,CISM16-MAR312-p50,CNRM-ESM2-1_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,12.152437964167184,,,
NORCE,CISM16-MAR312-p50,IPSL-CM6A-LR_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,13.224055959814862,,,
NORCE,CISM16-MAR312-p50,MPI-ESM1-2-HR_ssp126_MARv3.12_p50,SSP1-2.6,slc,86,2100,False,2.6838127245795818,,,
NORCE,CISM16-MAR312-p50,MPI-ESM1-2-HR_ssp245_MARv3.12_p50,SSP2-4.5,slc,86,2100,False,4.040032340809141,,,
NORCE,CISM16-MAR312-p50,MPI-ESM1-2-HR_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,6.950453544639057,,,
NORCE,CISM16-MAR312-p50,NorESM2-MM_ssp245_MARv3.12_p50,SSP2-4.5,slc,86,2100,False,4.113123408987374,,,
NORCE,CISM16-MAR312-p50,NorESM2-MM_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,8.188783971759506,,,
NORCE,CISM16-MAR312-p50,UKESM1-0-LL-Robin_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,20.24627301781985,,,
NORCE,CISM16-MAR312-p50,UKESM1-0-LL_ssp245_MARv3.12_p50,SSP2-4.5,slc,86,2100,False,11.07225110512049,,,
NORCE,CISM16-MAR312-p50,UKESM1-0-LL_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,21.534993474984798,,,
NORCE,CISM16-MAR312-p75,ACCESS1.3_rcp85_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,7.436680037683807,,,
NORCE,CISM16-MAR312-p75,CESM2-Leo_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,17.206198658056948,,,
NORCE,CISM16-MAR312-p75,CESM2_ssp126_MARv3.12_p75,SSP1-2.6,slc,86,2100,False,6.037704723985904,,,
NORCE,CISM16-MAR312-p75,CESM2_ssp245_MARv3.12_p75,SSP2-4.5,slc,86,2100,False,6.920962641568895,,,
NORCE,CISM16-MAR312-p75,CESM2_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,15.029973222917725,,,
NORCE,CISM16-MAR312-p75,CNRM-CM6-1_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,12.570288928138762,,,
NORCE,CISM16-MAR312-p75,CNRM-ESM2-1_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,11.765783375982597,,,
NORCE,CISM16-MAR312-p75,IPSL-CM6A-LR_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,12.855971555715406,,,
NORCE,CISM16-MAR312-p75,MPI-ESM1-2-HR_ssp126_MARv3.12_p75,SSP1-2.6,slc,86,2100,False,2.588731700702951,,,
NORCE,CISM16-MAR312-p75,MPI-ESM1-2-HR_ssp245_MARv3.12_p75,SSP2-4.5,slc,86,2100,False,3.82598071751179,,,
NORCE,CISM16-MAR312-p75,MPI-ESM1-2-HR_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,6.574961492549214,,,
NORCE,CISM16-MAR312-p75,NorESM2-MM_ssp245_MARv3.12_p75,SSP2-4.5,slc,86,2100,False,3.9945864468699632,,,
NORCE,CISM16-MAR312-p75,NorESM2-MM_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,7.843913414445058,,,
NORCE,CISM16-MAR312-p75,UKESM1-0-LL-Robin_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,19.676885077571615,,,
NORCE,CISM16-MAR312-p75,UKESM1-0-LL_ssp245_MARv3.12_p75,SSP2-4.5,slc,86,2100,False,10.786379046890993,,,
NORCE,CISM16-MAR312-p75,UKESM1-0-LL_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,20.985610541762956,,,
NORCE,CISM16-MAR39-p50,ACCESS1.3_rcp85_MARv3.12_p05,SSP5-8.5,slc,86,2100,False,10.818552591483321,,,
NORCE,CISM16-MAR39-p50,ACCESS1.3_rcp85_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,8.942549207348183,,,
NORCE,CISM16-MAR39-p50,ACCESS1.3_rcp85_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,8.12402821451279,,,
NORCE,CISM16-MAR39-p50,ACCESS1.3_rcp85_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,7.713547836656964,,,
NORCE,CISM16-MAR39-p50,ACCESS1.3_rcp85_MARv3.12_p95,SSP5-8.5,slc,86,2100,False,6.91114735189009,,,
NORCE,CISM16-MAR39-p50,ACCESS1.3_rcp85_MARv3.9_p05,SSP5-8.5,slc,86,2100,False,10.58937473482695,,,
NORCE,CISM16-MAR39-p50,ACCESS1.3_rcp85_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,8.610902685668176,,,
NORCE,CISM16-MAR39-p50,ACCESS1.3_rcp85_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,7.780360377611473,,,
NORCE,CISM16-MAR39-p50,ACCESS1.3_rcp85_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,7.368357378368007,,,
NORCE,CISM16-MAR39-p50,ACCESS1.3_rcp85_MARv3.9_p95,SSP5-8.5,slc,86,2100,False,6.660396654823053,,,
NORCE,CISM16-MAR39-p50,CESM2-Leo_ssp585_MARv3.12_p05,SSP5-8.5,slc,86,2100,False,23.104990940197645,,,
NORCE,CISM16-MAR39-p50,CESM2-Leo_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,19.502603597890378,,,
NORCE,CISM16-MAR39-p50,CESM2-Leo_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,18.380053987887734,,,
NORCE,CISM16-MAR39-p50,CESM2-Leo_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,17.800127588314396,,,
NORCE,CISM16-MAR39-p50,CESM2-Leo_ssp585_MARv3.12_p95,SSP5-8.5,slc,86,2100,False,17.015102530809934,,,
NORCE,CISM16-MAR39-p50,CESM2-Leo_ssp585_MARv3.9_p05,SSP5-8.5,slc,86,2100,False,23.991081514760282,,,
NORCE,CISM16-MAR39-p50,CESM2-Leo_ssp585_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,20.24934325321608,,,
NORCE,CISM16-MAR39-p50,CESM2-Leo_ssp585_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,19.185450419652206,,,
NORCE,CISM16-MAR39-p50,CESM2-Leo_ssp585_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,18.56624030725591,,,
NORCE,CISM16-MAR39-p50,CESM2-Leo_ssp585_MARv3.9_p95,SSP5-8.5,slc,86,2100,False,17.748745886232253,,,
NORCE,CISM16-MAR39-p50,CNRM-CM6-1_ssp126_MARv3.9_p05,SSP1-2.6,slc,86,2100,False,5.647345792789782,,,
NORCE,CISM16-MAR39-p50,CNRM-CM6-1_ssp126_MARv3.9_p25,SSP1-2.6,slc,86,2100,False,5.153269492342449,,,
NORCE,CISM16-MAR39-p50,CNRM-CM6-1_ssp126_MARv3.9_p50,SSP1-2.6,slc,86,2100,False,4.875371674408413,,,
NORCE,CISM16-MAR39-p50,CNRM-CM6-1_ssp126_MARv3.9_p75,SSP1-2.6,slc,86,2100,False,4.639344431087888,,,
NORCE,CISM16-MAR39-p50,CNRM-CM6-1_ssp126_MARv3.9_p95,SSP1-2.6,slc,86,2100,False,4.209949519232659,,,
NORCE,CISM16-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.12_p05,SSP5-8.5,slc,86,2100,False,17.1214530114443,,,
NORCE,CISM16-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,14.206811203040726,,,
NORCE,CISM16-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,13.570401358435902,,,
NORCE,CISM16-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,13.138173774697393,,,
NORCE,CISM16-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.12_p95,SSP5-8.5,slc,86,2100,False,12.432467120747859,,,
NORCE,CISM16-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.9_p05,SSP5-8.5,slc,86,2100,False,16.767059966201092,,,
NORCE,CISM16-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,13.663024052778194,,,
NORCE,CISM16-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,12.998414363234811,,,
NORCE,CISM16-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,12.570667324619222,,,
NORCE,CISM16-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.9_p95,SSP5-8.5,slc,86,2100,False,11.842374079182072,,,
NORCE,CISM16-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.12_p05,SSP5-8.5,slc,86,2100,False,16.451037880636665,,,
NORCE,CISM16-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,13.454927368688008,,,
NORCE,CISM16-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,12.750822699293085,,,
NORCE,CISM16-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,12.275632013961157,,,
NORCE,CISM16-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.12_p95,SSP5-8.5,slc,86,2100,False,11.575191640339444,,,
NORCE,CISM16-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.9_p05,SSP5-8.5,slc,86,2100,False,16.117377083959106,,,
NORCE,CISM16-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,13.114258694657543,,,
NORCE,CISM16-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,12.416006107535082,,,
NORCE,CISM16-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,11.921815893985954,,,
NORCE,CISM16-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.9_p95,SSP5-8.5,slc,86,2100,False,11.239970701170598,,,
NORCE,CISM16-MAR39-p50,CSIRO-Mk3.6.0_rcp85_MARv3.9_p05,SSP5-8.5,slc,86,2100,False,8.304817450773427,,,
NORCE,CISM16-MAR39-p50,CSIRO-Mk3.6.0_rcp85_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,6.288183851215212,,,
NORCE,CISM16-MAR39-p50,CSIRO-Mk3.6.0_rcp85_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,5.757142788907466,,,
NORCE,CISM16-MAR39-p50,CSIRO-Mk3.6.0_rcp85_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,5.279648645717483,,,
NORCE,CISM16-MAR39-p50,CSIRO-Mk3.6.0_rcp85_MARv3.9_p95,SSP5-8.5,slc,86,2100,False,4.522755413819546,,,
NORCE,CISM16-MAR39-p50,HadGEM2-ES_rcp85_MARv3.9_p05,SSP5-8.5,slc,86,2100,False,12.515377051606702,,,
NORCE,CISM16-MAR39-p50,HadGEM2-ES_rcp85_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,10.139448484706115,,,
NORCE,CISM16-MAR39-p50,HadGEM2-ES_rcp85_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,9.532436760144858,,,
NORCE,CISM16-MAR39-p50,HadGEM2-ES_rcp85_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,8.980162700606353,,,
