group,model,exp,ssp,var,n_years,last_year,long,y2100,y2150,y2200,y2300
NORCE,CISM02-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.9_p25,SSP5-8.5,slc,70,2084,False,,,,
NORCE,CISM02-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,18.97129646416822,,,
NORCE,CISM02-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,17.369192748895035,,,
NORCE,CISM04-MAR312-p25,ACCESS1.3_rcp85_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,8.893386550892046,,,
NORCE,CISM04-MAR312-p25,CESM2-Leo_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,18.626097490158422,,,
NORCE,CISM04-MAR312-p25,CESM2_ssp126_MARv3.12_p25,SSP1-2.6,slc,86,2100,False,5.184380344934425,,,
NORCE,CISM04-MAR312-p25,CESM2_ssp245_MARv3.12_p25,SSP2-4.5,slc,86,2100,False,6.226163427784925,,,
NORCE,CISM04-MAR312-p25,CESM2_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,15.760013877556123,,,
NORCE,CISM04-MAR312-p25,CNRM-CM6-1_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,14.017699349392831,,,
NORCE,CISM04-MAR312-p25,CNRM-ESM2-1_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,13.31198955818289,,,
NORCE,CISM04-MAR312-p25,IPSL-CM6A-LR_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,14.474729882814685,,,
NORCE,CISM04-MAR312-p25,MPI-ESM1-2-HR_ssp126_MARv3.12_p25,SSP1-2.6,slc,86,2100,False,2.8028527833162897,,,
NORCE,CISM04-MAR312-p25,MPI-ESM1-2-HR_ssp245_MARv3.12_p25,SSP2-4.5,slc,86,2100,False,4.3945098402059735,,,
NORCE,CISM04-MAR312-p25,MPI-ESM1-2-HR_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,7.934292052949399,,,
NORCE,CISM04-MAR312-p25,NorESM2-MM_ssp245_MARv3.12_p25,SSP2-4.5,slc,86,2100,False,3.888395043842685,,,
NORCE,CISM04-MAR312-p25,NorESM2-MM_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,8.58564669165407,,,
NORCE,CISM04-MAR312-p25,UKESM1-0-LL-Robin_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,22.67523681583885,,,
NORCE,CISM04-MAR312-p25,UKESM1-0-LL_ssp245_MARv3.12_p25,SSP2-4.5,slc,86,2100,False,11.054496648518164,,,
NORCE,CISM04-MAR312-p25,UKESM1-0-LL_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,23.25736014445976,,,
NORCE,CISM04-MAR312-p50,ACCESS1.3_rcp85_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,7.884855316707373,,,
NORCE,CISM04-MAR312-p50,CESM2-Leo_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,17.26541015141727,,,
NORCE,CISM04-MAR312-p50,CESM2_ssp126_MARv3.12_p50,SSP1-2.6,slc,86,2100,False,5.335708598893696,,,
NORCE,CISM04-MAR312-p50,CESM2_ssp245_MARv3.12_p50,SSP2-4.5,slc,86,2100,False,6.2110613055133435,,,
NORCE,CISM04-MAR312-p50,CESM2_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,14.685298706718797,,,
NORCE,CISM04-MAR312-p50,CNRM-CM6-1_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,12.818530145143203,,,
NORCE,CISM04-MAR312-p50,CNRM-ESM2-1_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,12.02684917220358,,,
NORCE,CISM04-MAR312-p50,IPSL-CM6A-LR_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,12.836512896485708,,,
NORCE,CISM04-MAR312-p50,MPI-ESM1-2-HR_ssp126_MARv3.12_p50,SSP1-2.6,slc,86,2100,False,2.517166619934219,,,
NORCE,CISM04-MAR312-p50,MPI-ESM1-2-HR_ssp245_MARv3.12_p50,SSP2-4.5,slc,86,2100,False,3.8959668920256263,,,
NORCE,CISM04-MAR312-p50,MPI-ESM1-2-HR_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,6.957187860064984,,,
NORCE,CISM04-MAR312-p50,NorESM2-MM_ssp245_MARv3.12_p50,SSP2-4.5,slc,86,2100,False,3.6700353566387456,,,
NORCE,CISM04-MAR312-p50,NorESM2-MM_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,7.858117525178532,,,
NORCE,CISM04-MAR312-p50,UKESM1-0-LL-Robin_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,20.172581050806127,,,
NORCE,CISM04-MAR312-p50,UKESM1-0-LL_ssp245_MARv3.12_p50,SSP2-4.5,slc,86,2100,False,10.196204964832667,,,
NORCE,CISM04-MAR312-p50,UKESM1-0-LL_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,21.222601267153518,,,
NORCE,CISM04-MAR312-p75,ACCESS1.3_rcp85_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,7.078369058353395,,,
NORCE,CISM04-MAR312-p75,CESM2-Leo_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,16.187322869660203,,,
NORCE,CISM04-MAR312-p75,CESM2_ssp126_MARv3.12_p75,SSP1-2.6,slc,86,2100,False,5.3745250510706555,,,
NORCE,CISM04-MAR312-p75,CESM2_ssp245_MARv3.12_p75,SSP2-4.5,slc,86,2100,False,6.184860486555266,,,
NORCE,CISM04-MAR312-p75,CESM2_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,14.023150971360732,,,
NORCE,CISM04-MAR312-p75,CNRM-CM6-1_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,11.895726446749766,,,
NORCE,CISM04-MAR312-p75,CNRM-ESM2-1_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,11.11137957306374,,,
NORCE,CISM04-MAR312-p75,IPSL-CM6A-LR_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,12.207924268356507,,,
NORCE,CISM04-MAR312-p75,MPI-ESM1-2-HR_ssp126_MARv3.12_p75,SSP1-2.6,slc,86,2100,False,2.3655048254537014,,,
NORCE,CISM04-MAR312-p75,MPI-ESM1-2-HR_ssp245_MARv3.12_p75,SSP2-4.5,slc,86,2100,False,3.586111734384634,,,
NORCE,CISM04-MAR312-p75,MPI-ESM1-2-HR_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,6.348913140279766,,,
NORCE,CISM04-MAR312-p75,NorESM2-MM_ssp245_MARv3.12_p75,SSP2-4.5,slc,86,2100,False,3.491710028465622,,,
NORCE,CISM04-MAR312-p75,NorESM2-MM_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,7.293169652720266,,,
NORCE,CISM04-MAR312-p75,UKESM1-0-LL-Robin_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,18.957000792307444,,,
NORCE,CISM04-MAR312-p75,UKESM1-0-LL_ssp245_MARv3.12_p75,SSP2-4.5,slc,86,2100,False,9.674762660388847,,,
NORCE,CISM04-MAR312-p75,UKESM1-0-LL_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,20.001502230424784,,,
NORCE,CISM04-MAR39-p50,ACCESS1.3_rcp85_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,9.385644400332094,,,
NORCE,CISM04-MAR39-p50,ACCESS1.3_rcp85_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,8.042712226258164,,,
NORCE,CISM04-MAR39-p50,ACCESS1.3_rcp85_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,7.287195205266084,,,
NORCE,CISM04-MAR39-p50,ACCESS1.3_rcp85_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,9.159133807231967,,,
NORCE,CISM04-MAR39-p50,ACCESS1.3_rcp85_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,7.7988116438420185,,,
NORCE,CISM04-MAR39-p50,ACCESS1.3_rcp85_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,6.950971699108255,,,
NORCE,CISM04-MAR39-p50,CESM2-Leo_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,19.389437217667727,,,
NORCE,CISM04-MAR39-p50,CESM2-Leo_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,17.651764192890695,,,
NORCE,CISM04-MAR39-p50,CESM2-Leo_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,16.53578415652497,,,
NORCE,CISM04-MAR39-p50,CESM2-Leo_ssp585_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,20.117320963585872,,,
NORCE,CISM04-MAR39-p50,CESM2-Leo_ssp585_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,18.380054423624603,,,
NORCE,CISM04-MAR39-p50,CESM2-Leo_ssp585_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,17.264804029927294,,,
NORCE,CISM04-MAR39-p50,CESM2-Leo_ssp585_RACMO2.3p2_p25,SSP5-8.5,slc,86,2100,False,12.967626484153971,,,
NORCE,CISM04-MAR39-p50,CESM2-Leo_ssp585_RACMO2.3p2_p50,SSP5-8.5,slc,86,2100,False,11.637923734592626,,,
NORCE,CISM04-MAR39-p50,CESM2-Leo_ssp585_RACMO2.3p2_p75,SSP5-8.5,slc,86,2100,False,10.83107638161973,,,
NORCE,CISM04-MAR39-p50,CESM2_ssp126_RACMO2.3p2_p25,SSP1-2.6,slc,86,2100,False,4.851029092081571,,,
NORCE,CISM04-MAR39-p50,CESM2_ssp126_RACMO2.3p2_p50,SSP1-2.6,slc,86,2100,False,4.655244909951506,,,
NORCE,CISM04-MAR39-p50,CESM2_ssp126_RACMO2.3p2_p75,SSP1-2.6,slc,86,2100,False,4.580541739207433,,,
NORCE,CISM04-MAR39-p50,CESM2_ssp245_RACMO2.3p2_p25,SSP2-4.5,slc,86,2100,False,5.494515901570196,,,
NORCE,CISM04-MAR39-p50,CESM2_ssp245_RACMO2.3p2_p50,SSP2-4.5,slc,86,2100,False,5.189101314906264,,,
NORCE,CISM04-MAR39-p50,CESM2_ssp245_RACMO2.3p2_p75,SSP2-4.5,slc,86,2100,False,5.0518842725105095,,,
NORCE,CISM04-MAR39-p50,CNRM-CM6-1_ssp126_MARv3.9_p25,SSP1-2.6,slc,86,2100,False,4.7343186169658935,,,
NORCE,CISM04-MAR39-p50,CNRM-CM6-1_ssp126_MARv3.9_p50,SSP1-2.6,slc,86,2100,False,4.322899474735742,,,
NORCE,CISM04-MAR39-p50,CNRM-CM6-1_ssp126_MARv3.9_p75,SSP1-2.6,slc,86,2100,False,4.043542277965972,,,
NORCE,CISM04-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,14.714332023410837,,,
NORCE,CISM04-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,13.292211021149214,,,
NORCE,CISM04-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,12.238183514918166,,,
NORCE,CISM04-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,14.343971602715833,,,
NORCE,CISM04-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,12.891795760416525,,,
NORCE,CISM04-MAR39-p50,CNRM-CM6-1_ssp585_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,11.82089263433257,,,
NORCE,CISM04-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,13.949418635595912,,,
NORCE,CISM04-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,12.499987019465308,,,
NORCE,CISM04-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,11.445955362546378,,,
NORCE,CISM04-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,13.743358854153964,,,
NORCE,CISM04-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,12.289832924933641,,,
NORCE,CISM04-MAR39-p50,CNRM-ESM2-1_ssp585_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,11.214328453307942,,,
NORCE,CISM04-MAR39-p50,CSIRO-Mk3.6.0_rcp85_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,7.4292990410717685,,,
NORCE,CISM04-MAR39-p50,CSIRO-Mk3.6.0_rcp85_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,6.226583928724949,,,
NORCE,CISM04-MAR39-p50,CSIRO-Mk3.6.0_rcp85_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,5.3237087944177475,,,
NORCE,CISM04-MAR39-p50,HadGEM2-ES_rcp85_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,10.225006471364928,,,
NORCE,CISM04-MAR39-p50,HadGEM2-ES_rcp85_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,8.901789724724374,,,
NORCE,CISM04-MAR39-p50,HadGEM2-ES_rcp85_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,8.02084168048065,,,
NORCE,CISM04-MAR39-p50,IPSL-CM5A-MR_rcp85_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,12.027349973019685,,,
NORCE,CISM04-MAR39-p50,IPSL-CM5A-MR_rcp85_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,10.834847337978193,,,
NORCE,CISM04-MAR39-p50,IPSL-CM5A-MR_rcp85_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,10.016605052417571,,,
NORCE,CISM04-MAR39-p50,MIROC5_rcp85_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,12.124136339659142,,,
NORCE,CISM04-MAR39-p50,MIROC5_rcp85_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,10.857939536688832,,,
NORCE,CISM04-MAR39-p50,MIROC5_rcp85_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,9.963913122352075,,,
NORCE,CISM04-MAR39-p50,MPI-ESM1-2-HR_ssp126_MARv3.12_p25,SSP1-2.6,slc,86,2100,False,3.031627289598404,,,
NORCE,CISM04-MAR39-p50,MPI-ESM1-2-HR_ssp126_MARv3.12_p50,SSP1-2.6,slc,86,2100,False,2.6425930332123926,,,
NORCE,CISM04-MAR39-p50,MPI-ESM1-2-HR_ssp126_MARv3.12_p75,SSP1-2.6,slc,86,2100,False,2.426606383139429,,,
NORCE,CISM04-MAR39-p50,MPI-ESM1-2-HR_ssp245_MARv3.12_p25,SSP2-4.5,slc,86,2100,False,4.679077451301161,,,
NORCE,CISM04-MAR39-p50,MPI-ESM1-2-HR_ssp245_MARv3.12_p50,SSP2-4.5,slc,86,2100,False,4.07056023420882,,,
NORCE,CISM04-MAR39-p50,MPI-ESM1-2-HR_ssp245_MARv3.12_p75,SSP2-4.5,slc,86,2100,False,3.6256788820185903,,,
NORCE,CISM04-MAR39-p50,MPI-ESM1-2-HR_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,8.38309988542667,,,
NORCE,CISM04-MAR39-p50,MPI-ESM1-2-HR_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,7.277048448441015,,,
NORCE,CISM04-MAR39-p50,MPI-ESM1-2-HR_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,6.522784536443282,,,
NORCE,CISM04-MAR39-p50,NorESM1-M_rcp85_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,8.852242096813345,,,
NORCE,CISM04-MAR39-p50,NorESM1-M_rcp85_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,7.534380104433325,,,
NORCE,CISM04-MAR39-p50,NorESM1-M_rcp85_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,6.656399155438564,,,
NORCE,CISM04-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,23.548392260961926,,,
NORCE,CISM04-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,20.907202317986684,,,
NORCE,CISM04-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,19.408611096638584,,,
NORCE,CISM04-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,21.447845322138726,,,
NORCE,CISM04-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,18.92115000968264,,,
NORCE,CISM04-MAR39-p50,UKESM1-0-LL-Robin_ssp585_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,17.492714429074052,,,
NORCE,CISM08-MAR312-p25,ACCESS1.3_rcp85_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,8.585642912017466,,,
NORCE,CISM08-MAR312-p25,CESM2-Leo_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,18.588871434490173,,,
NORCE,CISM08-MAR312-p25,CESM2_ssp126_MARv3.12_p25,SSP1-2.6,slc,86,2100,False,5.497205413221629,,,
NORCE,CISM08-MAR312-p25,CESM2_ssp245_MARv3.12_p25,SSP2-4.5,slc,86,2100,False,6.4313302793206795,,,
NORCE,CISM08-MAR312-p25,CESM2_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,15.841590188643817,,,
NORCE,CISM08-MAR312-p25,CNRM-CM6-1_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,13.667208753171689,,,
NORCE,CISM08-MAR312-p25,CNRM-ESM2-1_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,12.91896649024702,,,
NORCE,CISM08-MAR312-p25,IPSL-CM6A-LR_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,14.266503177556533,,,
NORCE,CISM08-MAR312-p25,MPI-ESM1-2-HR_ssp126_MARv3.12_p25,SSP1-2.6,slc,86,2100,False,2.5965889598333014,,,
NORCE,CISM08-MAR312-p25,MPI-ESM1-2-HR_ssp245_MARv3.12_p25,SSP2-4.5,slc,86,2100,False,4.183867593833757,,,
NORCE,CISM08-MAR312-p25,MPI-ESM1-2-HR_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,7.578807661966103,,,
NORCE,CISM08-MAR312-p25,NorESM2-MM_ssp245_MARv3.12_p25,SSP2-4.5,slc,86,2100,False,3.7544748839266617,,,
NORCE,CISM08-MAR312-p25,NorESM2-MM_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,8.37274308535001,,,
NORCE,CISM08-MAR312-p25,UKESM1-0-LL-Robin_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,22.45762358501624,,,
NORCE,CISM08-MAR312-p25,UKESM1-0-LL_ssp245_MARv3.12_p25,SSP2-4.5,slc,86,2100,False,11.173163990683843,,,
NORCE,CISM08-MAR312-p25,UKESM1-0-LL_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,23.11113655556527,,,
NORCE,CISM08-MAR312-p50,ACCESS1.3_rcp85_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,7.904894765127324,,,
NORCE,CISM08-MAR312-p50,CESM2-Leo_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,17.701455624149443,,,
NORCE,CISM08-MAR312-p50,CESM2_ssp126_MARv3.12_p50,SSP1-2.6,slc,86,2100,False,5.759124740172705,,,
NORCE,CISM08-MAR312-p50,CESM2_ssp245_MARv3.12_p50,SSP2-4.5,slc,86,2100,False,6.6408084428906555,,,
NORCE,CISM08-MAR312-p50,CESM2_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,15.174219754375162,,,
NORCE,CISM08-MAR312-p50,CNRM-CM6-1_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,13.017896546704844,,,
NORCE,CISM08-MAR312-p50,CNRM-ESM2-1_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,12.185603890041907,,,
NORCE,CISM08-MAR312-p50,IPSL-CM6A-LR_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,13.071178488382795,,,
NORCE,CISM08-MAR312-p50,MPI-ESM1-2-HR_ssp126_MARv3.12_p50,SSP1-2.6,slc,86,2100,False,2.6592727561919105,,,
NORCE,CISM08-MAR312-p50,MPI-ESM1-2-HR_ssp245_MARv3.12_p50,SSP2-4.5,slc,86,2100,False,3.931137160544562,,,
NORCE,CISM08-MAR312-p50,MPI-ESM1-2-HR_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,6.928008764856486,,,
NORCE,CISM08-MAR312-p50,NorESM2-MM_ssp245_MARv3.12_p50,SSP2-4.5,slc,86,2100,False,3.9190059443739322,,,
NORCE,CISM08-MAR312-p50,NorESM2-MM_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,7.925342978194827,,,
NORCE,CISM08-MAR312-p50,UKESM1-0-LL-Robin_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,20.436988977602155,,,
NORCE,CISM08-MAR312-p50,UKESM1-0-LL_ssp245_MARv3.12_p50,SSP2-4.5,slc,86,2100,False,10.683705654328701,,,
NORCE,CISM08-MAR312-p50,UKESM1-0-LL_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,21.55355532436065,,,
NORCE,CISM08-MAR312-p75,ACCESS1.3_rcp85_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,7.445415198187799,,,
NORCE,CISM08-MAR312-p75,CESM2-Leo_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,16.960566772850605,,,
NORCE,CISM08-MAR312-p75,CESM2_ssp126_MARv3.12_p75,SSP1-2.6,slc,86,2100,False,5.797176355474676,,,
NORCE,CISM08-MAR312-p75,CESM2_ssp245_MARv3.12_p75,SSP2-4.5,slc,86,2100,False,6.734730239273468,,,
NORCE,CISM08-MAR312-p75,CESM2_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,14.632340435345803,,,
NORCE,CISM08-MAR312-p75,CNRM-CM6-1_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,12.31794712894736,,,
NORCE,CISM08-MAR312-p75,CNRM-ESM2-1_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,11.498302882898948,,,
NORCE,CISM08-MAR312-p75,IPSL-CM6A-LR_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,12.67039109850785,,,
NORCE,CISM08-MAR312-p75,MPI-ESM1-2-HR_ssp126_MARv3.12_p75,SSP1-2.6,slc,86,2100,False,2.637893046112172,,,
NORCE,CISM08-MAR312-p75,MPI-ESM1-2-HR_ssp245_MARv3.12_p75,SSP2-4.5,slc,86,2100,False,3.9887112950476755,,,
NORCE,CISM08-MAR312-p75,MPI-ESM1-2-HR_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,6.635442360844301,,,
NORCE,CISM08-MAR312-p75,NorESM2-MM_ssp245_MARv3.12_p75,SSP2-4.5,slc,86,2100,False,3.9131484865438715,,,
NORCE,CISM08-MAR312-p75,NorESM2-MM_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,7.70133662276935,,,
NORCE,CISM08-MAR312-p75,UKESM1-0-LL-Robin_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,19.534835295900876,,,
NORCE,CISM08-MAR312-p75,UKESM1-0-LL_ssp245_MARv3.12_p75,SSP2-4.5,slc,86,2100,False,10.401527696289303,,,
NORCE,CISM08-MAR312-p75,UKESM1-0-LL_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,20.612069301382352,,,
NORCE,CISM08-MAR39-p50,ACCESS1.3_rcp85_MARv3.12_p05,SSP5-8.5,slc,86,2100,False,12.49578502131845,,,
NORCE,CISM08-MAR39-p50,ACCESS1.3_rcp85_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,9.493089366377383,,,
NORCE,CISM08-MAR39-p50,ACCESS1.3_rcp85_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,8.287743525952873,,,
NORCE,CISM08-MAR39-p50,ACCESS1.3_rcp85_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,7.675459122856942,,,
NORCE,CISM08-MAR39-p50,ACCESS1.3_rcp85_MARv3.12_p95,SSP5-8.5,slc,86,2100,False,6.927154047478368,,,
NORCE,CISM08-MAR39-p50,ACCESS1.3_rcp85_MARv3.9_p05,SSP5-8.5,slc,86,2100,False,12.479667579336873,,,
NORCE,CISM08-MAR39-p50,ACCESS1.3_rcp85_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,9.256258124168859,,,
NORCE,CISM08-MAR39-p50,ACCESS1.3_rcp85_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,8.020974884924659,,,
NORCE,CISM08-MAR39-p50,ACCESS1.3_rcp85_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,7.342326364618756,,,
NORCE,CISM08-MAR39-p50,ACCESS1.3_rcp85_MARv3.9_p95,SSP5-8.5,slc,86,2100,False,6.5654906939421664,,,
NORCE,CISM08-MAR39-p50,CESM2-Leo_ssp585_MARv3.12_p05,SSP5-8.5,slc,86,2100,False,24.580649854936265,,,
NORCE,CISM08-MAR39-p50,CESM2-Leo_ssp585_MARv3.12_p25,SSP5-8.5,slc,86,2100,False,19.78186941793032,,,
NORCE,CISM08-MAR39-p50,CESM2-Leo_ssp585_MARv3.12_p50,SSP5-8.5,slc,86,2100,False,18.359099151866864,,,
NORCE,CISM08-MAR39-p50,CESM2-Leo_ssp585_MARv3.12_p75,SSP5-8.5,slc,86,2100,False,17.457536786175343,,,
NORCE,CISM08-MAR39-p50,CESM2-Leo_ssp585_MARv3.12_p95,SSP5-8.5,slc,86,2100,False,16.370937455395662,,,
NORCE,CISM08-MAR39-p50,CESM2-Leo_ssp585_MARv3.9_p05,SSP5-8.5,slc,86,2100,False,25.433546153503617,,,
NORCE,CISM08-MAR39-p50,CESM2-Leo_ssp585_MARv3.9_p25,SSP5-8.5,slc,86,2100,False,20.546832174602336,,,
NORCE,CISM08-MAR39-p50,CESM2-Leo_ssp585_MARv3.9_p50,SSP5-8.5,slc,86,2100,False,19.094872669470142,,,
NORCE,CISM08-MAR39-p50,CESM2-Leo_ssp585_MARv3.9_p75,SSP5-8.5,slc,86,2100,False,18.22327676434501,,,
NORCE,CISM08-MAR39-p50,CESM2-Leo_ssp585_MARv3.9_p95,SSP5-8.5,slc,86,2100,False,17.094851211067308,,,
NORCE,CISM08-MAR39-p50,CESM2-Leo_ssp585_RACMO2.3p2_p05,SSP5-8.5,slc,86,2100,False,16.46659975272735,,,
NORCE,CISM08-MAR39-p50,CESM2-Leo_ssp585_RACMO2.3p2_p25,SSP5-8.5,slc,86,2100,False,13.298870396858486,,,
NORCE,CISM08-MAR39-p50,CESM2-Leo_ssp585_RACMO2.3p2_p50,SSP5-8.5,slc,86,2100,False,12.236547650878382,,,
NORCE,CISM08-MAR39-p50,CESM2-Leo_ssp585_RACMO2.3p2_p75,SSP5-8.5,slc,86,2100,False,11.48804567052455,,,
