window,component,ladrillo_bias_cm,brick_bias_cm,provenance
1900-1919,ais,-0.46540896276989396,-2.7658197519782215,diag_component_error_cancellation.py | tag L28 | seed n/a (no RNG in this driver) | targets recalib_targets_ext.csv | ladrillo postpred_L28_components_timeseries.csv | brick postpred_oldbrick_components_timeseries.csv | commit 5cfd506-dirty | cm rel 1995-2005; signed window-mean biases
1900-1919,gsic,0.6409557095859455,3.2810360145494064,diag_component_error_cancellation.py | tag L28 | seed n/a (no RNG in this driver) | targets recalib_targets_ext.csv | ladrillo postpred_L28_components_timeseries.csv | brick postpred_oldbrick_components_timeseries.csv | commit 5cfd506-dirty | cm rel 1995-2005; signed window-mean biases
1900-1919,gis,-0.006031147380592916,-0.5749695040983562,diag_component_error_cancellation.py | tag L28 | seed n/a (no RNG in this driver) | targets recalib_targets_ext.csv | ladrillo postpred_L28_components_timeseries.csv | brick postpred_oldbrick_components_timeseries.csv | commit 5cfd506-dirty | cm rel 1995-2005; signed window-mean biases
1900-1919,steric,0.6403187948110894,0.8136995199271777,diag_component_error_cancellation.py | tag L28 | seed n/a (no RNG in this driver) | targets recalib_targets_ext.csv | ladrillo postpred_L28_components_timeseries.csv | brick postpred_oldbrick_components_timeseries.csv | commit 5cfd506-dirty | cm rel 1995-2005; signed window-mean biases
1900-1919,__Ladrillo_summary,0.809834394246548,,diag_component_error_cancellation.py | tag L28 | seed n/a (no RNG in this driver) | targets recalib_targets_ext.csv | ladrillo postpred_L28_components_timeseries.csv | brick postpred_oldbrick_components_timeseries.csv | commit 5cfd506-dirty | cm rel 1995-2005; signed window-mean biases
1900-1919,__BRICK 2.0_summary,,0.7539462784000064,diag_component_error_cancellation.py | tag L28 | seed n/a (no RNG in this driver) | targets recalib_targets_ext.csv | ladrillo postpred_L28_components_timeseries.csv | brick postpred_oldbrick_components_timeseries.csv | commit 5cfd506-dirty | cm rel 1995-2005; signed window-mean biases
1920-1949,ais,-0.31137023318978235,-1.7965008333892059,diag_component_error_cancellation.py | tag L28 | seed n/a (no RNG in this driver) | targets recalib_targets_ext.csv | ladrillo postpred_L28_components_timeseries.csv | brick postpred_oldbrick_components_timeseries.csv | commit 5cfd506-dirty | cm rel 1995-2005; signed window-mean biases
1920-1949,gsic,-0.010203341856864482,1.4700865697975816,diag_component_error_cancellation.py | tag L28 | seed n/a (no RNG in this driver) | targets recalib_targets_ext.csv | ladrillo postpred_L28_components_timeseries.csv | brick postpred_oldbrick_components_timeseries.csv | commit 5cfd506-dirty | cm rel 1995-2005; signed window-mean biases
1920-1949,gis,-0.1612008771585433,-0.7458866995111549,diag_component_error_cancellation.py | tag L28 | seed n/a (no RNG in this driver) | targets recalib_targets_ext.csv | ladrillo postpred_L28_components_timeseries.csv | brick postpred_oldbrick_components_timeseries.csv | commit 5cfd506-dirty | cm rel 1995-2005; signed window-mean biases
1920-1949,steric,0.500501926490621,0.651855994815971,diag_component_error_cancellation.py | tag L28 | seed n/a (no RNG in this driver) | targets recalib_targets_ext.csv | ladrillo postpred_L28_components_timeseries.csv | brick postpred_oldbrick_components_timeseries.csv | commit 5cfd506-dirty | cm rel 1995-2005; signed window-mean biases
