ssp,component,horizon,arm,n_draws,med_cm,mean_cm,p05_cm,p95_cm,spread_cm,spread_ratio,med_ratio,provenance
ssp126,glaciers,2100,fixed,2000,8.275310232050074,8.315568231992902,7.182898218700891,9.503054231147589,2.320156012446698,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2100,joint,2000,7.4842680502610754,7.664302286087129,5.877563317823252,10.139061567142212,4.261498249318961,1.8367291796145377,0.9044093623553456,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2150,fixed,2000,10.27427896271313,10.294542740996894,8.736863978374645,11.92940689850629,3.192542920131645,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2150,joint,2000,8.941948427129585,9.192028316486985,6.8541126053574555,12.486075070613797,5.631962465256342,1.7640992168788467,0.8703236946924676,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2300,fixed,2000,12.996311724733802,13.034068908852737,10.780843576369618,15.4466713972413,4.665827820871682,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,glaciers,2300,joint,2000,10.835242102386937,11.198120088479616,8.03952187436467,15.707547060041033,7.668025185676363,1.6434436674613087,0.8337166983895864,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2100,fixed,2000,6.370884599704908,6.366393079010045,5.166233961100069,7.528672316017646,2.362438354917577,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2100,joint,2000,5.800205581757555,5.901664568549222,4.499959320667634,7.7129678692662536,3.2130085485986193,1.3600391061677957,0.9104238965537398,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2150,fixed,2000,8.529042020215297,8.565831745903381,6.691748788107277,10.482937199449088,3.7911884113418113,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2150,joint,2000,7.442206545657934,7.656143814981584,5.482229134252471,10.615354868045069,5.133125733792598,1.3539621819997694,0.8725723859747231,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
ssp126,gis,2300,fixed,2000,12.192938297658468,12.325916826956503,8.977942555243153,16.10697026342385,7.129027708180697,1.0,1.0,scope_slr_fair_uncertainty.jl | Ladrillo L28 | ssp ssp126 | forcing raw | climate magicc | lws observed (mean 0.0003 m/yr) | tap true | run 1850-2300 reref 1995-2014 | julia 1.12.6
