block,key,value,note
A,model_over_target,1.1919452899504084,BRICK 2.0 1.171x
B,fair_over_Zanna+Cheng (0-2000m),1.2848745924203933,obs 1.0826 1e22 J/yr
B,fair_over_Zanna+IGCC (0-2000m),1.2355860067908346,obs 1.1258 1e22 J/yr
C,alpha_model_over_Zanna+Cheng (0-2000m),0.927674418174206,"alpha model 0.10574, obs-implied 0.11398"
C,alpha_model_over_Zanna+IGCC (0-2000m),0.9646801464239843,"alpha model 0.10574, obs-implied 0.10961"
D,igcc_fulldepth_over_0_2000m,1.1021504216460887,1993-2024; IGCC ocean_2000-6000m layer
D,fair_over_igcc_fulldepth,1.1084136654754928,vs 0-2000m 1.222x
E,frederikse_over_noaa_on_overlap,0.9371642936345013,"2005-2018; splice is a LEVEL match, so a slope ratio != 1 means the two segments of the target have different scope or method"
