gate,key,value,verdict
PRE-PULSE-ZERO,max_abs_cm_glaciers,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_gis,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_ais,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_te,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_lws,0.0,PASS
PRE-PULSE-ZERO,max_abs_cm_total,0.0,PASS
NO-REACHBACK,max_abs_cm_glaciers,0.0,PASS
NO-REACHBACK,max_abs_cm_te,0.0,PASS
NO-REACHBACK,max_abs_cm_lws,0.0,PASS
REACHBACK,max_abs_cm_glaciers,0.0,PASS
REACHBACK,pct_of_2100_glaciers,0.0,PASS
REACHBACK,max_abs_cm_gis,2.175141409477277e-5,PASS
REACHBACK,pct_of_2100_gis,1.4178175051185078,PASS
REACHBACK,max_abs_cm_ais,1.3919918551152932e-7,PASS
REACHBACK,pct_of_2100_ais,0.01790387579817217,PASS
REACHBACK,max_abs_cm_te,0.0,PASS
REACHBACK,pct_of_2100_te,0.0,PASS
REACHBACK,max_abs_cm_lws,0.0,PASS
REACHBACK,pct_of_2100_lws,0.0,PASS
REACHBACK,max_abs_cm_total,2.1838337332269475e-5,PASS
REACHBACK,pct_of_2100_total,0.29029937195846495,PASS
DRAW-PAIRING,config_mismatches,0.0,PASS
DRAW-PAIRING,row_mismatches,0.0,PASS
PAIRING,configs_used,841.0,PASS
PAIRING,median_dgmst_bias_degC,0.00037094999999975897,PASS
SUM,max_abs_cm,7.993605777301127e-14,PASS
SIGN,median_cm_2100,0.007522695342032648,PASS
SIGN,frac_negative_2100,0.0,PASS
SIGN,median_cm_2150,0.010195826418957665,PASS
SIGN,frac_negative_2150,0.0,PASS
SIGN,median_cm_2300,0.013287420106749437,PASS
SIGN,frac_negative_2300,0.0,PASS
TAP-CROSSING,n_draws_crossing,0.0,PASS
AIS-CROSSING,n_fired_2100,13.0,PASS
AIS-CROSSING,n_bifurcation_2100,0.0,PASS
AIS-CROSSING,p_fired_2100,0.0065,PASS
AIS-CROSSING,int_over_cont_2100,0.8823119209595005,PASS
P-FIRED-CONSISTENT,p_fired_exact_2100,0.0066296076099881095,PASS
P-FIRED-CONSISTENT,z_2100,0.07142429823289533,PASS
AIS-CROSSING,n_fired_2150,20.0,PASS
AIS-CROSSING,n_bifurcation_2150,0.0,PASS
AIS-CROSSING,p_fired_2150,0.01,PASS
AIS-CROSSING,int_over_cont_2150,0.8879834911882752,PASS
P-FIRED-CONSISTENT,p_fired_exact_2150,0.009975029726516052,PASS
P-FIRED-CONSISTENT,z_2150,0.011237200329253991,PASS
AIS-CROSSING,n_fired_2300,23.0,PASS
AIS-CROSSING,n_bifurcation_2300,0.0,PASS
AIS-CROSSING,p_fired_2300,0.0115,PASS
AIS-CROSSING,int_over_cont_2300,0.9258982007174441,PASS
P-FIRED-CONSISTENT,p_fired_exact_2300,0.011046373365041617,PASS
P-FIRED-CONSISTENT,z_2300,0.1940956139181768,PASS
MAGNITUDE,cm_per_GtCO2_2100,0.007522695342032648,PASS
