year,ais_obs,ais_sigma,gsic_obs,gsic_sigma,gis_obs,gis_sigma,steric_obs,steric_sigma,total_obs,total_sigma,provenance
1964,-0.42086044699551123,0.1062281828437773,-1.65638366613,0.4345375352714424,-0.6994616335088559,0.15657650290520875,-2.048475503921509,0.18712335187024026,-4.473911095272729,1.6352820638059549,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1965,-0.41538192183376815,0.10297834171413349,-1.6436187354,0.42667342768431776,-0.656011277979071,0.15490739380578347,-2.089956521987914,0.08810194204412855,-4.245484458237755,1.6154162607336655,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1966,-0.4099907055556919,0.09981182165904126,-1.60752426061,0.41836607249911095,-0.5829888170415709,0.15362425376411354,-2.034507989883423,0.15199349755748975,-4.285064238141662,1.5984752352705276,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1967,-0.4045693054855016,0.09674283807191972,-1.57432399663,0.4046663467600793,-0.5461797540838069,0.15282205108856567,-2.1567160129547114,0.23934956914987726,-4.569899013233658,1.5797968543465621,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1968,-0.39905296713711286,0.09380058027993175,-1.55316139134,0.3991393401104139,-0.4902192896062678,0.15045894983622923,-2.3616812229156494,0.19148924976328713,-4.540422925162573,1.556530080506762,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1969,-0.39370447546841164,0.090821808464955,-1.5060065833,0.39031877510755,-0.4493830507451839,0.14731965958183235,-2.2940184116363525,0.16097281926811538,-4.056282556672161,1.5391357529348033,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1970,-0.3883270397842075,0.08807118310117619,-1.47674499425,0.3811048627736947,-0.43406332189386587,0.14271887545063658,-2.2299360752105715,0.12277796224531634,-4.213299142025142,1.5190173583784705,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1971,-0.38281628043056987,0.08542875539453951,-1.42996688756,0.37232060685064605,-0.3854952638799498,0.13981422629480947,-2.01857705116272,0.07258373860824908,-4.173902702036516,1.5000225650686445,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1972,-0.3773555412948277,0.08291977445647228,-1.42581516179,0.36320137632518823,-0.41572569066828,0.14054806579395507,-1.9049362659454347,0.09029666409903235,-3.9113406376789097,1.4800122165880165,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1973,-0.371978534764066,0.08054135507411664,-1.39842201146,0.3494482021110974,-0.4206208055669609,0.13016050252364647,-1.8290678501129145,0.1224352922912721,-4.162824001511423,1.462286449527181,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1974,-0.36653491408230326,0.07826440828107777,-1.35760646733,0.33975244299840035,-0.39651621038263496,0.12475993993601671,-1.7317896366119383,0.16951280579215036,-4.361543907751239,1.445183345747159,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1975,-0.36116129309536477,0.07619651272608713,-1.32605033788,0.3269005212905444,-0.39089840108698093,0.12378091770475401,-1.4828915119171144,0.11051307185326675,-4.301519260432482,1.4257103124465202,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1976,-0.3556642666518834,0.07431605345515607,-1.31339240941,0.3202348405215513,-0.4085678880864929,0.1231457258535039,-1.5214472293853758,0.25425687437315186,-3.963633987688109,1.4065706914139016,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1977,-0.3503199711501744,0.07261495446458263,-1.25747276219,0.3123986134831064,-0.40815065557306496,0.11643833397858282,-1.4027002811431886,0.2148929518931674,-3.764184937145327,1.3901109449500655,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1978,-0.34487177283169296,0.07110162394793401,-1.19689861211,0.3028963801374555,-0.40049865896051595,0.11299895433986655,-1.3702120304107668,0.31747895932292,-4.152141138121722,1.371164603033909,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1979,-0.3407749722636363,0.0715066154867891,-1.13455577764,0.29555756986570303,-0.389603788202459,0.10969922144226313,-1.4052307605743404,0.4048281580161668,-3.820633753073221,1.3524695519814425,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1980,-0.3345863610636363,0.07029798938200403,-1.090385398,0.28506595818063996,-0.3607046907598319,0.10757510089794627,-1.0921608448028564,0.13726039722459696,-3.3717894669527557,1.3332573520168138,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1981,-0.3345805555636363,0.06933210264543835,-1.04518371495,0.27749268375050556,-0.3079829996282405,0.10390887613649365,-1.1296556949615475,0.1109978005817459,-3.5930862101710876,1.316360836013956,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1982,-0.3285667777636363,0.06838225208056291,-1.00738120946,0.26880870330611006,-0.2692658250982112,0.10126394219956315,-1.2615566730499266,0.17181702475645091,-3.26564094942428,1.2997847205164639,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1983,-0.3240799999636363,0.06744151963469203,-0.98260436925,0.2580748144367008,-0.2925846880132503,0.09979403872478299,-1.4041773319244384,0.27500249031834934,-3.0319987114894285,1.2768914803094595,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1984,-0.3281323055636363,0.06649533570773482,-0.923342284289,0.24519479446270734,-0.30610683614557455,0.09596417291629501,-1.3752907276153565,0.3343727430274181,-2.868843014957873,1.2587822784682197,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1985,-0.3299324166636363,0.06552045615661382,-0.869401892749,0.23710279980122403,-0.2849181955510921,0.09329199957075998,-1.2075136661529546,0.22033291538174707,-2.8990094701234406,1.2368959355293467,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1986,-0.3128356388636363,0.06453271813147865,-0.834535559741,0.23130716369836649,-0.2674289529973811,0.09004199895655537,-1.0398712635040286,0.11008946081346524,-2.87330639322433,1.218617523233319,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1987,-0.2772240555636363,0.06351479906641083,-0.80257192525,0.2204924690148965,-0.2675323312932796,0.08914314615992189,-1.0571058750152584,0.1640282304503538,-2.2641210585903915,1.2011658969499404,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1988,-0.2394074999636363,0.062493681578532426,-0.756219824878,0.2064600733081075,-0.24032619649713705,0.0864343397878843,-0.9519709110260006,0.15137707620989047,-2.3658943766703318,1.1811656965572621,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1989,-0.2079183888636363,0.061438894053350665,-0.703258570758,0.19533917302869364,-0.2040105646306819,0.08187945951913146,-0.9955696582794187,0.19795459396399018,-2.528762061984929,1.158789200905294,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1990,-0.1864722777636363,0.06037081561490653,-0.616762503711,0.18287928134090697,-0.18309095556085775,0.07790337620044756,-0.9834099292755125,0.21575366742390922,-2.179715392854077,1.139993499229736,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1991,-0.1858772499636363,0.05928833049701438,-0.549639662829,0.17018933842531042,-0.16452606374567214,0.07578606945371978,-0.7139692783355716,0.06965632104331167,-1.7564531798143612,1.1208316199330326,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1992,-0.2029914999636363,0.05137284166009459,-0.532529887286,0.16198817733948295,-0.188701326196844,0.06219612590163792,-0.7196871280670165,0.18961415423426758,-1.3626232316025886,1.1002771861087588,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1993,-0.20021944446363632,0.05,-0.457681330768,0.14905054992301753,-0.1796168153936214,0.05816514816426012,-0.7577068805694576,0.22700499673577115,-1.3434786406719077,1.0798908378523444,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1994,-0.1684939166636363,0.05,-0.388064822284,0.13538175128247307,-0.15549810582941237,0.05130093138225982,-0.6639641284942628,0.10872235401542175,-1.1756852332699044,1.0591154348593703,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1995,-0.1380746944636363,0.05,-0.305494746295,0.1167825186876678,-0.1020575826818294,0.05,-0.7604019641876225,0.1681044663592417,-1.057131669360948,1.0394274181174157,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1996,-0.1131857222636363,0.05,-0.279520663348,0.0989908405421298,-0.13944633657282057,0.05,-0.4555838108062744,0.05,-0.9875334270864919,1.0168757837756912,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1997,-0.09209661106363631,0.05,-0.210148772326,0.0865073139655244,-0.1368076151067561,0.05,-0.42439217567443843,0.08358695184046393,-0.8148721992149919,0.9975718015658585,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1998,-0.0659291666636363,0.05,-0.118133744327,0.07339547260636965,-0.09964726621454423,0.05,-0.4012865543365476,0.14077736467013136,-0.7709233996014468,0.978100360360731,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
1999,-0.03260436106363629,0.05,-0.0583946314725,0.06214070450546644,-0.07188237363641925,0.05,-0.19428448677062948,0.09714359506902044,-0.6707032336367553,0.957672135456939,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2000,0.003957722236363703,0.05,-0.00850888165561,0.06053161333192251,-0.04322274381464186,0.05,-0.23769707679748553,0.1098548635305107,-0.2893630562230687,0.936314450338789,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2001,0.028716666636363686,0.05,0.0506707581607,0.06062176680757957,-0.014422828500921137,0.05,0.051730203628540306,0.050988593937152146,0.25111413603752597,0.9149248636984805,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2002,0.05659416663636363,0.05,0.112783900174,0.07204226447789691,0.04990450685674486,0.05,0.3840820789337158,0.10213375625708852,0.6898753433700215,0.8934199542462966,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2003,0.0953233611363637,0.05,0.203065434369,0.08214988561581231,0.11952950304204757,0.05,0.6563944816589355,0.20370067054619678,0.9549218843666174,0.8702371060807561,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2004,0.12239602773636366,0.05,0.280523434552,0.0823063300302931,0.18753883188421067,0.05,0.6542348861694336,0.08953379192671786,1.213541885887722,0.8487858056195026,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2005,0.13490261113636365,0.05,0.333157912168,0.08264865627066792,0.2505139047449285,0.05,0.727204418182373,0.056790699844175056,1.4810737354618184,0.8271382860039604,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2006,0.17063997223636374,0.05,0.413940397176,0.08319055225986714,0.3268577749078923,0.05,0.8508980751037598,0.16141482070258326,1.6682619083154182,0.8045783021912543,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2007,0.2408398611363637,0.052984770458001845,0.480652168664,0.08368746698455937,0.4076969320123845,0.05,0.755551528930664,0.08921427918761093,1.7704766164571324,0.7806914516235487,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2008,0.2952349166363637,0.05626950606095941,0.533499971303,0.08424311546933493,0.4865355665033513,0.05,0.9397127628326416,0.11932259074790773,1.9117139587577285,0.757477492028695,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2009,0.34570961113636367,0.05825602634783502,0.597413119945,0.08463783717643986,0.5546272212808782,0.05,1.10294189453125,0.16950088357093476,2.4151510581692697,0.7337689376875092,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2010,0.40811886113636364,0.060384560603877015,0.688776820424,0.08531509663884292,0.6660145530646496,0.05,1.0581675529479981,0.08095468530235929,2.5053843201221917,0.7092918670874613,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2011,0.46471083333636376,0.06321894837474595,0.751769814166,0.08614624794038742,0.797527819330042,0.05,1.172118040919304,0.08180598485253705,2.6428689314413556,0.6841767018418999,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2012,0.5301521944363636,0.06587751724463439,0.778427461061,0.08683465383631174,0.9165590698068791,0.05,1.3359959244728088,0.12031347613547626,3.6165069656815896,0.6585592801013941,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2013,0.6062968889363637,0.06813309339284139,0.865110281381,0.08743913485895369,1.020487349683588,0.05,1.5293026685714721,0.12644492356680997,3.9556210652550257,0.6317315033608922,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2014,0.6805896943363637,0.07077412083685919,0.939145699414,0.08781207936646593,1.061065118963068,0.05,1.685045337677002,0.10007110946401593,4.286040614239635,0.6040885468370664,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2015,0.7268805003363638,0.07323868862437152,1.01763142672,0.08874213182444438,1.1191089803522283,0.05,1.892512035369873,0.15316137145333297,5.164526158751205,0.5746380196055068,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2016,0.7536373053363637,0.0761943455744729,1.08816784945,0.08954433242388564,1.1942859823053533,0.050690991340966336,1.8652884483337402,0.06052946897259789,5.690410443944824,0.5432098093314459,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2017,0.7971793053363637,0.07906996429537007,1.17695745555,0.09105026491998738,1.25936729257757,0.053432521616783905,2.0228739261627195,0.11840132954998307,5.73581602381169,0.5120438611405927,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2018,0.8568468333363638,0.08179202615921824,1.20556921092,0.09292795308909936,1.2730523759668522,0.055960262038908894,2.074393606185913,0.15361329171036328,5.965000044906917,0.4792434085457038,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2019,0.9058193053363638,0.08514418244912644,1.27272925168,0.10135992938696038,1.3214496367767197,0.05,2.41505758715868,0.05,6.746418209247338,0.4372958190736595,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2020,0.9409419163363638,0.0883075259792847,1.3862951469,0.10386783703347999,1.4331107785815083,0.05,2.38475758715868,0.0945,6.903546022488269,0.3897904183706153,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2021,0.9697630833363636,0.10146701134354431,1.41047483636,0.10663185170897894,1.4787376202021343,0.05,2.56855758715868,0.05,6.965139749711554,0.33498911163054784,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2022,0.9587775273363638,0.11344394330455504,1.5161915257,0.11134025878294819,1.5219252353034234,0.05,2.71155758715868,0.05,7.305210406917306,0.4479512205822425,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2023,0.9711854443363638,0.12029967537582784,1.63055217082,0.11726048097583924,1.5741034120990034,0.05,2.90135758715868,0.05190000000000003,7.885436304456636,0.4479512205822425,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2024,0.910532712907691,0.12071458857789127,NaN,NaN,1.6184183292260754,0.05,3.0108575871586805,0.05,8.225314682835013,0.4479512205822425,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2025,0.9122723537916689,0.12076010424362839,NaN,NaN,1.6502983936827973,0.05,3.2329575871586798,0.05,NaN,NaN,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
2026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"ic_hindcast_residuals.jl | targets recalib_targets_ext.csv + recalib_targets_ext_gsicadj.csv (gsic) | sigma = max((hi-lo)/(2*1.645), 0.05) cm, total adds dang_sig (+) lws band in quadrature | re-referenced 1995-2005 | cm"
