rff_idx,fair_cfg_idx,seed_idx,post_idx,axis
46,263,2,2,anova
46,275,0,0,anova
46,275,0,1,anova
46,275,0,2,anova
46,275,1,0,anova
46,275,1,1,anova
46,275,1,2,anova
46,275,2,0,anova
46,275,2,1,anova
46,275,2,2,anova
46,303,0,0,anova
46,303,0,1,anova
46,303,0,2,anova
46,303,1,0,anova
46,303,1,1,anova
46,303,1,2,anova
46,303,2,0,anova
46,303,2,1,anova
46,303,2,2,anova
46,343,0,0,anova
46,343,0,1,anova
46,343,0,2,anova
46,343,1,0,anova
46,343,1,1,anova
46,343,1,2,anova
46,343,2,0,anova
46,343,2,1,anova
46,343,2,2,anova
46,365,0,0,anova
46,365,0,1,anova
46,365,0,2,anova
46,365,1,0,anova
46,365,1,1,anova
46,365,1,2,anova
46,365,2,0,anova
46,365,2,1,anova
46,365,2,2,anova
46,464,0,0,anova
46,464,0,1,anova
46,464,0,2,anova
46,464,1,0,anova
46,464,1,1,anova
46,464,1,2,anova
46,464,2,0,anova
46,464,2,1,anova
46,464,2,2,anova
46,471,0,0,anova
46,471,0,1,anova
46,471,0,2,anova
46,471,1,0,anova
46,471,1,1,anova
46,471,1,2,anova
46,471,2,0,anova
46,471,2,1,anova
46,471,2,2,anova
46,628,0,0,anova
46,628,0,1,anova
46,628,0,2,anova
46,628,1,0,anova
46,628,1,1,anova
46,628,1,2,anova
46,628,2,0,anova
46,628,2,1,anova
46,628,2,2,anova
46,638,0,0,anova
46,638,0,1,anova
46,638,0,2,anova
46,638,1,0,anova
46,638,1,1,anova
46,638,1,2,anova
46,638,2,0,anova
46,638,2,1,anova
46,638,2,2,anova
46,680,0,0,anova
46,680,0,1,anova
46,680,0,2,anova
46,680,1,0,anova
46,680,1,1,anova
46,680,1,2,anova
46,680,2,0,anova
46,680,2,1,anova
46,680,2,2,anova
46,800,0,0,anova
46,800,0,1,anova
46,800,0,2,anova
46,800,1,0,anova
46,800,1,1,anova
46,800,1,2,anova
46,800,2,0,anova
46,800,2,1,anova
46,800,2,2,anova
60,37,0,0,anova
60,37,0,1,anova
60,37,0,2,anova
60,37,1,0,anova
60,37,1,1,anova
60,37,1,2,anova
60,37,2,0,anova
60,37,2,1,anova
60,37,2,2,anova
60,183,0,0,anova
60,183,0,1,anova
60,183,0,2,anova
60,183,1,0,anova
60,183,1,1,anova
60,183,1,2,anova
60,183,2,0,anova
60,183,2,1,anova
60,183,2,2,anova
60,191,0,0,anova
60,191,0,1,anova
60,191,0,2,anova
60,191,1,0,anova
60,191,1,1,anova
60,191,1,2,anova
60,191,2,0,anova
60,191,2,1,anova
60,191,2,2,anova
60,218,0,0,anova
60,218,0,1,anova
60,218,0,2,anova
60,218,1,0,anova
60,218,1,1,anova
60,218,1,2,anova
60,218,2,0,anova
60,218,2,1,anova
60,218,2,2,anova
60,263,0,0,anova
60,263,0,1,anova
60,263,0,2,anova
60,263,1,0,anova
60,263,1,1,anova
60,263,1,2,anova
60,263,2,0,anova
60,263,2,1,anova
60,263,2,2,anova
60,275,0,0,anova
60,275,0,1,anova
60,275,0,2,anova
60,275,1,0,anova
60,275,1,1,anova
60,275,1,2,anova
60,275,2,0,anova
60,275,2,1,anova
60,275,2,2,anova
60,303,0,0,anova
60,303,0,1,anova
60,303,0,2,anova
60,303,1,0,anova
60,303,1,1,anova
60,303,1,2,anova
60,303,2,0,anova
60,303,2,1,anova
60,303,2,2,anova
60,343,0,0,anova
60,343,0,1,anova
60,343,0,2,anova
60,343,1,0,anova
60,343,1,1,anova
60,343,1,2,anova
60,343,2,0,anova
60,343,2,1,anova
60,343,2,2,anova
60,365,0,0,anova
60,365,0,1,anova
60,365,0,2,anova
60,365,1,0,anova
60,365,1,1,anova
60,365,1,2,anova
60,365,2,0,anova
60,365,2,1,anova
60,365,2,2,anova
60,464,0,0,anova
60,464,0,1,anova
60,464,0,2,anova
60,464,1,0,anova
60,464,1,1,anova
60,464,1,2,anova
60,464,2,0,anova
60,464,2,1,anova
60,464,2,2,anova
60,471,0,0,anova
60,471,0,1,anova
60,471,0,2,anova
60,471,1,0,anova
60,471,1,1,anova
60,471,1,2,anova
60,471,2,0,anova
60,471,2,1,anova
60,471,2,2,anova
60,628,0,0,anova
60,628,0,1,anova
60,628,0,2,anova
60,628,1,0,anova
60,628,1,1,anova
60,628,1,2,anova
60,628,2,0,anova
60,628,2,1,anova
60,628,2,2,anova
60,638,0,0,anova
60,638,0,1,anova
60,638,0,2,anova
60,638,1,0,anova
60,638,1,1,anova
60,638,1,2,anova
60,638,2,0,anova
60,638,2,1,anova
60,638,2,2,anova
60,680,0,0,anova
60,680,0,1,anova
60,680,0,2,anova
60,680,1,0,anova
60,680,1,1,anova
60,680,1,2,anova
60,680,2,0,anova
60,680,2,1,anova
60,680,2,2,anova
60,800,0,0,anova
60,800,0,1,anova
60,800,0,2,anova
60,800,1,0,anova
60,800,1,1,anova
60,800,1,2,anova
60,800,2,0,anova
60,800,2,1,anova
60,800,2,2,anova
78,37,0,0,anova
78,37,0,1,anova
78,37,0,2,anova
78,37,1,0,anova
78,37,1,1,anova
78,37,1,2,anova
78,37,2,0,anova
78,37,2,1,anova
78,37,2,2,anova
78,183,0,0,anova
78,183,0,1,anova
78,183,0,2,anova
78,183,1,0,anova
78,183,1,1,anova
78,183,1,2,anova
78,183,2,0,anova
78,183,2,1,anova
78,183,2,2,anova
78,191,0,0,anova
78,191,0,1,anova
78,191,0,2,anova
78,191,1,0,anova
78,191,1,1,anova
78,191,1,2,anova
78,191,2,0,anova
78,191,2,1,anova
78,191,2,2,anova
78,218,0,0,anova
78,218,0,1,anova
78,218,0,2,anova
78,218,1,0,anova
78,218,1,1,anova
78,218,1,2,anova
78,218,2,0,anova
78,218,2,1,anova
78,218,2,2,anova
78,263,0,0,anova
78,263,0,1,anova
78,263,0,2,anova
78,263,1,0,anova
78,263,1,1,anova
78,263,1,2,anova
78,263,2,0,anova
78,263,2,1,anova
78,263,2,2,anova
78,275,0,0,anova
78,275,0,1,anova
78,275,0,2,anova
78,275,1,0,anova
78,275,1,1,anova
78,275,1,2,anova
78,275,2,0,anova
78,275,2,1,anova
78,275,2,2,anova
78,303,0,0,anova
78,303,0,1,anova
78,303,0,2,anova
78,303,1,0,anova
78,303,1,1,anova
78,303,1,2,anova
78,303,2,0,anova
78,303,2,1,anova
78,303,2,2,anova
78,343,0,0,anova
78,343,0,1,anova
78,343,0,2,anova
78,343,1,0,anova
78,343,1,1,anova
78,343,1,2,anova
78,343,2,0,anova
78,343,2,1,anova
78,343,2,2,anova
78,365,0,0,anova
78,365,0,1,anova
78,365,0,2,anova
78,365,1,0,anova
78,365,1,1,anova
78,365,1,2,anova
78,365,2,0,anova
78,365,2,1,anova
78,365,2,2,anova
78,464,0,0,anova
78,464,0,1,anova
78,464,0,2,anova
78,464,1,0,anova
78,464,1,1,anova
78,464,1,2,anova
78,464,2,0,anova
78,464,2,1,anova
78,464,2,2,anova
78,471,0,0,anova
78,471,0,1,anova
78,471,0,2,anova
78,471,1,0,anova
78,471,1,1,anova
78,471,1,2,anova
78,471,2,0,anova
78,471,2,1,anova
78,471,2,2,anova
78,628,0,0,anova
78,628,0,1,anova
78,628,0,2,anova
78,628,1,0,anova
78,628,1,1,anova
78,628,1,2,anova
78,628,2,0,anova
78,628,2,1,anova
78,628,2,2,anova
78,638,0,0,anova
78,638,0,1,anova
78,638,0,2,anova
78,638,1,0,anova
78,638,1,1,anova
78,638,1,2,anova
78,638,2,0,anova
78,638,2,1,anova
78,638,2,2,anova
78,680,0,0,anova
78,680,0,1,anova
78,680,0,2,anova
78,680,1,0,anova
78,680,1,1,anova
78,680,1,2,anova
78,680,2,0,anova
78,680,2,1,anova
78,680,2,2,anova
78,800,0,0,anova
78,800,0,1,anova
78,800,0,2,anova
78,800,1,0,anova
78,800,1,1,anova
78,800,1,2,anova
78,800,2,0,anova
78,800,2,1,anova
78,800,2,2,anova
79,37,0,0,anova
79,37,0,1,anova
79,37,0,2,anova
79,37,1,0,anova
79,37,1,1,anova
79,37,1,2,anova
79,37,2,0,anova
79,37,2,1,anova
79,37,2,2,anova
79,183,0,0,anova
79,183,0,1,anova
79,183,0,2,anova
79,183,1,0,anova
79,183,1,1,anova
79,183,1,2,anova
79,183,2,0,anova
79,183,2,1,anova
79,183,2,2,anova
79,191,0,0,anova
79,191,0,1,anova
79,191,0,2,anova
79,191,1,0,anova
79,191,1,1,anova
79,191,1,2,anova
79,191,2,0,anova
79,191,2,1,anova
79,191,2,2,anova
79,218,0,0,anova
79,218,0,1,anova
79,218,0,2,anova
79,218,1,0,anova
79,218,1,1,anova
79,218,1,2,anova
79,218,2,0,anova
79,218,2,1,anova
79,218,2,2,anova
79,263,0,0,anova
79,263,0,1,anova
79,263,0,2,anova
79,263,1,0,anova
79,263,1,1,anova
79,263,1,2,anova
79,263,2,0,anova
79,263,2,1,anova
79,263,2,2,anova
79,275,0,0,anova
79,275,0,1,anova
79,275,0,2,anova
79,275,1,0,anova
79,275,1,1,anova
79,275,1,2,anova
79,275,2,0,anova
79,275,2,1,anova
79,275,2,2,anova
79,303,0,0,anova
79,303,0,1,anova
79,303,0,2,anova
79,303,1,0,anova
79,303,1,1,anova
79,303,1,2,anova
79,303,2,0,anova
79,303,2,1,anova
79,303,2,2,anova
79,343,0,0,anova
79,343,0,1,anova
79,343,0,2,anova
79,343,1,0,anova
79,343,1,1,anova
79,343,1,2,anova
79,343,2,0,anova
79,343,2,1,anova
79,343,2,2,anova
79,365,0,0,anova
79,365,0,1,anova
79,365,0,2,anova
79,365,1,0,anova
79,365,1,1,anova
79,365,1,2,anova
79,365,2,0,anova
79,365,2,1,anova
79,365,2,2,anova
79,464,0,0,anova
79,464,0,1,anova
79,464,0,2,anova
79,464,1,0,anova
79,464,1,1,anova
79,464,1,2,anova
79,464,2,0,anova
79,464,2,1,anova
79,464,2,2,anova
79,471,0,0,anova
79,471,0,1,anova
79,471,0,2,anova
79,471,1,0,anova
79,471,1,1,anova
79,471,1,2,anova
79,471,2,0,anova
79,471,2,1,anova
79,471,2,2,anova
79,628,0,0,anova
79,628,0,1,anova
79,628,0,2,anova
79,628,1,0,anova
79,628,1,1,anova
79,628,1,2,anova
79,628,2,0,anova
79,628,2,1,anova
79,628,2,2,anova
79,638,0,0,anova
79,638,0,1,anova
79,638,0,2,anova
79,638,1,0,anova
79,638,1,1,anova
79,638,1,2,anova
79,638,2,0,anova
79,638,2,1,anova
79,638,2,2,anova
79,680,0,0,anova
79,680,0,1,anova
79,680,0,2,anova
79,680,1,0,anova
79,680,1,1,anova
79,680,1,2,anova
79,680,2,0,anova
79,680,2,1,anova
79,680,2,2,anova
79,800,0,0,anova
79,800,0,1,anova
79,800,0,2,anova
79,800,1,0,anova
79,800,1,1,anova
79,800,1,2,anova
79,800,2,0,anova
79,800,2,1,anova
79,800,2,2,anova
147,37,0,0,anova
147,37,0,1,anova
147,37,0,2,anova
147,37,1,0,anova
147,37,1,1,anova
147,37,1,2,anova
147,37,2,0,anova
147,37,2,1,anova
147,37,2,2,anova
147,183,0,0,anova
147,183,0,1,anova
147,183,0,2,anova
147,183,1,0,anova
147,183,1,1,anova
147,183,1,2,anova
147,183,2,0,anova
147,183,2,1,anova
147,183,2,2,anova
147,191,0,0,anova
147,191,0,1,anova
147,191,0,2,anova
147,191,1,0,anova
147,191,1,1,anova
147,191,1,2,anova
147,191,2,0,anova
147,191,2,1,anova
147,191,2,2,anova
147,218,0,0,anova
147,218,0,1,anova
147,218,0,2,anova
147,218,1,0,anova
147,218,1,1,anova
147,218,1,2,anova
147,218,2,0,anova
147,218,2,1,anova
147,218,2,2,anova
147,263,0,0,anova
147,263,0,1,anova
147,263,0,2,anova
147,263,1,0,anova
147,263,1,1,anova
147,263,1,2,anova
147,263,2,0,anova
147,263,2,1,anova
147,263,2,2,anova
147,275,0,0,anova
147,275,0,1,anova
147,275,0,2,anova
147,275,1,0,anova
147,275,1,1,anova
147,275,1,2,anova
147,275,2,0,anova
147,275,2,1,anova
147,275,2,2,anova
147,303,0,0,anova
147,303,0,1,anova
147,303,0,2,anova
147,303,1,0,anova
147,303,1,1,anova
147,303,1,2,anova
147,303,2,0,anova
147,303,2,1,anova
147,303,2,2,anova
147,343,0,0,anova
147,343,0,1,anova
147,343,0,2,anova
147,343,1,0,anova
147,343,1,1,anova
147,343,1,2,anova
147,343,2,0,anova
147,343,2,1,anova
147,343,2,2,anova
147,365,0,0,anova
147,365,0,1,anova
147,365,0,2,anova
147,365,1,0,anova
147,365,1,1,anova
147,365,1,2,anova
147,365,2,0,anova
147,365,2,1,anova
147,365,2,2,anova
147,464,0,0,anova
147,464,0,1,anova
147,464,0,2,anova
147,464,1,0,anova
147,464,1,1,anova
147,464,1,2,anova
147,464,2,0,anova
147,464,2,1,anova
147,464,2,2,anova
147,471,0,0,anova
147,471,0,1,anova
147,471,0,2,anova
147,471,1,0,anova
147,471,1,1,anova
147,471,1,2,anova
147,471,2,0,anova
147,471,2,1,anova
147,471,2,2,anova
147,628,0,0,anova
147,628,0,1,anova
147,628,0,2,anova
147,628,1,0,anova
147,628,1,1,anova
147,628,1,2,anova
147,628,2,0,anova
147,628,2,1,anova
147,628,2,2,anova
147,638,0,0,anova
147,638,0,1,anova
147,638,0,2,anova
147,638,1,0,anova
147,638,1,1,anova
147,638,1,2,anova
147,638,2,0,anova
147,638,2,1,anova
147,638,2,2,anova
147,680,0,0,anova
147,680,0,1,anova
147,680,0,2,anova
147,680,1,0,anova
147,680,1,1,anova
147,680,1,2,anova
147,680,2,0,anova
147,680,2,1,anova
147,680,2,2,anova
147,800,0,0,anova
147,800,0,1,anova
147,800,0,2,anova
147,800,1,0,anova
147,800,1,1,anova
147,800,1,2,anova
147,800,2,0,anova
147,800,2,1,anova
147,800,2,2,anova
175,37,0,0,anova
175,37,0,1,anova
175,37,0,2,anova
175,37,1,0,anova
175,37,1,1,anova
175,37,1,2,anova
175,37,2,0,anova
175,37,2,1,anova
175,37,2,2,anova
175,183,0,0,anova
175,183,0,1,anova
175,183,0,2,anova
175,183,1,0,anova
175,183,1,1,anova
175,183,1,2,anova
175,183,2,0,anova
175,183,2,1,anova
175,183,2,2,anova
175,191,0,0,anova
175,191,0,1,anova
175,191,0,2,anova
175,191,1,0,anova
175,191,1,1,anova
175,191,1,2,anova
175,191,2,0,anova
175,191,2,1,anova
175,191,2,2,anova
175,218,0,0,anova
175,218,0,1,anova
175,218,0,2,anova
175,218,1,0,anova
175,218,1,1,anova
175,218,1,2,anova
175,218,2,0,anova
175,218,2,1,anova
175,218,2,2,anova
175,263,0,0,anova
175,263,0,1,anova
175,263,0,2,anova
175,263,1,0,anova
175,263,1,1,anova
175,263,1,2,anova
175,263,2,0,anova
175,263,2,1,anova
175,263,2,2,anova
175,275,0,0,anova
175,275,0,1,anova
175,275,0,2,anova
175,275,1,0,anova
175,275,1,1,anova
175,275,1,2,anova
175,275,2,0,anova
175,275,2,1,anova
175,275,2,2,anova
175,303,0,0,anova
175,303,0,1,anova
175,303,0,2,anova
175,303,1,0,anova
175,303,1,1,anova
175,303,1,2,anova
175,303,2,0,anova
175,303,2,1,anova
175,303,2,2,anova
175,343,0,0,anova
175,343,0,1,anova
175,343,0,2,anova
175,343,1,0,anova
175,343,1,1,anova
175,343,1,2,anova
175,343,2,0,anova
175,343,2,1,anova
175,343,2,2,anova
175,365,0,0,anova
175,365,0,1,anova
175,365,0,2,anova
175,365,1,0,anova
175,365,1,1,anova
175,365,1,2,anova
175,365,2,0,anova
175,365,2,1,anova
175,365,2,2,anova
175,464,0,0,anova
175,464,0,1,anova
175,464,0,2,anova
175,464,1,0,anova
175,464,1,1,anova
175,464,1,2,anova
175,464,2,0,anova
175,464,2,1,anova
175,464,2,2,anova
175,471,0,0,anova
175,471,0,1,anova
175,471,0,2,anova
175,471,1,0,anova
175,471,1,1,anova
175,471,1,2,anova
175,471,2,0,anova
175,471,2,1,anova
175,471,2,2,anova
175,628,0,0,anova
175,628,0,1,anova
175,628,0,2,anova
175,628,1,0,anova
175,628,1,1,anova
175,628,1,2,anova
175,628,2,0,anova
175,628,2,1,anova
175,628,2,2,anova
175,638,0,0,anova
175,638,0,1,anova
175,638,0,2,anova
175,638,1,0,anova
175,638,1,1,anova
175,638,1,2,anova
175,638,2,0,anova
175,638,2,1,anova
175,638,2,2,anova
175,680,0,0,anova
175,680,0,1,anova
175,680,0,2,anova
175,680,1,0,anova
175,680,1,1,anova
175,680,1,2,anova
175,680,2,0,anova
175,680,2,1,anova
175,680,2,2,anova
175,800,0,0,anova
175,800,0,1,anova
175,800,0,2,anova
175,800,1,0,anova
175,800,1,1,anova
175,800,1,2,anova
175,800,2,0,anova
175,800,2,1,anova
175,800,2,2,anova
178,37,0,0,anova
178,37,0,1,anova
178,37,0,2,anova
178,37,1,0,anova
178,37,1,1,anova
178,37,1,2,anova
178,37,2,0,anova
178,37,2,1,anova
178,37,2,2,anova
178,183,0,0,anova
178,183,0,1,anova
178,183,0,2,anova
178,183,1,0,anova
178,183,1,1,anova
178,183,1,2,anova
178,183,2,0,anova
178,183,2,1,anova
178,183,2,2,anova
178,191,0,0,anova
178,191,0,1,anova
178,191,0,2,anova
178,191,1,0,anova
178,191,1,1,anova
178,191,1,2,anova
178,191,2,0,anova
178,191,2,1,anova
178,191,2,2,anova
178,218,0,0,anova
178,218,0,1,anova
178,218,0,2,anova
178,218,1,0,anova
178,218,1,1,anova
178,218,1,2,anova
178,218,2,0,anova
178,218,2,1,anova
178,218,2,2,anova
178,263,0,0,anova
178,263,0,1,anova
178,263,0,2,anova
178,263,1,0,anova
178,263,1,1,anova
178,263,1,2,anova
178,263,2,0,anova
178,263,2,1,anova
178,263,2,2,anova
178,275,0,0,anova
178,275,0,1,anova
178,275,0,2,anova
178,275,1,0,anova
178,275,1,1,anova
178,275,1,2,anova
178,275,2,0,anova
178,275,2,1,anova
178,275,2,2,anova
178,303,0,0,anova
178,303,0,1,anova
178,303,0,2,anova
178,303,1,0,anova
178,303,1,1,anova
178,303,1,2,anova
178,303,2,0,anova
178,303,2,1,anova
178,303,2,2,anova
178,343,0,0,anova
178,343,0,1,anova
178,343,0,2,anova
178,343,1,0,anova
178,343,1,1,anova
178,343,1,2,anova
178,343,2,0,anova
178,343,2,1,anova
178,343,2,2,anova
178,365,0,0,anova
178,365,0,1,anova
178,365,0,2,anova
178,365,1,0,anova
178,365,1,1,anova
178,365,1,2,anova
178,365,2,0,anova
178,365,2,1,anova
178,365,2,2,anova
178,464,0,0,anova
178,464,0,1,anova
178,464,0,2,anova
178,464,1,0,anova
178,464,1,1,anova
178,464,1,2,anova
178,464,2,0,anova
178,464,2,1,anova
178,464,2,2,anova
178,471,0,0,anova
178,471,0,1,anova
178,471,0,2,anova
178,471,1,0,anova
178,471,1,1,anova
178,471,1,2,anova
178,471,2,0,anova
178,471,2,1,anova
178,471,2,2,anova
178,628,0,0,anova
178,628,0,1,anova
178,628,0,2,anova
178,628,1,0,anova
178,628,1,1,anova
178,628,1,2,anova
178,628,2,0,anova
178,628,2,1,anova
178,628,2,2,anova
178,638,0,0,anova
178,638,0,1,anova
178,638,0,2,anova
178,638,1,0,anova
178,638,1,1,anova
178,638,1,2,anova
178,638,2,0,anova
178,638,2,1,anova
178,638,2,2,anova
178,680,0,0,anova
178,680,0,1,anova
178,680,0,2,anova
178,680,1,0,anova
178,680,1,1,anova
178,680,1,2,anova
178,680,2,0,anova
178,680,2,1,anova
178,680,2,2,anova
178,800,0,0,anova
178,800,0,1,anova
178,800,0,2,anova
178,800,1,0,anova
178,800,1,1,anova
178,800,1,2,anova
178,800,2,0,anova
178,800,2,1,anova
178,800,2,2,anova
186,37,0,0,anova
186,37,0,1,anova
186,37,0,2,anova
186,37,1,0,anova
186,37,1,1,anova
186,37,1,2,anova
186,37,2,0,anova
186,37,2,1,anova
186,37,2,2,anova
186,183,0,0,anova
186,183,0,1,anova
186,183,0,2,anova
186,183,1,0,anova
186,183,1,1,anova
186,183,1,2,anova
186,183,2,0,anova
186,183,2,1,anova
186,183,2,2,anova
186,191,0,0,anova
186,191,0,1,anova
186,191,0,2,anova
186,191,1,0,anova
186,191,1,1,anova
186,191,1,2,anova
186,191,2,0,anova
186,191,2,1,anova
186,191,2,2,anova
186,218,0,0,anova
186,218,0,1,anova
186,218,0,2,anova
186,218,1,0,anova
186,218,1,1,anova
186,218,1,2,anova
186,218,2,0,anova
186,218,2,1,anova
186,218,2,2,anova
186,263,0,0,anova
186,263,0,1,anova
186,263,0,2,anova
186,263,1,0,anova
186,263,1,1,anova
186,263,1,2,anova
186,263,2,0,anova
186,263,2,1,anova
186,263,2,2,anova
186,275,0,0,anova
186,275,0,1,anova
186,275,0,2,anova
186,275,1,0,anova
186,275,1,1,anova
186,275,1,2,anova
186,275,2,0,anova
